SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
PR,77690,PIRAQUARA,19761,35,20,50,26,4,8567,12756,456,8006,52936,1616,44930,1639
PR,77712,PITANGA,9444,7,7,12,18,1,1104,7696,111,6290,26024,343,19734,991
PR,77739,PLANALTINA DO PARANÁ,1382,2,1,1,1,0,243,923,10,590,3318,69,2728,96
PR,77755,PLANALTO,5569,3,1,3,4,0,462,2208,62,1771,10546,176,8775,287
PR,77771,PONTA GROSSA,46919,137,70,123,172,19,32670,91959,2582,33168,219734,5411,186566,6504
PR,77798,PORECATU,4259,4,3,7,5,0,1113,2970,42,2067,11002,224,8935,308
PR,77810,PORTO AMAZONAS,760,4,0,7,0,0,445,1542,21,559,3526,83,2967,105
PR,77836,PORTO RICO,940,0,0,3,0,0,201,613,3,297,2136,17,1839,62
PR,77852,PORTO VITÓRIA,1023,2,0,4,1,0,119,1287,22,565,3162,54,2597,85
PR,77879,PRESIDENTE CASTELO BRANCO,1919,1,1,2,1,0,375,775,10,642,3949,68,3307,155
PR,77895,PRIMEIRO DE MAIO,2412,2,1,2,5,0,408,3572,38,902,7822,181,6920,299
PR,77917,PRUDENTÓPOLIS,10463,19,7,31,42,2,1891,15292,317,4786,35129,915,30343,1364
PR,77933,QUATIGUÁ,1832,3,2,1,0,0,280,2751,22,834,6070,127,5236,218
PR,77950,QUATRO BARRAS,3970,8,4,10,8,0,2023,4138,107,1359,12345,296,10986,422
PR,77976,QUERÊNCIA DO NORTE,3446,1,2,1,2,0,464,2295,38,1839,8467,107,6628,272
PR,77992,QUINTA DO SOL,1845,1,2,1,0,1,318,1120,17,881,4444,69,3563,189
PR,78018,QUITANDINHA,4135,2,6,9,13,1,947,4535,48,1237,11753,379,10516,441
PR,78034,RANCHO ALEGRE,997,0,0,2,1,0,254,1197,10,385,3068,73,2683,149
PR,78050,REALEZA,5990,4,3,4,8,1,600,3137,79,2090,12612,236,10522,460
PR,78077,REBOUÇAS,4035,2,2,3,16,1,565,4292,100,2121,11777,273,9656,367
PR,78093,RENASCENÇA,2541,0,2,4,1,0,309,1193,32,625,4944,62,4319,175
PR,78115,RESERVA,8171,5,10,13,12,0,811,4959,95,3228,18480,353,15252,823
PR,78131,RIBEIRÃO CLARO,2563,6,1,3,0,1,924,3195,55,1340,8690,255,7350,347
PR,78158,RIBEIRÃO DO PINHAL,4247,2,0,7,1,0,631,2872,35,3120,11427,137,8307,375
PR,78174,RIO AZUL,4216,17,5,13,23,1,749,2946,183,1468,10501,387,9033,493
PR,78190,RIO BOM,641,0,0,3,1,0,185,1210,8,353,2627,61,2274,165
PR,78212,RIO BRANCO DO SUL,9859,12,7,18,14,4,2268,6410,84,3097,23179,601,20082,805
PR,78239,RIO NEGRO,5259,7,9,18,21,1,2116,10474,163,3523,22651,505,19128,555
PR,78255,ROLÂNDIA,9229,19,44,27,17,2,4266,20079,218,6965,43541,1341,36576,1334
PR,78271,RONCADOR,3306,3,5,2,4,1,366,2913,29,1309,8437,115,7128,384
PR,78298,RONDON,2170,1,0,1,3,1,442,3094,23,1049,7059,78,6010,197
PR,78310,SABÁUDIA,1246,0,3,4,2,0,523,2014,30,551,4704,136,4153,195
PR,78336,SALGADO FILHO,1711,3,1,5,5,0,202,842,11,652,3613,63,2961,118
PR,78352,SALTO DO ITARARÉ,1650,1,2,1,1,0,299,1016,18,585,3873,72,3288,228
PR,78379,SALTO DO LONTRA,5209,4,3,1,7,1,399,1884,61,1804,9905,200,8101,332
PR,78395,SANTA AMÉLIA,966,0,1,2,2,1,161,1186,3,424,2959,55,2535,158
PR,78417,SANTA CECÍLIA DO PAVÃO,706,0,2,6,1,0,276,1231,13,368,2813,44,2445,166
PR,78433,SANTA CRUZ DE MONTE CASTELO,2586,1,0,5,2,1,384,2004,12,1035,6346,92,5311,224
PR,78450,SANTA FÉ,2816,1,1,1,0,0,397,2655,33,961,7190,109,6229,216
PR,78476,SANTA INÊS,600,0,0,1,2,0,125,625,7,314,1749,8,1435,67
PR,78492,SANTA ISABEL DO IVAÍ,2088,2,2,5,2,0,425,2754,30,1303,6972,102,5669,259
PR,78514,SANTA IZABEL DO OESTE,3974,2,2,2,2,1,371,1885,46,1264,7994,133,6730,312
PR,78530,SANTA MARIANA,3428,3,3,8,2,0,743,3154,48,2273,10342,246,8069,434
PR,78557,SANTANA DO ITARARÉ,1836,2,4,3,0,0,209,1168,29,868,4396,79,3528,198
PR,78573,SANTO ANTÔNIO DO SUDOESTE,6253,4,7,7,6,1,598,3845,47,2017,13335,167,11318,383
PR,78590,SANTO ANTÔNIO DA PLATINA,7461,14,5,15,12,0,2890,13048,201,4697,30289,969,25592,977
PR,78611,SANTO ANTONIO DO CAIUÁ,951,0,0,1,0,0,130,703,9,433,2374,31,1941,116
PR,78638,SANTO ANTÔNIO DO PARAÍSO,634,1,0,1,2,0,195,787,15,427,2187,37,1760,88
PR,78654,SANTO INÁCIO,1632,0,1,0,3,1,368,1259,15,660,4191,77,3531,175
PR,78670,SÃO CARLOS DO IVAÍ,1445,0,0,0,1,0,239,2060,10,854,4826,93,3972,124
PR,78697,SÃO JERÔNIMO DA SERRA,3146,2,4,6,3,0,559,2358,41,2236,8937,121,6701,461
PR,78719,SÃO JOÃO,3567,7,1,5,9,0,476,2043,61,831,7511,154,6680,357
PR,78735,SÃO JOÃO DO CAIUÁ,1886,12,2,4,0,0,295,1251,19,1116,4910,78,3794,247
PR,78751,SÃO JOÃO DO IVAÍ,3217,7,3,4,4,0,558,3166,31,1348,8908,136,7560,434
PR,78778,SÃO JOÃO DO TRIUNFO,4807,8,8,6,19,1,436,2706,92,1520,10448,465,8928,380
PR,78794,SÃO JORGE DO IVAÍ,1497,0,2,0,1,0,252,1740,17,536,4279,79,3743,155
PR,78816,SÃO JORGE D'OESTE,3323,3,2,5,13,1,572,1756,75,674,6772,122,6098,226
PR,78832,SÃO JOSÉ DA BOA VISTA,1154,0,2,1,1,0,155,2217,13,903,4683,50,3780,187
PR,78859,SÃO JOSÉ DOS PINHAIS,52569,117,51,148,97,9,26838,49960,1463,21712,162875,4814,141163,5097
PR,78875,SÃO MATEUS DO SUL,11189,16,8,20,13,2,2122,10716,183,4080,29939,713,25859,877
PR,78891,SÃO MIGUEL DO IGUAÇU,8445,7,3,4,26,0,1319,5834,97,4087,20834,339,16747,673
PR,78913,SÃO PEDRO DO IVAÍ,2735,3,1,1,6,0,382,2427,51,1113,7146,104,6033,323
PR,78930,SÃO PEDRO DO PARANÁ,689,0,0,0,0,0,124,940,6,283,2146,35,1863,69
PR,78956,SÃO SEBASTIÃO DA AMOREIRA,2661,2,1,0,6,1,461,1922,29,1368,6916,143,5548,322
PR,78972,SÃO TOMÉ,1209,1,0,1,2,0,347,1730,11,422,3971,86,3549,162
PR,78999,SAPOPEMA,2130,0,1,4,3,0,256,1432,9,1039,5159,83,4120,202
PR,79014,SENGÉS,3951,4,3,7,3,1,1599,5138,47,3164,14675,214,11511,544
PR,79030,SERTANEJA,1343,5,1,3,4,0,395,1968,29,955,4988,110,4033,175
PR,79057,SERTANÓPOLIS,3085,9,3,7,6,3,1209,5240,62,2492,13055,434,10563,505
PR,79073,SIQUEIRA CAMPOS,5122,10,3,3,4,4,1229,4699,77,2790,14780,308,11990,531
PR,79090,TAMBOARA,1167,1,0,0,3,0,226,1449,25,383,3513,89,3130,170
PR,79111,TAPEJARA,4683,1,1,2,3,0,845,3122,44,1772,11017,216,9245,328
PR,79138,TEIXEIRA SOARES,2847,4,3,3,6,1,302,2432,62,1281,7342,151,6061,250
PR,79154,TELÊMACO BORBA,14266,22,19,18,23,2,8465,14651,288,9331,49254,894,39923,1275
PR,79170,TERRA BOA,3570,4,2,6,1,0,711,5122,43,2003,12163,259,10160,442
PR,79197,TERRA RICA,3685,2,1,3,2,0,1070,3884,52,2002,11271,196,9269,374
PR,79219,TERRA ROXA,4035,7,3,2,2,0,644,4737,47,1559,11790,250,10231,504
PR,79235,TIBAGI,4395,5,2,6,4,0,695,5299,45,3019,14191,193,11172,528
PR,79251,TIJUCAS DO SUL,3933,4,2,8,7,0,686,3230,34,1720,10193,272,8473,297
PR,79278,TOLEDO,29105,46,21,42,29,4,7716,30586,619,13837,85787,1504,71950,2278
PR,79294,TOMAZINA,2004,1,1,4,5,1,446,2532,20,1135,6564,106,5429,309
PR,79316,TUNEIRAS DO OESTE,2461,1,4,1,0,0,474,2043,18,796,6137,108,5341,231
PR,79332,UBIRATÃ,5458,7,3,4,4,1,687,6414,72,1951,15354,224,13403,529
PR,79359,UMUARAMA,22474,19,14,23,14,1,8212,23737,525,15680,74161,1359,58481,2103
PR,79375,UNIÃO DA VITÓRIA,9627,19,9,34,20,6,3257,17358,322,7665,40156,841,32491,998
PR,79391,UNIFLOR,801,0,2,1,0,0,158,571,24,169,1818,25,1649,67
PR,79413,URAÍ,2690,0,2,2,4,0,653,3052,33,982,7979,154,6997,407
PR,79430,WENCESLAU BRAZ,3151,3,1,5,7,1,738,6886,76,2848,14496,242,11648,538
PR,79456,VERÊ,3461,4,0,1,6,3,297,1774,30,547,6416,91,5869,202
PR,79472,VITORINO,1917,1,1,2,4,0,218,1531,44,801,4740,81,3939,140
PR,79499,XAMBRÊ,2176,4,0,2,2,2,242,1512,22,707,4859,67,4152,123
PR,79510,ALTÔNIA,4894,3,2,2,3,1,1086,5288,49,1690,13828,312,12138,498
PR,79537,ASSIS CHATEAUBRIAND,7903,15,7,16,6,1,1709,9372,141,3023,23665,463,20642,1009
PR,79553,QUEDAS DO IGUAÇU,8644,6,6,8,10,1,1110,6473,81,5754,23232,348,17478,791
PR,79570,CÉU AZUL,2534,1,0,0,4,1,842,3235,69,1343,8383,137,7040,217
PR,79596,GRANDES RIOS,1435,2,2,4,1,1,273,2066,17,1329,5460,72,4131,258
PR,79618,INDIANÓPOLIS,970,0,1,0,0,0,216,1362,6,488,3308,76,2820,189
PR,79634,MATINHOS,6695,9,3,9,7,0,3195,6330,129,5708,22988,335,17280,568
PR,79650,NOVA AURORA,3386,0,2,4,2,0,565,3619,33,1581,9758,208,8177,358
PR,79677,NOVA OLÍMPIA,1850,2,1,1,0,0,234,1306,27,491,4144,69,3653,163
PR,79693,PÉROLA,3014,2,2,1,3,0,427,2270,26,864,7062,169,6198,284
PR,79715,SANTA HELENA,8677,15,4,17,13,4,1062,4983,121,2720,18529,295,15809,618
PR,79731,TAPIRA,1562,3,1,0,3,0,215,1760,11,512,4305,75,3793,163
PR,79758,MARILENA,2382,2,0,0,0,0,249,1350,10,1269,5600,88,4331,250
PR,79774,FRANCISCO ALVES,1779,6,2,1,1,0,202,1770,12,605,4658,104,4053,176
PR,79790,NOVA SANTA ROSA,1616,3,1,3,1,0,233,3238,32,704,6071,92,5367,148
PR,79812,BOA VISTA DA APARECIDA,2835,1,2,4,4,1,271,1448,27,1393,6403,127,5010,290
PR,79839,BRAGANEY,2037,4,2,3,0,0,159,1307,25,489,4233,57,3744,150
PR,79855,CAFELÂNDIA,3883,3,1,5,6,0,569,3467,58,1449,9876,141,8427,294
PR,79871,TRÊS BARRAS DO PARANÁ,3143,6,2,1,8,1,428,3061,40,1007,8214,191,7207,326
PR,79898,VERA CRUZ DO OESTE,2130,3,1,3,4,0,355,2664,27,1208,6728,101,5520,232
PR,79910,PRANCHITA,1978,3,1,3,7,1,238,1566,16,598,4594,65,3996,118
PR,79936,TUPÃSSI,1972,1,0,3,0,1,280,2700,35,762,6120,148,5358,218
PR,79952,NOVA PRATA DO IGUAÇU,3938,2,2,4,14,0,291,1782,61,854,7283,85,6429,250
PR,79979,JESUÍTAS,2226,3,6,2,3,2,365,2701,32,682,6538,165,5856,351
PR,79995,SÃO JORGE DO PATROCÍNIO,2040,2,1,0,3,0,263,1424,11,496,4471,72,3975,159
PR,84514,CANTAGALO,4156,1,1,9,5,0,348,2168,46,2524,9660,100,7136,302
PR,84530,TURVO,5101,2,1,6,2,0,431,2716,43,1919,10864,172,8945,471
PR,84557,ALTAMIRA DO PARANÁ,1351,0,3,2,2,0,179,1165,6,1381,4288,26,2907,173
PR,84573,FIGUEIRA,2658,4,2,4,1,0,407,1792,25,1429,6675,85,5246,268
PR,84590,LUNARDELLI,1137,1,0,0,2,1,188,1753,14,584,3983,97,3399,206
PR,84611,SARANDI,22260,48,10,11,20,5,6202,14277,368,9877,56260,1493,46383,1689
PR,84638,JURANDA,1845,4,1,2,4,0,295,2497,22,698,5622,74,4924,180
PR,84654,DOURADINA,2088,2,2,0,0,0,305,1984,15,518,5136,100,4618,122
PR,84670,SANTA TEREZINHA DE ITAIPU,4776,4,2,5,11,4,1637,5721,56,2788,15807,235,13019,568
PR,84697,MISSAL,3836,0,2,3,10,1,448,2399,32,765,7836,81,7071,259
PR,84719,SÃO JOSÉ DAS PALMEIRAS,1463,3,0,0,1,0,137,868,17,317,2954,44,2637,104
RJ,58009,QUISSAMÃ,4684,4,3,7,5,2,3243,3362,66,1950,14464,380,12514,758
RJ,58017,ANGRA DOS REIS,37379,83,28,125,30,4,21448,23017,666,21021,112565,3692,91544,5072
RJ,58025,QUATIS,3633,15,6,3,9,1,1646,1996,57,1340,9384,181,8044,497
RJ,58033,ARARUAMA,18633,38,26,80,37,3,22336,17471,472,16797,82429,2209,65632,4327
RJ,58041,BELFORD ROXO,130089,423,92,532,270,33,65730,27208,2593,49714,302628,10165,252914,15779
RJ,58050,BARRA DO PIRAÍ,23289,76,24,72,42,13,16549,13201,614,11470,69781,1567,58311,2864
RJ,58068,CARDOSO MOREIRA,3280,5,6,36,3,1,1587,2797,37,2128,10711,218,8583,613
RJ,58076,BARRA MANSA,43525,135,31,149,93,10,32126,22874,1040,17939,127727,3419,109788,6386
RJ,58084,VARRE-SAI,1720,2,2,13,2,0,495,2983,53,1156,7142,146,5986,570
RJ,58092,BOM JARDIM,5752,12,7,22,10,2,3052,5680,160,3726,20703,723,16977,1557
RJ,58106,GUAPIMIRIM,12835,16,12,60,17,8,6703,5552,277,6679,34820,905,28141,1756
RJ,58114,BOM JESUS DO ITABAPOANA,6707,13,6,23,23,1,3641,9798,166,4903,27536,689,22633,1566
RJ,58122,QUEIMADOS,39733,111,45,111,46,9,21751,8866,870,15200,94116,2757,78916,4617
RJ,58130,CABO FRIO,27299,63,43,76,29,8,37944,27521,874,24288,126945,3297,102657,5503
RJ,58149,JAPERI,27198,61,23,66,42,8,12679,7093,466,11505,64221,1727,52716,3353
RJ,58157,CACHOEIRAS DE MACACU,13981,23,11,43,22,2,9625,6287,217,7645,41278,1156,33633,2266
RJ,58165,COMENDADOR LEVY GASPARIAN,2849,8,2,6,7,0,1226,1143,54,732,6478,121,5746,330
RJ,58173,CAMBUCI,3253,5,3,7,1,0,1619,2965,86,1759,10757,368,8998,691
RJ,58181,APERIBÉ,2360,6,1,13,4,0,1145,2461,46,1108,7829,253,6721,432
RJ,58190,CAMPOS DOS GOYTACAZES,91973,175,103,807,177,16,69099,76991,1907,59165,334480,13545,275315,20522
RJ,58203,RIO DAS OSTRAS,16238,48,33,58,30,4,18195,10425,490,12835,62634,1589,49799,2689
RJ,58211,CANTAGALO,4266,9,10,20,0,1,2176,5406,55,2919,16335,422,13416,1051
RJ,58220,AREAL,1992,8,0,12,4,1,1535,3416,50,1068,8740,176,7672,478
RJ,58238,CARMO,5430,12,4,8,2,2,1758,2845,48,1800,13014,301,11214,804
RJ,58246,PINHEIRAL,6165,19,8,8,7,3,3925,2089,93,2054,15286,247,13232,668
RJ,58254,CASIMIRO DE ABREU,5823,11,100,15,10,0,6586,5725,190,4455,24831,672,20376,1244
RJ,58262,IGUABA GRANDE,4678,13,2,13,7,2,4722,3722,130,3707,18223,423,14516,804
RJ,58270,CONCEIÇÃO DE MACABU,4311,12,8,7,5,0,2646,4268,63,3497,16136,451,12639,868
RJ,58289,SÃO FRANCISCO DE ITABAPOANA,7247,5,14,57,8,2,4117,10666,55,9266,34486,1275,25220,1774
RJ,58297,CORDEIRO,3952,15,3,13,3,0,3418,4147,97,2828,15851,438,13023,937
RJ,58300,CARAPEBUS,3448,3,1,13,2,0,2071,1738,28,1492,9631,277,8139,558
RJ,58319,DUAS BARRAS,2699,8,2,6,1,0,1169,2354,68,1274,8485,236,7211,668
RJ,58327,PORTO REAL,4462,13,4,13,3,3,3361,2298,87,1521,12741,332,11220,644
RJ,58335,DUQUE DE CAXIAS,242725,808,220,1079,383,57,124576,70557,5952,92051,590199,19569,498148,32222
RJ,58343,SÃO JOSÉ DE UBÁ,1972,3,3,17,1,0,582,2305,20,897,6299,111,5402,388
RJ,58351,ENGENHEIRO PAULO DE FRONTIN,2644,12,3,6,5,3,2418,2082,89,829,8836,230,8007,515
RJ,58360,TANGUÁ,8742,12,4,26,5,3,4928,2421,101,3542,21386,510,17844,1092
RJ,58378,ITABORAÍ,58551,174,49,364,143,21,35980,16489,1291,23119,149468,5248,126349,8039
RJ,58386,MACUCO,2121,0,2,4,3,0,1015,1538,32,578,5747,100,5169,354
RJ,58394,ITAGUAÍ,26913,88,25,139,40,7,18844,12889,646,13284,79122,2608,65838,3639
RJ,58408,ARMAÇÃO DOS BÚZIOS,4858,4,5,5,3,0,6211,4319,106,2422,19227,446,16805,848
RJ,58416,ITAOCARA,3755,10,7,14,11,1,2392,7051,202,3275,18527,662,15252,1147
RJ,58424,SEROPÉDICA,17754,43,13,88,25,5,11950,6950,400,8382,49544,1459,41162,2475
RJ,58432,ITAPERUNA,16483,44,23,119,24,3,13536,22235,376,15237,73504,1958,58267,3466
RJ,58440,ITATIAIA,7549,10,11,13,9,3,4023,4790,140,3610,21493,480,17883,855
RJ,58459,LAJE DO MURIAÉ,1939,6,5,7,2,0,773,1752,35,1569,6810,272,5241,450
RJ,58467,MESQUITA,45933,192,29,253,142,13,34788,14119,1501,19686,127520,4113,107834,6751
RJ,58475,MACAÉ,41286,97,30,120,43,5,36680,18975,811,25973,133667,4119,107694,5528
RJ,58491,MAGÉ,64911,162,39,280,116,14,35365,18165,1598,27219,161109,4924,133890,8316
RJ,58513,MANGARATIBA,8692,25,7,22,27,1,6379,4444,256,4041,25782,734,21741,1154
RJ,58530,MARICÁ,24653,48,32,98,37,11,16651,13523,857,14677,77304,2377,62627,4340
RJ,58556,MENDES,4169,16,9,8,4,3,3478,3146,135,2259,14359,374,12100,758
RJ,58572,MIGUEL PEREIRA,5354,12,3,37,9,0,5241,5104,183,3654,21031,451,17377,983
RJ,58599,MIRACEMA,6790,12,7,12,5,1,2947,5137,104,5086,21914,604,16828,1209
RJ,58610,NATIVIDADE,3137,7,0,27,7,2,1681,3269,56,1630,10920,258,9290,846
RJ,58637,NILÓPOLIS,46623,196,67,236,84,18,34606,14127,1735,13897,122046,3897,108149,6560
RJ,58653,NITERÓI,100642,679,171,595,175,45,106339,70851,7554,52002,371165,10685,319163,21427
RJ,58670,NOVA FRIBURGO,31733,229,136,228,67,8,30984,41269,1112,24557,145142,5661,120585,9158
RJ,58696,NOVA IGUAÇU,186872,782,226,889,337,64,137686,73322,5480,90644,545666,18827,455022,30537
RJ,58718,PARACAMBI,9659,34,13,53,13,2,8295,6430,296,3925,31252,806,27327,1726
RJ,58734,PARAÍBA DO SUL,7569,15,8,34,19,4,6646,9358,206,5846,32509,998,26663,1806
RJ,58750,PARATY,5429,15,2,22,8,2,4105,7910,137,4920,24196,632,19276,1014
RJ,58777,PETRÓPOLIS,51558,260,84,368,139,24,59947,60464,2304,41637,238094,8349,196457,12960
RJ,58793,PIRAÍ,7558,15,7,19,17,2,4291,3350,129,2254,18840,350,16586,848
RJ,58815,PORCIÚNCULA,4238,14,3,8,2,1,1630,3350,90,3303,13719,336,10416,744
RJ,58831,RESENDE,23749,53,19,70,38,5,17101,20633,612,15503,83703,2252,68200,3668
RJ,58858,RIO BONITO,11583,31,13,72,18,6,10497,9580,288,7114,42871,1342,35757,2327
RJ,58874,RIO CLARO,6215,10,7,10,5,0,1618,2385,57,2798,14249,357,11451,787
RJ,58890,RIO DAS FLORES,2358,5,1,1,2,2,1062,1961,36,1061,6991,120,5930,382
RJ,58912,SANTA MARIA MADALENA,2524,4,5,5,10,0,1101,2168,28,1449,8104,225,6655,585
RJ,58939,SANTO ANTÔNIO DE PÁDUA,7576,17,12,41,11,0,5551,9495,155,6338,31666,880,25328,1590
RJ,58955,SÃO FIDÉLIS,5378,10,10,33,5,3,3980,10710,108,7269,29706,663,22437,1537
RJ,58971,SÃO GONÇALO,240052,1060,291,1278,464,96,165094,68868,8140,103824,652773,23184,548949,40422
RJ,58998,SÃO JOÃO DA BARRA,8557,11,4,58,14,2,3984,8471,132,3796,27652,1084,23856,1539
RJ,59013,SÃO JOÃO DE MERITI,140999,487,114,641,250,57,82693,34192,3942,55508,351284,11861,295776,20540
RJ,59030,SÃO PEDRO DA ALDEIA,13042,27,9,53,16,5,15879,9967,369,10598,53736,1354,43138,2417
RJ,59056,SÃO SEBASTIÃO DO ALTO,2022,4,0,7,4,0,558,2457,31,1546,7469,219,5923,621
RJ,59072,SAPUCAIA,5455,3,7,20,20,3,1965,3772,45,2779,15495,386,12716,1040
RJ,59099,SAQUAREMA,16397,40,18,47,25,1,10000,12263,325,12698,56166,1331,43468,3021
RJ,59110,SILVA JARDIM,4660,14,8,15,9,1,3407,3072,60,3473,15996,382,12523,895
RJ,59137,SUMIDOURO,3650,6,3,13,14,1,1216,4452,38,2475,13100,418,10625,814
RJ,59153,TERESÓPOLIS,19780,101,30,117,54,8,25129,41688,915,21008,118934,3817,97926,6287
RJ,59170,TRAJANO DE MORAIS,3203,6,3,4,4,1,1042,1753,27,1430,8342,192,6912,677
RJ,59196,TRÊS RIOS,21440,47,13,93,42,4,11674,10897,499,9074,58149,1657,49075,2709
RJ,59218,VALENÇA,21103,56,34,51,34,3,9221,10805,497,10703,56866,1405,46163,2954
RJ,59234,VASSOURAS,7845,16,9,18,13,4,5734,6985,137,5297,28220,672,22923,1490
RJ,59250,VOLTA REDONDA,66307,269,59,198,144,30,67135,31363,2236,30663,212384,5227,181721,8753
RJ,59277,ARRAIAL DO CABO,5425,13,6,38,11,1,6006,5841,149,4867,23822,576,18955,889
RJ,59293,ITALVA,3151,2,9,25,3,0,1756,2832,54,1476,10173,267,8697,598
RJ,59315,PATY DO ALFERES,6372,16,3,26,7,0,5019,3974,77,4086,20832,358,16746,894
RJ,59331,SÃO JOSÉ DO VALE DO RIO PRETO,2264,16,2,26,12,1,2730,6486,51,2460,14956,330,12496,578
RJ,60011,RIO DE JANEIRO,1464830,6856,2563,7414,2968,746,1077688,738040,75665,857358,4671660,151129,3814302,286403
RN,16004,TENENTE LAURENTINO CRUZ,2233,2,1,2,1,0,410,467,11,715,4330,83,3615,405
RN,16012,ACARI,3667,8,4,9,8,0,1403,1846,65,1528,9387,203,7859,646
RN,16020,SERRA DO MEL,3676,3,2,22,4,0,914,1827,18,1299,8536,216,7237,555
RN,16039,ASSÚ,19042,14,21,16,10,1,4191,4768,83,6617,38861,1163,32244,2935
RN,16047,CAIÇARA DO NORTE,1736,3,2,4,2,0,439,1347,4,698,4763,171,4065,357
RN,16055,AFONSO BEZERRA,4057,2,5,6,3,1,790,1317,34,1845,9118,234,7273,824
RN,16063,SÃO MIGUEL DO GOSTOSO,3279,2,4,1,2,2,494,1007,16,1082,6611,173,5529,549
RN,16071,ÁGUA NOVA,1477,1,0,0,0,0,85,70,4,402,2329,43,1927,247
RN,16080,ITAJÁ,3757,4,2,3,1,0,352,766,11,971,6546,135,5575,544
RN,16098,ALEXANDRIA,5643,2,5,2,2,0,750,751,23,1016,9307,174,8291,939
RN,16101,BODÓ,1469,2,3,3,0,0,95,364,10,464,2728,62,2264,256
RN,16110,ALMINO AFONSO,2698,1,2,2,0,1,442,530,11,561,4784,145,4223,391
RN,16128,TRIUNFO POTIGUAR,1666,2,2,0,0,0,311,671,8,600,3671,84,3071,327
RN,16136,ALTO DO RODRIGUES,4975,3,5,9,3,0,892,1450,25,1050,9411,258,8361,741
RN,16144,FERNANDO PEDROZA,1047,1,2,1,0,1,294,874,7,474,3053,74,2579,278
RN,16152,ANGICOS,3863,4,6,7,1,1,1205,1937,37,1355,9334,231,7979,687
RN,16160,MAJOR SALES,1924,1,1,0,0,0,87,160,1,326,2673,24,2347,149
RN,16179,ANTÔNIO MARTINS,3071,1,1,0,2,2,407,510,17,629,5368,180,4739,548
RN,16187,VENHA-VER,1368,2,1,2,1,2,102,448,3,964,3386,66,2422,427
RN,16195,APODI,14057,9,8,10,6,0,3112,2414,59,4579,27125,1101,22546,1770
RN,16209,SERRINHA DOS PINTOS,1783,3,6,1,2,0,360,518,6,619,3780,85,3161,397
RN,16217,AREIA BRANCA,7127,4,6,9,5,2,3459,3571,90,2140,18569,780,16429,1376
RN,16225,TIBAU,1681,3,2,3,0,0,442,522,4,570,3614,158,3044,229
RN,16233,ARÊS,3761,7,2,5,4,1,1099,2247,19,1064,9559,462,8495,888
RN,16241,SANTA MARIA,1735,1,0,2,0,0,393,996,11,654,4290,113,3636,385
RN,16250,CAMPO GRANDE,4117,2,4,5,1,1,587,1012,21,1440,8025,232,6585,603
RN,16268,RIO DO FOGO,2858,1,5,7,2,0,710,2988,15,2202,9686,233,7484,665
RN,16276,BAÍA FORMOSA,2232,0,2,3,2,1,782,1721,12,1553,6891,195,5338,388
RN,16284,PORTO DO MANGUE,2013,1,2,1,1,0,693,645,5,586,4388,97,3802,344
RN,16292,BARCELONA,1147,2,1,2,2,0,380,1338,14,442,3816,123,3374,365
RN,16306,JUNDIÁ,1332,1,2,2,0,0,361,547,3,406,3089,144,2683,291
RN,16314,BENTO FERNANDES,2081,0,2,0,2,0,407,793,7,529,4299,117,3770,361
RN,16330,BOM JESUS,2695,4,2,3,1,1,644,1783,13,1691,7633,206,5942,590
RN,16357,BREJINHO,3062,3,7,5,1,0,934,1995,27,1844,9088,335,7244,875
RN,16373,CAIÇARA DO RIO DO VENTO,1461,0,2,4,1,2,308,690,3,326,3179,54,2853,328
RN,16390,CAICÓ,19674,15,12,28,15,4,7778,5476,192,6692,43797,1492,37105,2419
RN,16411,CAMPO REDONDO,3947,1,3,2,4,3,471,871,25,968,7284,231,6316,758
RN,16438,CANGUARETAMA,9997,5,5,12,2,0,1596,3502,73,4770,22586,892,17816,1732
RN,16454,CARAÚBAS,9146,6,10,10,8,3,1426,1425,35,1450,15450,618,14000,1313
RN,16470,CARNAÚBA DOS DANTAS,1998,11,5,7,4,3,591,1648,22,703,5657,240,4954,425
RN,16497,CARNAUBAIS,3863,2,3,2,0,1,633,1501,16,1391,8228,210,6837,606
RN,16519,CEARÁ-MIRIM,19922,44,14,24,13,4,4330,9722,256,8270,48090,2000,39820,3491
RN,16535,CERRO CORÁ,3146,5,3,2,1,0,512,1895,13,1760,8265,130,6505,798
RN,16551,CORONEL EZEQUIEL,2009,3,5,3,3,0,297,667,4,537,4040,93,3503,419
