SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 22, 'PARTIDO DA REPÚBLICA')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'DEMOCRATAS')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 31, 'PARTIDO HUMANISTA DA SOLIDARIEDADE')","('QT_VOTOS', 33, 'PARTIDO DA MOBILIZAÇÃO NACIONAL')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 44, 'PARTIDO REPUBLICANO PROGRESSISTA')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')","('QT_VOTOS', 65, 'PARTIDO COMUNISTA DO BRASIL')","('QT_VOTOS', 70, 'PARTIDO TRABALHISTA DO BRASIL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
RS,84824,DOIS LAJEADOS,0,0,1233,0,679,1,0,0,0,0,0,0,0,0,0,0,13,0,13,2,314,4,0,0,299,2790,147,2491,85
RS,84832,SÃO DOMINGOS DO SUL,0,0,950,0,327,4,0,0,0,0,0,0,0,0,0,0,3,0,8,0,695,3,0,0,269,2462,138,2193,65
RS,84840,TUNAS,0,0,1664,0,759,3,0,0,0,0,0,0,0,0,0,0,2,0,6,1,392,1,0,0,523,3594,149,3071,94
RS,84859,SÃO JOÃO DA URTIGA,0,0,1418,0,689,0,0,0,1,0,0,0,0,0,0,0,2,0,12,5,739,1,0,0,590,4016,411,3426,148
RS,84867,GUABIJU,0,0,503,0,330,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,220,5,0,0,196,1435,132,1239,43
RS,84875,QUINZE DE NOVEMBRO,0,0,1112,0,1039,1,0,0,1,0,0,0,0,0,0,0,3,0,8,2,497,1,0,0,253,3048,67,2795,64
RS,84883,DOUTOR MAURÍCIO CARDOSO,0,0,1865,0,590,0,0,0,2,0,0,0,0,0,0,0,1,0,11,2,1170,1,0,0,580,4519,144,3939,153
RS,84891,CAPELA DE SANTANA,0,0,3867,0,1548,2,0,0,3,0,0,0,0,0,0,0,4,0,61,2,719,6,0,0,1035,7801,363,6766,191
RS,84905,JAQUIRANA,0,0,1103,0,426,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,1028,2,0,0,1092,3954,167,2862,124
RS,84913,VANINI,0,0,460,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,796,2,0,0,177,1680,81,1503,44
RS,84921,BOQUEIRÃO DO LEÃO,0,0,2316,0,1313,2,0,0,3,0,0,0,0,0,0,0,1,0,22,2,996,8,0,0,957,6146,351,5189,175
RS,84930,FAGUNDES VARELA,0,0,769,0,777,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,229,3,0,0,182,2132,90,1950,75
RS,84948,ÁGUA SANTA,0,0,902,0,1044,0,0,0,0,0,0,0,0,0,0,0,2,0,20,1,473,0,0,0,380,2991,93,2611,76
RS,84956,SILVEIRA MARTINS,0,0,1044,0,332,0,0,0,0,0,0,0,0,0,0,0,1,0,15,6,496,2,0,0,239,2277,101,2038,41
RS,84964,IBIRAPUITÃ,0,0,1404,0,827,1,0,0,0,0,0,0,0,0,0,0,6,0,10,1,441,0,0,0,480,3374,120,2894,84
RS,84972,IBARAMA,0,0,1779,0,482,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,543,3,0,0,256,3379,221,3123,88
RS,84980,PANTANO GRANDE,0,0,3834,0,1554,8,0,0,0,0,0,0,0,0,0,0,0,0,46,5,755,15,0,0,1650,8501,414,6851,220
RS,84999,IPÊ,0,0,1772,0,1470,4,0,0,0,0,0,0,0,0,0,0,0,0,32,4,683,2,0,0,585,5009,292,4424,165
RS,85006,TRINDADE DO SUL,0,0,2027,0,796,4,0,0,0,0,0,0,0,0,0,0,0,0,8,2,586,2,0,0,559,4359,208,3800,167
RS,85014,AGUDO,0,0,4743,0,1914,3,0,0,1,0,0,0,0,0,0,0,9,0,51,8,3696,21,0,0,1791,13111,619,11320,255
RS,85022,ERNESTINA,0,0,1134,0,370,2,0,0,1,0,0,0,0,0,0,0,1,0,8,2,680,1,0,0,204,2559,90,2355,66
RS,85030,AJURICABA,0,0,2428,0,1715,1,0,0,0,0,0,0,0,0,0,0,3,0,26,1,730,10,0,0,855,6040,144,5185,127
RS,85049,DEZESSEIS DE NOVEMBRO,0,0,989,0,585,1,0,0,1,0,0,0,0,0,0,0,0,0,5,2,217,2,0,0,417,2395,103,1978,73
RS,85057,ALECRIM,0,0,2636,0,1609,1,0,0,1,0,0,0,0,0,0,0,4,0,10,2,548,9,0,0,738,5904,220,5166,126
RS,85065,BROCHIER,0,0,1861,0,884,4,0,0,1,0,0,0,0,0,0,0,2,0,11,0,391,5,0,0,389,3795,133,3406,114
RS,85073,ALEGRETE,0,0,26389,0,9353,21,0,0,19,0,0,0,0,0,0,0,11,0,375,89,8411,114,0,0,13647,61265,1757,47618,1079
RS,85081,EREBANGO,0,0,978,0,485,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,369,3,0,0,259,2272,104,2013,68
RS,85090,ALPESTRE,0,0,3058,0,906,7,0,0,3,0,0,0,0,0,0,0,2,0,15,7,583,4,0,0,927,6205,500,5278,193
RS,85103,ENTRE-IJUÍS,0,0,3441,0,1240,4,0,0,1,0,0,0,0,0,0,0,3,0,30,5,930,4,0,0,1061,7203,302,6142,182
RS,85111,ALVORADA,0,0,59024,0,24768,231,0,0,30,0,0,0,0,0,0,0,89,0,2608,213,16170,899,0,0,17952,133956,7954,116004,4018
RS,85120,NOVA ESPERANÇA DO SUL,0,0,1164,0,973,1,0,0,0,0,0,0,0,0,0,0,0,0,17,4,711,5,0,0,395,3706,329,3311,107
RS,85138,ANTA GORDA,0,0,1338,0,1420,4,0,0,0,0,0,0,0,0,0,0,4,0,16,1,1007,3,0,0,848,5185,410,4337,134
RS,85146,PAVERAMA,0,0,2605,0,719,0,0,0,1,0,0,0,0,0,0,0,0,0,27,2,1173,3,0,0,901,5870,307,4969,132
RS,85154,ANTÔNIO PRADO,0,0,3808,0,2950,3,0,0,3,0,0,0,0,0,0,0,2,0,78,7,1265,23,0,0,1651,10670,520,9019,360
RS,85162,TERRA DE AREIA,0,0,2731,0,1872,3,0,0,1,0,0,0,0,0,0,0,2,0,36,0,716,15,0,0,1347,7172,304,5825,145
RS,85170,ARATIBA,0,0,2377,0,613,4,0,0,0,0,0,0,0,0,0,0,5,0,27,5,1502,4,0,0,493,5495,297,5002,168
RS,85189,HARMONIA,0,0,1509,0,697,3,0,0,1,0,0,0,0,0,0,0,5,0,24,1,703,4,0,0,336,3607,219,3271,105
RS,85197,ARROIO DO MEIO,0,0,6801,0,3242,4,0,0,1,0,0,0,0,0,0,0,7,0,112,21,1883,24,0,0,1787,15234,869,13447,483
RS,85200,CAMPOS BORGES,0,0,1127,0,687,1,0,0,0,0,0,0,0,0,0,0,5,0,12,1,372,3,0,0,388,2846,161,2458,89
RS,85219,ARROIO DOS RATOS,0,0,3594,0,2876,9,0,0,4,0,0,0,0,0,0,0,5,0,80,26,1159,64,0,0,2001,10564,521,8563,225
RS,85227,CERRO GRANDE,0,0,968,0,415,0,0,0,1,0,0,0,0,0,0,0,0,0,9,2,234,3,0,0,291,2075,63,1784,89
RS,85235,ARROIO DO TIGRE,0,0,5099,0,1619,3,0,0,2,0,0,0,0,0,0,0,4,0,39,4,1166,10,0,0,1354,10135,599,8781,236
RS,85243,IPIRANGA DO SUL,0,0,465,0,636,0,0,0,1,0,0,0,0,0,0,0,0,0,7,2,325,2,0,0,168,1772,110,1604,56
RS,85251,ARROIO GRANDE,0,0,5250,0,4313,6,0,0,5,0,0,0,0,0,0,0,10,0,138,7,1588,34,0,0,2960,15655,957,12695,387
RS,85260,LAGOÃO,0,0,2106,0,772,1,0,0,1,0,0,0,0,0,0,0,1,0,14,3,591,6,0,0,958,4859,238,3901,168
RS,85278,ARVOREZINHA,0,0,2271,0,1085,2,0,0,1,0,0,0,0,0,0,0,6,0,24,4,2789,9,0,0,1380,8304,518,6924,215
RS,85286,ESTAÇÃO,0,0,1761,0,1046,2,0,0,2,0,0,0,0,0,0,0,4,0,51,1,1132,14,0,0,692,5120,296,4428,119
RS,85294,AUGUSTO PESTANA,0,0,2431,0,1418,3,0,0,2,0,0,0,0,0,0,0,3,0,16,3,1017,2,0,0,661,5891,210,5230,125
RS,85308,ARROIO DO SAL,0,0,1993,0,1694,0,0,0,0,0,0,0,0,0,0,0,5,0,72,5,807,27,0,0,1228,6149,186,4921,132
RS,85316,BAGÉ,0,0,40758,0,13287,55,0,0,18,0,0,0,0,0,0,0,40,0,967,128,10156,206,0,0,15065,87220,4303,72155,2237
RS,85324,SÃO JOSÉ DO HORTÊNCIO,0,0,1286,0,619,3,0,0,0,0,0,0,0,0,0,0,13,0,16,3,840,9,0,0,319,3333,151,3014,74
RS,85332,BARÃO DE COTEGIPE,0,0,1966,0,610,2,0,0,0,0,0,0,0,0,0,0,2,0,29,4,1557,4,0,0,672,5256,238,4584,172
RS,85340,PINHAL,0,0,775,0,409,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,355,0,0,0,205,1846,42,1641,52
RS,85359,BARRACÃO,0,0,1759,0,876,1,0,0,0,0,0,0,0,0,0,0,1,0,21,10,375,1,0,0,695,4168,294,3473,135
RS,85367,TRÊS CACHOEIRAS,0,0,3413,0,1953,2,0,0,1,0,0,0,0,0,0,0,9,0,43,3,809,8,0,0,1168,7843,280,6675,154
RS,85375,BARRA DO RIBEIRO,0,0,3347,0,2083,13,0,0,2,0,0,0,0,0,0,0,1,0,75,14,1932,44,0,0,1806,10033,473,8227,243
RS,85383,SÃO VENDELINO,0,0,689,0,591,0,0,0,0,0,0,0,0,0,0,0,1,0,19,0,294,1,0,0,123,1854,89,1731,47
RS,85391,BARROS CASSAL,0,0,2982,0,1504,6,0,0,0,0,0,0,0,0,0,0,7,0,38,5,2031,7,0,0,1750,9075,487,7325,258
RS,85405,PROTÁSIO ALVES,0,0,522,0,593,2,0,0,0,0,0,0,0,0,0,0,1,0,11,1,334,5,0,0,231,1903,165,1672,38
RS,85413,BENTO GONÇALVES,0,0,31423,0,15296,46,0,0,25,0,0,0,0,0,0,0,38,0,629,199,12951,183,0,0,10038,80218,5773,70180,3617
RS,85421,POUSO NOVO,0,0,687,0,340,2,0,0,0,0,0,0,0,0,0,0,0,0,5,3,167,0,0,0,299,1707,134,1408,70
RS,85430,BOA VISTA DO BURICÁ,0,0,2478,0,855,0,0,0,2,0,0,0,0,0,0,0,6,0,5,1,1152,3,0,0,806,5599,185,4793,106
RS,85448,EUGÊNIO DE CASTRO,0,0,925,0,627,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0,422,2,0,0,367,2540,139,2173,51
RS,85456,BOM JESUS,0,0,2562,0,2140,1,0,0,4,0,0,0,0,0,0,0,0,0,23,3,1499,8,0,0,1799,8795,548,6996,208
RS,85464,CRISTAL,0,0,2999,0,967,2,0,0,0,0,0,0,0,0,0,0,2,0,7,0,483,12,0,0,1002,5848,246,4846,128
RS,85472,BOM RETIRO DO SUL,0,0,4127,0,2196,2,0,0,4,0,0,0,0,0,0,0,9,0,60,11,861,19,0,0,1176,9369,611,8193,293
RS,85480,SÃO MIGUEL DAS MISSÕES,0,0,2557,0,974,2,0,0,0,0,0,0,0,0,0,0,3,0,14,4,1042,0,0,0,949,6004,281,5055,178
RS,85499,BOSSOROCA,0,0,2273,0,730,2,0,0,1,0,0,0,0,0,0,0,2,0,27,3,1087,5,0,0,1237,5834,316,4597,151
RS,85502,GLORINHA,0,0,1965,0,1474,2,0,0,1,0,0,0,0,0,0,0,6,0,64,9,1104,22,0,0,864,5946,286,5082,149
RS,85510,BRAGA,0,0,1188,0,564,1,0,0,0,0,0,0,0,0,0,0,1,0,8,1,547,2,0,0,501,3018,146,2517,59
RS,85529,SEGREDO,0,0,2705,0,1212,3,0,0,1,0,0,0,0,0,0,0,5,0,12,1,516,6,0,0,896,5815,327,4919,131
RS,85537,BUTIÁ,0,0,6676,0,3579,7,0,0,5,0,0,0,0,0,0,0,14,0,94,18,1615,45,0,0,2901,16230,784,13329,492
RS,85545,ALEGRIA,0,0,1246,0,768,1,0,0,1,0,0,0,0,0,0,0,2,0,22,6,732,3,0,0,568,3678,214,3110,115
RS,85553,CAÇAPAVA DO SUL,0,0,11384,0,5158,16,0,0,0,0,0,0,0,0,0,0,7,0,184,46,2883,57,0,0,3457,25624,1676,22167,756
RS,85561,SALDANHA MARINHO,0,0,962,0,554,0,0,0,0,0,0,0,0,0,0,0,1,0,10,3,624,1,0,0,280,2611,139,2331,37
RS,85570,CACEQUI,0,0,4856,0,1826,7,0,0,0,0,0,0,0,0,0,0,4,0,65,14,958,13,0,0,2714,10999,345,8285,197
RS,85588,SÃO JOSÉ DO HERVAL,0,0,869,0,404,3,0,0,0,0,0,0,0,0,0,0,1,0,5,0,224,0,0,0,427,2084,69,1657,82
RS,85596,CACHOEIRA DO SUL,0,0,27852,0,13983,49,0,0,10,0,0,0,0,0,0,0,42,0,512,66,7646,189,0,0,13943,68612,2995,54669,1325
RS,85600,VISTA ALEGRE,0,0,1096,0,618,0,0,0,0,0,0,0,0,0,0,0,1,0,8,1,217,1,0,0,270,2348,71,2078,65
RS,85618,CACHOEIRINHA,0,0,41338,0,18062,151,0,0,32,0,0,0,0,0,0,0,58,0,1742,171,10195,658,0,0,12112,92483,5075,80371,2889
RS,85626,IVORÁ,0,0,801,0,323,2,0,0,1,0,0,0,0,0,0,0,0,0,8,1,377,7,0,0,245,1924,116,1679,43
RS,85634,CACIQUE DOBLE,0,0,1146,0,738,0,0,0,0,0,0,0,0,0,0,0,3,0,12,0,868,3,0,0,497,3668,266,3171,135
RS,85642,VILA MARIA,0,0,1336,0,809,1,0,0,3,0,0,0,0,0,0,0,4,0,35,2,533,3,0,0,363,3400,225,3037,86
RS,85650,CAIBATÉ,0,0,1744,0,572,3,0,0,0,0,0,0,0,0,0,0,2,0,14,1,587,1,0,0,557,3882,304,3325,97
RS,85669,TAQUARUÇU DO SUL,0,0,1042,0,525,2,0,0,1,0,0,0,0,0,0,0,0,0,5,1,383,0,0,0,312,2430,110,2118,49
RS,85677,CAIÇARA,0,0,1541,0,1132,1,0,0,1,0,0,0,0,0,0,0,9,0,8,0,606,8,0,0,362,3881,143,3519,70
RS,85685,IMBÉ,0,0,5138,0,2462,7,0,0,0,0,0,0,0,0,0,0,9,0,137,21,2699,56,0,0,2646,14028,572,11382,281
RS,85693,CAMAQUÃ,0,0,19807,0,10536,13,0,0,6,0,0,0,0,0,0,0,13,0,268,30,6786,93,0,0,7545,48572,2465,41027,1010
RS,85707,SEDE NOVA,0,0,1051,0,401,1,0,0,0,0,0,0,0,0,0,0,0,0,5,2,430,0,0,0,345,2422,102,2077,85
RS,85715,CAMBARÁ DO SUL,0,0,1646,0,823,3,0,0,0,0,0,0,0,0,0,0,2,0,27,5,1365,6,0,0,1218,5543,274,4325,174
RS,85723,TUPANDI,0,0,1170,0,797,2,0,0,1,0,0,0,0,0,0,0,6,0,16,0,634,0,0,0,275,3130,155,2855,74
RS,85731,CAMPINA DAS MISSÕES,0,0,2390,0,1339,0,0,0,1,0,0,0,0,0,0,0,2,0,8,0,516,11,0,0,739,5315,143,4576,166
RS,85740,RIOZINHO,0,0,1897,0,607,2,0,0,0,0,0,0,0,0,0,0,1,0,10,2,454,0,0,0,530,3838,217,3308,118
RS,85758,CAMPINAS DO SUL,0,0,1384,0,813,1,0,0,2,0,0,0,0,0,0,0,6,0,17,3,1452,7,0,0,706,4668,174,3962,103
RS,85766,RELVADO,0,0,556,0,588,2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,349,1,0,0,500,2156,101,1656,56
RS,85774,CAMPO BOM,0,0,22587,0,9588,20,0,0,7,0,0,0,0,0,0,0,38,0,754,44,5813,98,0,0,5778,47564,1743,41786,1094
RS,85782,IMIGRANTE,0,0,976,0,632,1,0,0,0,0,0,0,0,0,0,0,3,0,13,0,338,2,0,0,187,2402,164,2215,86
RS,85790,CAMPO NOVO,0,0,1982,0,932,1,0,0,0,0,0,0,0,0,0,0,3,0,47,5,427,2,0,0,1088,4771,188,3683,96
RS,85804,CIDREIRA,0,0,3742,0,1669,10,0,0,5,0,0,0,0,0,0,0,2,0,106,16,1255,44,0,0,2292,9583,250,7291,192
RS,85812,CANDELÁRIA,0,0,9584,0,4294,4,0,0,3,0,0,0,0,0,0,0,5,0,156,20,3492,31,0,0,3759,23560,1647,19801,565
RS,85820,MONTAURI,0,0,578,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,253,1,0,0,120,1403,91,1283,58
RS,85839,CÂNDIDO GODÓI,0,0,1805,0,1400,1,0,0,1,0,0,0,0,0,0,0,4,0,16,5,1485,3,0,0,465,5448,174,4983,89
RS,85847,VISTA GAÚCHA,0,0,954,0,953,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,160,0,0,0,385,2566,58,2181,52
RS,85855,CANELA,0,0,8412,0,7599,15,0,0,11,0,0,0,0,0,0,0,17,0,233,21,5023,40,0,0,3787,27850,1968,24063,724
RS,85863,VISTA ALEGRE DO PRATA,0,0,345,0,238,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,664,0,0,0,206,1563,66,1357,40
RS,85871,CANGUÇU,0,0,17452,0,9539,9,0,0,5,0,0,0,0,0,0,0,42,0,196,53,5293,70,0,0,6527,43829,3643,37302,1000
RS,85880,CASEIROS,0,0,844,0,481,3,0,0,0,0,0,0,0,0,0,0,2,0,8,1,556,5,0,0,294,2491,237,2197,60
RS,85898,CANOAS,0,0,104936,0,42271,272,0,0,64,0,0,0,0,0,0,0,193,0,4249,704,30723,1615,0,0,13021,216727,11392,203706,7287
RS,85901,ITACURUBI,0,0,1146,0,412,1,0,0,5,0,0,0,0,0,0,0,1,0,8,4,479,1,0,0,691,2929,122,2238,59
RS,85910,CARAZINHO,0,0,19147,0,9031,21,0,0,10,0,0,0,0,0,0,0,26,0,403,43,6649,105,0,0,7084,45431,1805,38347,1107
RS,85928,ENTRE RIOS DO SUL,0,0,1133,0,368,0,0,0,1,0,0,0,0,0,0,0,3,0,7,4,573,4,0,0,354,2604,82,2250,75
RS,85936,CARLOS BARBOSA,0,0,8674,0,4753,6,0,0,2,0,0,0,0,0,0,0,9,0,180,12,2473,30,0,0,1986,19637,933,17651,579
RS,85944,CERRO GRANDE DO SUL,0,0,2497,0,1769,6,0,0,0,0,0,0,0,0,0,0,1,0,22,3,1049,6,0,0,884,6785,353,5901,195
RS,85952,CASCA,0,0,2576,0,1573,4,0,0,0,0,0,0,0,0,0,0,2,0,23,4,1326,7,0,0,980,7113,460,6133,158
RS,85960,CAMARGO,0,0,726,0,464,1,0,0,0,0,0,0,0,0,0,0,2,0,8,4,393,2,0,0,177,2004,148,1827,79
RS,85979,CATUÍPE,0,0,2718,0,2094,8,0,0,7,0,0,0,0,0,0,0,3,0,55,5,1250,16,0,0,894,7733,487,6839,196
RS,85987,PARAÍSO DO SUL,0,0,2309,0,847,1,0,0,1,0,0,0,0,0,0,0,3,0,21,3,1735,4,0,0,878,6103,206,5225,95
RS,85995,CAXIAS DO SUL,0,0,121882,0,77841,185,0,0,62,0,0,0,0,0,0,0,187,0,3905,383,34018,1056,0,0,36691,310324,18590,273633,15524
RS,86010,CERRO LARGO,0,0,5221,0,1291,3,0,0,1,0,0,0,0,0,0,0,4,0,57,5,1149,14,0,0,1315,9650,321,8335,269
RS,86029,FAXINALZINHO,0,0,732,0,293,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,581,1,0,0,315,2081,75,1766,76
RS,86037,CHAPADA,0,0,2916,0,1202,2,0,0,1,0,0,0,0,0,0,0,11,0,21,6,2230,2,0,0,939,7871,372,6932,169
RS,86045,AMARAL FERRADOR,0,0,2042,0,1106,1,0,0,2,0,0,0,0,0,0,0,1,0,5,0,612,2,0,0,651,4812,250,4161,140
RS,86053,CHIAPETTA,0,0,1212,0,609,1,0,0,0,0,0,0,0,0,0,0,1,0,38,2,812,5,0,0,607,3429,83,2822,59
RS,86061,VILA FLORES,0,0,941,0,791,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,448,3,0,0,244,2842,252,2598,151
RS,86070,CIRÍACO,0,0,1672,0,877,6,0,0,0,0,0,0,0,0,0,0,2,0,9,3,464,1,0,0,496,3879,250,3383,99
RS,86088,CERRO BRANCO,0,0,1653,0,718,0,0,0,1,0,0,0,0,0,0,0,2,0,8,1,529,3,0,0,426,3630,183,3204,106
RS,86096,COLORADO,0,0,812,0,401,2,0,0,0,0,0,0,0,0,0,0,2,0,3,3,1295,7,0,0,377,3106,139,2729,65
RS,86100,ANDRÉ DA ROCHA,0,0,466,0,302,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,238,3,0,0,282,1410,80,1128,26
RS,86118,CONDOR,0,0,2339,0,1100,1,0,0,11,0,0,0,0,0,0,0,2,0,21,3,792,17,0,0,484,5099,183,4615,146
RS,86126,POÇO DAS ANTAS,0,0,818,0,411,2,0,0,1,0,0,0,0,0,0,0,0,0,3,1,254,1,0,0,189,1799,87,1610,32
RS,86134,CONSTANTINA,0,0,2556,0,1440,4,0,0,4,0,0,0,0,0,0,0,17,0,31,5,1719,8,0,0,1242,7609,361,6367,222
RS,86142,TRÊS PALMEIRAS,0,0,1409,0,799,1,0,0,0,0,0,0,0,0,0,0,0,0,10,1,333,1,0,0,481,3406,260,2925,111
RS,86150,CORONEL BICACO,0,0,2563,0,1038,4,0,0,1,0,0,0,0,0,0,0,2,0,22,11,1047,5,0,0,1260,6392,261,5132,178
RS,86169,NOVA ALVORADA,0,0,793,0,447,1,0,0,0,0,0,0,0,0,0,0,1,0,13,1,787,4,0,0,169,2443,142,2274,85
RS,86177,CRISSIUMAL,0,0,5129,0,2381,10,0,0,1,0,0,0,0,0,0,0,9,0,42,15,1256,17,0,0,1345,11109,571,9764,333
RS,86185,MORRO REDONDO,0,0,2124,0,1096,4,0,0,2,0,0,0,0,0,0,0,6,0,32,6,613,8,0,0,639,5047,380,4408,137
RS,86193,CRUZ ALTA,0,0,20548,0,8186,16,0,0,10,0,0,0,0,0,0,0,24,0,365,55,6268,103,0,0,10181,48712,1776,38531,1180
RS,86207,SANTA MARIA DO HERVAL,0,0,2356,0,667,0,0,0,0,0,0,0,0,0,0,0,6,0,11,3,1254,1,0,0,340,4993,239,4653,116
RS,86215,CRUZEIRO DO SUL,0,0,4330,0,1871,8,0,0,1,0,0,0,0,0,0,0,4,0,52,9,1395,26,0,0,1043,9474,450,8431,285
RS,86223,BARÃO,0,0,1841,0,1090,4,0,0,0,0,0,0,0,0,0,0,1,0,16,1,648,6,0,0,449,4389,210,3940,123
RS,86231,DAVID CANABARRO,0,0,1282,0,618,0,0,0,0,0,0,0,0,0,0,0,1,0,11,2,1078,3,0,0,538,3941,298,3403,110
RS,86240,ELDORADO DO SUL,0,0,9221,0,5504,30,0,0,2,0,0,0,0,0,0,0,10,0,419,28,2592,182,0,0,3515,23061,989,19546,569
RS,86258,DOIS IRMÃOS,0,0,10326,0,3350,9,0,0,4,0,0,0,0,0,0,0,18,0,127,27,3640,16,0,0,1992,20647,664,18655,474
RS,86274,DOM FELICIANO,0,0,4023,0,1383,2,0,0,2,0,0,0,0,0,0,0,3,0,15,8,2509,8,0,0,1716,10636,631,8920,336
RS,86282,ALTO FELIZ,0,0,675,0,586,1,0,0,0,0,0,0,0,0,0,0,1,0,5,1,737,4,0,0,201,2374,97,2173,66
RS,86290,DOM PEDRITO,0,0,14339,0,3950,14,0,0,4,0,0,0,0,0,0,0,10,0,159,22,3630,51,0,0,6217,30067,1029,23850,642
RS,86304,AMETISTA DO SUL,0,0,2113,0,598,1,0,0,0,0,0,0,0,0,0,0,1,0,22,3,1406,4,0,0,1425,6030,287,4605,170
RS,86312,DONA FRANCISCA,0,0,957,0,855,1,0,0,0,0,0,0,0,0,0,0,2,0,16,2,596,11,0,0,402,3044,133,2642,69
RS,86320,ARAMBARÉ,0,0,970,0,720,2,0,0,0,0,0,0,0,0,0,0,1,0,20,1,741,16,0,0,609,3248,100,2639,68
RS,86339,ENCANTADO,0,0,6505,0,3479,6,0,0,3,0,0,0,0,0,0,0,12,0,122,9,2155,35,0,0,2370,16215,902,13845,617
RS,86347,BARÃO DO TRIUNFO,0,0,1538,0,1711,6,0,0,1,0,0,0,0,0,0,0,4,0,27,0,577,10,0,0,783,4969,196,4186,116
RS,86355,ENCRUZILHADA DO SUL,0,0,7998,0,3587,7,0,0,2,0,0,0,0,0,0,0,5,0,125,12,2448,30,0,0,3884,20084,1377,16200,609
RS,86363,BARRA DO GUARITA,0,0,879,0,765,3,0,0,0,0,0,0,0,0,0,0,0,0,3,1,252,2,0,0,438,2507,110,2069,54
RS,86371,ERECHIM,0,0,30142,0,8408,36,0,0,13,0,0,0,0,0,0,0,31,0,515,79,16252,172,0,0,11008,72161,3288,61153,2217
RS,86380,BARRA DO RIO AZUL,0,0,789,0,439,0,0,0,5,0,0,0,0,0,0,0,0,0,11,0,292,3,0,0,201,1855,67,1654,48
RS,86398,HERVAL,0,0,2502,0,990,4,0,0,1,0,0,0,0,0,0,0,2,0,34,3,566,12,0,0,1145,5670,219,4525,192
RS,86401,BARRA FUNDA,0,0,972,0,537,1,0,0,1,0,0,0,0,0,0,0,0,0,11,1,328,3,0,0,243,2249,94,2006,58
RS,86410,ERVAL GRANDE,0,0,1697,0,529,1,0,0,0,0,0,0,0,0,0,0,4,0,25,6,874,4,0,0,375,3921,265,3546,141
RS,86428,BOA VISTA DAS MISSÕES,0,0,828,0,422,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,203,0,0,0,336,1919,67,1583,58
RS,86436,ERVAL SECO,0,0,2713,0,1253,7,0,0,2,0,0,0,0,0,0,0,3,0,11,4,533,2,0,0,1298,6182,191,4884,165
RS,86444,BOM PROGRESSO,0,0,1017,0,505,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,188,1,0,0,389,2189,42,1800,38
RS,86452,ESMERALDA,0,0,728,0,496,0,0,0,1,0,0,0,0,0,0,0,0,0,9,4,567,2,0,0,491,2525,184,2034,43
RS,86460,CAMPESTRE DA SERRA,0,0,840,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,496,1,0,0,345,2501,205,2156,80
RS,86479,ESPUMOSO,0,0,4413,0,2769,5,0,0,0,0,0,0,0,0,0,0,4,0,36,4,2259,14,0,0,1251,11584,564,10333,265
