SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA BRASILEIRO')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 19, 'PARTIDO TRABALHISTA NACIONAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 22, 'PARTIDO LIBERAL')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'PARTIDO DA FRENTE LIBERAL')","('QT_VOTOS', 26, 'PARTIDO DOS APOSENTADOS DA NAÇÃO')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 30, 'PARTIDO GERAL DOS TRABALHADORES')","('QT_VOTOS', 36, 'PARTIDO TRABALHISTA CRISTÃO')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 41, 'PARTIDO SOCIAL DEMOCRÁTICO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 44, 'PARTIDO REPUBLICANO PROGRESSISTA')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 56, 'PARTIDO DA REEDIFICAÇÃO DA ORDEM NACIONAL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
SC,80861,IRATI,981,0,628,0,1064,0,0,0,0,0,3,0,0,0,0,0,0,0,25,0,0,0,0,0,931,3834,65,2903,137
SC,80870,CORUPA,6665,0,1634,0,6948,9,0,0,0,0,24,0,0,0,0,0,0,0,53,0,0,0,0,0,2245,18898,395,16653,925
SC,80888,FORMOSA DO SUL,1182,0,650,0,1302,1,0,0,0,0,7,0,0,0,0,0,0,0,22,0,0,0,0,0,750,4196,88,3446,194
SC,80896,CRICIUMA,65869,0,38278,0,84663,134,0,0,0,0,898,0,0,0,0,0,0,0,2184,0,0,0,0,0,31092,237222,4271,206130,9833
SC,80900,MACIEIRA,1316,0,253,0,686,1,0,0,0,0,5,0,0,0,0,0,0,0,24,0,0,0,0,0,330,2820,61,2490,144
SC,80918,CUNHA PORA,6497,0,928,0,5369,5,0,0,0,0,35,0,0,0,0,0,0,0,40,0,0,0,0,0,2822,16532,236,13710,600
SC,80926,PONTE ALTA DO NORTE,1198,0,239,0,1559,0,0,0,0,0,2,0,0,0,0,0,0,0,15,0,0,0,0,0,739,4044,49,3305,243
SC,80934,CURITIBANOS,21484,0,4806,0,12337,19,0,0,0,0,145,0,0,0,0,0,0,0,242,0,0,0,0,0,10977,54040,1114,43063,2916
SC,80942,SAO CRISTOVAO DO SUL,2520,0,383,0,1243,1,0,0,0,0,5,0,0,0,0,0,0,0,33,0,0,0,0,0,1268,5848,87,4580,308
SC,80950,DESCANSO,4839,0,2123,0,3971,4,0,0,0,0,17,0,0,0,0,0,0,0,29,0,0,0,0,0,3086,14882,245,11796,568
SC,80969,VARGEM BONITA,2455,0,697,0,2240,2,0,0,0,0,5,0,0,0,0,0,0,0,24,0,0,0,0,0,642,6424,66,5782,293
SC,80977,DIONISIO CERQUEIRA,6760,0,2784,0,4507,8,0,0,0,0,52,0,0,0,0,0,0,0,83,0,0,0,0,0,7520,23276,313,15756,1249
SC,80985,BOMBINHAS,4175,0,962,0,4166,18,0,0,0,0,205,0,0,0,0,0,0,0,106,0,0,0,0,0,2512,13156,325,10644,687
SC,80993,DONA EMMA,2196,0,578,0,1174,2,0,0,0,0,26,0,0,0,0,0,0,0,35,0,0,0,0,0,951,5282,108,4331,212
SC,81000,SANGAO,3522,0,597,0,3732,3,0,0,0,0,24,0,0,0,0,0,0,0,55,0,0,0,0,0,1477,10164,228,8687,526
SC,81019,ERVAL VELHO,3347,0,449,0,1473,0,0,0,0,0,11,0,0,0,0,0,0,0,12,0,0,0,0,0,610,6318,94,5708,322
SC,81027,CAPIVARI DE BAIXO,7405,0,4673,0,10122,15,0,0,0,0,36,0,0,0,0,0,0,0,212,0,0,0,0,0,3766,27818,389,24052,1200
SC,81035,FAXINAL DOS GUEDES,5089,0,2370,0,3347,4,0,0,0,0,28,0,0,0,0,0,0,0,39,0,0,0,0,0,2208,13984,193,11776,706
SC,81043,CORDILHEIRA ALTA,1314,0,676,0,1964,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,233,4430,88,4197,147
SC,81051,FLORIANOPOLIS,202906,0,77082,0,121979,805,0,0,0,0,8627,0,0,0,0,0,0,0,3799,0,0,0,0,0,66166,512008,9400,445842,21244
SC,81060,FORQUILHINHA,9862,0,3714,0,7850,8,0,0,0,0,47,0,0,0,0,0,0,0,152,0,0,0,0,0,2521,25572,402,23051,1016
SC,81078,FRAIBURGO,13884,0,4763,0,14770,11,0,0,0,0,130,0,0,0,0,0,0,0,276,0,0,0,0,0,8671,45644,889,36973,2250
SC,81086,MORRO GRANDE,2054,0,101,0,1732,2,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,236,4318,45,4082,130
SC,81094,GALVAO,1801,0,791,0,1849,2,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,1390,6284,123,4894,310
SC,81108,CORONEL MARTINS,1250,0,636,0,987,0,0,0,0,0,5,0,0,0,0,0,0,0,18,0,0,0,0,0,807,3964,65,3157,196
SC,81116,GOVERNADOR CELSO RAMOS,7602,0,882,0,5350,7,0,0,0,0,57,0,0,0,0,0,0,0,145,0,0,0,0,0,3259,18660,422,15401,936
SC,81124,SAO JOAO DO ITAPERIU,2015,0,219,0,1642,1,0,0,0,0,9,0,0,0,0,0,0,0,23,0,0,0,0,0,1047,5306,81,4259,269
SC,81132,GAROPABA,8439,0,1807,0,5027,8,0,0,0,0,85,0,0,0,0,0,0,0,67,0,0,0,0,0,3299,20382,560,17083,1090
SC,81140,JARDINOPOLIS,1020,0,419,0,1090,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,571,3318,53,2747,155
SC,81159,GARUVA,4587,0,888,0,6547,5,0,0,0,0,25,0,0,0,0,0,0,0,108,0,0,0,0,0,3048,16236,252,13188,776
SC,81167,ERMO,1767,0,270,0,1876,4,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,577,4784,66,4207,203
SC,81175,GASPAR,23063,0,7887,0,18730,24,0,0,0,0,238,0,0,0,0,0,0,0,698,0,0,0,0,0,7080,62512,1642,55432,3150
SC,81183,SAO PEDRO DE ALCANTARA,3423,0,456,0,1675,2,0,0,0,0,32,0,0,0,0,0,0,0,9,0,0,0,0,0,683,6738,126,6055,332
SC,81191,GRAO PARA,4768,0,324,0,3088,0,0,0,0,0,27,0,0,0,0,0,0,0,14,0,0,0,0,0,842,9570,134,8728,373
SC,81205,SANTIAGO DO SUL,854,0,395,0,705,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,670,2782,54,2112,98
SC,81213,GRAVATAL,5789,0,809,0,4018,6,0,0,0,0,37,0,0,0,0,0,0,0,50,0,0,0,0,0,1092,12674,229,11582,644
SC,81221,BELA VISTA DO TOLDO,3162,0,205,0,3072,1,0,0,0,0,14,0,0,0,0,0,0,0,19,0,0,0,0,0,1165,8168,154,7003,376
SC,81230,GUABIRUBA,6580,0,2274,0,6365,9,0,0,0,0,41,0,0,0,0,0,0,0,55,0,0,0,0,0,1436,18254,589,16818,905
SC,81248,CAPAO ALTO,2527,0,167,0,1361,1,0,0,0,0,25,0,0,0,0,0,0,0,17,0,0,0,0,0,1120,5566,85,4446,263
SC,81256,GUARACIABA,4273,0,3125,0,5056,16,0,0,0,0,31,0,0,0,0,0,0,0,37,0,0,0,0,0,1682,15180,344,13498,616
SC,81264,PAINEL,1694,0,243,0,1521,0,0,0,0,0,19,0,0,0,0,0,0,0,12,0,0,0,0,0,844,4660,83,3816,244
SC,81272,GUARAMIRIM,10636,0,4550,0,12537,20,0,0,0,0,75,0,0,0,0,0,0,0,276,0,0,0,0,0,4201,34258,535,30057,1428
SC,81280,BOCAINA DO SUL,2584,0,132,0,1414,1,0,0,0,0,28,0,0,0,0,0,0,0,21,0,0,0,0,0,990,5622,82,4632,370
SC,81299,GUARUJA DO SUL,2727,0,788,0,1897,2,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,1597,7398,150,5801,217
SC,81302,ALTO BELA VISTA,1057,0,434,0,1412,0,0,0,0,0,54,0,0,0,0,0,0,0,1,0,0,0,0,0,482,3586,36,3104,110
SC,81310,HERVAL D'OESTE,5199,0,3325,0,2163,8,0,0,0,0,90,0,0,0,0,0,0,0,93,0,0,0,0,0,4134,27716,549,23582,1340
SC,81329,FREI ROGERIO,1705,0,316,0,1167,0,0,0,0,0,6,0,0,0,0,0,0,0,5,0,0,0,0,0,721,4154,49,3433,185
SC,81337,IBICARE,1951,0,415,0,2259,3,0,0,0,0,5,0,0,0,0,0,0,0,12,0,0,0,0,0,542,5522,137,4980,198
SC,81345,TREVISO,2095,0,515,0,2084,1,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,520,5500,64,4980,181
SC,81353,IBIRAMA,8659,0,1906,0,7319,12,0,0,0,0,57,0,0,0,0,0,0,0,123,0,0,0,0,0,3475,23156,478,19681,1127
SC,81361,IOMERE,2049,0,253,0,1202,2,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,543,4350,119,3807,172
SC,81370,ICARA,22130,0,9586,0,21186,18,0,0,0,0,121,0,0,0,0,0,0,0,715,0,0,0,0,0,8421,66204,1245,57783,2782
SC,81388,BOM JESUS,1092,0,334,0,1394,0,0,0,0,0,12,0,0,0,0,0,0,0,11,0,0,0,0,0,692,3774,65,3082,174
SC,81396,ILHOTA,5651,0,1590,0,5148,2,0,0,0,0,33,0,0,0,0,0,0,0,240,0,0,0,0,0,2430,16544,478,14114,972
SC,81400,IBIAM,1351,0,140,0,1190,2,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,526,3386,43,2860,127
SC,81418,IMARUI,6363,0,1084,0,7198,7,0,0,0,0,38,0,0,0,0,0,0,0,69,0,0,0,0,0,3754,20032,425,16278,1094
SC,81426,ENTRE RIOS,1849,0,336,0,750,0,0,0,0,0,18,0,0,0,0,0,0,0,16,0,0,0,0,0,930,4202,85,3272,218
SC,81434,IMBITUBA,14120,0,7381,0,17862,54,0,0,0,0,293,0,0,0,0,0,0,0,298,0,0,0,0,0,8588,52532,1156,43944,2780
SC,81442,PAIAL,1277,0,549,0,853,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,684,3522,31,2838,111
SC,81450,IMBUIA,3617,0,280,0,2790,2,0,0,0,0,5,0,0,0,0,0,0,0,14,0,0,0,0,0,950,8100,167,7150,275
SC,81469,BOM JESUS DO OESTE,1417,0,249,0,951,2,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,468,3248,42,2780,111
SC,81477,INDAIAL,21390,0,6926,0,17029,36,0,0,0,0,210,0,0,0,0,0,0,0,677,0,0,0,0,0,6948,58148,1699,51200,3233
SC,81485,SAO BERNARDINO,1424,0,637,0,1143,0,0,0,0,0,3,0,0,0,0,0,0,0,14,0,0,0,0,0,848,4310,72,3462,169
SC,81493,IPIRA,2449,0,869,0,2214,2,0,0,0,0,33,0,0,0,0,0,0,0,15,0,0,0,0,0,1023,7070,173,6047,292
SC,81507,SANTA TEREZINHA DO PROGRESSO,1323,0,687,0,1632,0,0,0,0,0,3,0,0,0,0,0,0,0,17,0,0,0,0,0,1635,5598,102,3963,199
SC,81515,IPUMIRIM,4226,0,1672,0,2817,3,0,0,0,0,14,0,0,0,0,0,0,0,25,0,0,0,0,0,1316,10672,212,9356,387
SC,81523,SALTINHO,1869,0,888,0,1560,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,1519,6266,147,4747,268
SC,81531,IRANI,4665,0,1278,0,3210,2,0,0,0,0,20,0,0,0,0,0,0,0,60,0,0,0,0,0,1730,11626,216,9896,445
SC,81540,JUPIA,1173,0,459,0,947,0,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,640,3516,83,2876,203
SC,81558,IRINEOPOLIS,5019,0,833,0,4414,10,0,0,0,0,35,0,0,0,0,0,0,0,45,0,0,0,0,0,2364,13666,234,11302,712
SC,81566,PALMEIRA,1889,0,165,0,1320,0,0,0,0,0,12,0,0,0,0,0,0,0,22,0,0,0,0,0,833,4504,69,3671,194
SC,81574,ITA,2391,0,1410,0,3355,6,0,0,0,0,9,0,0,0,0,0,0,0,18,0,0,0,0,0,1858,9470,123,7612,300
SC,81582,BANDEIRANTE,1727,0,874,0,1471,0,0,0,0,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,1354,5724,68,4370,221
SC,81590,ITAIOPOLIS,10779,0,1214,0,8984,15,0,0,0,0,38,0,0,0,0,0,0,0,73,0,0,0,0,0,4491,27358,607,22867,1157
SC,81604,FLOR DO SERTAO,546,0,214,0,1213,0,0,0,0,0,3,0,0,0,0,0,0,0,6,0,0,0,0,0,700,2884,57,2184,145
SC,81612,ITAJAI,64261,0,26616,0,64901,133,0,0,0,0,876,0,0,0,0,0,0,0,2221,0,0,0,0,0,29659,202660,4712,173001,9281
SC,81620,CUNHATAI,1384,0,289,0,828,1,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,384,3002,40,2618,69
SC,81639,ITAPEMA,12156,0,3332,0,11569,10,0,0,0,0,199,0,0,0,0,0,0,0,458,0,0,0,0,0,5962,36448,862,30486,1900
SC,81647,PRINCESA,1591,0,357,0,1135,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,764,4076,96,3312,128
SC,81655,ITAPIRANGA,6287,0,1848,0,8725,6,0,0,0,0,22,0,0,0,0,0,0,0,26,0,0,0,0,0,3882,21564,232,17682,536
SC,81663,ITAPOA,3352,0,675,0,5199,7,0,0,0,0,24,0,0,0,0,0,0,0,49,0,0,0,0,0,3239,13396,200,10157,651
SC,81671,ITUPORANGA,13470,0,1814,0,9214,13,0,0,0,0,42,0,0,0,0,0,0,0,95,0,0,0,0,0,4112,30444,442,26332,1242
SC,81680,TIGRINHOS,1132,0,226,0,1092,2,0,0,0,0,1,0,0,0,0,0,0,0,13,0,0,0,0,0,664,3308,49,2644,129
SC,81698,JABORA,2298,0,484,0,2802,1,0,0,0,0,5,0,0,0,0,0,0,0,18,0,0,0,0,0,960,6986,125,6026,293
SC,81701,CHAPADAO DO LAGEADO,1651,0,155,0,1827,1,0,0,0,0,1,0,0,0,0,0,0,0,10,0,0,0,0,0,560,4394,57,3834,132
SC,81710,JACINTO MACHADO,5889,0,725,0,6120,4,0,0,0,0,29,0,0,0,0,0,0,0,50,0,0,0,0,0,1432,15172,300,13740,623
SC,81728,BALNEARIO ARROIO DO SILVA,3609,0,919,0,2652,0,0,0,0,0,26,0,0,0,0,0,0,0,34,0,0,0,0,0,1997,9786,103,7789,446
SC,81736,JAGUARUNA,7708,0,1529,0,7423,5,0,0,0,0,35,0,0,0,0,0,0,0,95,0,0,0,0,0,3138,21186,372,18048,881
SC,81744,BALNEARIO GAIVOTA,3563,0,609,0,2573,2,0,0,0,0,22,0,0,0,0,0,0,0,29,0,0,0,0,0,1520,8850,137,7330,395
SC,81752,JARAGUA DO SUL,47003,0,24064,0,56842,62,0,0,0,0,374,0,0,0,0,0,0,0,898,0,0,0,0,0,16388,154652,2890,138264,6131
SC,81760,BARRA BONITA,1980,0,376,0,660,1,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,911,4124,43,3213,145
SC,81779,JOACABA,15357,0,3946,0,9123,17,0,0,0,0,114,0,0,0,0,0,0,0,95,0,0,0,0,0,5653,36314,593,30661,1416
SC,81787,BRUNOPOLIS,1598,0,164,0,1860,0,0,0,0,0,5,0,0,0,0,0,0,0,16,0,0,0,0,0,1097,5154,99,4057,315
SC,81795,JOINVILLE,92014,0,58295,0,327427,274,0,0,0,0,1038,0,0,0,0,0,0,0,4229,0,0,0,0,0,67393,580878,6904,513485,23304
SC,81809,LUZERNA,3453,0,639,0,3368,1,0,0,0,0,13,0,0,0,0,0,0,0,14,0,0,0,0,0,1057,8940,130,7883,265
SC,81817,LACERDOPOLIS,1120,0,135,0,1562,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,241,3252,54,3011,135
SC,81825,ZORTEA,1121,0,319,0,1813,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,525,4026,61,3501,177
SC,81833,LAGES,104420,0,13240,0,41748,76,0,0,0,0,1070,0,0,0,0,0,0,0,1127,0,0,0,0,0,35577,208782,3511,173205,8013
SC,81850,LAGUNA,22812,0,7824,0,22145,36,0,0,0,0,227,0,0,0,0,0,0,0,334,0,0,0,0,0,7460,65680,1569,58220,3273
SC,81876,LAURENTINO,3153,0,521,0,2528,1,0,0,0,0,38,0,0,0,0,0,0,0,5,0,0,0,0,0,480,7300,212,6820,362
SC,81892,LAURO MULLER,8803,0,1659,0,6697,7,0,0,0,0,35,0,0,0,0,0,0,0,77,0,0,0,0,0,2796,21342,384,18546,884
SC,81914,LEBON REGIS,5573,0,1254,0,4333,2,0,0,0,0,43,0,0,0,0,0,0,0,98,0,0,0,0,0,3403,16108,370,12705,1032
SC,81930,LEOBERTO LEAL,2236,0,109,0,2584,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,0,0,947,6186,90,5239,207
SC,81957,LONTRAS,4952,0,884,0,4070,5,0,0,0,0,27,0,0,0,0,0,0,0,46,0,0,0,0,0,1993,12904,303,10911,624
SC,81973,LUIS ALVES,4237,0,764,0,4811,5,0,0,0,0,29,0,0,0,0,0,0,0,29,0,0,0,0,0,1234,11908,244,10674,555
SC,81990,MAFRA,33230,0,6477,0,16921,62,0,0,0,0,148,0,0,0,0,0,0,0,355,0,0,0,0,0,10169,73496,2312,63327,3822
SC,82015,MAJOR GERCINO,1961,0,134,0,1707,0,0,0,0,0,8,0,0,0,0,0,0,0,10,0,0,0,0,0,560,4722,135,4162,207
SC,82031,MAJOR VIEIRA,2631,0,601,0,4924,0,0,0,0,0,14,0,0,0,0,0,0,0,13,0,0,0,0,0,1592,10438,201,8846,462
SC,82058,MARAVILHA,10778,0,3042,0,8256,10,0,0,0,0,49,0,0,0,0,0,0,0,108,0,0,0,0,0,5953,29824,550,23871,1078
SC,82066,MAREMA,1523,0,513,0,1188,0,0,0,0,0,2,0,0,0,0,0,0,0,8,0,0,0,0,0,688,4178,93,3490,163
SC,82074,MASSARANDUBA,7829,0,1461,0,6743,5,0,0,0,0,58,0,0,0,0,0,0,0,64,0,0,0,0,0,2257,19724,455,17467,852
SC,82090,MATOS COSTA,2011,0,433,0,811,0,0,0,0,0,3,0,0,0,0,0,0,0,19,0,0,0,0,0,1105,4710,67,3605,261
SC,82112,MELEIRO,4573,0,588,0,3290,2,0,0,0,0,24,0,0,0,0,0,0,0,32,0,0,0,0,0,805,9912,187,9107,411
SC,82139,MODELO,2121,0,628,0,1921,2,0,0,0,0,8,0,0,0,0,0,0,0,16,0,0,0,0,0,889,5900,119,5011,196
SC,82155,MONDAI,4971,0,1456,0,4034,3,0,0,0,0,17,0,0,0,0,0,0,0,32,0,0,0,0,0,2419,13650,173,11231,545
SC,82171,MONTE CASTELO,5375,0,708,0,2711,3,0,0,0,0,16,0,0,0,0,0,0,0,65,0,0,0,0,0,3061,12862,270,9801,653
SC,82198,MORRO DA FUMACA,7077,0,2427,0,7504,2,0,0,0,0,96,0,0,0,0,0,0,0,136,0,0,0,0,0,2314,20892,400,18578,936
SC,82210,NAVEGANTES,14824,0,4912,0,18791,18,0,0,0,0,176,0,0,0,0,0,0,0,423,0,0,0,0,0,9017,51454,910,42437,2383
SC,82236,NOVA ERECHIM,1684,0,629,0,2225,3,0,0,0,0,7,0,0,0,0,0,0,0,13,0,0,0,0,0,639,5412,52,4773,160
SC,82252,NOVA TRENTO,5207,0,1234,0,5116,5,0,0,0,0,326,0,0,0,0,0,0,0,37,0,0,0,0,0,1983,15642,893,13659,841
SC,82279,NOVA VENEZA,6064,0,1900,0,5690,5,0,0,0,0,33,0,0,0,0,0,0,0,41,0,0,0,0,0,1353,16190,391,14837,713
SC,82295,ORLEANS,12012,0,1865,0,9479,16,0,0,0,0,76,0,0,0,0,0,0,0,142,0,0,0,0,0,3641,29580,894,25939,1455
SC,82317,OURO,4651,0,913,0,3559,4,0,0,0,0,19,0,0,0,0,0,0,0,8,0,0,0,0,0,1307,11070,155,9763,454
SC,82333,PALHOCA,51421,0,15470,0,30077,121,0,0,0,0,916,0,0,0,0,0,0,0,1327,0,0,0,0,0,12739,121078,3006,108339,6001
SC,82350,PALMA SOLA,4100,0,1005,0,3090,2,0,0,0,0,5,0,0,0,0,0,0,0,47,0,0,0,0,0,3330,12236,155,8906,502
SC,82376,PALMITOS,10201,0,2090,0,6284,5,0,0,0,0,25,0,0,0,0,0,0,0,57,0,0,0,0,0,4821,24586,337,19765,766
SC,82392,PAPANDUVA,8490,0,1789,0,7850,7,0,0,0,0,49,0,0,0,0,0,0,0,75,0,0,0,0,0,4421,24392,503,19971,1208
SC,82414,PAULO LOPES,3706,0,637,0,2350,6,0,0,0,0,33,0,0,0,0,0,0,0,76,0,0,0,0,0,966,8468,226,7502,468
SC,82430,PEDRAS GRANDES,2968,0,378,0,2393,7,0,0,0,0,6,0,0,0,0,0,0,0,22,0,0,0,0,0,613,6792,134,6179,271
SC,82457,PENHA,7813,0,1412,0,7572,15,0,0,0,0,57,0,0,0,0,0,0,0,176,0,0,0,0,0,5306,24132,536,18826,1245
SC,82473,PERITIBA,2492,0,390,0,1467,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,486,5070,76,4584,149
SC,82490,PETROLANDIA,4737,0,254,0,3326,3,0,0,0,0,7,0,0,0,0,0,0,0,29,0,0,0,0,0,1269,10026,109,8757,292
SC,82511,PICARRAS,6142,0,966,0,5321,5,0,0,0,0,46,0,0,0,0,0,0,0,131,0,0,0,0,0,3501,17188,274,13687,802
SC,82538,PINHALZINHO,7564,0,2762,0,4606,2,0,0,0,0,31,0,0,0,0,0,0,0,37,0,0,0,0,0,2695,18556,258,15861,601
SC,82554,PINHEIRO PRETO,1769,0,323,0,1276,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,565,4192,68,3627,186
SC,82570,PIRATUBA,2660,0,255,0,2923,2,0,0,0,0,90,0,0,0,0,0,0,0,11,0,0,0,0,0,764,7116,115,6352,296
SC,82597,POMERODE,14883,0,3262,0,9581,18,0,0,0,0,102,0,0,0,0,0,0,0,208,0,0,0,0,0,3401,34098,964,30697,1679
SC,82619,PONTE ALTA,2780,0,357,0,2672,2,0,0,0,0,8,0,0,0,0,0,0,0,28,0,0,0,0,0,1717,8086,106,6369,416
SC,82635,PONTE SERRADA,5391,0,1891,0,3736,0,0,0,0,0,20,0,0,0,0,0,0,0,78,0,0,0,0,0,3395,15566,269,12171,786
SC,82651,PORTO BELO,4284,0,960,0,5375,7,0,0,0,0,47,0,0,0,0,0,0,0,121,0,0,0,0,0,2604,14492,314,11888,780
SC,82678,PORTO UNIAO,21873,0,3154,0,7883,26,0,0,0,0,74,0,0,0,0,0,0,0,197,0,0,0,0,0,8924,45098,1036,36174,1931
SC,82694,POUSO REDONDO,6269,0,1111,0,5783,4,0,0,0,0,26,0,0,0,0,0,0,0,50,0,0,0,0,0,3165,17666,375,14501,883
SC,82716,PRAIA GRANDE,4401,0,557,0,3895,3,0,0,0,0,23,0,0,0,0,0,0,0,27,0,0,0,0,0,1954,11604,215,9650,529
SC,82732,PRESIDENTE CASTELO BRANCO,1290,0,376,0,995,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,276,3112,49,2836,122
SC,82759,PRESIDENTE GETULIO,7579,0,1691,0,5445,3,0,0,0,0,42,0,0,0,0,0,0,0,102,0,0,0,0,0,2301,18308,432,16007,713
SC,82775,PRESIDENTE NEREU,1687,0,106,0,1188,1,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,334,3490,43,3156,120
SC,82791,QUILOMBO,4880,0,2431,0,4403,6,0,0,0,0,22,0,0,0,0,0,0,0,60,0,0,0,0,0,2795,15870,419,13075,854
SC,82813,RANCHO QUEIMADO,1667,0,165,0,1654,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,365,4138,97,3773,183
SC,82830,RIO DAS ANTAS,3354,0,447,0,4098,5,0,0,0,0,10,0,0,0,0,0,0,0,33,0,0,0,0,0,1398,9916,128,8518,443
SC,82856,RIO DO CAMPO,3769,0,387,0,3768,3,0,0,0,0,7,0,0,0,0,0,0,0,40,0,0,0,0,0,1813,10290,125,8477,378
SC,82872,RIO DO OESTE,3960,0,784,0,3553,2,0,0,0,0,12,0,0,0,0,0,0,0,30,0,0,0,0,0,1271,10260,215,8989,433
SC,82899,RIO DOS CEDROS,5714,0,818,0,5420,8,0,0,0,0,27,0,0,0,0,0,0,0,43,0,0,0,0,0,1785,14682,263,12897,604
SC,82910,RIO DO SUL,33601,0,7694,0,18332,22,0,0,0,0,237,0,0,0,0,0,0,0,355,0,0,0,0,0,10931,75808,1361,64877,3275
SC,82937,RIO FORTUNA,2950,0,270,0,2975,1,0,0,0,0,15,0,0,0,0,0,0,0,11,0,0,0,0,0,360,6878,89,6518,207
SC,82953,RIO NEGRINHO,11569,0,2920,0,26487,18,0,0,0,0,120,0,0,0,0,0,0,0,324,0,0,0,0,0,6634,51404,866,44770,2466
SC,82970,RODEIO,7360,0,1681,0,3717,6,0,0,0,0,28,0,0,0,0,0,0,0,53,0,0,0,0,0,1879,16148,532,14269,892
SC,82996,ROMELANDIA,3774,0,851,0,2174,5,0,0,0,0,24,0,0,0,0,0,0,0,19,0,0,0,0,0,3534,10894,150,7360,363
SC,83011,SALETE,4386,0,762,0,3170,3,0,0,0,0,16,0,0,0,0,0,0,0,54,0,0,0,0,0,1826,10762,154,8936,391
SC,83038,SALTO VELOSO,2759,0,411,0,1412,5,0,0,0,0,79,0,0,0,0,0,0,0,17,0,0,0,0,0,764,5844,99,5080,298
SC,83054,SANTA CECILIA,7148,0,1099,0,6105,7,0,0,0,0,235,0,0,0,0,0,0,0,156,0,0,0,0,0,4368,20902,553,16534,1231
SC,83070,SANTA ROSA DE LIMA,1153,0,128,0,1514,3,0,0,0,0,10,0,0,0,0,0,0,0,3,0,0,0,0,0,180,3110,28,2930,91
SC,83097,SANTO AMARO DA IMPERATRIZ,11597,0,1868,0,6340,20,0,0,0,0,98,0,0,0,0,0,0,0,105,0,0,0,0,0,2159,23950,507,21791,1256
SC,83119,SAO BENTO DO SUL,36536,0,10576,0,30517,23,0,0,0,0,127,0,0,0,0,0,0,0,377,0,0,0,0,0,9433,92340,1191,82907,3560
SC,83135,SAO BONIFACIO,3566,0,109,0,429,2,0,0,0,0,7,0,0,0,0,0,0,0,4,0,0,0,0,0,462,4902,151,4440,172
