SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'PARTIDO REPUBLICANO BRASILEIRO')","('QT_VOTOS', 11, 'PARTIDO PROGRESSISTA')","('QT_VOTOS', 12, 'PARTIDO DEMOCRÁTICO TRABALHISTA')","('QT_VOTOS', 13, 'PARTIDO DOS TRABALHADORES')","('QT_VOTOS', 14, 'PARTIDO TRABALHISTA BRASILEIRO')","('QT_VOTOS', 15, 'PARTIDO DO MOVIMENTO DEMOCRÁTICO BRASILEIRO')","('QT_VOTOS', 16, 'PARTIDO SOCIALISTA DOS TRABALHADORES UNIFICADO')","('QT_VOTOS', 17, 'PARTIDO SOCIAL LIBERAL')","('QT_VOTOS', 19, 'PARTIDO TRABALHISTA NACIONAL')","('QT_VOTOS', 20, 'PARTIDO SOCIAL CRISTÃO')","('QT_VOTOS', 21, 'PARTIDO COMUNISTA BRASILEIRO')","('QT_VOTOS', 22, 'PARTIDO DA REPÚBLICA')","('QT_VOTOS', 23, 'PARTIDO POPULAR SOCIALISTA')","('QT_VOTOS', 25, 'DEMOCRATAS')","('QT_VOTOS', 27, 'PARTIDO SOCIAL DEMOCRATA CRISTÃO')","('QT_VOTOS', 28, 'PARTIDO RENOVADOR TRABALHISTA BRASILEIRO')","('QT_VOTOS', 29, 'PARTIDO DA CAUSA OPERÁRIA')","('QT_VOTOS', 31, 'PARTIDO HUMANISTA DA SOLIDARIEDADE')","('QT_VOTOS', 33, 'PARTIDO DA MOBILIZAÇÃO NACIONAL')","('QT_VOTOS', 36, 'PARTIDO TRABALHISTA CRISTÃO')","('QT_VOTOS', 40, 'PARTIDO SOCIALISTA BRASILEIRO')","('QT_VOTOS', 43, 'PARTIDO VERDE')","('QT_VOTOS', 44, 'PARTIDO REPUBLICANO PROGRESSISTA')","('QT_VOTOS', 45, 'PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA')","('QT_VOTOS', 50, 'PARTIDO SOCIALISMO E LIBERDADE')","('QT_VOTOS', 65, 'PARTIDO COMUNISTA DO BRASIL')","('QT_VOTOS', 70, 'PARTIDO TRABALHISTA DO BRASIL')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
PI,12459,MORRO DO CHAPÉU DO PIAUÍ,23,7,55,752,40,1550,0,0,0,5,0,0,0,58,0,0,0,0,0,8,508,5,5,436,2,67,18,1640,5836,127,4196,107
PI,12467,MASSAPÊ DO PIAUÍ,1,246,868,560,787,411,0,0,0,0,0,3,0,16,0,7,0,0,0,0,442,0,4,84,1,0,3,1232,5522,159,4290,99
PI,12475,MURICI DOS PORTELAS,4,4,73,442,48,548,0,0,0,1,0,0,5,27,0,0,0,17,0,4,1015,1,25,190,1,1160,47,1366,5903,119,4537,179
PI,12483,OLHO D'ÁGUA DO PIAUÍ,1,3,3,55,518,30,0,0,0,0,0,0,0,21,0,0,0,0,0,4,735,0,1,29,0,9,3,403,2051,40,1648,41
PI,12491,PEDRO LAURENTINO,1,6,15,189,78,471,0,0,0,0,0,0,0,228,0,0,0,0,0,1,24,1,0,669,0,0,41,443,2494,50,2051,44
PI,12505,SÃO FRANCISCO DE ASSIS DO PIAUÍ,1,419,653,286,472,150,0,0,0,0,0,1,10,158,0,0,0,0,0,0,262,0,0,134,0,0,162,710,3946,57,3236,92
PI,12513,SUSSUAPARA,13,6,42,173,919,1462,0,0,0,0,0,0,0,1,0,0,0,0,0,2,924,1,1,86,0,2,0,658,5008,136,4350,80
PI,12521,TANQUE DO PIAUÍ,1,0,10,264,343,434,0,0,0,0,0,0,1,1,0,0,0,0,0,11,138,2,0,250,0,1,4,453,2187,50,1734,55
PI,12530,TAMBORIL DO PIAUÍ,2,5,20,27,470,4,0,0,0,0,0,0,1,728,0,0,0,0,0,0,226,0,0,97,0,0,34,655,2639,50,1984,46
PI,12548,VILA NOVA DO PIAUÍ,1,6,16,270,312,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1083,0,3,91,0,2,0,383,2481,49,2098,49
PI,12556,VERA MENDES,0,1,15,54,132,25,0,0,1,0,0,0,0,345,0,0,0,0,0,0,703,0,0,326,0,0,0,605,2781,86,2176,75
PI,12564,WALL FERRAZ,7,2,94,199,393,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1592,0,3,36,0,0,7,635,3487,49,2852,68
PI,12572,CAJUEIRO DA PRAIA,0,247,69,148,19,1069,0,0,0,0,0,0,0,88,0,0,0,0,0,6,909,13,0,242,0,905,99,1052,5525,88,4473,105
PI,12580,CURRALINHOS,8,87,323,730,664,360,0,0,1,0,0,0,8,32,0,0,0,0,0,102,212,2,1,208,0,7,10,548,3793,49,3245,61
PI,12599,PORTO ALEGRE DO PIAUÍ,0,0,3,1,4,114,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1137,1,2,128,0,0,1,332,1909,7,1577,21
PI,12602,RIBEIRA DO PIAUÍ,4,1,125,107,1128,745,0,0,0,0,0,0,1,77,0,0,0,0,0,1,29,0,0,97,0,11,9,662,3441,35,2779,47
PI,12610,SÃO GONÇALO DO GURGUÉIA,0,3,18,628,343,22,0,0,0,0,0,0,0,274,0,0,0,1,0,0,5,3,0,127,0,0,0,485,2096,14,1611,30
PI,12629,SÃO LUIS DO PIAUÍ,3,2,17,105,82,764,0,0,0,0,0,0,0,2,0,0,0,0,0,0,525,0,0,121,0,0,0,409,2343,73,1934,35
PI,12637,FLORESTA DO PIAUÍ,4,1,17,102,603,57,0,0,0,0,0,1,0,3,0,0,0,0,0,0,674,1,0,28,0,0,0,572,2352,20,1780,41
PI,12653,SANTO ANTÔNIO DOS MILAGRES,0,0,144,219,461,57,0,0,0,0,0,1,0,5,0,0,0,0,0,2,241,2,0,85,0,3,4,273,1667,22,1394,27
PI,12661,SÃO MIGUEL DA BAIXA GRANDE,11,37,33,96,484,159,0,0,0,0,0,0,3,294,0,0,0,0,0,2,32,0,1,226,0,12,130,345,2156,45,1811,42
PI,12670,CARAÚBAS DO PIAUÍ,14,4,71,229,15,1136,0,0,0,0,0,0,1,8,0,0,0,13,0,1,245,0,16,1217,0,43,47,995,4771,43,3776,80
PI,12688,CAXINGÓ,6,4,163,213,107,272,0,0,0,1,0,0,1,26,0,0,0,17,0,4,960,0,19,210,0,571,37,762,4304,92,3542,119
PI,12696,COCAL DOS ALVES,5,11,197,188,30,21,0,0,0,0,0,0,0,1,0,0,0,2,0,1,1312,0,17,111,1,194,4,1273,4682,240,3409,74
PI,12700,SÃO MIGUEL DO FIDALGO,2,86,98,398,506,263,0,0,0,0,0,0,0,159,0,0,0,0,0,0,10,0,0,66,0,0,0,571,2487,46,1916,26
PI,12718,PAU D'ARCO DO PIAUÍ,11,12,619,325,90,83,0,2,1,17,0,0,139,127,0,0,0,2,0,107,242,4,11,792,0,15,40,656,3790,47,3134,125
PI,12726,NAZÁRIA,38,18,1684,2286,400,530,0,1,7,0,0,0,9,69,0,0,0,2,0,63,440,18,1,311,0,59,155,1542,8799,111,7257,138
PI,12734,AROEIRAS DO ITAIM,3,5,12,263,1161,121,0,0,0,1,0,0,0,3,0,0,0,0,0,0,575,0,1,19,1,0,0,366,2928,82,2562,55
PR,74004,GODOY MOREIRA,1,3,4,61,9,1376,0,2,0,5,0,5,4,406,0,0,0,13,0,0,4,18,0,63,0,0,0,448,2728,27,2280,24
PR,74012,ABATIÁ,2,11,38,391,0,1464,0,4,0,70,0,39,4,1678,0,0,0,54,0,0,270,16,0,170,0,0,0,759,5561,175,4802,60
PR,74020,IBEMA,10,23,45,173,3,2005,0,52,2,106,0,2,70,459,1,0,0,21,0,0,11,33,0,191,1,0,0,789,4492,111,3703,60
PR,74039,ADRIANÓPOLIS,0,72,52,1008,0,1399,0,4,0,199,0,4,0,8,0,0,0,11,2,0,14,25,0,224,1,2,0,875,4592,84,3717,77
PR,74047,LINDOESTE,0,29,538,450,0,945,2,54,1,420,1,7,525,6,0,0,0,14,0,0,18,29,0,139,1,0,0,873,4594,91,3721,136
PR,74055,AGUDOS DO SUL,21,52,146,501,2,1202,0,43,0,44,0,4,74,201,1,5,0,5,9,161,61,65,0,2047,0,37,0,656,6147,295,5491,97
PR,74063,OURO VERDE DO OESTE,17,1408,20,493,6,509,3,124,0,130,0,21,48,226,0,0,0,1,1,0,18,17,0,79,0,0,0,397,4029,143,3632,77
PR,74071,ALMIRANTE TAMANDARÉ,1068,1125,2504,2616,451,7838,11,947,17,1963,1,225,862,1505,4148,32,0,303,745,91,4983,3369,31,4196,77,17,270,7298,59800,4250,52502,3528
PR,74080,SANTA TEREZA DO OESTE,11,186,245,244,22,612,1,113,1,153,0,27,3206,25,0,0,0,42,1,0,9,105,0,149,0,0,0,997,7102,168,6105,353
PR,74098,ALTO PARANÁ,75,28,12,1607,3,3266,0,4,1,136,0,24,184,21,0,0,0,2,5,0,182,15,0,1227,16,4,1,1571,9696,364,8125,141
PR,74101,ANAHY,1,42,186,753,33,203,0,34,0,25,0,1,6,8,6,0,0,0,0,0,73,10,0,419,0,0,0,231,2274,42,2043,28
PR,74110,ALTO PIQUIRI,4,33,492,1358,2,962,0,489,1,254,0,3,7,6,0,0,0,2,0,0,9,89,0,1175,0,0,0,943,6806,249,5863,123
PR,74128,ÂNGULO,1,216,9,46,1,821,0,3,0,31,0,1,153,153,0,1,0,6,81,2,73,12,0,98,1,0,0,451,2473,110,2022,48
PR,74136,ALVORADA DO SUL,24,11,857,102,23,1888,0,1,0,114,0,10,76,851,0,0,0,5,3,4,62,83,0,396,0,0,0,826,6201,231,5375,124
PR,74144,BOA ESPERANÇA DO IGUAÇU,0,2,238,186,0,724,0,10,0,8,0,0,1,85,0,0,0,0,0,0,39,1,0,495,1,0,0,347,2371,44,2024,15
PR,74152,AMAPORÃ,0,4,34,535,37,492,0,8,0,107,0,4,60,7,0,0,0,1,6,0,40,6,0,1223,1,0,0,502,3495,105,2993,36
PR,74160,BOM SUCESSO DO SUL,4,10,159,142,0,1195,1,7,45,26,0,1,105,202,0,0,0,1,0,0,8,5,0,358,0,5,0,227,2671,41,2444,29
PR,74179,AMPÉRE,20,108,2881,1918,2,1717,0,84,0,245,0,13,136,37,0,0,0,12,3,0,149,73,1,1648,1,7,0,1764,12286,392,10522,254
PR,74187,BRASILÂNDIA DO SUL,0,686,80,33,0,1112,0,3,0,15,0,0,2,16,0,0,0,3,0,0,2,0,0,35,0,0,0,365,2620,48,2255,19
PR,74195,ANDIRÁ,47,26,299,844,13,1811,0,55,0,137,1,298,55,1277,0,7,0,497,2,0,4417,362,3,461,1,3,0,3860,17452,1212,13592,548
PR,74209,CAFEZAL DO SUL,3,0,989,73,0,140,0,4,0,9,0,2,0,5,0,0,0,4,0,0,1,18,1,1226,12,0,0,403,3248,112,2845,42
PR,74217,ANTONINA,67,516,1127,441,20,3652,3,526,6,286,0,10,858,758,3,13,0,41,18,157,263,167,0,1430,3,8,1,3540,15809,525,12269,235
PR,74225,CANDÓI,27,18,98,971,60,2298,2,61,13,107,0,3,1836,84,0,0,0,66,4,1,120,33,6,1427,0,0,0,2459,11314,442,8855,176
PR,74233,ANTONIO OLINTO,6,76,119,357,4,1386,0,1,0,109,0,2,506,97,2,0,0,21,61,6,34,39,0,1366,2,6,0,878,6031,377,5153,136
PR,74241,CRUZEIRO DO IGUAÇU,1,3,137,323,2,1123,0,46,1,176,0,0,5,37,0,0,0,0,0,0,9,6,0,559,0,6,0,480,3191,54,2711,26
PR,74250,APUCARANA,333,131,317,1975,67,30197,9,39,7,763,2,2856,218,4017,8,13,0,305,39,220,252,806,8,19005,21,14,2,15339,90069,4716,74730,2874
PR,74268,DIAMANTE DO SUL,1,41,70,359,0,1145,0,14,6,52,0,0,8,110,0,0,0,5,0,0,6,53,0,190,0,0,0,492,2782,24,2290,31
PR,74276,ARAPONGAS,523,171,326,1211,186,22202,13,34,3,387,12,165,205,11605,3,4,0,502,629,55,732,9513,4,2535,20,12,0,12884,76130,4800,63246,2820
PR,74284,ENTRE RIOS DO OESTE,0,13,28,143,47,1135,0,108,0,86,0,5,118,597,0,0,0,2,3,0,4,3,0,184,4,0,1,232,2946,64,2714,49
PR,74292,ARAPOTI,39,41,31,470,240,1038,0,30,2,185,1,31,131,1048,1,1,0,23,5,1,1272,301,0,1067,10,6859,0,3305,18239,626,14934,347
PR,74306,FAROL,1,7,15,66,0,916,0,6,0,517,0,2,242,1,0,0,0,4,0,1,12,16,0,99,0,0,0,376,2718,103,2342,53
PR,74314,ARARUNA,4,9,41,405,3,3098,1,2,0,500,0,15,1646,8,1,2,0,2,5,0,24,1007,0,526,4,0,0,1901,10442,431,8541,172
PR,74322,FAZENDA RIO GRANDE,621,481,1899,17850,189,1306,24,434,19,1110,0,32,460,998,29,13,0,175,50,5436,2520,894,9,2686,34,17,7,7989,52626,2797,44637,1140
PR,74330,MARILÂNDIA DO SUL,6,24,42,114,21,2882,0,4,1,13,0,44,37,247,0,0,0,13,2,4,41,221,0,596,0,0,0,1172,7042,332,5870,740
PR,74349,FLOR DA SERRA DO SUL,8,10,749,409,0,1135,0,6,0,40,0,1,2,49,1,2,0,0,2,0,19,22,0,627,1,0,0,681,4188,129,3507,41
PR,74357,ARAUCÁRIA,1477,827,2070,17835,247,4481,38,868,106,1497,1,70,1637,1428,175,70,0,266,35,299,3282,4630,7,18112,71,149,28,11047,85985,6044,74938,2740
PR,74365,HONÓRIO SERPA,2,11,1313,656,4,388,1,1,0,157,0,0,9,134,0,5,0,2,2,0,267,32,0,297,1,6,0,1099,4794,96,3695,46
PR,74373,ASSAÍ,117,139,31,487,37,4283,3,23,3,204,0,26,490,218,1,2,0,116,17,17,1085,291,1,887,4,0,0,1850,12366,764,10516,359
PR,74381,IGUATU,0,227,167,217,11,449,0,29,0,83,0,0,23,25,0,0,0,0,0,0,137,19,0,42,0,0,0,169,1769,30,1600,32
PR,74390,ASTORGA,122,521,34,971,221,2040,5,9,0,4602,0,18,138,2465,1,0,0,146,261,5,344,299,2,1123,6,3,0,3622,20019,1217,16397,497
PR,74403,IRACEMA DO OESTE,0,44,75,58,0,989,0,0,0,19,0,1,121,2,0,0,0,2,1,0,7,5,0,356,0,1,0,395,2368,68,1973,40
PR,74411,ATALAIA,5,116,4,460,7,1188,5,0,0,56,0,9,11,154,0,0,0,5,82,3,56,38,0,260,1,0,0,399,3232,112,2833,39
PR,74420,NOVO ITACOLOMI,0,2,5,78,1,1048,0,1,0,6,0,22,1,605,0,0,0,2,0,2,0,8,0,101,0,0,0,215,2339,65,2124,24
PR,74438,BALSA NOVA,40,52,763,186,116,1516,2,56,405,57,0,3,92,518,14,0,0,4,4,26,760,146,3,1584,4,1,0,438,8121,551,7683,265
PR,74446,ITAPERUÇU,62,448,198,1130,24,4366,2,113,13,754,1,22,87,1029,89,3,0,496,12,3,1190,306,1,1698,6,0,2,2291,16769,823,14478,282
PR,74454,BANDEIRANTES,71,247,5377,683,15,4654,0,91,3,324,3,106,48,1881,2,1,0,359,7,3,1166,83,1,1974,5,4,0,4681,25050,825,20369,842
PR,74462,IVATÉ,1,0,401,242,2,1042,0,0,5,33,0,3,194,6,0,0,0,11,0,0,95,9,0,1613,168,0,0,658,5160,194,4502,78
PR,74470,BARBOSA FERRAZ,7,6,667,176,3,1893,0,21,0,459,0,68,1178,117,2,1,0,25,4,0,316,188,1,511,1,3,0,1617,8628,341,7011,147
PR,74489,LIDIANÓPOLIS,0,24,11,156,1,1640,0,0,0,17,0,49,8,66,2,0,0,19,0,2,2,60,0,331,1,0,0,791,3651,109,2860,85
PR,74497,BARRACÃO,11,7,787,493,1,818,0,2,0,242,0,18,8,550,0,0,0,27,1,1,57,33,1,1504,1,4,0,1025,6458,239,5433,132
PR,74500,MARIPÁ,6,565,24,156,20,1349,1,3,0,52,1,5,240,866,0,0,0,23,1,0,13,7,0,180,4,0,0,562,4605,157,4043,115
PR,74519,BARRA DO JACARÉ,0,1,11,152,0,773,0,0,0,7,0,6,2,371,0,0,0,6,0,0,138,143,0,25,0,0,0,248,2162,79,1914,38
PR,74527,MATO RICO,1,118,181,876,3,660,0,0,0,78,0,0,74,2,0,0,0,6,0,0,7,2,0,137,0,0,0,458,2941,57,2483,30
PR,74535,BELA VISTA DO PARAÍSO,69,209,659,995,57,3651,0,1,8,257,0,13,384,851,7,0,0,68,8,33,190,87,1,386,20,0,0,1492,11670,723,10178,433
PR,74543,MAUÁ DA SERRA,6,19,35,108,52,3195,0,10,0,16,0,29,104,176,0,0,0,9,0,1,15,46,0,427,2,2,0,1142,6142,207,5000,131
PR,74551,BITURUNA,42,26,28,1104,0,1283,3,4,1,105,1,0,345,12,3,0,0,9,4,0,98,17,2,5418,0,0,0,2298,12258,402,9960,198
PR,74560,MERCEDES,0,185,119,103,42,1475,2,25,0,293,0,2,10,867,0,0,0,9,0,1,8,11,0,19,5,0,1,503,4079,147,3576,74
PR,74578,BOA ESPERANÇA,1,5,12,66,0,1545,0,141,0,70,0,4,524,11,0,0,0,15,3,3,7,14,1,215,0,0,0,548,3743,139,3195,61
PR,74586,NOVA LARANJEIRAS,6,20,74,1041,760,1686,0,205,50,200,0,9,207,118,0,0,0,42,0,0,15,37,0,730,0,0,0,2030,7983,138,5953,83
PR,74594,BOCAIÚVA DO SUL,111,343,174,208,26,2102,1,46,1,486,0,41,32,460,1,3,0,17,15,3,297,97,0,463,7,0,1,1086,7567,353,6481,583
PR,74608,NOVA SANTA BÁRBARA,4,18,15,215,6,1064,1,0,0,28,0,0,164,99,0,0,0,35,0,0,212,26,17,229,0,0,0,376,2867,74,2491,54
PR,74616,BOM SUCESSO,10,37,22,50,207,1555,0,0,1,44,0,110,11,953,0,0,0,13,4,1,17,73,1,296,1,0,0,525,4625,203,4100,110
PR,74624,PATO BRAGADO,8,91,386,26,8,1577,2,203,0,48,0,6,51,610,0,0,0,1,0,0,13,1,0,182,3,0,0,342,3879,83,3537,44
PR,74632,BORRAZÓPOLIS,0,17,68,1790,19,1578,0,6,0,64,0,31,5,64,0,0,0,17,3,8,11,216,2,619,1,0,3,1437,6861,269,5424,134
PR,74640,PINHAL DE SÃO BENTO,0,5,290,192,0,784,0,85,0,9,0,0,0,0,0,0,0,0,0,0,6,0,0,225,0,0,0,276,2057,17,1781,28
PR,74659,CAFEARA,2,4,5,230,0,675,0,0,0,6,0,0,1,484,0,0,0,1,0,1,24,8,0,8,1,0,0,229,1936,69,1707,28
PR,74667,PITANGUEIRAS,2,174,2,43,8,612,0,0,0,80,0,1,5,649,0,0,0,18,2,0,38,54,0,32,0,0,0,210,2189,83,1979,28
PR,74675,CALIFÓRNIA,3,6,39,52,5,3200,0,11,1,32,0,27,21,157,0,1,0,4,0,8,74,57,1,890,0,0,0,1138,6580,307,5442,150
PR,74683,QUATRO PONTES,1,138,27,117,35,1021,0,25,0,397,0,6,8,647,0,0,0,2,0,0,41,8,0,23,11,0,0,377,3139,61,2762,71
PR,74691,CAMBARÁ,81,116,368,825,9,6759,1,10,0,399,0,67,103,858,3,1,0,21,9,16,1900,149,2,692,0,0,0,3400,18727,916,15327,740
PR,74705,RAMILÂNDIA,2,256,200,356,62,294,0,53,0,97,0,26,40,177,0,0,0,2,1,0,112,94,0,471,1,0,0,663,3349,93,2686,54
PR,74713,CAMBÉ,499,2034,1243,2968,849,13923,13,99,12,1752,145,44,1108,15625,1,4,0,462,1221,320,661,1597,5,1566,38,4,1,10626,69665,4634,59039,3058
PR,74721,RANCHO ALEGRE D'OESTE,3,9,11,170,0,1261,0,3,0,67,0,2,21,28,0,0,0,6,0,5,10,2,0,61,1,0,0,436,2407,69,1971,43
PR,74730,CAMBIRA,14,31,10,223,1,2211,1,7,0,42,0,195,8,212,0,0,0,17,30,3,48,39,0,1140,0,0,0,832,6049,317,5217,184
PR,74748,RIO BONITO DO IGUAÇU,11,25,1152,1150,15,2422,1,530,166,238,0,11,64,42,0,1,0,33,1,0,23,125,7,679,0,0,0,2132,9681,190,7549,83
PR,74756,CAMPINA DA LAGOA,103,106,108,291,3,3908,1,35,3,550,0,2,277,262,0,2,0,11,32,1,456,325,0,1690,1,9,0,2659,12113,312,9454,163
PR,74764,SANTA LÚCIA,1,2,384,326,1,1121,0,70,0,116,0,0,36,5,1,0,0,5,1,0,11,93,0,66,0,0,0,482,3068,85,2586,46
PR,74772,CAMPINA GRANDE DO SUL,280,814,1875,1289,82,4429,10,296,29,748,4,46,213,264,19,1,0,70,414,226,3519,1072,3,2791,28,2,345,4696,28335,1439,23639,1180
PR,74780,CAMPO BONITO,0,18,94,240,2,1620,1,77,1,45,0,6,80,249,1,0,0,3,1,1,8,31,4,132,0,0,0,793,3834,106,3041,83
PR,74799,CAMPO DO TENENTE,3,161,47,1124,9,678,1,20,0,334,0,5,18,262,0,1,0,4,140,3,32,41,2,892,0,1,0,631,5064,236,4433,80
PR,74802,SANTA MARIA DO OESTE,31,25,178,1111,4,2587,0,31,0,50,2,14,319,26,0,0,0,60,1,0,3,5,1,1293,0,0,0,2484,9091,164,6607,98
PR,74810,CAMPO LARGO,772,2008,4575,1825,215,9105,34,506,10718,760,2,54,501,904,476,30,0,310,67,504,15362,1056,23,3749,57,29,11,9911,77250,5787,67339,2862
PR,74829,SANTA MÔNICA,1,39,25,617,1,309,1,7,0,7,0,1,0,2,0,0,0,3,1,0,3,9,0,931,0,0,0,288,2509,44,2221,24
PR,74837,CAMPO MOURÃO,206,112,203,1961,24,1479,9,53,29,19705,6,39,17901,198,15,9,0,93,62,10,395,678,7,1233,8,6,1,12398,63283,1912,50885,1136
PR,74845,SÃO MANOEL DO PARANÁ,3,11,10,105,0,998,0,0,0,8,0,0,55,10,0,0,0,2,2,0,0,8,0,66,0,2,0,212,1730,56,1518,25
PR,74853,CÂNDIDO DE ABREU,4,22,502,305,3,2848,0,1,4,65,0,12,331,1201,0,1,0,91,10,1,1669,368,1,680,0,16,1,2796,12493,481,9697,244
PR,74861,SÃO PEDRO DO IGUAÇU,10,330,118,522,57,965,3,17,0,175,0,7,224,986,0,1,0,26,0,0,24,11,0,123,5,0,0,514,4879,187,4365,157
PR,74870,CAPANEMA,32,44,4999,1230,37,2468,3,106,0,286,0,23,51,42,0,0,0,8,0,4,37,50,1,1332,0,4,0,2084,14039,321,11955,149
PR,74888,TUNAS DO PARANÁ,8,24,31,37,41,1716,1,19,0,700,0,12,16,2,2,0,0,1,0,0,41,21,0,155,0,0,0,672,4145,84,3473,79
PR,74896,CAPITÃO LEÔNIDAS MARQUES,9,33,1988,1349,0,2811,2,64,0,156,0,48,205,236,0,1,0,62,0,5,31,894,0,163,4,2,0,2341,11744,418,9403,191
PR,74900,VENTANIA,10,30,14,103,44,1621,1,310,1,80,0,44,225,738,0,1,0,22,29,1,448,20,19,808,0,23,0,1435,6989,304,5554,105
PR,74918,CARLÓPOLIS,0,311,49,592,221,1491,2,0,0,536,0,343,13,1739,8,0,0,32,11,4,388,73,0,1183,3,0,0,2218,10675,488,8457,207
PR,74926,ALTO PARAÍSO,0,1,387,216,105,149,0,12,0,84,0,0,92,2,0,0,0,0,0,0,7,7,0,722,1,0,0,381,2442,65,2061,23
PR,74934,CASCAVEL,1044,5156,36141,11349,241,3968,156,22742,76,18149,10,531,14650,846,49,13,0,1393,56,40,1964,4591,12,5211,101,25,2,32764,193813,7376,161049,13916
PR,74942,DOUTOR ULYSSES,3,33,219,84,28,1785,0,3,3,301,0,5,9,15,0,0,0,0,17,1,73,25,0,509,0,1,0,728,4512,155,3784,84
PR,74950,CASTRO,349,703,866,1642,18489,817,10,70,397,1735,1,34,3966,3107,4,12,0,68,73,6,211,86,53,1303,12,39,1,8112,48703,2469,40591,840
PR,74969,VIRMOND,7,11,27,184,10,1680,0,17,59,28,0,1,52,18,0,2,0,41,1,0,2,16,0,329,0,0,0,534,3377,126,2843,43
PR,74977,CATANDUVAS,7,29,281,192,73,2592,0,396,1,113,0,15,119,393,0,0,0,28,2,0,30,55,0,526,1,0,0,1555,7357,250,5802,190
PR,74985,LARANJAL,3,4,3,454,0,1758,0,89,1,22,0,0,52,3,0,1,0,69,5,0,20,17,0,491,0,0,0,1430,4886,83,3456,37
PR,74993,CENTENÁRIO DO SUL,6,69,224,779,28,3376,0,0,13,106,0,0,121,252,0,0,0,6,8,0,133,48,1,718,0,0,0,1573,8652,317,7079,154
PR,75000,ITAIPULÂNDIA,11,160,816,598,700,332,0,162,84,141,0,124,120,430,0,1,0,3,1,5,754,382,0,625,4,1,0,1196,7406,178,6210,118
PR,75019,CERRO AZUL,75,50,302,1151,327,3864,0,49,1,606,0,24,19,63,27,0,0,4,51,1,695,82,2,614,2,0,1,2112,12162,594,10050,322
PR,75027,NOVA ESPERANÇA DO SUDOESTE,4,15,1123,523,5,506,0,37,0,72,0,3,1,19,0,0,0,0,1,0,7,23,0,655,0,15,0,434,3840,121,3406,33
PR,75035,CHOPINZINHO,18,353,6288,862,38,1121,6,38,4,130,0,13,130,261,0,0,0,36,0,4,296,73,0,1279,0,5,0,2832,15381,553,12549,231
PR,75043,PINHAIS,1213,1411,17295,3767,252,2854,18,747,22,6475,3,57,1148,1735,250,54,0,424,356,120,6635,2778,21,8242,76,20,11,12552,82957,4644,70405,4253
PR,75051,CIANORTE,117,119,4741,675,34,15182,6,47,2,600,4,44,8777,98,4,1,0,342,47,2,264,332,3,1050,16,883,0,9025,50378,2708,41353,1279
PR,75060,SAUDADE DO IGUAÇU,0,20,729,419,1,394,0,8,2,44,0,3,302,188,0,0,0,10,0,0,41,11,0,491,0,0,0,722,3851,145,3129,59
PR,75078,CIDADE GAÚCHA,2,10,185,173,4,3426,0,3,0,93,0,1,19,14,9,0,0,10,7,0,13,8,0,2128,0,1,0,1420,8438,206,7018,96
PR,75086,ARIRANHA DO IVAÍ,4,0,9,35,1,1314,0,0,0,13,0,7,6,8,0,0,0,1,0,0,1,0,0,96,0,0,0,462,2165,26,1703,43
PR,75094,CLEVELÂNDIA,115,82,1214,509,3,2967,1,18,0,239,0,6,470,1023,0,0,0,11,0,0,280,256,0,1616,0,2,0,3165,13601,511,10436,222
PR,75108,ARAPUÃ,1,1,9,55,0,1453,0,38,0,60,0,24,105,219,0,0,0,7,0,1,4,52,1,340,0,0,0,410,3078,52,2668,49
PR,75116,MANGUEIRINHA,14,59,2302,546,317,2002,1,4,3,280,0,8,234,296,2,0,0,51,0,0,199,266,0,2611,3,2,0,3020,13725,360,10705,214
PR,75124,BELA VISTA DA CAROBA,3,9,613,564,0,320,0,4,0,8,0,19,30,127,0,0,0,0,0,0,6,3,0,675,0,0,0,491,3208,80,2717,37
PR,75132,COLOMBO,1968,6284,2693,3850,660,12691,59,3105,26,4268,6,3310,1214,2010,223,75,0,332,229,258,6946,5319,30,9781,108,57,36,18149,133379,8611,115230,31207
PR,75140,BOA VENTURA DE SÃO ROQUE,4,4,31,604,3,1670,0,2,0,21,0,0,220,6,0,0,0,59,0,0,4,1,0,711,0,0,0,797,4645,114,3848,54
PR,75159,COLORADO,78,188,41,1226,40,2892,1,30,0,467,2,10,55,1377,2,1,0,493,31,13,261,406,1,3947,1,9,1,3529,18186,1132,14657,696
PR,75167,BOM JESUS DO SUL,5,3,459,165,0,317,0,3,0,353,0,4,1,179,0,0,0,1,0,0,9,2,0,952,0,0,0,518,3252,57,2734,25
PR,75175,CONGONHINHAS,16,18,24,368,219,2059,1,4,0,45,0,53,16,7,0,0,0,19,1,0,1327,27,0,154,0,0,0,1369,6506,177,5137,109
PR,75183,CAMPINA DO SIMÃO,5,3,33,179,0,1147,0,0,1,10,1,1,188,17,0,0,0,29,2,0,5,1,0,587,3,0,0,685,3292,66,2607,36
