SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
PA,4693,IRITUIA,12532,3,153,4,4,25,1,1575,31,3689,42,4747,23649,221,18902,622
PA,4707,CANAÃ DOS CARAJÁS,8905,10,404,0,3,67,1,3078,36,6094,44,6637,26940,736,20303,925
PA,4715,ITAITUBA,26347,6,676,6,8,73,6,2793,46,16142,130,22286,71207,859,48921,1829
PA,4723,ANAPU,5204,1,129,2,9,9,0,400,8,4175,9,3242,13914,223,10672,503
PA,4731,ITUPIRANGA,14657,10,340,3,3,16,2,1227,16,4663,21,9575,31994,320,22419,1141
PA,4740,CURUÁ,4983,3,53,0,0,3,0,514,3,1389,5,2231,9476,37,7245,255
PA,4758,JACUNDÁ,12931,5,215,5,3,25,0,2582,42,7393,74,9397,34147,500,24750,975
PA,4766,CACHOEIRA DO PIRIÁ,6699,2,117,2,1,7,0,605,7,1352,10,3352,12808,88,9456,566
PA,4774,JURUTI,12874,3,95,3,2,16,1,4418,24,3412,19,7274,29173,222,21899,810
PA,4782,PIÇARRA,3565,1,80,0,0,4,0,474,3,1519,3,2625,8794,95,6169,425
PA,4790,LIMOEIRO DO AJURU,10082,2,103,2,2,19,0,853,10,2877,25,3149,17656,98,14507,434
PA,4804,BELTERRA,4937,4,133,1,1,10,0,1538,11,3515,25,2985,13718,135,10733,423
PA,4812,MAGALHÃES BARATA,4019,2,27,0,0,3,0,650,13,1178,15,1361,7486,49,6125,169
PA,4820,SÃO JOÃO DA PONTA,2746,1,14,3,1,3,0,522,2,897,11,999,5416,69,4417,148
PA,4839,MARABÁ,59986,48,1641,21,27,420,8,17996,273,27677,713,33905,151463,2940,117558,5808
PA,4847,SAPUCAIA,1328,2,69,1,0,2,2,144,1,1111,13,1113,4005,63,2892,156
PA,4855,MARACANÃ,10877,5,176,0,2,26,0,2059,19,4433,49,4030,22497,223,18467,598
PA,4863,MOJUÍ DOS CAMPOS,5052,3,87,1,3,15,1,1066,26,5823,19,4277,16970,163,12693,434
PA,4871,MARAPANIM,11293,5,149,2,2,44,1,2367,17,3247,83,4467,22567,254,18100,636
PA,4898,MELGAÇO,5195,4,37,0,0,5,0,675,9,2738,11,4792,14059,95,9267,498
PA,4910,MOCAJUBA,12192,1,125,2,4,18,2,2303,18,2182,43,4116,21672,148,17556,518
PA,4936,MOJU,24276,5,284,4,0,30,1,2924,30,6903,74,9761,45797,371,36036,1134
PA,4952,MONTE ALEGRE,16474,2,145,3,4,16,5,3876,28,10720,46,10445,43243,410,32798,1069
PA,4979,MUANÁ,13787,0,171,3,4,18,0,855,21,2257,43,4230,22299,127,18069,783
PA,4995,NOVA TIMBOTEUA,5207,1,17,4,1,9,0,919,10,1746,24,2300,10910,263,8610,409
PA,5010,ÓBIDOS,16381,8,127,1,6,23,3,2370,29,4353,41,8881,33417,336,24536,858
PA,5037,OEIRAS DO PARÁ,11688,11,86,3,0,6,2,1011,15,1953,22,3424,18921,70,15497,630
PA,5053,ORIXIMINÁ,15205,6,229,3,2,38,1,6595,72,6272,52,12178,42094,434,29916,1007
PA,5070,OURÉM,6510,7,34,2,1,9,0,734,6,2780,32,3150,13911,131,10761,515
PA,5096,PARAGOMINAS,24069,13,481,10,9,117,3,9229,67,15432,90,10677,63398,884,52721,2317
PA,5118,PEIXE-BOI,3628,3,28,3,0,6,0,543,8,1310,26,905,6795,93,5890,242
PA,5134,PONTA DE PEDRAS,9771,2,197,4,3,16,0,1437,11,2252,38,3725,18126,117,14401,553
PA,5150,PORTEL,12892,7,89,1,3,21,1,1954,19,4334,51,10260,30875,161,20615,1082
PA,5177,PORTO DE MOZ,9120,2,158,4,1,7,0,379,3,2403,9,5072,17728,80,12656,490
PA,5193,PRAINHA,9942,2,96,0,37,9,0,451,4,4429,13,5315,21015,102,15700,615
PA,5215,PRIMAVERA,4094,2,47,2,0,11,0,674,9,1843,28,2389,9547,122,7158,326
PA,5231,SALINÓPOLIS,13000,6,147,2,5,41,3,2778,35,5309,107,6098,28421,304,22323,586
PA,5258,SALVATERRA,8985,6,89,1,3,13,0,1256,12,2226,42,3683,16949,199,13266,434
PA,5274,SANTA CRUZ DO ARARI,2950,0,25,0,0,2,1,444,2,724,7,2256,6636,33,4380,192
PA,5290,SANTA ISABEL DO PARÁ,17489,25,514,5,9,107,2,6157,76,7308,244,6472,40547,873,34075,1266
PA,5312,SANTA MARIA DO PARÁ,7888,8,95,2,4,30,0,1799,31,4189,45,4106,19261,401,15155,663
PA,5339,SANTANA DO ARAGUAIA,6007,2,174,4,4,13,1,1190,25,5701,18,6466,20598,278,14132,715
PA,5355,SANTARÉM,55869,47,1324,21,34,412,8,34896,365,54083,1717,45064,201993,2774,156929,5379
PA,5371,SANTARÉM NOVO,3613,1,30,0,1,12,0,406,9,626,9,994,5912,42,4918,169
PA,5398,SANTO ANTÔNIO DO TAUÁ,11351,6,209,4,1,41,1,1796,41,3456,62,3752,21634,286,17882,628
PA,5410,SÃO CAETANO DE ODIVELAS,6907,2,65,7,2,17,0,1339,9,2231,42,2917,14067,222,11150,307
PA,5436,SÃO DOMINGOS DO CAPIM,10159,5,50,3,5,16,0,1400,11,4575,52,4637,21870,177,17233,780
PA,5452,SÃO FÉLIX DO XINGU,10408,4,453,9,2,14,1,1246,16,10487,17,9662,33885,369,24223,1197
PA,5479,SÃO FRANCISCO DO PARÁ,5639,3,101,7,1,10,0,1421,15,2870,36,2041,12721,232,10680,345
PA,5495,SÃO JOÃO DO ARAGUAIA,4690,3,85,3,1,6,0,810,7,1196,12,2766,10071,83,7305,409
PA,5517,SÃO MIGUEL DO GUAMÁ,15340,11,286,8,5,35,1,2916,41,7471,186,7018,34724,453,27706,953
PA,5533,SÃO SEBASTIÃO DA BOA VISTA,10007,4,201,2,0,9,0,1390,10,1979,47,3850,18126,155,14276,472
PA,5550,SENADOR JOSÉ PORFÍRIO,3797,3,51,0,1,4,1,308,3,1454,7,2809,8768,62,5959,268
PA,5576,SOURE,10339,4,89,2,0,34,1,1539,29,1917,41,4609,19322,236,14713,482
PA,5592,TOMÉ-AÇU,17297,7,457,7,2,36,0,3645,41,8238,50,10108,41720,630,31612,1202
PA,5614,TUCURUÍ,28950,37,785,6,17,138,2,8002,104,11600,308,19505,72568,1106,53063,2008
PA,5630,VIGIA,16900,8,171,2,4,71,0,3158,44,4564,229,7399,34195,676,26796,969
PA,5657,VISEU,22478,7,217,5,10,30,0,1997,26,1848,78,9937,38412,203,28475,1576
PA,5673,REDENÇÃO,16061,10,327,7,5,58,6,5991,44,15786,83,14491,55294,817,40803,1608
PA,5690,RIO MARIA,4252,2,126,2,2,13,1,1156,6,3808,7,3165,13167,209,10002,418
PA,5711,XINGUARA,8416,4,343,5,1,20,1,2632,28,9323,44,8018,30266,494,22248,937
PA,5738,RONDON DO PARÁ,11722,7,296,3,2,26,1,1839,17,5158,21,9591,30292,359,20701,1250
PA,5754,URUARÁ,8272,3,151,2,2,15,0,597,15,9337,21,7312,27196,391,19884,1078
PA,5770,MEDICILÂNDIA,4141,3,104,0,5,22,0,642,33,6784,32,4231,16857,270,12626,590
PA,5797,SÃO GERALDO DO ARAGUAIA,6650,4,206,2,0,12,0,1479,8,4183,10,6326,19884,236,13558,768
PA,5819,CONCÓRDIA DO PARÁ,8930,16,122,3,1,9,0,1042,11,4664,30,3887,19343,136,15456,492
PA,5835,PARAUAPEBAS,45753,27,2976,25,24,305,7,23110,251,22812,588,30586,135347,4579,104761,4304
PA,5851,CURIONÓPOLIS,5058,3,161,2,9,21,1,1679,17,3915,14,4054,15740,279,11686,527
PA,5878,GARRAFÃO DO NORTE,9595,2,29,3,2,7,0,1368,16,2714,40,4650,19430,191,14780,813
PA,5894,RURÓPOLIS,6909,1,130,3,3,20,0,475,12,3618,31,4593,16636,248,12043,593
PA,5916,PACAJÁ,10557,6,138,3,1,10,0,740,10,4763,13,6826,24263,298,17437,898
PA,5932,BREJO GRANDE DO ARAGUAIA,2801,0,35,0,0,6,0,325,4,816,1,1834,6114,50,4280,242
PA,5959,OURILÂNDIA DO NORTE,7134,3,333,3,1,18,0,1705,17,4641,23,7035,21771,278,14736,580
PA,5975,DOM ELISEU,12566,9,417,6,3,102,1,1909,17,4320,30,8319,28890,369,20571,822
PA,5991,SANTA MARIA DAS BARREIRAS,4280,3,90,2,2,2,2,570,11,3314,5,4592,13498,94,8906,531
PB,19003,RIACHÃO DO POÇO,1773,0,12,1,2,2,0,324,4,720,5,854,4004,107,3150,200
PB,19011,ÁGUA BRANCA,3786,0,3,2,3,6,0,467,5,459,13,1891,7203,112,5312,456
PB,19020,SOBRADO,3062,1,12,0,0,7,0,655,4,874,12,1645,6756,208,5111,276
PB,19038,AGUIAR,2475,3,8,0,0,2,0,301,5,565,11,470,4075,63,3605,172
PB,19046,SÃO JOSÉ DOS RAMOS,2585,2,6,1,1,3,1,211,5,512,8,1041,4807,152,3766,279
PB,19054,ALAGOA GRANDE,8966,2,70,5,8,25,1,2401,40,3087,92,6847,23487,813,16640,1130
PB,19062,CAPIM,1771,0,7,0,0,8,0,424,4,993,2,567,4257,201,3690,280
PB,19070,ALAGOA NOVA,5189,6,65,5,7,26,4,1235,27,3460,51,3888,15545,550,11657,1032
PB,19089,CUITÉ DE MAMANGUAPE,2604,0,5,2,0,30,0,920,7,621,13,635,5325,185,4690,303
PB,19097,ALAGOINHA,5241,2,23,0,1,14,0,732,14,1186,46,2892,11070,399,8178,520
PB,19100,CURRAL DE CIMA,1915,2,8,3,2,9,1,479,5,816,5,1317,5006,148,3689,296
PB,19119,ALHANDRA,6274,6,84,2,1,21,0,2706,13,3108,44,2636,16405,813,13769,697
PB,19127,RIACHÃO DO BACAMARTE,1914,2,25,1,0,5,0,321,9,580,5,800,4066,153,3266,251
PB,19135,SÃO JOÃO DO RIO DO PEIXE,7597,2,40,5,3,12,0,954,29,1445,71,3244,14500,414,11256,684
PB,19143,MATINHAS,1625,1,9,1,1,5,0,316,5,731,9,807,3893,143,3086,240
PB,19151,ARAÇAGI,6575,6,54,6,6,22,0,724,11,1636,24,4623,14850,470,10227,693
PB,19160,LOGRADOURO,1527,1,18,1,0,2,0,356,3,470,4,266,2878,61,2612,169
PB,19178,ARARA,3693,1,21,2,5,24,0,757,13,1344,20,2857,9412,220,6555,455
PB,19186,SERTÃOZINHO,1559,0,4,0,0,10,0,604,11,620,9,845,3928,106,3083,160
PB,19194,ARARUNA,4818,1,13,1,3,10,0,1243,15,2592,53,4136,13937,378,9801,674
PB,19208,RIACHÃO,1415,0,3,2,0,3,0,161,3,933,18,620,3348,46,2728,144
PB,19216,AREIA,8770,4,111,1,2,38,1,1933,32,2020,82,4426,19206,843,14780,943
PB,19224,SÃO DOMINGOS DO CARIRI,971,1,0,0,0,3,1,258,0,694,9,405,2467,31,2062,94
PB,19232,AREIAL,2357,1,23,2,3,44,0,352,11,1194,14,1228,5635,155,4407,251
PB,19240,CARAÚBAS,2032,3,2,2,0,3,0,455,2,274,10,559,3595,58,3036,195
PB,19259,AROEIRAS,7851,0,47,2,1,25,1,1097,16,1661,45,4020,16032,514,12012,752
PB,19267,SANTO ANDRÉ,1445,1,6,1,0,2,1,161,0,263,4,502,2599,80,2097,133
PB,19275,DAMIÃO,2275,3,29,0,4,11,0,338,6,322,10,1044,4259,40,3215,177
PB,19283,SOSSÊGO,1586,0,15,1,0,3,0,313,3,317,11,582,3016,52,2434,133
PB,19291,BAÍA DA TRAIÇÃO,2811,2,13,1,0,3,0,846,9,711,11,1235,5977,134,4742,201
PB,19305,BARAÚNA,2008,2,13,2,0,5,0,346,5,486,6,794,3954,130,3160,157
PB,19313,BANANEIRAS,7423,4,28,4,1,39,0,1773,32,2262,56,4921,17841,509,12920,789
PB,19321,ASSUNÇÃO,1652,3,13,2,0,13,0,431,4,411,8,669,3448,88,2779,154
PB,19330,BARRA DE SANTA ROSA,5418,1,42,2,2,11,0,1078,8,1155,22,2756,11119,182,8363,442
PB,19348,ZABELÊ,1120,0,8,0,0,0,0,145,5,238,3,352,2022,43,1670,108
PB,19356,BARRA DE SÃO MIGUEL,2270,1,5,0,1,4,0,757,3,517,13,661,4582,144,3921,206
PB,19364,CACIMBAS,2563,2,5,2,1,11,0,433,6,393,7,1539,5365,135,3826,268
PB,19372,BAYEUX,27207,36,523,19,18,237,6,13060,115,10560,417,11682,70574,3135,58892,3559
PB,19380,CAJAZEIRINHAS,1857,1,107,0,1,0,0,180,4,383,3,692,3476,52,2784,196
PB,19399,BELÉM,5544,2,27,3,4,17,0,1147,17,2377,44,3475,13613,369,10138,587
PB,19402,SÃO BENTINHO,1505,0,9,0,1,1,0,266,2,783,8,741,3513,53,2772,144
PB,19410,BELÉM DO BREJO DO CRUZ,2624,0,7,2,2,4,0,422,7,1118,17,1119,5685,116,4566,247
PB,19429,SÃO DOMINGOS DE POMBAL,1531,3,11,1,1,1,0,212,2,347,3,570,2868,51,2298,135
PB,19437,BOA VENTURA,2679,1,12,0,1,4,0,439,3,538,12,1324,5308,59,3984,236
PB,19445,SÃO JOSÉ DE PRINCESA,1897,3,3,0,0,4,1,191,5,189,19,1012,3537,47,2525,166
PB,19453,BOM JESUS,1625,0,10,1,0,3,2,156,3,202,23,533,2732,57,2199,117
PB,19461,MARIZÓPOLIS,2961,1,37,3,0,7,0,500,8,442,22,830,5104,102,4274,191
PB,19470,BOM SUCESSO,2534,1,24,1,0,0,0,241,6,344,7,924,4296,88,3372,126
PB,19488,MATO GROSSO,1451,0,1,1,0,0,0,155,3,214,1,605,2561,19,1956,111
PB,19496,BONITO DE SANTA FÉ,3580,1,19,1,0,3,0,673,6,1001,17,2292,8055,117,5763,345
PB,19500,BERNARDINO BATISTA,1430,2,10,0,1,0,0,255,2,149,10,622,2627,31,2005,115
PB,19518,BOQUEIRÃO,6674,4,34,2,3,33,1,1105,20,2285,42,1991,13167,375,11176,598
PB,19526,POÇO DE JOSÉ DE MOURA,2112,1,8,6,0,7,0,325,6,280,14,869,3925,92,3056,205
PB,19534,IGARACY,2605,1,13,6,0,5,1,414,6,714,10,539,4608,56,4069,238
PB,19542,SÃO JOSÉ DO BREJO DO CRUZ,940,0,2,0,2,18,0,201,3,213,0,266,1743,23,1477,75
PB,19550,BORBOREMA,1857,1,15,2,1,7,0,440,9,590,14,1258,4573,139,3315,240
PB,19569,SANTA INÊS,2259,0,3,0,0,0,0,196,3,139,2,1025,3862,51,2837,184
PB,19577,BREJO DO CRUZ,4701,3,18,2,0,3,0,651,20,1608,16,1959,9621,197,7662,443
PB,19585,AMPARO,1437,1,2,1,1,3,0,149,1,151,4,361,2212,40,1851,61
PB,19593,BREJO DOS SANTOS,2905,0,14,0,1,5,0,572,5,714,1,880,5426,91,4546,238
PB,19607,CASSERENGUE,2838,1,12,0,0,5,1,397,2,491,2,1817,5915,107,4098,242
PB,19615,CAAPORÃ,6209,1,83,4,2,15,0,3404,20,1733,44,3091,16379,1097,13288,676
PB,19623,GADO BRAVO,3955,3,15,4,3,5,1,463,5,634,13,1321,7004,186,5683,396
PB,19631,CABACEIRAS,1934,2,14,1,4,38,0,642,8,758,10,615,4367,157,3752,184
PB,19640,POÇO DANTAS,1959,0,4,1,0,0,0,180,6,244,8,827,3435,57,2608,149
PB,19658,CABEDELO,13000,12,281,11,11,104,5,8953,151,7276,333,6781,40734,1924,33953,1892
PB,19666,JOCA CLAUDINO,1201,0,3,1,0,2,0,266,4,272,13,591,2519,47,1928,119
PB,19674,CACHOEIRA DOS ÍNDIOS,3955,3,13,4,1,7,0,483,5,592,41,1489,7160,206,5671,361
PB,19682,TENÓRIO,1372,0,3,0,0,2,1,245,5,260,6,482,2536,53,2054,107
PB,19690,CACIMBA DE AREIA,1892,0,3,0,1,1,0,201,6,325,11,565,3230,87,2665,138
PB,19704,COXIXOLA,917,0,4,0,0,2,0,194,4,179,4,291,1705,51,1414,59
PB,19712,CACIMBA DE DENTRO,6312,5,13,1,3,44,0,1083,21,1530,35,3576,13535,204,9959,708
PB,19720,PARARI,1099,1,4,1,1,4,1,350,4,176,9,269,2011,16,1742,76
PB,19739,CAIÇARA,2901,2,18,2,2,10,0,475,10,1191,16,557,5641,114,5084,343
PB,19747,PEDRO RÉGIS,1524,0,8,2,0,5,0,310,5,1031,4,1288,4520,144,3232,199
PB,19755,CAJAZEIRAS,22248,16,127,11,37,85,3,4242,61,4417,389,9609,44464,1552,34855,1667
PB,19763,ALCANTIL,1773,1,3,2,4,5,0,486,4,1175,11,696,4476,122,3780,194
PB,19771,CALDAS BRANDÃO,2477,3,9,3,2,2,1,336,6,780,10,1029,5032,163,4003,211
PB,19780,BARRA DE SANTANA,3115,0,8,0,0,15,0,890,8,1218,16,1476,7478,257,6002,475
PB,19798,CAMALAÚ,3263,1,7,1,0,4,1,331,7,187,10,905,5043,102,4138,224
PB,19801,CATURITÉ,2363,0,16,1,0,15,1,399,5,627,16,656,4472,137,3816,236
PB,19810,CAMPINA GRANDE,68858,132,1774,89,189,2323,28,51690,1564,84662,3240,18448,263601,11408,245153,19196
PB,19828,RIACHO DE SANTO ANTÔNIO,974,0,6,0,0,4,0,253,1,319,13,197,1873,38,1676,68
PB,19836,CARRAPATEIRA,1332,0,7,2,0,5,0,132,1,67,3,598,2280,25,1682,108
PB,19844,APARECIDA,3767,4,24,0,1,8,4,428,6,778,17,1148,6621,196,5473,240
PB,19852,CATINGUEIRA,1551,2,0,2,2,5,1,650,1,751,13,501,3711,81,3210,151
PB,19860,SÃO FRANCISCO,2008,1,18,1,1,3,0,307,7,440,5,441,3428,66,2987,130
PB,19879,CATOLÉ DO ROCHA,9976,6,60,3,10,23,4,1984,20,3494,74,4234,21342,633,17108,821
PB,19887,VIEIRÓPOLIS,2847,1,53,5,0,1,0,312,5,407,13,1121,5088,86,3967,237
PB,19895,CONCEIÇÃO,7592,2,26,3,3,13,0,805,14,1421,21,3430,14280,279,10850,671
PB,19909,AREIA DE BARAÚNAS,955,1,1,0,0,1,0,107,3,341,3,368,1907,38,1539,89
PB,19917,CONDADO,2932,3,10,1,1,8,0,367,4,831,13,1214,5729,91,4515,254
PB,19925,ALGODÃO DE JANDAÍRA,1798,0,11,2,0,0,0,136,2,146,8,488,2730,43,2242,96
PB,19933,CONDE,7992,7,89,6,5,30,0,2474,25,2215,41,2228,16822,886,14594,824
PB,19941,BOA VISTA,2273,0,24,1,2,18,0,724,6,1260,28,379,5191,210,4812,266
PB,19950,CONGO,2730,0,14,0,2,10,0,382,3,374,8,886,4640,92,3754,139
PB,19968,MARCAÇÃO,2709,0,20,0,0,2,0,570,5,641,9,1431,5941,313,4510,241
PB,19976,COREMAS,6075,4,36,5,1,11,0,865,22,1274,33,3141,12124,173,8983,484
PB,19984,MATURÉIA,2385,1,9,1,3,7,1,542,8,665,7,1260,5251,138,3991,224
PB,19992,CRUZ DO ESPÍRITO SANTO,6827,1,96,6,1,6,1,1273,13,1942,24,2389,14173,821,11784,773
PB,20001,SANTA CECÍLIA,2355,0,2,3,1,5,0,1119,6,834,13,1448,6200,135,4752,279
PB,20010,CUBATI,2893,1,20,1,1,11,1,665,20,1001,32,857,6041,211,5184,327
PB,20036,CUITÉ,6762,3,30,6,7,27,0,2223,50,1971,83,4267,16520,312,12253,779
PB,20052,CUITEGI,1960,1,10,1,0,4,1,535,7,1095,11,1593,5705,256,4112,231
PB,20079,CURRAL VELHO,822,2,3,0,1,3,0,206,1,429,0,495,2086,24,1591,100
PB,20095,DESTERRO,3814,1,7,0,1,11,0,543,7,445,12,1781,6922,100,5141,200
PB,20117,VISTA SERRANA,1189,1,3,0,0,1,0,407,3,236,8,854,2898,59,2044,137
PB,20133,DIAMANTE,2756,0,5,1,3,2,0,352,1,660,6,1539,5660,73,4121,262
PB,20150,DONA INÊS,4490,3,14,4,1,19,1,620,9,892,26,2552,9205,140,6653,434
PB,20176,DUAS ESTRADAS,1403,1,7,0,1,9,0,325,1,781,8,745,3559,112,2814,166
PB,20192,EMAS,1536,1,1,0,0,3,0,125,4,466,11,343,2693,59,2350,144
PB,20214,ESPERANÇA,9401,7,127,14,7,89,0,2771,40,4296,108,5846,24900,922,19054,1272
PB,20230,FAGUNDES,4569,4,35,3,2,24,1,944,16,1085,35,2173,9707,248,7534,568
PB,20257,FREI MARTINHO,1208,1,10,0,0,6,0,498,17,320,8,520,2766,58,2246,120
PB,20273,GUARABIRA,13893,10,122,4,6,110,8,4992,89,8922,244,7973,39972,1658,31999,1941
PB,20290,GURINHÉM,5068,3,38,2,0,4,0,663,11,2081,20,2638,11443,431,8805,484
PB,20311,GURJÃO,1652,0,13,1,2,6,0,194,7,359,8,560,2994,55,2434,137
PB,20338,IBIARA,2659,2,2,3,2,7,0,413,4,536,10,1147,5214,144,4067,285
PB,20354,IMACULADA,4247,1,15,5,1,4,0,565,4,825,16,2476,8656,149,6180,348
PB,20370,INGÁ,6335,2,36,4,9,14,0,1412,21,1829,13,3025,13956,499,10931,757
PB,20397,ITABAIANA,8982,13,38,6,6,21,2,2370,22,2443,78,3977,19726,699,15749,1069
PB,20419,ITAPORANGA,7856,5,30,3,3,22,0,1526,24,2636,53,3985,17075,302,13090,630
PB,20435,ITAPOROROCA,4274,4,49,5,2,10,1,1004,9,3043,36,1338,10941,506,9603,660
PB,20451,ITATUBA,4460,1,31,0,1,6,1,648,8,978,18,1251,8039,220,6788,416
PB,20478,JACARAÚ,4798,2,49,4,1,14,0,1297,16,2386,34,3327,12763,317,9436,518
PB,20494,JERICÓ,3305,0,10,0,0,3,0,406,5,812,7,1498,6419,153,4921,220
PB,20516,JOÃO PESSOA,153851,352,2860,147,224,1821,82,116631,3068,99424,6061,38755,464765,17832,426010,23657
PB,20532,JUAREZ TÁVORA,3550,0,47,7,4,2,0,483,7,615,20,1494,6767,241,5273,297
PB,20559,JUAZEIRINHO,5464,8,45,2,5,12,0,1369,23,2134,45,2348,12563,465,10215,643
PB,20575,JUNCO DO SERIDÓ,2404,0,1,3,1,9,0,432,13,1064,16,962,5273,148,4311,220
PB,20591,JURIPIRANGA,4260,1,9,5,2,19,0,1121,14,1243,53,1668,9054,204,7386,455
PB,20613,JURU,4126,2,19,0,0,5,0,354,13,542,8,2063,7645,147,5582,366
PB,20630,LAGOA,2176,2,15,0,1,4,0,255,3,437,13,1138,4391,136,3253,211
PB,20656,LAGOA DE DENTRO,2994,4,17,0,0,3,31,319,8,957,18,1370,6081,129,4711,231
PB,20672,LAGOA SECA,6507,7,103,6,9,50,1,2098,51,5126,90,1508,18088,1288,16580,1244
PB,20699,LASTRO,2153,0,25,1,0,0,0,231,3,205,3,454,3228,33,2774,120
PB,20710,LIVRAMENTO,2852,0,15,2,0,7,1,532,8,511,15,1295,5577,117,4282,222
PB,20737,LUCENA,4042,4,92,7,3,13,0,1379,10,1230,20,2302,10095,496,7793,497
PB,20753,MÃE D'ÁGUA,1976,0,6,0,0,3,1,424,7,371,18,781,3789,53,3008,149
PB,20770,MALTA,2508,0,5,1,0,4,0,370,9,504,20,1101,4821,89,3720,210
PB,20796,MAMANGUAPE,10605,9,153,8,8,37,0,6494,42,5059,109,3534,28709,1314,25175,1337
PB,20818,MANAÍRA,4209,1,7,3,1,6,0,571,20,544,9,2715,8725,109,6010,530
PB,20834,MARI,7499,1,51,4,2,12,0,1425,19,2328,51,4019,16645,509,12626,725
PB,20850,MASSARANDUBA,4400,1,39,7,0,21,2,1053,13,1739,31,926,9490,514,8564,744
PB,20877,MATARACA,2743,2,17,1,0,5,1,954,11,1078,13,710,6106,262,5396,309
PB,20893,MOGEIRO,5220,3,33,5,3,5,0,863,11,1267,4,3064,11322,303,8258,541
PB,20915,MONTADAS,1800,0,17,2,2,9,1,381,7,817,12,592,4000,118,3408,242
PB,20931,MONTE HOREBE,2204,1,15,1,1,14,0,226,5,288,12,991,3939,39,2948,142
PB,20958,MONTEIRO,11998,1,112,14,7,39,1,2240,29,2744,73,5133,24194,677,19061,1126
PB,20974,MULUNGU,4585,3,27,0,1,6,0,534,12,1467,18,1389,8550,209,7161,299
PB,20990,NATUBA,2532,1,38,7,2,8,0,782,7,662,5,2024,6736,235,4712,433
PB,21016,NAZAREZINHO,4165,0,16,7,1,1,0,328,8,334,12,1071,6303,100,5232,260
PB,21032,NOVA FLORESTA,3743,2,21,3,3,13,0,790,6,925,20,1808,7811,163,6003,314
PB,21059,NOVA OLINDA,2161,1,13,1,1,2,0,404,2,413,8,618,3988,124,3370,240
PB,21075,NOVA PALMEIRA,1841,3,3,1,2,7,1,215,4,474,9,478,3277,87,2799,152
PB,21091,OLHO D'ÁGUA,2746,1,29,3,0,7,0,620,8,974,11,715,5589,117,4874,358
PB,21113,OLIVEDOS,1631,0,2,0,0,9,0,427,8,596,10,388,3341,86,2953,184
PB,21130,OURO VELHO,1463,0,1,1,2,1,1,310,4,314,14,426,2711,51,2285,123
PB,21156,PASSAGEM,1185,0,2,2,0,5,0,145,2,353,3,454,2259,22,1805,86
PB,21172,PATOS,24902,15,131,12,27,191,0,8311,134,15037,480,13236,67129,1881,53893,2772
PB,21199,PAULISTA,4323,3,15,1,1,12,1,787,14,1617,16,2203,9617,219,7414,405
PB,21210,PEDRA BRANCA,1682,0,14,2,0,6,0,335,7,599,8,752,3625,44,2873,176
PB,21237,PEDRA LAVRADA,2645,1,28,2,0,8,1,738,0,1181,19,852,5890,143,5038,272
PB,21253,PEDRAS DE FOGO,9605,3,62,9,2,14,0,3582,12,2233,78,2650,19686,595,17036,841
PB,21270,PIANCÓ,5468,6,14,5,2,7,1,1259,30,2042,27,1891,11591,236,9700,603
PB,21296,PICUÍ,7271,6,44,1,4,22,1,1766,17,1569,39,2872,14621,341,11749,668
PB,21318,PILAR,4530,1,29,3,0,11,0,1220,3,778,11,1895,9334,369,7439,484
PB,21334,PILÕES,2963,3,7,1,2,3,0,481,20,905,6,1835,6813,236,4978,351
PB,21350,PILÕEZINHOS,1872,1,3,2,0,7,0,454,8,787,22,1496,5249,289,3753,308
PB,21377,PIRPIRITUBA,3157,4,17,2,1,10,0,521,7,1445,22,2085,7890,293,5805,326
PB,21393,PITIMBU,4519,2,63,0,5,15,1,2063,12,859,14,1976,10349,477,8373,343
PB,21415,POCINHOS,5842,5,42,1,5,47,0,1548,27,2094,42,2564,13443,482,10879,744
PB,21431,POMBAL,9443,7,38,4,4,17,0,1662,38,7241,81,5296,25091,398,19795,862
PB,21458,PRATA,1656,2,4,1,1,11,0,464,6,642,21,535,3600,69,3065,188
PB,21474,PRINCESA ISABEL,6601,9,12,4,1,12,0,1417,35,2404,81,3943,15446,321,11503,606
PB,21490,PUXINANÃ,4660,1,30,3,1,30,0,1105,15,2055,39,1593,10649,513,9056,604
PB,21512,QUEIMADAS,13337,11,121,4,10,63,1,3968,45,5237,102,6621,32803,1415,26182,1868
PB,21539,QUIXABA,922,0,2,1,0,1,0,183,3,295,2,244,1783,44,1539,86
PB,21555,REMÍGIO,6922,4,54,4,2,28,0,748,26,1534,60,3410,13522,274,10112,456
