SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
CE,14958,PACATUBA,21833,34,382,16,20,199,2,5682,71,4505,337,6938,43652,1249,36714,2384
CE,14974,PACOTI,5632,4,18,1,2,8,0,792,19,1080,47,2017,10441,229,8424,592
CE,14990,PACUJÁ,3404,1,8,1,0,2,0,289,15,349,21,1206,5686,78,4480,312
CE,15016,PALHANO,4946,4,15,2,1,15,2,589,7,777,27,1232,8131,160,6899,354
CE,15032,PALMÁCIA,5220,2,16,1,8,15,0,565,18,542,34,1511,8565,165,7054,468
CE,15059,PARACURU,15122,9,91,9,6,53,0,3070,38,1855,79,5233,27627,702,22394,1360
CE,15075,PARAMBU,8652,14,51,6,4,14,0,1889,19,6280,21,8484,27790,682,19306,1674
CE,15091,PARAMOTI,5880,2,15,1,1,7,0,605,5,875,33,2302,10280,107,7978,447
CE,15113,PEDRA BRANCA,19225,11,39,11,6,31,0,1065,22,1776,45,11329,36198,487,24869,2151
CE,15130,PENAFORTE,4351,1,21,5,0,9,2,405,6,479,17,1058,6796,149,5738,293
CE,15156,PENTECOSTE,17438,21,89,10,4,44,1,3013,61,2477,102,5568,30714,565,25146,1321
CE,15172,PEREIRO,7448,4,27,2,2,2,0,426,10,1258,67,4169,14191,151,10022,625
CE,15199,PIQUET CARNEIRO,6921,3,33,2,2,10,0,284,3,542,20,2209,10857,225,8648,603
CE,15210,PORANGA,4722,6,12,2,2,4,0,451,8,730,22,3045,9763,112,6718,647
CE,15237,PORTEIRAS,7962,6,18,3,1,10,1,422,27,569,19,3518,13476,151,9958,769
CE,15253,POTENGI,4217,3,4,3,4,3,1,331,2,394,19,1977,7516,149,5539,409
CE,15270,QUIXADÁ,28003,20,145,13,14,70,3,3615,79,8424,264,12465,57179,1571,44714,2493
CE,15296,QUIXERAMOBIM,30016,11,141,13,16,58,2,4046,59,4676,166,12754,55222,887,42468,2377
CE,15318,QUIXERÉ,8610,15,49,5,5,7,2,2131,28,1307,144,3317,17072,568,13755,884
CE,15334,REDENÇÃO,12359,10,95,6,5,67,0,2217,23,1917,71,4948,24031,792,19083,1521
CE,15350,RERIUTABA,8264,6,28,2,1,9,1,796,12,1057,56,4871,16207,294,11336,810
CE,15377,RUSSAS,27371,24,117,8,44,105,0,4943,85,5641,264,9447,51881,1447,42434,2385
CE,15393,SABOEIRO,6993,6,14,3,8,5,1,613,7,745,15,3796,13287,181,9491,900
CE,15415,SANTANA DO ACARAÚ,15475,8,43,5,6,29,0,1116,27,1625,50,4263,24313,508,20050,1158
CE,15431,SANTANA DO CARIRI,7666,17,13,2,14,6,1,424,12,808,44,3845,13706,124,9861,730
CE,15440,SALITRE,7308,2,11,7,42,10,1,639,9,766,12,2946,12424,188,9478,483
CE,15458,SANTA QUITÉRIA,18204,10,24,6,5,15,2,1303,27,3908,134,9587,35150,523,25563,1402
CE,15474,SÃO BENEDITO,17649,15,109,7,8,33,3,1650,37,3518,113,11777,37733,814,25956,2000
CE,15490,SÃO GONÇALO DO AMARANTE,18513,18,312,4,4,77,0,3886,42,5121,124,6790,37683,907,30893,1885
CE,15512,SÃO JOÃO DO JAGUARIBE,4338,4,16,3,1,3,1,440,8,417,38,1614,7337,139,5723,315
CE,15539,SÃO LUÍS DO CURU,6652,5,30,2,2,13,0,961,16,904,33,2111,11554,302,9443,523
CE,15555,SENADOR POMPEU,10014,2,22,7,4,15,1,1879,13,3013,54,5234,21672,354,16438,1060
CE,15571,SENADOR SÁ,3276,1,3,2,0,2,1,328,4,483,10,884,5455,87,4571,374
CE,15598,SOBRAL,64932,45,409,21,31,253,8,16834,332,13736,1004,9766,120503,5980,110737,7152
CE,15610,SOLONÓPOLE,8279,1,16,1,0,8,0,592,8,913,39,3914,14619,165,10705,683
CE,15636,TABULEIRO DO NORTE,13708,7,62,3,5,22,2,1996,34,1824,97,5390,24779,563,19389,1066
CE,15652,TAMBORIL,10957,3,13,1,4,3,0,987,13,2165,26,5473,21041,233,15568,1163
CE,15679,TAUÁ,18529,14,74,7,9,30,4,4324,29,5977,79,11520,44345,1051,32825,2698
CE,15695,TIANGUÁ,25157,13,142,10,25,94,5,4058,74,6110,169,10056,50216,1400,40160,2903
CE,15717,TRAIRI,21778,20,196,8,4,39,1,3100,46,3308,66,9131,40261,921,31130,1643
CE,15733,UBAJARA,11776,17,60,6,7,20,2,2028,25,2572,91,5953,24852,840,18899,1455
CE,15750,UMARI,3335,2,10,3,1,4,0,600,4,381,12,1499,6298,87,4799,360
CE,15776,URUBURETAMA,9234,3,99,52,2,21,0,1363,30,1491,37,2642,16314,490,13672,850
CE,15792,URUOCA,6010,3,26,3,2,4,2,723,9,948,53,2765,11329,161,8564,620
CE,15814,VÁRZEA ALEGRE,15204,11,40,5,29,24,1,2574,33,2996,99,7420,30927,704,23507,1787
CE,15830,VIÇOSA DO CEARÁ,23044,8,136,12,3,46,0,2060,43,3947,97,10353,42946,767,32593,2430
CE,15857,MARACANAÚ,73422,166,1264,43,81,864,9,24238,300,13071,1718,23827,152580,5116,128753,8461
CE,15873,AMONTADA,16077,9,75,7,10,28,1,3060,62,2714,50,7897,31677,466,23780,1221
CE,15881,CROATÁ,6671,5,37,2,3,7,0,556,5,785,25,5464,14537,230,9073,747
CE,15890,CRUZ,8932,4,42,1,6,33,1,916,23,3347,50,5305,19784,352,14479,772
CE,15911,FORQUILHA,9323,2,61,3,3,13,1,1853,17,1225,39,1419,15419,586,14000,874
CE,15920,IBICUITINGA,7048,5,44,3,2,18,0,647,10,1205,26,1940,11784,273,9844,563
CE,15938,ICAPUÍ,7620,4,83,2,3,13,0,1483,12,2438,32,2921,15709,497,12788,601
CE,15954,ITAREMA,15093,4,94,4,14,34,1,2195,58,2833,46,6756,29029,529,22273,1368
CE,15970,MILHÃ,6898,3,5,2,1,4,1,366,7,549,34,2830,11323,101,8493,522
CE,15989,DEPUTADO IRAPUAN PINHEIRO,3971,3,8,1,1,2,1,157,6,797,7,1399,6886,97,5487,436
CE,15997,PARAIPABA,12451,15,229,5,13,38,1,1952,14,2478,47,4100,22931,594,18831,994
CE,98531,QUIXELÔ,7970,4,20,1,1,3,0,411,10,1237,44,2185,13102,282,10917,934
CE,98558,UMIRIM,8833,8,59,2,3,15,0,734,7,1076,19,3445,15212,230,11767,781
CE,98574,VARJOTA,6556,3,21,3,8,11,0,1245,10,1587,37,4362,14937,337,10575,757
DF,97012,BRASÍLIA,363861,1495,10053,559,1295,15270,473,565279,19478,570494,31435,221769,1901499,38453,1679730,61585
ES,56006,SÃO DOMINGOS DO NORTE,2907,2,7,0,2,9,0,586,10,2007,19,1351,7292,167,5941,225
ES,56014,AFONSO CLÁUDIO,6272,5,71,5,21,43,0,3541,55,7298,66,5938,24890,672,18952,903
ES,56022,ÁGUA DOCE DO NORTE,4221,0,55,3,2,16,0,846,11,1830,7,2743,10345,176,7602,435
ES,56030,ALEGRE,6571,6,100,2,5,57,1,3596,117,6205,102,2924,21411,684,18487,1041
ES,56049,IRUPI,2339,4,42,1,2,14,1,1200,16,2738,17,2195,9170,213,6975,388
ES,56057,ALFREDO CHAVES,1778,6,44,3,2,21,0,1982,41,4539,48,2097,11452,446,9355,445
ES,56065,ALTO RIO NOVO,2862,1,16,1,4,11,0,633,11,950,7,1138,5947,72,4809,241
ES,56073,ANCHIETA,4912,4,134,4,13,31,0,6190,65,4988,116,3706,21544,665,17838,716
ES,56081,VILA PAVÃO,3342,8,14,0,1,9,0,709,7,1745,7,1138,7345,163,6207,202
ES,56090,APIACÁ,1867,1,34,1,0,11,1,1186,17,1123,24,935,5597,92,4662,305
ES,56103,MARECHAL FLORIANO,2528,8,65,3,3,28,0,1640,59,4912,56,2583,12930,580,10347,465
ES,56111,ARACRUZ,12854,28,433,15,31,239,5,15092,249,16218,372,13296,64047,2320,50751,2895
ES,56120,MARATAÍZES,6435,7,255,1,5,53,0,6345,72,6045,93,5704,26307,575,20603,717
ES,56138,ATÍLIO VIVÁCQUA,2769,8,37,5,2,23,1,1345,22,2183,24,1348,8181,172,6833,242
ES,56146,BREJETUBA,2414,6,62,0,7,26,0,970,24,2558,19,2466,9163,231,6697,380
ES,56154,BAIXO GUANDU,7234,7,146,4,10,63,7,3305,94,5628,76,2441,20496,655,18055,826
ES,56162,SÃO ROQUE DO CANAÃ,2432,1,16,3,6,3,2,753,21,3796,26,1954,9669,295,7715,361
ES,56170,BARRA DE SÃO FRANCISCO,12741,7,202,9,7,78,3,4215,81,6154,46,7875,32972,556,25097,998
ES,56189,SOORETAMA,6106,7,118,4,4,36,4,2332,37,3431,32,4593,18080,670,13487,706
ES,56197,BOA ESPERANÇA,4091,3,23,1,0,12,0,1661,18,1892,20,990,9311,244,8321,356
ES,56200,PONTO BELO,2685,3,21,3,0,13,0,707,8,952,9,1588,6331,89,4743,253
ES,56219,BOM JESUS DO NORTE,2059,1,39,0,1,15,0,1292,15,1349,35,820,6145,152,5325,367
ES,56227,VILA VALÉRIO,6112,6,28,0,0,12,0,869,12,2283,18,2326,12168,203,9842,299
ES,56235,CACHOEIRO DE ITAPEMIRIM,27148,66,1567,30,46,519,9,27366,576,42467,726,25583,134622,4430,109039,4089
ES,56251,CARIACICA,65895,181,2371,100,126,1565,26,64503,1209,52235,2029,42093,250924,9553,208831,9038
ES,56278,CASTELO,4492,4,113,15,15,61,2,5056,98,11091,142,4426,27371,903,22945,953
ES,56294,COLATINA,15446,30,319,12,31,193,4,15480,314,30783,550,16757,85806,2845,69049,3042
ES,56308,GOVERNADOR LINDENBERG,3478,7,22,1,2,7,1,627,9,2342,21,1840,8847,185,7007,305
ES,56316,CONCEIÇÃO DA BARRA,7194,7,140,4,6,26,1,3777,65,2903,89,6723,22340,553,15617,852
ES,56332,CONCEIÇÃO DO CASTELO,1368,4,18,3,3,17,1,1516,27,3529,44,1814,9117,323,7303,450
ES,56359,DIVINO DE SÃO LOURENÇO,826,0,15,0,0,9,0,409,9,1488,4,929,3941,85,3012,167
ES,56375,DOMINGOS MARTINS,4135,16,60,2,5,34,0,2809,95,12456,87,2232,23770,931,21538,908
ES,56391,DORES DO RIO PRETO,2059,2,56,1,3,13,1,654,39,1057,35,889,5309,182,4420,318
ES,56413,ECOPORANGA,7628,7,54,1,2,35,1,1865,25,3855,20,3831,18089,261,14258,504
ES,56430,FUNDÃO,3392,4,23,4,4,33,0,2714,36,3253,80,2395,12923,419,10528,566
ES,56456,GUAÇUÍ,4452,7,105,6,2,38,0,2797,70,6679,92,5491,21443,722,15952,982
ES,56472,GUARAPARI,13883,50,546,20,45,287,4,22230,386,23160,544,18143,85361,2821,67218,3242
ES,56499,IBIRAÇU,1785,4,31,5,2,20,2,1878,32,2690,37,1004,8238,302,7234,446
ES,56502,IBITIRAMA,1904,1,85,2,1,13,0,848,18,2215,5,1945,7585,217,5640,331
ES,56510,ICONHA,2935,8,45,6,9,14,1,1744,23,3521,56,1551,10683,333,9132,437
ES,56537,ITAGUAÇU,3784,1,31,1,4,12,1,838,18,3625,38,1357,10495,349,9138,436
ES,56553,ITAPEMIRIM,6024,7,203,1,2,55,0,6449,63,5805,77,2643,22708,562,20065,817
ES,56570,ITARANA,2461,4,20,1,1,10,0,729,11,3785,25,922,8571,258,7649,344
ES,56596,IÚNA,4601,13,135,3,8,56,1,2830,75,6918,44,4952,20973,548,16021,789
ES,56618,JERÔNIMO MONTEIRO,2892,7,38,3,5,12,0,1370,35,2667,29,1582,9363,244,7781,479
ES,56626,JOÃO NEIVA,2747,13,43,3,3,24,1,2797,58,3833,53,2659,13341,456,10682,651
ES,56634,LINHARES,19724,32,417,17,41,268,5,18617,380,35780,475,21487,105914,3880,84427,4791
ES,56650,MANTENÓPOLIS,3874,1,51,0,2,7,1,1595,22,2034,19,2451,10602,160,8151,385
ES,56677,MIMOSO DO SUL,6924,9,110,5,11,25,0,2806,67,5037,54,5231,21847,619,16616,949
ES,56693,MONTANHA,5253,3,28,2,1,13,0,2008,38,2247,30,3435,14003,375,10568,570
ES,56715,MUCURICI,1943,1,6,0,0,7,0,795,13,671,2,437,4085,60,3648,150
ES,56731,MUNIZ FREIRE,3504,3,57,7,3,35,1,1826,52,4476,40,1976,13015,398,11039,637
ES,56758,MUQUI,3525,6,70,3,5,20,1,1795,28,2953,36,1703,10848,317,9145,386
ES,56774,NOVA VENÉCIA,12615,10,100,4,15,82,3,4800,97,8831,121,7801,36436,915,28635,1042
ES,56790,PANCAS,5592,4,65,3,5,37,3,1429,20,4138,25,3987,16064,244,12077,512
ES,56812,PINHEIROS,5736,5,35,1,4,27,1,3650,77,2665,50,3738,16983,367,13245,627
ES,56839,PIÚMA,2776,6,79,1,6,33,1,3906,51,2834,85,3067,13749,390,10682,514
ES,56855,PRESIDENTE KENNEDY,2457,2,98,1,1,19,1,2145,46,3007,24,2228,10538,196,8310,313
ES,56871,RIO NOVO DO SUL,1871,3,48,0,9,16,1,1674,30,3289,40,831,8437,306,7606,319
ES,56898,SANTA LEOPOLDINA,3435,6,34,1,2,18,1,1156,30,2575,27,993,8962,300,7969,384
ES,56910,SANTA TERESA,3183,12,46,1,5,22,0,2062,84,8042,109,2032,17019,612,14987,809
ES,56936,SÃO GABRIEL DA PALHA,7136,4,59,2,6,24,1,3036,35,7759,54,5120,24618,674,19498,708
ES,56952,SÃO JOSÉ DO CALÇADO,3385,5,79,2,4,31,0,1210,18,1593,38,1897,9081,261,7184,558
ES,56979,SÃO MATEUS,25309,22,335,20,31,128,4,16931,258,12172,295,17629,77587,1969,59958,2484
ES,56995,SERRA,72852,161,2250,92,159,1339,40,88852,1295,46798,2714,51734,289225,10253,237491,10686
ES,57010,VIANA,12310,25,312,10,18,217,6,11230,162,8516,234,5680,41674,1534,35994,1420
ES,57037,VILA VELHA,61099,229,1977,108,167,1606,31,80237,2316,77965,4053,54500,304163,9423,249663,10452
ES,57053,VITÓRIA,46384,147,1304,138,98,959,31,66654,2019,76049,3892,48747,260729,6530,211982,7777
ES,57070,MARILÂNDIA,2970,4,26,1,26,15,0,892,46,3812,56,1801,10407,352,8606,406
ES,57096,IBATIBA,3948,4,96,4,10,29,0,2622,62,5213,57,4076,17230,390,13154,719
ES,57118,RIO BANANAL,5993,3,13,0,4,21,0,902,26,3826,54,2976,14716,452,11740,446
ES,57134,JAGUARÉ,8415,2,52,2,8,11,0,2447,31,3561,50,3885,19712,618,15827,630
ES,57150,PEDRO CANÁRIO,5652,7,53,1,13,23,1,2899,43,2452,54,5513,17851,433,12338,707
ES,57916,LARANJA DA TERRA,2913,4,23,1,1,7,0,567,19,3752,24,1708,9517,216,7809,282
ES,57932,SANTA MARIA DE JETIBÁ,6632,9,88,2,10,31,1,1882,35,12968,89,3383,26637,751,23254,756
ES,57959,VARGEM ALTA,2425,4,153,2,4,24,0,2244,37,6080,55,2838,14773,446,11935,461
ES,57975,VENDA NOVA DO IMIGRANTE,1796,5,40,0,9,44,0,2292,73,8136,90,3392,16838,423,13446,538
ES,57991,ÁGUIA BRANCA,4148,3,32,0,2,7,0,522,12,1673,4,1461,8152,117,6691,171
GO,92010,ABADIÂNIA,1741,1,36,1,3,21,0,1160,12,4197,35,1940,9693,264,7753,282
GO,92029,BONFINÓPOLIS,1153,0,16,1,1,16,0,1332,8,2023,19,954,5947,141,4993,283
GO,92037,ÁGUA LIMPA,703,0,5,0,0,2,0,194,1,784,3,344,2128,25,1784,67
GO,92053,ALEXÂNIA,3174,5,71,2,7,61,1,2671,23,7010,71,3118,17405,493,14287,698
GO,92061,CAMPOS VERDES,1862,0,13,3,0,3,0,228,1,872,3,1195,4413,36,3218,197
GO,92096,ALOÂNDIA,699,1,3,0,0,1,2,161,0,620,12,351,2004,50,1653,104
GO,92100,CEZARINA,2267,2,45,1,1,7,0,937,8,2232,18,1518,7516,184,5998,296
GO,92118,ALTO PARAÍSO DE GOIÁS,1272,6,12,2,3,8,1,744,85,1163,31,1585,5199,85,3614,202
GO,92126,COLINAS DO SUL,1449,1,4,3,0,1,0,198,5,520,6,1039,3386,35,2347,125
GO,92150,ALVORADA DO NORTE,1802,0,24,2,1,8,0,708,9,1834,12,1318,6104,107,4786,279
GO,92169,MORRO AGUDO DE GOIÁS,722,0,5,0,1,6,0,327,3,844,3,343,2381,28,2038,99
GO,92177,AMORINÓPOLIS,1142,0,15,1,1,13,0,316,5,1426,10,691,3820,60,3129,140
GO,92207,EDEALINA,1339,1,3,1,0,1,0,309,2,1014,15,614,3535,77,2921,159
GO,92215,ANÁPOLIS,47149,106,1994,52,143,1475,21,49149,888,94365,1719,34324,247358,7655,213034,8318
GO,92223,FAINA,2832,0,29,2,0,8,1,547,2,1291,9,1325,6287,69,4962,172
GO,92231,ANHANGÜERA,358,0,5,1,0,3,0,147,1,248,9,179,995,16,816,28
GO,92258,ANICUNS,4260,7,64,6,4,29,0,2104,12,5723,78,3433,16626,336,13193,570
GO,92266,GOUVELÂNDIA,1449,4,6,0,0,3,0,209,1,1175,8,730,3874,85,3144,204
GO,92274,APARECIDA DE GOIÂNIA,62431,139,1808,93,175,922,18,72539,731,63568,2284,32291,257445,8250,225154,12196
GO,92282,ITAGUARI,1473,2,8,0,0,7,0,477,8,1260,9,716,4202,82,3486,160
GO,92290,APORÉ,795,4,4,0,0,0,0,353,4,907,8,1139,3406,67,2267,125
GO,92312,ARAÇU,1329,1,19,1,0,2,0,415,2,1462,30,697,4215,85,3518,172
GO,92320,MATRINCHÃ,1019,0,18,1,0,5,2,325,6,1388,15,974,3903,44,2929,106
GO,92339,ARAGARÇAS,4066,3,53,1,4,28,2,2176,11,3459,51,3735,14349,324,10614,436
GO,92347,MIMOSO DE GOIÁS,859,0,4,0,2,8,0,342,1,753,10,510,2617,31,2107,97
GO,92355,ARAGOIÂNIA,2101,0,22,3,1,21,0,1034,18,2255,27,716,6686,172,5970,316
GO,92363,MONTIVIDIU,2027,1,37,2,0,8,0,908,8,3504,14,1734,8645,149,6911,253
GO,92444,NOVO PLANALTO,1425,1,16,0,0,1,0,236,1,758,9,681,3307,74,2626,105
GO,92460,PALESTINA DE GOIÁS,1109,0,18,1,0,5,0,320,0,1042,4,836,3472,45,2636,92
GO,92495,ARUANÃ,1653,2,20,1,1,3,2,653,8,1711,13,1313,5617,88,4304,149
GO,92517,AURILÂNDIA,1343,2,15,1,0,5,0,291,2,899,20,599,3331,53,2732,101
GO,92550,AVELINÓPOLIS,794,1,14,3,2,0,0,385,6,1380,12,525,3274,51,2749,101
GO,92568,SANTA FÉ DE GOIÁS,1320,2,16,1,0,4,0,537,3,992,2,1083,4172,82,3089,130
GO,92614,BALIZA,1107,0,5,1,0,0,0,203,0,683,11,903,3034,31,2131,90
GO,92622,SÃO JOÃO DA PARAÚNA,684,1,13,0,0,2,1,185,0,596,13,381,1967,28,1586,63
GO,92630,BARRO ALTO,2107,1,22,0,2,9,0,1026,11,2226,16,1568,7358,152,5790,218
GO,92649,SÃO LUIZ DO NORTE,1257,1,17,0,2,3,0,275,5,1251,19,957,4125,103,3168,235
GO,92657,BELA VISTA DE GOIÁS,4266,6,67,2,11,41,2,2738,46,6722,121,2778,18298,576,15520,922
GO,92665,SÃO MIGUEL DO PASSA QUATRO,1019,0,11,0,1,5,0,367,3,1443,5,570,3593,50,3023,119
GO,92673,BOM JARDIM DE GOIÁS,2662,2,24,5,4,9,0,505,4,1758,17,1592,6925,93,5333,250
GO,92690,BOM JESUS DE GOIÁS,3957,2,47,5,10,17,0,1947,33,4992,53,3593,15823,539,12230,628
GO,92703,SENADOR CANEDO,12339,27,339,18,22,169,3,20567,110,12171,430,7353,57295,1716,49942,2031
GO,92711,BRAZABRANTES,879,0,17,1,0,7,0,431,0,787,15,279,2576,79,2297,81
GO,92720,SIMOLÂNDIA,1768,0,8,0,3,11,1,363,6,1562,11,1349,5431,106,4082,243
GO,92754,BRITÂNIA,1460,3,7,2,1,5,0,425,3,1496,3,1168,4829,72,3661,184
GO,92762,TERESINA DE GOIÁS,732,1,8,1,1,1,0,262,2,618,1,863,2593,18,1730,85
GO,92770,BURITI ALEGRE,2081,1,25,2,2,10,2,629,14,2653,23,1319,7358,239,6039,358
GO,92789,TROMBAS,1068,0,10,0,0,0,0,183,1,707,6,812,2928,31,2116,110
GO,92797,CABECEIRAS,1817,1,6,0,2,20,0,521,17,2179,23,1097,6039,145,4942,211
GO,92800,TURVELÂNDIA,1489,0,11,0,1,4,0,421,1,1258,8,1395,4803,62,3408,153
GO,92819,CACHOEIRA ALTA,2258,0,10,1,4,7,0,659,3,2338,16,1785,7535,165,5750,289
GO,92827,RIO QUENTE,667,0,2,0,1,3,0,721,6,1036,16,698,3351,71,2653,130
GO,92835,CACHOEIRA DE GOIÁS,506,0,10,0,0,2,0,206,5,437,1,285,1525,27,1240,46
GO,92851,CAÇU,1931,1,30,1,2,8,0,1083,13,3473,48,1849,9100,240,7251,421
GO,92860,GUARINOS,832,0,8,0,0,3,0,76,2,652,5,309,1987,23,1678,77
GO,92878,CAIAPÔNIA,3790,6,50,1,3,21,1,1601,17,3583,37,2614,12370,199,9756,447
GO,92886,COCALZINHO DE GOIÁS,3244,3,66,3,4,44,2,1970,18,4061,40,2083,12480,375,10397,567
GO,92894,CALDAS NOVAS,11114,18,213,15,27,135,3,10589,112,16158,335,12614,55765,1859,43151,2573
GO,92908,SANTO ANTÔNIO DE GOIÁS,1359,4,37,1,1,12,0,773,7,1535,33,545,4641,112,4096,222
GO,92916,CAMPESTRE DE GOIÁS,894,0,26,1,4,2,0,402,5,1097,4,353,2960,70,2607,102
GO,92924,CHAPADÃO DO CÉU,1494,2,18,1,1,12,0,633,7,2009,19,1421,5862,113,4441,132
GO,92932,CAMPINORTE,2562,0,15,2,5,19,0,921,8,2878,17,1956,8775,145,6819,247
GO,92940,ALTO HORIZONTE,1426,0,12,1,1,4,0,664,1,2008,6,1103,5427,62,4324,139
GO,92959,CAMPO ALEGRE DE GOIÁS,1816,0,11,1,0,7,0,300,8,1414,13,890,4683,83,3793,140
GO,92967,CASTELÂNDIA,1127,0,2,2,0,1,0,421,4,947,6,951,3631,63,2680,107
GO,92975,CAMPOS BELOS,5298,1,39,2,5,32,3,1521,6,2585,25,4164,14526,232,10362,613
GO,92983,JESÚPOLIS,390,0,6,1,1,7,0,342,4,968,3,566,2424,59,1858,77
GO,92991,CARMO DO RIO VERDE,2265,6,36,1,4,4,0,721,10,2291,40,1362,7169,156,5807,273
GO,93009,APARECIDA DO RIO DOCE,874,0,6,0,1,1,0,261,4,690,9,535,2544,45,2009,118
GO,93017,CATALÃO,18826,36,293,15,40,127,6,10766,224,16027,871,11646,64615,2291,52969,3447
GO,93025,CIDADE OCIDENTAL,9527,16,152,10,30,222,3,8395,112,7280,230,7494,35851,1099,28357,1281
GO,93033,CATURAÍ,1360,1,4,0,1,4,0,399,9,1164,23,428,3748,135,3320,220
GO,93041,PROFESSOR JAMIL,1162,1,10,0,0,5,0,331,9,882,14,722,3311,45,2589,130
GO,93050,CAVALCANTE,2683,3,11,1,0,6,0,367,25,785,13,2918,7231,65,4313,354
GO,93068,PEROLÂNDIA,873,0,2,1,0,3,0,320,1,812,2,904,3096,52,2192,126
GO,93076,CERES,3972,3,55,5,11,44,2,2054,32,6015,87,2598,15755,341,13157,536
GO,93084,NOVA IGUAÇU DE GOIÁS,673,0,8,2,1,0,0,186,1,1144,1,535,2649,33,2114,65
GO,93092,DIVINÓPOLIS DE GOIÁS,1722,2,8,1,0,6,0,409,2,993,6,1218,4690,73,3472,250
GO,93106,BURITI DE GOIÁS,834,2,33,0,3,1,0,370,9,903,9,590,2906,46,2316,106
GO,93122,CALDAZINHA,754,0,5,1,2,3,0,422,5,939,8,344,2634,63,2290,88
GO,93149,GUARAÍTA,807,0,20,1,0,3,0,410,4,703,4,298,2386,49,2088,87
GO,93157,CÓRREGO DO OURO,555,0,21,1,0,7,0,395,3,1021,12,470,2621,61,2151,75
GO,93165,INACIOLÂNDIA,1679,0,3,0,2,0,0,441,5,1264,7,1069,4860,128,3791,262
GO,93173,CORUMBÁ DE GOIÁS,1443,4,22,3,4,33,1,890,22,2713,19,1243,6912,193,5669,322
GO,93181,MONTIVIDIU DO NORTE,1216,1,5,2,1,4,0,257,0,741,1,855,3253,22,2398,148
GO,93190,CORUMBAÍBA,1836,1,18,2,1,11,0,705,8,2017,35,1210,6278,135,5068,299
GO,93203,SANTO ANTÔNIO DA BARRA,1508,1,3,1,0,4,1,203,4,1110,7,660,3706,59,3046,145
GO,93220,TEREZÓPOLIS DE GOIÁS,1578,3,12,1,3,17,2,862,18,1612,17,525,5041,162,4516,229
GO,93246,UIRAPURU,1158,0,4,0,1,1,0,157,3,455,1,548,2434,20,1886,86
GO,93254,CRISTALINA,5262,9,84,11,13,52,3,4056,50,11893,79,7410,30946,1031,23536,993
GO,93262,BURITINÓPOLIS,759,0,3,1,0,3,0,391,1,906,4,924,3145,26,2221,127
GO,93270,CRISTIANÓPOLIS,715,1,17,0,1,4,0,409,10,1215,7,533,3079,61,2546,106
GO,93289,VILA BOA,1168,1,10,0,1,4,0,305,0,796,4,950,3420,47,2470,134
GO,93297,CRIXÁS,4459,1,20,2,0,13,0,1293,10,3163,19,2758,12363,226,9605,399
GO,93300,VALPARAÍSO DE GOIÁS,19699,40,382,12,62,432,4,16601,259,16090,638,14237,72906,2181,58669,2269
GO,93319,CROMÍNIA,1028,1,6,0,0,3,0,394,7,1278,8,486,3395,67,2909,117
GO,93327,NOVO GAMA,11412,14,284,9,26,285,2,12196,70,10044,234,10479,48459,1854,37980,1550
GO,93335,CUMARI,918,1,11,0,1,6,0,354,2,583,16,481,2554,74,2073,107
GO,93343,ÁGUAS LINDAS DE GOIÁS,23514,37,504,8,33,481,7,17959,137,13791,414,15388,77611,2896,62223,2442
GO,93351,DAMIANÓPOLIS,1188,1,10,2,1,7,1,287,3,784,2,780,3251,55,2471,130
GO,93360,ABADIA DE GOIÁS,1486,0,60,5,3,7,1,1107,25,2457,33,752,6351,174,5599,241
GO,93378,DAMOLÂNDIA,704,1,7,0,1,5,1,297,1,1364,20,247,2866,73,2619,145
GO,93386,AMARALINA,1007,2,25,1,0,8,0,164,1,754,4,595,2682,11,2087,110
GO,93394,DAVINÓPOLIS,926,0,3,1,1,5,0,138,0,808,16,422,2446,36,2024,90
GO,93408,BONÓPOLIS,1410,1,15,1,1,1,1,135,3,406,2,689,2758,22,2069,71
GO,93424,PORTEIRÃO,1159,1,12,1,1,4,0,262,1,686,12,738,2990,39,2252,74
GO,93432,DIORAMA,806,0,8,1,0,4,0,199,2,709,6,352,2194,32,1842,75
GO,93440,SANTA RITA DO NOVO DESTINO,945,3,16,0,0,3,0,243,2,748,10,482,2621,47,2139,122
GO,93483,SÃO PATRÍCIO,474,1,13,0,0,0,0,229,1,796,7,302,1945,41,1643,81
GO,93491,EDÉIA,2297,1,21,1,3,17,0,1147,13,3101,28,1663,8924,216,7261,416
GO,93505,VILA PROPÍCIO,1410,1,18,1,0,10,0,361,4,1109,8,826,4011,67,3185,196
