SG_UF,CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 10, 'Partido Republicano Brasileiro')","('QT_VOTOS', 11, 'Partido Progressista')","('QT_VOTOS', 12, 'Partido Democrático Trabalhista')","('QT_VOTOS', 13, 'Partido dos Trabalhadores')","('QT_VOTOS', 14, 'Partido Trabalhista Brasileiro')","('QT_VOTOS', 15, 'Partido do Movimento Democrático Brasileiro')","('QT_VOTOS', 16, 'Partido Socialista dos Trabalhadores Unificado')","('QT_VOTOS', 17, 'Partido Social Liberal')","('QT_VOTOS', 18, 'Rede Sustentabilidade')","('QT_VOTOS', 19, 'Partido Trabalhista Nacional')","('QT_VOTOS', 20, 'Partido Social Cristão')","('QT_VOTOS', 21, 'Partido Comunista Brasileiro')","('QT_VOTOS', 22, 'Partido da República')","('QT_VOTOS', 23, 'Partido Popular Socialista')","('QT_VOTOS', 25, 'Democratas')","('QT_VOTOS', 27, 'Partido Social Democrata Cristão')","('QT_VOTOS', 28, 'Partido Renovador Trabalhista Brasileiro')","('QT_VOTOS', 29, 'Partido da Causa Operária')","('QT_VOTOS', 31, 'Partido Humanista da Solidariedade')","('QT_VOTOS', 33, 'Partido da Mobilização Nacional')","('QT_VOTOS', 36, 'Partido Trabalhista Cristão')","('QT_VOTOS', 40, 'Partido Socialista Brasileiro')","('QT_VOTOS', 43, 'Partido Verde')","('QT_VOTOS', 44, 'Partido Republicano Progressista')","('QT_VOTOS', 45, 'Partido da Social Democracia Brasileira')","('QT_VOTOS', 50, 'Partido Socialismo e Liberdade')","('QT_VOTOS', 51, 'Partido Ecológico Nacional')","('QT_VOTOS', 54, 'Partido Pátria Livre')","('QT_VOTOS', 55, 'Partido Social Democrático')","('QT_VOTOS', 65, 'Partido Comunista do Brasil')","('QT_VOTOS', 70, 'Partido Trabalhista do Brasil')","('QT_VOTOS', 77, 'Solidariedade')","('QT_VOTOS', 90, 'Partido Republicano da Ordem Social')",QT_ABST,QT_APTOS,QT_BRANCOS,QT_COMPARECIMENTOS,QT_NULOS
RO,175,OURO PRETO DO OESTE,0,0,0,2174,0,19219,0,0,0,0,0,0,4235,0,0,0,0,0,0,0,0,0,0,0,13820,42,0,0,0,0,0,0,0,17207,60134,1284,42927,2153
RO,191,PRESIDENTE MÉDICI,0,0,0,2078,0,7599,0,0,0,0,0,0,2255,0,0,0,0,0,0,0,0,0,0,0,9866,42,0,0,0,0,0,0,0,10019,34148,990,24129,1299
RO,213,COSTA MARQUES,0,0,0,506,0,5036,0,0,0,0,0,0,651,0,0,0,0,0,0,0,0,0,0,0,5749,9,0,0,0,0,0,0,0,4783,17584,238,12801,612
RO,230,COLORADO DO OESTE,0,0,0,1425,0,8667,0,0,0,0,0,0,2025,0,0,0,0,0,0,0,0,0,0,0,7167,18,0,0,0,0,0,0,0,6293,27440,724,21147,1121
RO,256,ESPIGÃO DO OESTE,0,0,0,1491,0,8623,0,0,0,0,0,0,2921,0,0,0,0,0,0,0,0,0,0,0,17322,40,0,0,0,0,0,0,0,10515,43506,1177,32991,1417
RO,272,CEREJEIRAS,0,0,0,786,0,6615,0,0,0,0,0,0,2693,0,0,0,0,0,0,0,0,0,0,0,8304,12,0,0,0,0,0,0,0,7787,27728,665,19941,866
RO,299,ROLIM DE MOURA,0,0,0,3628,0,22165,0,0,0,0,0,0,2608,0,0,0,0,0,0,0,0,0,0,0,22649,98,0,0,0,0,0,0,0,20127,75944,1741,55817,2928
RO,310,ALTA FLORESTA DO OESTE,0,0,0,2337,0,8463,0,0,0,0,0,0,2505,0,0,0,0,0,0,0,0,0,0,0,11587,13,0,0,0,0,0,0,0,11331,38584,885,27253,1463
RO,337,ALVORADA DO OESTE,0,0,0,1353,0,7907,0,0,0,0,0,0,1152,0,0,0,0,0,0,0,0,0,0,0,6450,10,0,0,0,0,0,0,0,7502,25724,457,18222,893
RO,353,SANTA LUZIA DO OESTE,0,0,0,1167,0,4130,0,0,0,0,0,0,1025,0,0,0,0,0,0,0,0,0,0,0,3894,17,0,0,0,0,0,0,0,4220,15252,255,11032,544
RO,370,NOVA BRASILÂNDIA DO OESTE,0,0,0,1545,0,8802,0,0,0,0,0,0,1204,0,0,0,0,0,0,0,0,0,0,0,8966,14,0,0,0,0,0,0,0,7630,29680,553,22050,966
RO,396,MACHADINHO DO OESTE,0,0,0,1588,0,7548,0,0,0,0,0,0,647,0,0,0,0,0,0,0,0,0,0,0,22060,12,0,0,0,0,0,0,0,8777,42710,619,33933,1459
RO,418,SÃO MIGUEL DO GUAPORÉ,0,0,0,2111,0,6498,0,0,0,0,0,0,2177,0,0,0,0,0,0,0,0,0,0,0,10408,8,0,0,0,0,0,0,0,8081,31074,828,22993,963
RO,434,NOVA MAMORÉ,0,0,0,1352,0,11821,0,0,0,0,0,0,2276,0,0,0,0,0,0,0,0,0,0,0,8653,12,0,0,0,0,0,0,0,5978,32128,663,26150,1373
RO,450,CABIXI,0,0,0,625,0,2824,0,0,0,0,0,0,676,0,0,0,0,0,0,0,0,0,0,0,2679,2,0,0,0,0,0,0,0,1346,8792,294,7446,346
RO,477,CANDEIAS DO JAMARI,0,0,0,1746,0,9348,0,0,0,0,0,0,1617,0,0,0,0,0,0,0,0,0,0,0,9376,113,0,0,0,0,0,0,0,6875,31274,650,24399,1549
RO,493,ITAPUÃ DO OESTE,0,0,0,546,0,4361,0,0,0,0,0,0,336,0,0,0,0,0,0,0,0,0,0,0,3172,11,0,0,0,0,0,0,0,2684,11766,230,9082,426
RO,515,NOVO HORIZONTE DO OESTE,0,0,0,1269,0,3311,0,0,0,0,0,0,595,0,0,0,0,0,0,0,0,0,0,0,5613,10,0,0,0,0,0,0,0,3807,15392,249,11585,538
RO,531,CASTANHEIRAS,0,0,0,456,0,1500,0,0,0,0,0,0,424,0,0,0,0,0,0,0,0,0,0,0,1795,2,0,0,0,0,0,0,0,1062,5530,80,4468,211
RO,558,VALE DO PARAÍSO,0,0,0,973,0,2856,0,0,0,0,0,0,1408,0,0,0,0,0,0,0,0,0,0,0,4076,11,0,0,0,0,0,0,0,3521,13438,175,9917,418
RO,566,URUPÁ,0,0,0,1368,0,4408,0,0,0,0,0,0,2294,0,0,0,0,0,0,0,0,0,0,0,5051,3,0,0,0,0,0,0,0,5289,19560,454,14271,693
RO,574,MIRANTE DA SERRA,0,0,0,1258,0,5023,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,5560,5,0,0,0,0,0,0,0,5029,18420,354,13391,626
RO,582,SERINGUEIRAS,0,0,0,1122,0,5937,0,0,0,0,0,0,565,0,0,0,0,0,0,0,0,0,0,0,4943,9,0,0,0,0,0,0,0,4681,18234,405,13553,572
RO,590,THEOBROMA,0,0,0,922,0,5354,0,0,0,0,0,0,854,0,0,0,0,0,0,0,0,0,0,0,4159,3,0,0,0,0,0,0,0,4664,16672,177,12008,539
RO,604,MINISTRO ANDREAZZA,0,0,0,1041,0,4268,0,0,0,0,0,0,522,0,0,0,0,0,0,0,0,0,0,0,4316,12,0,0,0,0,0,0,0,3710,14764,346,11054,549
RO,612,GOVERNADOR JORGE TEIXEIRA,0,0,0,793,0,3900,0,0,0,0,0,0,1223,0,0,0,0,0,0,0,0,0,0,0,4154,7,0,0,0,0,0,0,0,4444,15346,277,10902,548
RO,620,CACAULÂNDIA,0,0,0,434,0,2162,0,0,0,0,0,0,705,0,0,0,0,0,0,0,0,0,0,0,2700,1,0,0,0,0,0,0,0,1209,7648,129,6439,308
RO,639,ALTO PARAÍSO,0,0,0,1267,0,5443,0,0,0,0,0,0,2407,0,0,0,0,0,0,0,0,0,0,0,7951,22,0,0,0,0,0,0,0,4458,23042,569,18584,925
RO,647,RIO CRESPO,0,0,0,125,0,2119,0,0,0,0,0,0,344,0,0,0,0,0,0,0,0,0,0,0,1522,5,0,0,0,0,0,0,0,922,5260,66,4338,157
RO,655,CORUMBIARA,0,0,0,860,0,2899,0,0,0,0,0,0,1251,0,0,0,0,0,0,0,0,0,0,0,3447,1,0,0,0,0,0,0,0,3163,12290,239,9127,430
RO,663,MONTE NEGRO,0,0,0,882,0,5819,0,0,0,0,0,0,1637,0,0,0,0,0,0,0,0,0,0,0,5960,5,0,0,0,0,0,0,0,3633,19132,460,15499,736
RO,671,CAMPO NOVO DE RONDÔNIA,0,0,0,773,0,3481,0,0,0,0,0,0,1803,0,0,0,0,0,0,0,0,0,0,0,5351,2,0,0,0,0,0,0,0,2512,14834,307,12322,605
RO,680,CUJUBIM,0,0,0,549,0,3020,0,0,0,0,0,0,1810,0,0,0,0,0,0,0,0,0,0,0,8937,13,0,0,0,0,0,0,0,4181,19660,427,15479,723
RO,698,VALE DO ANARI,0,0,0,831,0,3401,0,0,0,0,0,0,509,0,0,0,0,0,0,0,0,0,0,0,4141,0,0,0,0,0,0,0,0,1989,11500,186,9511,443
RO,701,PARECIS,0,0,0,412,0,1678,0,0,0,0,0,0,910,0,0,0,0,0,0,0,0,0,0,0,1579,0,0,0,0,0,0,0,0,1823,6694,76,4871,216
RO,710,SÃO FELIPE DO OESTE,0,0,0,561,0,1958,0,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,3674,17,0,0,0,0,0,0,0,2714,10054,248,7340,395
RO,728,PRIMAVERA DE RONDÔNIA,0,0,0,270,0,1492,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,1841,5,0,0,0,0,0,0,0,645,4888,102,4243,218
RO,736,ALTO ALEGRE DOS PARECIS,0,0,0,2331,0,3486,0,0,0,0,0,0,1221,0,0,0,0,0,0,0,0,0,0,0,4856,17,0,0,0,0,0,0,0,4679,17582,327,12903,665
RO,744,NOVA UNIÃO,0,0,0,1287,0,2481,0,0,0,0,0,0,826,0,0,0,0,0,0,0,0,0,0,0,3193,0,0,0,0,0,0,0,0,2698,11180,236,8482,459
RO,752,TEIXEIRÓPOLIS,0,0,0,920,0,1480,0,0,0,0,0,0,834,0,0,0,0,0,0,0,0,0,0,0,2544,5,0,0,0,0,0,0,0,2173,8452,213,6279,283
RO,779,BURITIS,0,0,0,2804,0,10195,0,0,0,0,0,0,3802,0,0,0,0,0,0,0,0,0,0,0,14942,21,0,0,0,0,0,0,0,8868,43250,1073,34382,1545
RO,787,PIMENTEIRAS DO OESTE,0,0,0,118,0,1027,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,1175,0,0,0,0,0,0,0,0,1616,4300,50,2684,98
RO,795,SÃO FRANCISCO DO GUAPORÉ,0,0,0,759,0,7772,0,0,0,0,0,0,984,0,0,0,0,0,0,0,0,0,0,0,5736,4,0,0,0,0,0,0,0,5384,21738,414,16354,685
RO,809,CHUPINGUAIA,0,0,0,541,0,1537,0,0,0,0,0,0,1261,0,0,0,0,0,0,0,0,0,0,0,3455,2,0,0,0,0,0,0,0,3707,11088,225,7381,360
RR,3000,CAROEBE,0,4940,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3144,0,0,0,16,0,0,0,0,0,0,0,1887,11442,126,9555,627
RR,3018,BOA VISTA,0,148774,0,27405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126957,0,0,0,6350,0,0,0,0,0,0,0,46790,381174,5898,334384,19000
RR,3026,IRACEMA,0,4379,0,521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2769,0,0,0,19,0,0,0,0,0,0,0,1904,10110,81,8206,437
RR,3034,CARACARAÍ,0,8847,0,1620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7348,0,0,0,62,0,0,0,0,0,0,0,5211,24357,229,19146,1040
RR,3042,AMAJARI,0,4427,0,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3073,0,0,0,34,0,0,0,0,0,0,0,1667,10456,74,8789,414
RR,3050,ALTO ALEGRE,0,6960,0,1605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5343,0,0,0,79,0,0,0,0,0,0,0,3116,18318,196,15202,1019
RR,3069,CANTÁ,0,6693,0,1342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7615,0,0,0,82,0,0,0,0,0,0,0,3425,20306,181,16881,968
RR,3077,BONFIM,0,4961,0,963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5614,0,0,0,31,0,0,0,0,0,0,0,2539,14902,102,12363,692
RR,3085,RORAINÓPOLIS,0,11527,0,1869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9441,0,0,0,100,0,0,0,0,0,0,0,6320,31114,439,24794,1418
RR,3093,MUCAJAÍ,0,8420,0,1123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6971,0,0,0,88,0,0,0,0,0,0,0,3890,21761,236,17871,1033
RR,3107,UIRAMUTÃ,0,1879,0,1546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3853,0,0,0,3,0,0,0,0,0,0,0,1625,9532,27,7907,599
RR,3115,NORMANDIA,0,3166,0,1919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4346,0,0,0,10,0,0,0,0,0,0,0,1475,11330,36,9855,378
RR,3123,PACARAIMA,0,5713,0,1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4223,0,0,0,45,0,0,0,0,0,0,0,2969,14960,125,11991,668
RR,3131,SÃO JOÃO DA BALIZA,0,3958,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2469,0,0,0,18,0,0,0,0,0,0,0,1697,9326,140,7629,470
RR,3158,SÃO LUIZ,0,3490,0,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068,0,0,0,38,0,0,0,0,0,0,0,1893,9742,110,7849,419
RS,84735,ÁUREA,0,883,38,2085,0,2073,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,704,6310,293,5606,228
RS,84743,TRÊS ARROIOS,0,359,221,1568,0,2060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,530,5082,154,4552,187
RS,84751,NOVA ROMA DO SUL,0,463,22,1365,0,3104,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,639,5936,134,5297,205
RS,84760,PROGRESSO,0,1040,258,3109,0,3522,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1682,10274,338,8592,318
RS,84778,PIRAPÓ,0,444,41,1230,0,1657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,481,4116,146,3635,116
RS,84786,JABOTICABA,0,680,276,2404,0,1422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,532,5626,112,5094,200
RS,84794,SÃO JORGE,0,676,42,1046,0,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,263,4648,162,4385,214
RS,84808,ALTO ALEGRE,0,440,303,949,0,1068,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,241,3190,110,2949,76
RS,84816,NOVA HARTZ,0,2358,385,7809,0,11690,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,3852,28150,996,24298,1033
RS,84824,DOIS LAJEADOS,0,311,153,1041,0,2896,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,477,5382,271,4905,228
RS,84832,SÃO DOMINGOS DO SUL,0,649,29,1158,0,2260,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,552,5059,224,4507,176
RS,84840,TUNAS,0,669,51,2513,0,2293,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1523,7396,208,5873,135
RS,84859,SÃO JOÃO DA URTIGA,0,944,135,1738,0,3516,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1062,8202,535,7140,266
RS,84867,GUABIJU,0,343,23,430,0,1276,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,2558,173,2337,91
RS,84875,QUINZE DE NOVEMBRO,0,950,66,1409,0,2875,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,6366,128,5638,201
RS,84883,DOUTOR MAURÍCIO CARDOSO,0,1398,71,2595,0,2919,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1451,8942,175,7491,329
RS,84891,CAPELA DE SANTANA,0,1219,116,4936,0,6123,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,2778,16460,644,13682,622
RS,84905,JAQUIRANA,0,606,66,1361,0,2412,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,683,5678,280,4995,263
RS,84913,VANINI,0,603,19,534,0,1784,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,283,3452,113,3169,113
RS,84921,BOQUEIRÃO DO LEÃO,0,612,404,3818,0,4398,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2203,12336,508,10133,385
RS,84930,FAGUNDES VARELA,0,417,195,640,0,2423,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,311,4340,144,4029,201
RS,84948,ÁGUA SANTA,0,608,77,1114,0,3160,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,941,6310,215,5369,192
RS,84956,SILVEIRA MARTINS,0,445,66,999,0,1912,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,454,4260,182,3806,197
RS,84964,IBIRAPUITÃ,0,690,210,1902,0,2491,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,692,6380,179,5688,209
RS,84972,IBARAMA,0,919,22,1687,0,3117,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,843,7164,352,6321,221
RS,84980,PANTANO GRANDE,0,1631,194,5842,0,4721,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3609,17206,714,13597,481
RS,84999,IPÊ,0,1289,74,1479,0,5374,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1704,10754,350,9050,478
RS,85006,TRINDADE DO SUL,0,1015,365,3361,0,2663,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1476,9450,275,7974,288
RS,85014,AGUDO,0,3152,199,6634,0,10160,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,4160,26233,1130,22073,767
RS,85022,ERNESTINA,0,633,100,1463,0,1969,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,339,4836,149,4497,177
RS,85030,AJURICABA,0,1658,171,3005,0,4820,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1169,11362,218,10193,313
RS,85049,DEZESSEIS DE NOVEMBRO,0,582,54,1352,0,1674,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,455,4374,128,3919,127
RS,85057,ALECRIM,0,722,84,4005,0,4603,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2004,12094,320,10090,352
RS,85065,BROCHIER,0,586,155,2623,0,3080,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,935,7962,258,7027,310
RS,85073,ALEGRETE,0,11260,1010,33272,0,38958,0,0,0,0,0,24,0,0,0,0,47,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,32189,123129,3142,90940,3079
RS,85081,EREBANGO,0,472,58,1382,0,1752,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,4472,158,4037,213
RS,85090,ALPESTRE,0,951,107,3523,0,4336,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2553,12672,781,10119,414
RS,85103,ENTRE-IJUÍS,0,1488,249,5005,0,4771,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,2588,15014,426,12426,468
RS,85111,ALVORADA,0,18059,5541,83509,0,88304,0,0,0,0,0,46,0,0,0,0,449,0,0,0,0,0,0,0,0,1194,0,0,0,0,0,0,0,52739,283854,17540,231115,16473
RS,85120,NOVA ESPERANÇA DO SUL,0,1226,262,1715,0,2805,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1180,8024,463,6844,366
RS,85138,ANTA GORDA,0,1394,64,1363,0,5030,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1812,10632,540,8820,420
RS,85146,PAVERAMA,0,1066,88,4027,0,3926,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1825,11804,449,9979,416
RS,85154,ANTÔNIO PRADO,0,1551,103,2803,0,12727,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3418,22040,501,18622,924
RS,85162,TERRA DE AREIA,0,1649,126,2923,0,6335,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3113,15098,424,11985,518
RS,85170,ARATIBA,0,905,74,4296,0,4383,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1363,11888,438,10525,423
RS,85189,HARMONIA,0,511,36,1874,0,3778,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,901,7689,299,6788,279
RS,85197,ARROIO DO MEIO,0,3221,277,6965,0,15000,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,4081,32108,1215,28027,1313
RS,85200,CAMPOS BORGES,0,342,493,1567,0,2240,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,572,5692,292,5120,180
RS,85219,ARROIO DOS RATOS,0,1362,406,5906,0,7643,0,0,0,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,4559,21643,925,17084,762
RS,85227,CERRO GRANDE,0,304,167,1809,0,960,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,3808,69,3442,132
RS,85235,ARROIO DO TIGRE,0,2818,198,5014,0,8099,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3257,20924,938,17667,588
RS,85243,IPIRANGA DO SUL,0,332,23,847,0,1789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,260,3496,94,3236,150
RS,85251,ARROIO GRANDE,0,3182,1369,9590,0,8398,0,0,0,0,0,3,0,0,0,0,16,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,6896,31897,1447,25001,966
RS,85260,LAGOÃO,0,1033,237,3504,0,2584,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2136,10050,296,7914,259
RS,85278,ARVOREZINHA,0,1993,882,3686,0,6275,0,0,0,0,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3105,17458,875,14353,626
RS,85286,ESTAÇÃO,0,1118,74,1689,0,5097,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1477,10364,396,8887,495
RS,85294,AUGUSTO PESTANA,0,1215,247,3393,0,4935,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1746,12336,366,10590,427
RS,85308,ARROIO DO SAL,0,790,419,2251,0,5927,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,3137,13316,306,10179,456
RS,85316,BAGÉ,0,14837,1538,50840,0,60447,0,0,0,0,0,21,0,0,0,0,152,0,0,0,0,0,0,0,0,365,0,0,0,0,0,0,0,37085,180385,7655,143300,7445
RS,85324,SÃO JOSÉ DO HORTÊNCIO,0,873,65,1322,0,3386,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,825,7058,279,6233,302
RS,85332,BARÃO DE COTEGIPE,0,1179,56,2845,0,4562,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,1542,11108,448,9566,466
RS,85340,PINHAL,0,533,131,1192,0,1493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598,4178,92,3580,139
RS,85359,BARRACÃO,0,1047,43,2280,0,3032,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1653,8676,348,7023,264
RS,85367,TRÊS CACHOEIRAS,0,2145,223,3189,0,7491,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,2630,16730,453,14100,582
RS,85375,BARRA DO RIBEIRO,0,1722,293,6425,0,6555,0,0,0,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,4501,21228,839,16727,812
RS,85383,SÃO VENDELINO,0,213,17,912,0,2053,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,151,3604,100,3453,121
RS,85391,BARROS CASSAL,0,1587,230,4198,0,6494,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4168,17984,692,13816,610
RS,85405,PROTÁSIO ALVES,0,442,69,391,0,2082,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,3506,163,3286,136
RS,85413,BENTO GONÇALVES,0,10881,1653,25712,0,88908,0,0,0,0,0,18,0,0,0,0,64,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,25268,168045,7076,142777,8326
RS,85421,POUSO NOVO,0,203,87,924,0,1139,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,2956,166,2654,132
RS,85430,BOA VISTA DO BURICÁ,0,1547,47,3527,0,3955,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1612,11270,261,9658,316
RS,85448,EUGÊNIO DE CASTRO,0,600,146,1178,0,1582,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,531,4446,248,3915,155
