STATE,CD_MUN,NM_MUN,VOTES_INCUMBENT,VOTES_CHALLENGER,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
AL,28657,SÃO JOSÉ DA LAJE,7357,2805,2977,15822,12845,374,1303
AL,28673,SÃO JOSÉ DA TAPERA,7987,2998,6717,20013,13296,288,1516
AL,28690,SÃO LUÍS DO QUITUNDE,9076,4332,5748,22661,16913,715,1653
AL,28711,SÃO MIGUEL DOS CAMPOS,7831,12624,6909,36312,29403,958,2157
AL,28738,SÃO MIGUEL DOS MILAGRES,1502,1464,458,4561,4103,310,373
AL,28754,SÃO SEBASTIÃO,10181,4105,6599,23656,17057,844,1398
AL,28770,SATUBA,2896,2564,1755,9286,7531,365,521
AL,28797,TANQUE D'ARCA,2132,667,881,4362,3481,148,362
AL,28819,TAQUARANA,5809,1966,3729,13448,9719,358,1168
AL,28835,TRAIPU,7955,2240,6202,18629,12427,245,1419
AL,28851,UNIÃO DOS PALMARES,15955,8640,11696,42896,31200,1152,2900
AL,28878,VIÇOSA,7981,4002,4530,19810,15280,649,1485
AL,28894,CRAÍBAS,7950,1939,3829,15703,11874,381,1202
AL,28916,SENADOR RUI PALMEIRA,4221,747,2314,8289,5975,110,754
AL,28932,TEOTÔNIO VILELA,8499,8303,8809,29262,20453,684,1713
AM,2003,APUÍ,4312,1336,2778,9055,6277,84,404
AM,2011,NOVO AIRÃO,3693,634,1212,6463,5251,32,325
AM,2020,GUAJARÁ,1911,1271,4096,7818,3722,41,322
AM,2038,ANORI,4546,799,2154,8465,6311,31,343
AM,2046,CAREIRO DA VÁRZEA,8607,468,3383,14038,10655,73,657
AM,2054,ATALAIA DO NORTE,1804,1068,1456,5025,3569,13,261
AM,2070,AUTAZES,10605,718,4729,18370,13641,82,805
AM,2097,BARCELOS,3345,768,2608,8006,5398,37,309
AM,2119,BARREIRINHA,8776,578,3748,14907,11159,53,1219
AM,2135,BENJAMIN CONSTANT,9759,981,3842,16316,12474,62,871
AM,2151,BOCA DO ACRE,5866,4614,5292,17571,12279,156,1039
AM,2178,BORBA,9787,677,4872,17421,12549,61,837
AM,2194,CANUTAMA,2498,1111,2106,6371,4265,42,380
AM,2216,CARAUARI,6987,1162,6669,16286,9617,71,831
AM,2232,CAREIRO,10644,608,4906,18083,13177,122,974
AM,2259,COARI,20889,2143,12144,41928,29784,243,1759
AM,2275,CODAJÁS,6210,767,3929,13119,9190,49,457
AM,2291,EIRUNEPÉ,9385,757,6603,18476,11873,108,1164
AM,2313,ENVIRA,4827,758,3508,9868,6360,23,444
AM,2330,FONTE BOA,6707,829,3623,12308,8685,44,723
AM,2356,HUMAITÁ,13171,2574,6063,24066,18003,213,856
AM,2372,SANTA ISABEL DO RIO NEGRO,1946,1041,2221,5792,3571,22,261
AM,2399,IPIXUNA,2855,1315,3630,8604,4974,72,565
AM,2410,ITACOATIARA,29151,3710,13657,56332,42675,352,1907
AM,2437,ITAPIRANGA,3495,362,1207,5802,4595,20,152
AM,2453,JAPURÁ,1863,186,946,3192,2246,4,102
AM,2470,JURUÁ,1610,1572,2254,5760,3506,21,253
AM,2496,JUTAÍ,4405,779,3678,9744,6066,20,626
AM,2518,LÁBREA,9934,1555,6757,20006,13249,81,877
AM,2534,MANACAPURU,30846,3473,13725,58041,44316,410,2584
AM,2550,MANAUS,516520,61290,155231,1123758,968527,16618,34682
AM,2577,MANICORÉ,11401,3298,6880,23150,16270,100,922
AM,2593,MARAÃ,3486,436,2881,7414,4533,15,375
AM,2615,MAUÉS,15619,847,7800,27518,19718,128,1137
AM,2631,NHAMUNDÁ,6307,966,3117,11205,8088,32,387
AM,2658,NOVA OLINDA DO NORTE,7766,496,3783,13448,9665,35,640
AM,2674,NOVO ARIPUANÃ,5553,595,3508,10695,7187,62,489
AM,2690,PARINTINS,32556,3843,13715,57694,43979,305,1594
AM,2712,PAUINI,4081,767,2909,8552,5643,24,430
AM,2739,SANTO ANTÔNIO DO IÇÁ,5069,1521,2787,10762,7975,44,650
AM,2755,SÃO PAULO DE OLIVENÇA,6726,1836,2581,12410,9829,70,781
AM,2771,SILVES,3774,219,1282,5920,4638,18,174
AM,2798,TAPAUÁ,4916,1141,3657,10703,7046,94,621
AM,2810,TEFÉ,18382,1445,9641,33570,23929,160,1360
AM,2836,SÃO GABRIEL DA CACHOEIRA,11635,1815,7206,22745,15539,91,696
AM,2852,URUCARÁ,5564,447,2744,9696,6952,46,305
AM,2879,URUCURITUBA,5575,453,2842,10144,7302,43,346
AM,2895,ALVARÃES,4828,316,2190,7944,5754,28,334
AM,2917,AMATURÁ,2496,342,1170,4597,3427,16,328
AM,2933,ANAMÃ,2968,409,1755,6034,4279,35,234
AM,2950,BERURI,4460,907,2274,8367,6093,23,389
AM,2976,BOA VISTA DO RAMOS,5105,355,2396,8998,6602,41,424
AM,2992,CAAPIRANGA,3583,232,2045,6550,4505,32,258
AM,98353,IRANDUBA,15195,712,4287,24149,19862,164,1089
AM,98370,ITAMARATI,2928,322,1626,5305,3679,10,305
AM,98396,MANAQUIRI,6582,255,2789,10827,8038,34,491
AM,98418,PRESIDENTE FIGUEIREDO,8415,841,2611,14625,12014,112,656
AM,98434,RIO PRETO DA EVA,6549,731,2145,11556,9411,101,454
AM,98450,SÃO SEBASTIÃO DO UATUMÃ,2425,477,1217,4904,3687,21,179
AM,98477,TABATINGA,12878,2178,5715,24557,18842,111,1690
AM,98493,UARINI,3517,263,1771,6030,4259,16,309
AM,98515,TONANTINS,3835,821,1823,7062,5239,41,426
AP,6009,PRACUÚBA,1388,296,328,2508,2180,17,79
AP,6017,AMAPÁ,2952,606,978,5548,4570,41,184
AP,6025,PORTO GRANDE,5281,1347,1603,10126,8523,71,386
AP,6033,CALÇOENE,3095,937,1159,6371,5212,53,254
AP,6041,ITAUBAL,1761,564,573,3760,3187,11,161
AP,6050,MACAPÁ,82215,45289,32283,243099,210816,2238,7181
AP,6068,CUTIAS,1493,496,687,3482,2795,11,149
AP,6076,MAZAGÃO,6246,1603,1703,11675,9972,58,406
AP,6084,ÁGUA BRANCA DO AMAPARI,2466,728,1010,5189,4179,40,221
AP,6092,OIAPOQUE,5867,1895,4963,15380,10417,129,620
AP,6106,SERRA DO NAVIO,1260,544,665,3226,2561,16,111
AP,6114,FERREIRA GOMES,1680,635,308,3599,3291,33,138
AP,6122,VITÓRIA DO JARI,4540,1614,2338,9584,7246,63,336
AP,6130,LARANJAL DO JARI,12343,4119,5116,25862,20746,258,924
AP,6157,SANTANA,25563,10787,7706,63992,56286,561,1978
AP,6173,TARTARUGALZINHO,3293,1314,1119,6930,5811,30,294
BA,30007,LUÍS EDUARDO MAGALHÃES,9390,7368,5246,26060,20814,499,940
BA,30058,EUNÁPOLIS,19028,18577,17826,68174,50348,1043,3299
BA,30660,IUIU,4182,871,2026,7836,5810,89,514
BA,30678,JABORANDI,3796,967,1376,6884,5508,140,428
BA,30694,JUSSARI,1898,960,1022,4430,3408,36,312
BA,30716,AMÉRICA DOURADA,5689,1252,3506,11801,8295,157,679
BA,30732,ARATACA,2693,1018,1301,5744,4443,63,411
BA,30759,BARRO ALTO,4727,1243,1558,8596,7038,111,480
BA,30775,BARROCAS,6437,1240,2162,11042,8880,174,502
BA,30791,BURITIRAMA,5215,3034,4517,14132,9615,65,1168
BA,30813,CAPELA DO ALTO ALEGRE,3923,1138,1610,8400,6790,275,602
BA,30830,CAPIM GROSSO,7151,4231,4842,19556,14714,525,1205
BA,30856,CANUDOS,6492,693,3121,11538,8417,108,661
BA,30872,DIAS D'ÁVILA,19237,3818,7383,38857,31474,1174,1714
BA,30899,FÁTIMA,6767,1635,3512,13594,10082,277,922
BA,30910,FILADÉLFIA,5102,2367,3529,13161,9632,392,910
BA,30937,GAVIÃO,1549,808,701,3743,3042,84,349
BA,30953,GUAJERU,3164,476,2792,7242,4450,78,531
BA,30970,HELIÓPOLIS,5034,1116,3266,10629,7363,242,603
BA,30996,JOÃO DOURADO,6519,3399,4104,16446,12342,258,859
BA,33014,ABAÍRA,2895,1289,1321,6504,5183,139,590
BA,33030,ABARÉ,7430,581,1315,10782,9467,74,882
BA,33057,ACAJUTIBA,4768,1748,1851,9735,7884,202,692
BA,33065,ADUSTINA,5277,1755,3041,11486,8445,207,868
BA,33073,ÁGUA FRIA,5296,1175,2022,10700,8678,200,1106
BA,33090,ÉRICO CARDOSO,3878,891,2907,8677,5770,155,596
BA,33111,AIQUARA,1955,391,946,3989,3043,61,326
BA,33138,ALAGOINHAS,39449,14808,19884,97745,77861,2446,4113
BA,33154,ALCOBAÇA,7422,1722,4699,15771,11072,291,933
BA,33170,ALMADINA,1819,897,1172,4831,3659,48,437
BA,33197,AMARGOSA,9955,4172,4318,22339,18021,452,1487
BA,33219,AMÉLIA RODRIGUES,7405,2956,2321,15799,13478,553,948
BA,33235,ANAGÉ,7494,3299,3688,16746,13058,292,1388
BA,33251,ANDARAÍ,5277,593,2892,9836,6944,135,641
BA,33260,ANDORINHA,7108,909,2708,11840,9132,184,568
BA,33278,ANGICAL,6597,1485,2105,11235,9130,137,564
BA,33294,ANGUERA,4323,884,1344,7899,6555,183,599
BA,33316,ANTAS,5030,1272,1490,9180,7690,190,786
BA,33332,ANTÔNIO CARDOSO,5649,1003,1280,9298,8018,169,517
BA,33359,ANTÔNIO GONÇALVES,3095,1305,1256,6864,5608,109,667
BA,33375,APORÁ,5367,2103,3779,12760,8981,196,937
BA,33383,ARAÇÁS,4397,1444,2462,9706,7244,200,523
BA,33391,ARACATU,5609,1378,2900,11333,8433,130,881
BA,33405,APUAREMA,2011,1213,1375,5500,4125,62,471
BA,33413,ARACI,19080,2795,11326,36596,25270,371,1929
BA,33430,ARAMARI,4324,802,1047,7318,6271,157,430
BA,33456,ARATUÍPE,3044,1208,1314,6968,5654,120,708
BA,33472,AURELINO LEAL,4497,963,3823,10670,6847,106,540
BA,33499,BAIANÓPOLIS,5777,1009,1833,9974,8141,143,828
BA,33510,BAIXA GRANDE,5372,3275,3123,14140,11017,429,1105
BA,33529,BANZAÊ,4472,1155,2376,9106,6730,122,661
BA,33537,BARRA,15472,3922,9640,32367,22727,244,1941
BA,33553,BARRA DA ESTIVA,8015,2523,3025,15730,12705,390,949
BA,33570,BARRA DO CHOÇA,8419,4871,6681,24011,17330,472,2021
BA,33596,BARRA DO MENDES,5787,875,2972,10989,8017,172,746
BA,33618,BARRA DO ROCHA,1719,493,1164,4205,3041,40,291
BA,33634,BARREIRAS,39360,11326,17294,81283,63989,1542,3039
BA,33650,BARRO PRETO,2196,907,849,4757,3908,96,410
BA,33677,BELMONTE,5941,1989,3322,13663,10341,263,848
BA,33693,BELO CAMPO,5296,2398,4489,13811,9322,228,867
BA,33715,BIRITINGA,6482,597,1866,10462,8596,194,863
BA,33731,BOA NOVA,5581,919,4558,12712,8154,198,1106
BA,33758,BOA VISTA DO TUPIM,5558,2236,2233,11614,9381,180,919
BA,33774,BOM JESUS DA LAPA,19394,5185,12674,42776,30102,674,2149
BA,33782,BOM JESUS DA SERRA,3937,518,2530,7942,5412,79,669
BA,33790,BONINAL,4118,1077,2446,8759,6313,126,749
BA,33804,BONITO,4032,2410,2706,10445,7739,190,719
BA,33812,BOQUIRA,8102,958,3754,14411,10657,194,935
BA,33839,BOTUPORÃ,4329,724,2686,8765,6079,99,688
BA,33855,BREJÕES,5116,1207,3471,11391,7920,177,723
BA,33871,BREJOLÂNDIA,3488,1050,1601,7205,5604,139,679
BA,33898,BROTAS DE MACAÚBAS,3714,1764,1781,8182,6401,80,621
BA,33910,BRUMADO,22685,5099,5894,41554,35660,915,2928
BA,33936,BUERAREMA,4255,4008,2532,12678,10146,204,775
BA,33952,CAATIBA,2816,902,2090,6835,4745,69,625
BA,33960,CABACEIRAS DO PARAGUAÇU,4772,2417,3603,12558,8955,208,913
BA,33979,CACHOEIRA,12054,2340,3244,21657,18413,575,1055
BA,33995,CACULÉ,6222,3288,2977,14538,11561,275,1121
BA,34010,CAEM,4044,905,2315,8591,6276,119,682
BA,34029,CAETANOS,4118,717,2815,8440,5625,98,492
BA,34037,CAETITÉ,16710,5219,7037,33642,26605,556,2325
BA,34053,CAFARNAUM,4813,1950,3550,12187,8637,283,668
BA,34070,CAIRU,3908,1519,1515,9045,7530,198,626
BA,34096,CALDEIRÃO GRANDE,3442,1040,1378,6927,5549,129,691
BA,34118,CAMACAN,8004,2929,3786,17365,13579,258,1012
BA,34134,CAMAÇARI,52320,19021,20632,134108,113476,5218,6433
BA,34150,CAMAMU,7088,5702,7153,23298,16145,336,1623
BA,34177,CAMPO ALEGRE DE LOURDES,8761,2598,6442,19842,13400,165,1519
BA,34193,CAMPO FORMOSO,19464,8547,9008,44322,35314,1251,3575
BA,34215,CANÁPOLIS,3659,1272,1227,6971,5744,144,488
BA,34231,CANARANA,8512,1868,2802,15163,12361,188,978
BA,34258,CANAVIEIRAS,9366,4552,8966,25994,17028,293,1279
BA,34274,CANDEAL,3510,891,837,6227,5390,155,443
BA,34290,CANDEIAS,28340,4348,8537,54250,45713,2402,2502
BA,34312,CANDIBA,5621,943,1445,9338,7893,263,681
BA,34339,CÂNDIDO SALES,8350,3262,7132,21010,13878,331,1114
BA,34355,CANSANÇÃO,13366,1231,7585,24631,17046,231,1482
BA,34363,CARAÍBAS,2956,1486,1733,7213,5480,85,697
BA,34371,CARAVELAS,5702,1674,2623,12323,9700,271,1000
BA,34398,CARDEAL DA SILVA,3216,559,1750,6466,4716,131,467
BA,34410,CARINHANHA,7842,4434,5488,19654,14166,193,1184
BA,34436,CASA NOVA,26559,3746,7403,44222,36819,746,3435
BA,34452,CASTRO ALVES,11061,2704,4358,20613,16255,357,1201
BA,34479,CATOLÂNDIA,2058,180,589,3198,2609,80,186
BA,34495,CATU,20176,2187,4591,34989,30398,1297,1695
BA,34509,CATURAMA,3452,582,1877,6667,4790,138,497
BA,34517,CENTRAL,6353,1617,1973,11604,9631,216,695
BA,34533,CHORROCHÓ,4768,835,1342,7973,6631,71,673
BA,34550,CÍCERO DANTAS,11023,3516,4409,22161,17752,819,1674
BA,34576,CIPÓ,4393,2488,2321,11368,9047,174,785
BA,34592,COARACI,7118,2862,3071,15536,12465,199,1028
BA,34614,COCOS,5916,2107,4351,14049,9698,232,1042
BA,34630,CONCEIÇÃO DA FEIRA,5545,3076,1671,13021,11350,548,839
BA,34657,CONCEIÇÃO DO ALMEIDA,7297,1184,3263,13608,10345,265,817
BA,34673,CONCEIÇÃO DO COITÉ,20478,9613,6381,43225,36844,887,2644
BA,34690,CONCEIÇÃO DO JACUÍPE,8547,4020,2542,19273,16731,555,1007
BA,34711,CONDE,7063,1832,3944,15090,11146,343,1041
BA,34738,CONDEÚBA,6385,1466,3703,13493,9790,148,1182
BA,34754,CONTENDAS DO SINCORÁ,1633,564,435,3039,2604,48,225
BA,34770,CORAÇÃO DE MARIA,9622,2334,2973,17966,14993,501,1041
BA,34797,CORDEIROS,2142,1265,1347,5675,4328,70,553
BA,34819,CORIBE,6247,1382,3719,12359,8640,172,550
BA,34835,CORONEL JOÃO SÁ,5938,1599,3223,12165,8942,156,1016
BA,34851,CORRENTINA,10165,3758,7301,24807,17506,405,1886
BA,34878,COTEGIPE,5257,841,2718,9974,7256,138,699
BA,34894,CRAVOLÂNDIA,2021,436,925,4045,3120,148,330
BA,34916,CRISÓPOLIS,7335,1551,5194,15670,10476,202,1017
BA,34932,CRISTÓPOLIS,6185,887,2127,10594,8467,119,832
BA,34959,CRUZ DAS ALMAS,16602,8867,4453,36989,32536,965,1727
BA,34975,CURAÇÁ,13141,2805,5002,23167,18165,191,982
BA,34991,DÁRIO MEIRA,3490,753,3144,8913,5769,105,759
BA,35017,DOM BASÍLIO,4773,1267,1668,8849,7181,235,584
BA,35033,DOM MACEDO COSTA,1697,526,541,3424,2883,59,293
BA,35050,ELÍSIO MEDRADO,3024,1562,1383,7109,5726,129,634
BA,35076,ENCRUZILHADA,6004,2489,5374,16121,10747,244,1212
BA,35092,ENTRE RIOS,11938,3166,7536,27157,19621,862,1455
BA,35114,ESPLANADA,9474,3610,4176,20860,16684,691,1326
BA,35130,EUCLIDES DA CUNHA,19673,4583,7564,36550,28986,655,2496
BA,35149,FEIRA DA MATA,2063,875,1206,4472,3266,49,173
BA,35157,FEIRA DE SANTANA,114938,81709,60323,359314,298991,8714,15286
BA,35173,FIRMINO ALVES,1468,1077,771,3883,3112,97,312
BA,35190,FLORESTA AZUL,3021,1449,1379,6918,5539,104,601
BA,35211,FORMOSA DO RIO PRETO,7539,2577,3980,15655,11675,205,790
BA,35238,GANDU,6989,4244,2973,18265,15292,353,1382
BA,35254,GENTIO DO OURO,4610,785,1223,7583,6360,80,658
BA,35270,GLÓRIA,6581,1004,2847,11785,8938,255,840
BA,35297,GONGOGI,2348,775,2856,6556,3700,51,329
BA,35319,GOVERNADOR MANGABEIRA,7541,1961,3379,15070,11691,347,868
BA,35335,GUANAMBI,23227,12575,11162,54733,43571,1098,3363
BA,35351,GUARATINGA,7731,1321,3008,13842,10834,125,627
BA,35378,IAÇU,8891,1784,7351,20718,13367,352,1360
BA,35394,IBIASSUCÊ,3400,1896,2224,8366,6142,80,592
BA,35416,IBICARAÍ,5998,4783,3358,16367,13009,306,1176
BA,35432,IBICOARA,4834,2108,2228,10868,8640,267,917
BA,35459,IBICUÍ,4745,1870,2166,10440,8274,244,751
BA,35475,IBIPEBA,7264,805,3092,12460,9368,203,666
BA,35491,SANTA RITA DE CÁSSIA,9247,2823,6029,20763,14734,394,1411
BA,35513,IBIPITANGA,5657,818,3131,10615,7484,126,517
BA,35530,IBIQUERA,1768,233,684,3164,2480,28,311
BA,35556,IBIRAPITANGA,5469,1283,2367,11591,9224,229,967
BA,35572,IBIRAPUÃ,2374,1182,1116,5501,4385,110,459
BA,35599,IBIRATAIA,5142,2045,6001,17364,11363,269,1465
BA,35610,IBITIARA,5887,1052,2100,10470,8370,125,695
BA,35637,IBITITÁ,7450,1008,2328,12533,10205,186,628
BA,35653,IBOTIRAMA,8301,2816,3139,16745,13606,210,1195
BA,35670,ICHU,2371,814,588,4490,3902,106,269
BA,35696,IGAPORÃ,5504,1198,1799,10082,8283,257,826
BA,35700,IGRAPIÚNA,4158,1240,2736,9541,6805,192,669
BA,35718,IGUAÍ,8107,1913,6557,19388,12831,275,1303
BA,35734,ILHÉUS,45886,21374,33826,129706,95880,3121,5034
BA,35750,INHAMBUPE,11953,2992,3943,22107,18164,500,1489
BA,35777,IPECAETÁ,5338,2106,2114,11278,9164,182,928
BA,35793,IPIAÚ,12702,3440,5022,27402,22380,470,2021
BA,35815,IPIRÁ,18596,6539,8558,39550,30992,764,2680
BA,35831,IPUPIARA,3071,1291,1715,7083,5368,133,418
BA,35858,IRAJUBA,2716,553,721,4792,4071,93,466
BA,35874,IRAMAIA,4394,1239,2710,9329,6619,148,600
BA,35890,IRAQUARA,8552,1163,2655,13844,11189,171,901
BA,35912,IRARÁ,10009,2711,3755,19733,15978,402,1342
BA,35939,IRECÊ,17990,6375,10652,42271,31619,873,2323
BA,35947,ITABELA,6850,5107,6457,21413,14956,376,1297
BA,35955,ITABERABA,16931,5190,6113,35553,29440,889,2743
BA,35971,ITABUNA,44607,40007,27683,139788,112105,2923,5767
BA,35998,ITACARÉ,5293,1174,1509,10336,8827,229,697
BA,36013,ITAETÉ,4257,1790,1994,9223,7229,162,867
BA,36030,ITAGI,3570,2200,2129,9677,7548,123,900
BA,36056,ITAGIBÁ,5419,977,2114,10546,8432,125,788
BA,36072,ITAGIMIRIM,1843,1066,1230,5146,3916,56,459
BA,36080,ITAGUAÇU DA BAHIA,5359,464,1882,8569,6687,79,570
BA,36099,ITAJU DO COLÔNIA,2135,679,816,4221,3405,40,207
BA,36110,ITAJUÍPE,6822,3036,3093,15246,12153,252,786
