,NM_CANDIDATO,NM_URNA_CANDIDATO,NR_PARTIDO,NM_PARTIDO,SG_PARTIDO,CD_MUNICIPIO,NM_MUNICIPIO,SG_UF,QT_VOTOS_NOMINAIS ELEITO
8654,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43095,CAXAMBU,MG,4334
8655,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43117,CEDRO DO ABAETÉ,MG,387
8656,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43133,CENTRAL DE MINAS,MG,1626
8657,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43150,CENTRALINA,MG,2041
8658,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43176,CHÁCARA,MG,694
8659,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43192,CHALÉ,MG,1232
8660,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43214,CHAPADA DO NORTE,MG,1149
8661,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43230,CHIADOR,MG,651
8662,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43257,CIPOTÂNEA,MG,707
8663,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43273,CLARAVAL,MG,2169
8664,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43290,CLARO DOS POÇÕES,MG,1903
8665,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43311,CLÁUDIO,MG,5633
8666,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43338,COIMBRA,MG,1455
8667,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43354,COLUNA,MG,996
8668,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43370,COMENDADOR GOMES,MG,916
8669,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43397,COMERCINHO,MG,749
8670,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43419,CONCEIÇÃO DA APARECIDA,MG,3270
8671,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43435,CONCEIÇÃO DAS PEDRAS,MG,777
8672,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43451,CONCEIÇÃO DAS ALAGOAS,MG,4517
8673,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43478,CONCEIÇÃO DE IPANEMA,MG,839
8674,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43494,CONCEIÇÃO DO MATO DENTRO,MG,1633
8675,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43516,CONCEIÇÃO DO PARÁ,MG,1528
8676,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43532,CONCEIÇÃO DO RIO VERDE,MG,4707
8677,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43559,CONCEIÇÃO DOS OUROS,MG,2505
8678,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43575,CONGONHAL,MG,3371
8679,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43591,CONGONHAS,MG,7388
8680,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43613,CONGONHAS DO NORTE,MG,586
8681,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43630,CONQUISTA,MG,1770
8682,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43656,CONSELHEIRO LAFAIETE,MG,17304
8683,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43672,CONSELHEIRO PENA,MG,3896
8684,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43699,CONSOLAÇÃO,MG,883
8685,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43710,CONTAGEM,MG,78525
8686,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43737,COQUEIRAL,MG,2864
8687,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43753,CORAÇÃO DE JESUS,MG,2599
8688,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43770,CORDISBURGO,MG,1847
8689,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43796,CORDISLÂNDIA,MG,1218
8690,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43818,CORINTO,MG,3233
8691,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43834,COROACI,MG,2912
8692,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43850,COROMANDEL,MG,8770
8693,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43877,CORONEL FABRICIANO,MG,18189
8694,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43893,CORONEL MURTA,MG,1260
8695,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43915,CORONEL PACHECO,MG,764
8696,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43931,CORONEL XAVIER CHAVES,MG,804
8697,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43958,CÓRREGO DANTA,MG,1016
8698,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43974,CÓRREGO DO BOM JESUS,MG,1529
8699,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,43990,CÓRREGO NOVO,MG,759
8700,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44016,COUTO DE MAGALHÃES DE MINAS,MG,953
8701,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44032,CRISTAIS,MG,1944
8702,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44059,CRISTÁLIA,MG,1054
8703,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44075,CRISTIANO OTONI,MG,900
8704,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44091,CRISTINA,MG,3820
8705,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44113,CRUCILÂNDIA,MG,1781
8706,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44130,CRUZEIRO DA FORTALEZA,MG,1499
8707,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44156,CRUZÍLIA,MG,3799
8708,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44172,CURVELO,MG,13274
8709,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44199,DATAS,MG,851
8710,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44210,DELFIM MOREIRA,MG,2507
8711,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44237,DELFINÓPOLIS,MG,2779
8712,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44253,DESCOBERTO,MG,1354
8713,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44270,DESTERRO DE ENTRE RIOS,MG,1481
8714,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44296,DESTERRO DO MELO,MG,1203
8715,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44318,DIAMANTINA,MG,6174
8716,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44334,DIOGO DE VASCONCELOS,MG,1301
8717,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44350,DIONÍSIO,MG,1513
8718,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44377,DIVINÉSIA,MG,1337
8719,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44393,DIVINO,MG,2487
8720,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44415,DIVINO DAS LARANJEIRAS,MG,1075
8721,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44431,DIVINOLÂNDIA DE MINAS,MG,967
8722,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44458,DIVINÓPOLIS,MG,28226
8723,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44474,DIVISA NOVA,MG,1785
8724,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44490,DOM CAVATI,MG,1321
8725,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44512,DOM JOAQUIM,MG,551
8726,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44539,DOM SILVÉRIO,MG,969
8727,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44555,DOM VIÇOSO,MG,1018
8728,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44571,DONA EUSÉBIA,MG,1807
8729,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44598,DORES DE CAMPOS,MG,1995
8730,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44610,DORES DE GUANHÃES,MG,1491
8731,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44636,DORES DO INDAIÁ,MG,3643
8732,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44652,DORES DO TURVO,MG,1503
8733,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44679,DORESÓPOLIS,MG,473
8734,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44695,DOURADOQUARA,MG,489
8735,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44717,ELÓI MENDES,MG,6235
8736,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44733,ENGENHEIRO CALDAS,MG,1985
8737,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44750,ENGENHEIRO NAVARRO,MG,490
8738,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44776,ENTRE RIOS DE MINAS,MG,2947
8739,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44792,ERVÁLIA,MG,3297
8740,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44814,ESMERALDAS,MG,8121
8741,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44830,ESPERA FELIZ,MG,3417
8742,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44857,ESPINOSA,MG,4568
8743,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44873,ESPÍRITO SANTO DO DOURADO,MG,2351
8744,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44890,ESTIVA,MG,2684
8745,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44911,ESTRELA DALVA,MG,916
8746,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44938,ESTRELA DO INDAIÁ,MG,1321
8747,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44954,ESTRELA DO SUL,MG,1531
8748,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44970,EUGENÓPOLIS,MG,2063
8749,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,44997,EWBANK DA CÂMARA,MG,957
8750,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45012,EXTREMA,MG,7714
8751,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45039,FAMA,MG,955
8752,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45055,FARIA LEMOS,MG,746
8753,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45071,FELÍCIO DOS SANTOS,MG,1910
8754,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45098,SÃO GONÇALO DO RIO PRETO,MG,775
8755,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45110,FELISBURGO,MG,994
8756,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45136,FELIXLÂNDIA,MG,2286
8757,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45152,FERNANDES TOURINHO,MG,548
8758,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45179,FERROS,MG,1742
8759,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45195,FLORESTAL,MG,1360
8760,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45217,FORMIGA,MG,13792
8761,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45233,FORMOSO,MG,1666
8762,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45250,FORTALEZA DE MINAS,MG,1288
8763,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45276,FORTUNA DE MINAS,MG,809
8764,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45292,FRANCISCO BADARÓ,MG,1498
8765,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45314,FRANCISCO DUMONT,MG,729
8766,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45330,FRANCISCO SÁ,MG,2242
8767,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45357,FREI GASPAR,MG,677
8768,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45373,FREI INOCÊNCIO,MG,1431
8769,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45390,FRONTEIRA,MG,2233
8770,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45411,FRUTAL,MG,10790
8771,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45438,FUNILÂNDIA,MG,1259
8772,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45454,GALILÉIA,MG,1621
8773,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45470,GONÇALVES,MG,1670
8774,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45497,GONZAGA,MG,340
8775,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45519,GOUVEIA,MG,1452
8776,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45535,GOVERNADOR VALADARES,MG,42455
8777,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45551,GRÃO MOGOL,MG,2868
8778,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45578,GRUPIARA,MG,692
8779,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45594,GUANHÃES,MG,3899
8780,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45616,GUAPÉ,MG,4154
8781,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45632,GUARACIABA,MG,2072
8782,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45659,GUARANÉSIA,MG,5505
8783,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45675,GUARANI,MG,1347
8784,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45691,GUARARÁ,MG,1074
8785,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45713,GUARDA-MOR,MG,1954
8786,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45730,GUAXUPÉ,MG,10517
8787,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45756,GUIDOVAL,MG,1998
8788,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45772,GUIMARÂNIA,MG,1984
8789,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45799,GUIRICEMA,MG,1287
8790,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45810,GURINHATÃ,MG,2023
8791,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45837,HELIODORA,MG,1903
8792,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45853,IAPU,MG,2255
8793,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45870,IBERTIOGA,MG,1086
8794,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45896,IBIÁ,MG,3973
8795,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45918,IBIAÍ,MG,767
8796,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45934,IBIRACI,MG,3382
8797,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45950,IBIRITÉ,MG,12149
8798,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45977,IBITIÚRA DE MINAS,MG,1459
8799,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,45993,IBITURUNA,MG,860
8800,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46019,IGARAPÉ,MG,4830
8801,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46035,IGARATINGA,MG,1249
8802,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46051,IGUATAMA,MG,1358
8803,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46078,IJACI,MG,825
8804,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46094,ILICÍNEA,MG,2944
8805,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46116,INCONFIDENTES,MG,2556
8806,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46132,INDIANÓPOLIS,MG,1009
8807,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46159,INGAÍ,MG,954
8808,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46175,INHAPIM,MG,4430
8809,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46191,INHAÚMA,MG,1560
8810,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46213,INIMUTABA,MG,1999
8811,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46230,IPANEMA,MG,3699
8812,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46256,IPATINGA,MG,39683
8813,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46272,IPIAÇU,MG,1330
8814,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46299,IPUIÚNA,MG,3453
8815,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46310,IRAÍ DE MINAS,MG,1261
8816,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46337,ITABIRA,MG,17786
8817,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46353,ITABIRINHA,MG,2780
8818,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46370,ITABIRITO,MG,7790
8819,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46396,ITACAMBIRA,MG,801
8820,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46418,ITACARAMBI,MG,1354
8821,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46434,ITAGUARA,MG,2160
8822,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46450,ITAIPÉ,MG,1941
8823,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46477,ITAJUBÁ,MG,23738
8824,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46493,ITAMARANDIBA,MG,3549
8825,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46515,ITAMARATI DE MINAS,MG,1114
8826,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46531,ITAMBACURI,MG,2531
8827,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46558,ITAMBÉ DO MATO DENTRO,MG,907
8828,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46574,ITAMOGI,MG,2228
8829,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46590,ITAMONTE,MG,3645
8830,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46612,ITANHANDU,MG,4509
8831,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46639,ITANHOMI,MG,2190
8832,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46655,ITAOBIM,MG,4707
8833,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46671,ITAPAGIPE,MG,3441
8834,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46698,ITAPECERICA,MG,3654
8835,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46710,ITAPEVA,MG,2890
8836,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46736,ITATIAIUÇU,MG,2184
8837,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46752,ITAÚNA,MG,14798
8838,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46779,ITAVERAVA,MG,916
8839,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46795,ITINGA,MG,1704
8840,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46817,ITUETA,MG,1514
8841,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46833,ITUIUTABA,MG,20411
8842,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46850,ITUMIRIM,MG,1392
8843,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46876,ITURAMA,MG,7628
8844,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46892,ITUTINGA,MG,911
8845,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46914,JABOTICATUBAS,MG,2877
8846,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46930,JACINTO,MG,2245
8847,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46957,JACUÍ,MG,2623
8848,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46973,JACUTINGA,MG,7545
8849,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,46990,JAGUARAÇU,MG,895
8850,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,47015,JANAÚBA,MG,7319
8851,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,47031,JANUÁRIA,MG,3339
8852,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,47058,JAPARAÍBA,MG,945
8853,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,47074,JECEABA,MG,762
8854,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,47090,JEQUERI,MG,3317
8855,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,47112,JEQUITAÍ,MG,761
8856,RODRIGO OTÁVIO SOARES PACHECO,RODRIGO PACHECO,25,Democratas,DEM,47139,JEQUITIBÁ,MG,1681
