year,cod_microregion,IS_mt,XD_mt,idcluster,income2,income3,income_percapita,ivAutor_IS_mt,ivAutor_XD_mt,ivIS,ivXD,munic_size,region,sizeagric,sizeinformal,sizemanuf,sizemine,sizenontrade,sizeprim,sizerural,state,wls_b_avghourwage_s0,wls_b_avghourwage_s1,wls_b_avghourwage_s3,wls_b_avghourwage_s4,wls_b_formal_s0,wls_b_migrated_s0,wls_b_occup_skill_s0,wls_b_outmigrated_s0,wls_b_wagehrskill,wls_b_wagehrunskill,wls_b_work_main_s0,wls_b_work_main_s4,wls_se_avghourwage_s0,wls_se_avghourwage_s1,wls_se_avghourwage_s3,wls_se_avghourwage_s4,wls_se_formal_s0,wls_se_migrated_s0,wls_se_occup_skill_s0,wls_se_outmigrated_s0,wls_se_wagehrskill,wls_se_wagehrunskill,wls_se_work_main_s0,wls_se_work_main_s4,wls_wgt,workforce,dstate2,dstate3,dstate4,dstate5,dstate6,dstate7,dstate8,dstate9,dstate10,dstate11,dstate12,dstate13,dstate14,dstate15,dstate16,dstate17,dstate18,dstate19,dstate20,dstate21,dstate22,dstate23,dstate24,dstate25,dstate26,dstate27,Dwls_b_avghourwage_s0
2001,42013,.42665657,.1955875,4204,93334.76244467869,28514459.22776828,305.50739,24.5669,9.4708643,.054044966,.025448449,.0024782202532731,4,.0395042890204963,.337140712861422,.1053293439671584,.0015827550891385,.4710103573455434,.0410870441096348,.0534742149482439,42,.26944032,.40378246,.25486031,.23506151,.094756596,.18171556,-.013009528,-.045883805,.1402947,.3206774,.096502483,.10701409,.0041678413,.020988131,.010115089,.0047303089,.0030049195,.0023734486,.0023229187,.0015421971,.010255679,.0043053557,.0022247443,.0025380929,.0039880499,236397.1920505762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1998,42014,.28079367,.33573359,4204,44966.06447495613,9535145.364123128,212.05203,13.285886,6.2998157,.040676024,.13620721,.0002989315659292,4,.4978652297096132,.6473452438996726,.1011682082804002,0,.2154086941595818,.4978652297096132,.5459688839723551,42,-.052490681,.14607641,-.099850453,.037090283,-.1914026,,-.052131675,,-.009748837,-.01028204,.039919965,-.23810293,.015614753,.01996162,.032284304,.034623537,.0080920411,,.0034861909,,.069816999,.01621896,.0047938167,.0061545051,.00040490102,28515.05337655544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1999,42014,.28079367,.33573359,4204,44966.06447495613,9535145.364123128,212.05203,13.285886,6.2998157,.040676024,.13620721,.0002989315659292,4,.4978652297096132,.6473452438996726,.1011682082804002,0,.2154086941595818,.4978652297096132,.5459688839723551,42,.057621982,.21872215,-.025537947,.10126346,-.24156633,.0096804127,-.060143292,-.048325587,.029805874,.10123136,.17998396,-.3626692,.029423453,.043442525,.055691976,.045537584,.0072415071,.0061329836,.0038794351,.0030483149,.1243358,.030331815,.0068783239,.0085379193,.00070177455,28515.05337655544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2000,42014,.28079367,.33573359,4204,44966.06447495613,9535145.364123128,212.05203,13.285886,6.2998157,.040676024,.13620721,.0002989315659292,4,.4978652297096132,.6473452438996726,.1011682082804002,0,.2154086941595818,.4978652297096132,.5459688839723551,42,.016649943,.15655169,.04973736,.078230344,-.15743977,.0035611207,-.046214856,-.020296248,-.090331674,.056296397,.22498795,-.36787885,.016651712,.026598955,.034771785,.025166616,.0071110614,.004119867,.0040651988,.0018627009,.053636484,.017310604,.0062320628,.0076722484,.00060035137,28515.05337655544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.0217943824827671
2001,42014,.28079367,.33573359,4204,44966.06447495613,9535145.364123128,212.05203,13.285886,6.2998157,.040676024,.13620721,.0002989315659292,4,.4978652297096132,.6473452438996726,.1011682082804002,0,.2154086941595818,.4978652297096132,.5459688839723551,42,.038444325,.072056733,.16199312,.079010569,-.08016637,.028534273,-.072411858,-.012056373,-.012088346,.08034084,.1632954,-.2996915,.012222203,.022125943,.017151441,.017097184,.0075873905,.0048481701,.0044420199,.0020919603,.039277352,.012185176,.0056068082,.0075933845,.0007683289,28515.05337655544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1998,42015,.4077239,.13994318,4205,64982.66512647294,16565184.54681125,254.91698,30.262314,4.6769757,.071418107,.064039886,.000420419094475,4,.1455091254472901,.4095062409162762,.2319883308706158,.0014959819324069,.300450762588657,.1470051073796971,.3671650580927433,42,-.14428288,-.12781973,-.071129002,-.069957137,-.067643598,,-.03724388,,.03342073,-.12543663,.01168929,-.16061904,.012366851,.018863594,.01692565,.02759032,.0074041956,,.0040901094,,.052458782,.012652016,.0045768828,.0066335113,.00048762636,40103.73706173897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1999,42015,.4077239,.13994318,4205,64982.66512647294,16565184.54681125,254.91698,30.262314,4.6769757,.071418107,.064039886,.000420419094475,4,.1455091254472901,.4095062409162762,.2319883308706158,.0014959819324069,.300450762588657,.1470051073796971,.3671650580927433,42,.13920924,.14695324,.15967435,.17934366,-.038329743,-.024445575,-.013956245,.06623131,.25568351,.14374827,.020264762,-.19879831,.023341708,.056839239,.026007628,.035635192,.0093412865,.0050705699,.0063175024,.0073853559,.071413949,.025041677,.0062088356,.0093862331,.00069400214,40103.73706173897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2000,42015,.4077239,.13994318,4205,64982.66512647294,16565184.54681125,254.91698,30.262314,4.6769757,.071418107,.064039886,.000420419094475,4,.1455091254472901,.4095062409162762,.2319883308706158,.0014959819324069,.300450762588657,.1470051073796971,.3671650580927433,42,.11324777,-.043178551,.15092376,.13576546,.019072164,-.0051291147,-.019326726,.022063496,-.0044835196,.14686663,.091930449,-.20229542,.011470341,.033452239,.015270907,.017471734,.0075342674,.0033501245,.0049275248,.0054350169,.036496527,.011176571,.0057457914,.0076848418,.00073530269,40103.73706173897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.0809831768274307
2001,42015,.4077239,.13994318,4205,64982.66512647294,16565184.54681125,254.91698,30.262314,4.6769757,.071418107,.064039886,.000420419094475,4,.1455091254472901,.4095062409162762,.2319883308706158,.0014959819324069,.300450762588657,.1470051073796971,.3671650580927433,42,.19423094,.096458413,.19597417,.20094609,.10965955,.11365104,-.042809069,.037378743,.075535484,.24773628,.09770222,-.19717307,.0082539404,.027401295,.01129414,.012874687,.0067737987,.0051317615,.0046581742,.0058399937,.029563652,.0079831975,.005163921,.0071332394,.00086600054,40103.73706173897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1998,42016,.3847346,.023864893,4205,151372.7159657516,58894047.84415433,389.06647,20.895535,8.3905334,.088302098,.010623849,.0045353905137846,4,.0173376199052153,.2773004152247502,.0632771110967933,.0005776529239873,.5200638531386103,.0179152728292026,.0455441206518651,42,.06492427,-.15752576,-.018253455,.047262661,.092421852,,.011547091,,.12195874,.028991733,-.07165961,.13607584,.0050082547,.019628199,.0086365966,.0062220413,.0027666732,,.0023764423,,.011411889,.0055468152,.0021133889,.0031227998,.0028179795,432630.4657124281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1999,42016,.3847346,.023864893,4205,151372.7159657516,58894047.84415433,389.06647,20.895535,8.3905334,.088302098,.010623849,.0045353905137846,4,.0173376199052153,.2773004152247502,.0632771110967933,.0005776529239873,.5200638531386103,.0179152728292026,.0455441206518651,42,.23264483,.025204431,.2270754,.19722787,.11157042,.046125226,.017843541,.0054882467,.14611088,.23168217,-.05619261,.21433331,.0085170968,.034269314,.023698092,.0094070947,.00436799,.0023966117,.0031966525,.0064830608,.019115139,.0093587199,.0029385681,.0033789319,.0032881361,432630.4657124281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2000,42016,.3847346,.023864893,4205,151372.7159657516,58894047.84415433,389.06647,20.895535,8.3905334,.088302098,.010623849,.0045353905137846,4,.0173376199052153,.2773004152247502,.0632771110967933,.0005776529239873,.5200638531386103,.0179152728292026,.0455441206518651,42,.33280829,.24797912,.30636722,.29556173,.12631749,.052737236,.014114,-.018861629,.19315143,.37315512,.0079562003,.1627332,.004463328,.029112263,.012864756,.0048390371,.0030803955,.0016024325,.0023782987,.0040352358,.0094991596,.0046700444,.0022855545,.0021899904,.0043297578,432630.4657124281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-.0603520572185516
2001,42016,.3847346,.023864893,4205,151372.7159657516,58894047.84415433,389.06647,20.895535,8.3905334,.088302098,.010623849,.0045353905137846,4,.0173376199052153,.2773004152247502,.0632771110967933,.0005776529239873,.5200638531386103,.0179152728292026,.0455441206518651,42,.27245623,.25810409,.24637997,.24543668,.12458916,.091003411,.012166616,-.01517622,.16035149,.3128258,.060309581,.16768993,.0035493078,.023980906,.011640714,.0037916545,.0024848543,.0017237574,.0020445685,.0045045954,.007605785,.003766038,.0019147662,.0018141207,.0056950441,432630.4657124281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1998,42017,.099158831,.030028498,4205,35497.75450058375,6688077.890176832,188.40848,5.1265016,3.322561,.0090046758,.020195061,.0001362772127581,4,.4506259850069461,.6271985754685978,.0643874618118431,.0003253222402145,.2409773030925307,.4509513072471606,.7012114740702258,42,-.34641466,-.22938031,-.18293409,-.14097989,-.16959739,,-.073691316,,-.45294973,-.28565323,.04477137,-.26840153,.019151039,.025145074,.026308795,.049682379,.011209097,,.0030657712,,.097331017,.019784329,.0069472468,.0077088303,.00023668385,12999.4702423811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1999,42017,.099158831,.030028498,4205,35497.75450058375,6688077.890176832,188.40848,5.1265016,3.322561,.0090046758,.020195061,.0001362772127581,4,.4506259850069461,.6271985754685978,.0643874618118431,.0003253222402145,.2409773030925307,.4509513072471606,.7012114740702258,42,-.028709354,.1328979,-.13423868,.053543102,-.28183255,-.044808045,-.082574427,-.079178885,-.005712844,.034361541,.081286334,-.37952989,.044992443,.059173279,.095550194,.054476768,.0076410691,.0060290778,.0038747191,.00194729,.16868411,.046313569,.0085335849,.0098934332,.00036708586,12999.4702423811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2000,42017,.099158831,.030028498,4205,35497.75450058375,6688077.890176832,188.40848,5.1265016,3.322561,.0090046758,.020195061,.0001362772127581,4,.4506259850069461,.6271985754685978,.0643874618118431,.0003253222402145,.2409773030925307,.4509513072471606,.7012114740702258,42,-.19652101,-.17880769,-.13657874,-.0012756224,-.17881061,.0085108206,-.056692623,-.044655252,-.13888951,-.15982214,.16939712,-.30529806,.021603737,.032001853,.06072174,.029877562,.0085833222,.0051617324,.0046205567,.001166629,.09519574,.02147864,.0080246739,.010218814,.00034799884,12999.4702423811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.0921501293778419
2001,42017,.099158831,.030028498,4205,35497.75450058375,6688077.890176832,188.40848,5.1265016,3.322561,.0090046758,.020195061,.0001362772127581,4,.4506259850069461,.6271985754685978,.0643874618118431,.0003253222402145,.2409773030925307,.4509513072471606,.7012114740702258,42,-.10437088,-.13267829,.052529469,.04211456,-.13124064,.026297301,-.063782282,-.042602301,-.087291256,-.061840981,.10760984,-.22198944,.016189294,.027633615,.040899824,.019914005,.0088942936,.0055884379,.0052650096,.0015390049,.051343754,.017150402,.0076045669,.0095769018,.0003849116,12999.4702423811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1998,42018,.34373382,.14458127,4206,56393.4798793504,13391935.27701669,237.47311,19.712582,7.8999138,.039053995,.080011055,.0020596827438331,4,.1126494321725523,.3565278212875659,.1409817474049655,.002737765607867,.3770174503220693,.1153871977804192,.2851342440675937,42,-.11028088,-.048046671,-.10834721,-.11912839,-.019504877,,-.042979341,,-.074638419,-.090426303,-.034585144,-.056060113,.0059168637,.011805905,.0088667357,.0097139627,.0036662302,,.0020790312,,.022516418,.0062197424,.0023680576,.0037070783,.001982698,196472.9392046928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1999,42018,.34373382,.14458127,4206,56393.4798793504,13391935.27701669,237.47311,19.712582,7.8999138,.039053995,.080011055,.0020596827438331,4,.1126494321725523,.3565278212875659,.1409817474049655,.002737765607867,.3770174503220693,.1153871977804192,.2851342440675937,42,-.0993573,-.044625182,-.068586305,-.12707648,-.037760735,-.013588385,-.024624383,.038107306,-.057834197,-.085819028,-.016977668,-.063382745,.011939956,.029778194,.021813251,.015204319,.0052403891,.002637662,.0032978568,.010310491,.034677364,.012670089,.0035467271,.0054016076,.0022114553,196472.9392046928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2000,42018,.34373382,.14458127,4206,56393.4798793504,13391935.27701669,237.47311,19.712582,7.8999138,.039053995,.080011055,.0020596827438331,4,.1126494321725523,.3565278212875659,.1409817474049655,.002737765607867,.3770174503220693,.1153871977804192,.2851342440675937,42,.056825701,.13324484,.079954274,.02441025,.048777666,-.00031595663,-.012910035,.05065611,-.087510966,.099607132,.04390483,-.062250435,.0064094677,.020610452,.011458804,.0081227254,.0040733567,.0016773851,.0028113327,.0084822169,.017188778,.006575264,.003027685,.0039724805,.0025191002,196472.9392046928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.0139629282057285
2001,42018,.34373382,.14458127,4206,56393.4798793504,13391935.27701669,237.47311,19.712582,7.8999138,.039053995,.080011055,.0020596827438331,4,.1126494321725523,.3565278212875659,.1409817474049655,.002737765607867,.3770174503220693,.1153871977804192,.2851342440675937,42,.070788629,.048944816,.085053012,.064375117,.09115687,.0078468733,-.021044403,.00039679505,-.065293007,.12729229,.077200286,-.044426102,.0048757554,.015112138,.0084164171,.0063001108,.0035245775,.0019454226,.0027268098,.0077710426,.012580551,.0050130123,.0027044895,.0034620417,.0031067566,196472.9392046928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1998,42019,.41661415,.092896834,4206,78749.14028664026,22098802.05692643,280.62277,26.864679,82.294571,-.051147815,.038019154,.0019938628856866,4,.0517090737129912,.302705555720667,.1783905510299993,.0195431480852033,.3795942309451121,.0712522217981945,.1697030150565346,42,.14439285,.52831608,.020643508,.014289604,.10818224,,-.012069709,,.062684543,.1747818,-.020524438,-.10229063,.005759398,.011348965,.0081285769,.010493167,.0034132805,,.0026707237,,.019078128,.0061290092,.0025542651,.0039135865,.0016920728,190194.3892548084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1999,42019,.41661415,.092896834,4206,78749.14028664026,22098802.05692643,280.62277,26.864679,82.294571,-.051147815,.038019154,.0019938628856866,4,.0517090737129912,.302705555720667,.1783905510299993,.0195431480852033,.3795942309451121,.0712522217981945,.1697030150565346,42,.19558461,.32471323,.20523757,.13377395,.15527418,.0086215222,.0091180718,-.025927061,.099651404,.20306689,.0055779079,-.079279095,.008723069,.025899313,.011867398,.012903893,.0053899321,.002924687,.0037126432,.0029065162,.024722597,.0090031791,.0035473397,.0054913168,.0022408541,190194.3892548084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2000,42019,.41661415,.092896834,4206,78749.14028664026,22098802.05692643,280.62277,26.864679,82.294571,-.051147815,.038019154,.0019938628856866,4,.0517090737129912,.302705555720667,.1783905510299993,.0195431480852033,.3795942309451121,.0712522217981945,.1697030150565346,42,.20827803,.4563072,.18629926,.15859903,.12101057,-.0012696069,-.0025336971,-.036064759,.061757877,.24793883,.035244722,-.061295509,.0060835411,.0229389,.0094868811,.0080852909,.0043077487,.0017580489,.0030359942,.001705402,.015419102,.0061737578,.0031058181,.0042381217,.0022305055,190194.3892548084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-.0460301488637924
2001,42019,.41661415,.092896834,4206,78749.14028664026,22098802.05692643,280.62277,26.864679,82.294571,-.051147815,.038019154,.0019938628856866,4,.0517090737129912,.302705555720667,.1783905510299993,.0195431480852033,.3795942309451121,.0712522217981945,.1697030150565346,42,.16224788,.36432493,.14071715,.1252936,.15134199,.0091580451,-.0055105872,-.039668255,.056591365,.22325677,.095711403,-.074026644,.0051210346,.019946208,.009061181,.0067183967,.0034632538,.0020151597,.0028033212,.0020428237,.012241682,.0049253316,.0026352343,.003576315,.0028822287,190194.3892548084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1998,42020,.19630882,.42092046,4206,48456.68834222504,10666712.62953842,220.1288,13.808885,6.9938197,.021671219,.23638175,.0009568879489141,4,.194368760500718,.4649942256406445,.1218804931246103,.002214642477658,.3396839340468522,.196583402978376,.3573163739229697,42,-.11543937,-.0090990625,-.15795857,-.034204375,-.10477044,,-.049053591,,-.0023501769,-.0800777,-.0090385582,-.11004745,.0096006719,.015058536,.015671575,.017036913,.0053836261,,.0025558318,,.039386388,.0099211792,.0033017194,.0052415626,.00092351227,91277.44958567619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1999,42020,.19630882,.42092046,4206,48456.68834222504,10666712.62953842,220.1288,13.808885,6.9938197,.021671219,.23638175,.0009568879489141,4,.194368760500718,.4649942256406445,.1218804931246103,.002214642477658,.3396839340468522,.196583402978376,.3573163739229697,42,.031313326,.16418046,-.10413928,.060145155,-.1087641,.00060875143,-.023804236,-.065104082,-.061972171,.071186967,.00016966513,-.13153289,.01465452,.028687272,.022352224,.021608902,.0067763496,.0038220771,.0043704859,.0026566347,.043089394,.015543139,.0044443323,.0072423089,.0013443569,91277.44958567619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2000,42020,.19630882,.42092046,4206,48456.68834222504,10666712.62953842,220.1288,13.808885,6.9938197,.021671219,.23638175,.0009568879489141,4,.194368760500718,.4649942256406445,.1218804931246103,.002214642477658,.3396839340468522,.196583402978376,.3573163739229697,42,.00944445,.16722299,-.021043764,-.0016186611,-.078452073,.0046596155,-.028308555,-.041796133,-.063032821,.040509477,.075201087,-.13109484,.0092223203,.021296505,.01837251,.012067828,.0052180183,.0023883332,.0034753366,.0016534703,.028151037,.0092898402,.0040524374,.0055444599,.0014276481,91277.44958567619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-.0010763462632895
2001,42020,.19630882,.42092046,4206,48456.68834222504,10666712.62953842,220.1288,13.808885,6.9938197,.021671219,.23638175,.0009568879489141,4,.194368760500718,.4649942256406445,.1218804931246103,.002214642477658,.3396839340468522,.196583402978376,.3573163739229697,42,.0083681038,.0034638548,.035049137,.024211703,-.0021323268,.022993088,-.033673059,-.061937917,-.072659887,.052255109,.10790765,-.109907,.006366103,.015798608,.012373273,.0084467195,.0046450803,.0026847331,.0033164017,.0018139154,.018033411,.0065027843,.0033808774,.004713722,.002059821,91277.44958567619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1998,42901,.26023865,.53019804,4291,41674.72174985544,8507639.192649515,204.14388,14.148578,8.77878,.040900365,.12533318,.0038346926834432,4,.1934951909521654,.3435715480923802,.1396417584155104,.0009444447275082,.3004500472842607,.1944396356796735,.2901362155785629,42,-.12973586,-.030398402,-.20843905,-.053232163,.012136034,,-.032133266,,-.1161779,-.1077178,-.0083078714,-.11571193,.0042882119,.008829752,.0052949549,.0076605864,.002556958,,.0014664097,,.01512763,.0046190405,.0015542525,.0024087746,.0040647471,365790.9669431448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1999,42901,.26023865,.53019804,4291,41674.72174985544,8507639.192649515,204.14388,14.148578,8.77878,.040900365,.12533318,.0038346926834432,4,.1934951909521654,.3435715480923802,.1396417584155104,.0009444447275082,.3004500472842607,.1944396356796735,.2901362155785629,42,-.049475666,.05134112,-.12956578,-.032983452,.044184238,-.042835679,-.024209924,-.039207492,-.062380776,-.020980664,.0079024937,-.17633253,.0082531888,.018502377,.010461012,.011227345,.0037128439,.0016280338,.0022641115,.0039701597,.022479186,.0091984728,.0023435163,.003603698,.0048204148,365790.9669431448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
2000,42901,.26023865,.53019804,4291,41674.72174985544,8507639.192649515,204.14388,14.148578,8.77878,.040900365,.12533318,.0038346926834432,4,.1934951909521654,.3435715480923802,.1396417584155104,.0009444447275082,.3004500472842607,.1944396356796735,.2901362155785629,42,-.0097903274,.0078609167,.014619207,.017155567,.078555524,-.01565643,-.034747235,-.017791072,-.092477791,.02875126,.052121248,-.17549163,.0047272923,.010140292,.0080625797,.0067718294,.0029950202,.0011084661,.0018447775,.0027030734,.013983291,.0048790881,.0021554918,.0029456075,.0048334901,365790.9669431448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,.0192693471908569
2001,42901,.26023865,.53019804,4291,41674.72174985544,8507639.192649515,204.14388,14.148578,8.77878,.040900365,.12533318,.0038346926834432,4,.1934951909521654,.3435715480923802,.1396417584155104,.0009444447275082,.3004500472842607,.1944396356796735,.2901362155785629,42,.0094790198,.0090968367,.037867539,.022703968,.086602226,-.016060542,-.041204609,-.024193447,-.077562876,.057307903,.060265325,-.13220951,.0034932361,.0082350709,.0062077395,.0047722273,.0025385206,.0012665011,.0018024439,.0030155245,.010040421,.0036429812,.0019174085,.0025648775,.0062924172,365790.9669431448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
1998,43035,.32456237,.30833343,4391,56290.24868164421,13355180.15942256,237.25566,17.196756,17.853069,.081590086,.076978058,.0015083901528583,4,.0862277439085834,.3045035255526217,.0577053810967534,.0005974953936809,.3851314130235469,.0868252393022644,.0807775568860753,43,-.012204315,.054799199,-.06250748,-.036257707,.085661136,,-.029937457,,-.046216298,.0052422406,.0091332607,.020579576,.0056141731,.01329807,.0084090773,.0083936509,.0035772279,,.0021516723,,.021504741,.0059150993,.0025439768,.0038821911,.0019028065,143885.1918756962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
1999,43035,.32456237,.30833343,4391,56290.24868164421,13355180.15942256,237.25566,17.196756,17.853069,.081590086,.076978058,.0015083901528583,4,.0862277439085834,.3045035255526217,.0577053810967534,.0005974953936809,.3851314130235469,.0868252393022644,.0807775568860753,43,-.15473668,.052294664,-.2275389,-.2198379,.077897586,-.020560693,-.022686623,-.031362839,-.12099019,-.14494206,-.0069954209,.059667103,.014041632,.04241496,.028855817,.015305744,.0063982597,.0029267515,.0038427955,.002006822,.03918517,.014976883,.0042806645,.0060573686,.0014843204,143885.1918756962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2000,43035,.32456237,.30833343,4391,56290.24868164421,13355180.15942256,237.25566,17.196756,17.853069,.081590086,.076978058,.0015083901528583,4,.0862277439085834,.3045035255526217,.0577053810967534,.0005974953936809,.3851314130235469,.0868252393022644,.0807775568860753,43,-.081314698,-.14584707,-.027393764,-.085868299,.041470051,-.017816046,-.018937653,-.013751412,-.081454307,-.06465321,-.05521746,.066041492,.0093942666,.027258586,.02751606,.010510513,.0057032639,.0018493821,.0038942967,.0014282962,.022436693,.0098904045,.0040109041,.0050241575,.0012090192,143885.1918756962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,.027105551213026
2001,43035,.32456237,.30833343,4391,56290.24868164421,13355180.15942256,237.25566,17.196756,17.853069,.081590086,.076978058,.0015083901528583,4,.0862277439085834,.3045035255526217,.0577053810967534,.0005974953936809,.3851314130235469,.0868252393022644,.0807775568860753,43,-.054209147,-.060514376,.073198885,-.074753165,.02139513,-.0036416226,-.026758198,-.0046265437,-.10588432,-.019047493,-.049311094,.052021235,.0080471933,.02407776,.027885683,.0090650795,.0053247549,.0025022314,.0038798056,.0016618869,.021128299,.00852683,.0039214687,.0048001069,.0012438205,143885.1918756962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
1998,43901,.49046928,1.0698863,4391,75568.81537093222,20773703.14565071,274.89783,27.915344,14.90604,.094851367,.39408982,.0589466787549379,4,.1208447017153204,.3571607964758567,.123458028020579,.0021046895980552,.394060247106835,.1229493913133755,.1770967720201513,43,.01295929,-.049581718,.0074790055,.039476819,.033284277,,-.013343883,,.056687269,.0019288952,.039600156,-.03393925,.0010400829,.0033218127,.0014491896,.0015331468,.00057649135,,.00039078444,,.0030679309,.0011271093,.00042161706,.00061543466,.071092889,5622918.027552366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
1999,43901,.49046928,1.0698863,4391,75568.81537093222,20773703.14565071,274.89783,27.915344,14.90604,.094851367,.39408982,.0589466787549379,4,.1208447017153204,.3571607964758567,.123458028020579,.0021046895980552,.394060247106835,.1229493913133755,.1770967720201513,43,-.026953269,-.209401,.052498199,-.0058709402,.069964066,-.10460727,-.0091085462,-.07595057,.031725287,-.040892411,.063448697,-.051330935,.0019228775,.0057125529,.003446989,.0024581824,.00091779087,.00028750944,.00060349068,.0024828652,.005008779,.0020537467,.00065283244,.00091318123,.072820127,5622918.027552366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
2000,43901,.49046928,1.0698863,4391,75568.81537093222,20773703.14565071,274.89783,27.915344,14.90604,.094851367,.39408982,.0589466787549379,4,.1208447017153204,.3571607964758567,.123458028020579,.0021046895980552,.394060247106835,.1229493913133755,.1770967720201513,43,.060580783,-.048428226,.11936947,.062913351,.053458937,-.051451452,-.017936807,-.027483698,.02546107,.081341311,.053360809,-.054428071,.0012545459,.0042501204,.0024214103,.0015581129,.00077963498,.0001860364,.00054141576,.0019732218,.0030967807,.0013089721,.00058517279,.00074000889,.066198073,5622918.027552366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-.0045850835740566
2001,43901,.49046928,1.0698863,4391,75568.81537093222,20773703.14565071,274.89783,27.915344,14.90604,.094851367,.39408982,.0589466787549379,4,.1208447017153204,.3571607964758567,.123458028020579,.0021046895980552,.394060247106835,.1229493913133755,.1770967720201513,43,.055995699,-.0092967125,.089068741,.054485392,.063646138,-.077335007,-.0013134147,-.032611888,.018441515,.078201577,.065342702,-.031672128,.0011672913,.0036068563,.0023622108,.0014775391,.00075581425,.00024612059,.00060224137,.0025120717,.0029051355,.0012030172,.00057459861,.000708748,.074744374,5622918.027552366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,
