STATE,CD_MUN,NM_MUN,VOTES_PDT_12,VOTES_INCUMBENT,VOTES_MDB_15,VOTES_PSTU_16,VOTES_CHALLENGER,VOTES_REDE_18,VOTES_PODE_19,VOTES_DC_27,VOTES_NOVO_30,VOTES_PSDB_45,VOTES_PSOL_50,VOTES_PATRI_51,VOTES_PPL_54,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
PI,12009,SÃO JOÃO DA FRONTEIRA,536,2398,24,0,320,15,3,0,10,52,2,7,0,852,4466,3614,60,187
PI,12017,SÃO JOSÉ DO PEIXE,161,1734,34,0,233,17,3,0,1,71,3,11,0,431,2874,2443,56,119
PI,12025,SÃO JOÃO DA VARJOTA,149,2343,22,2,180,4,2,2,4,103,4,24,1,580,3699,3119,54,225
PI,12033,SÃO JOSÉ DO PIAUÍ,214,3309,20,2,498,4,2,1,19,58,10,29,1,890,5429,4539,54,318
PI,12041,SEBASTIÃO BARROS,310,2135,45,0,331,13,6,1,2,45,7,4,0,744,3842,3098,51,148
PI,12050,SÃO JULIÃO,1407,2067,21,2,502,18,6,0,14,133,2,26,0,503,4917,4414,24,192
PI,12068,SEBASTIÃO LEAL,245,1729,36,1,728,5,3,0,1,47,15,20,0,419,3533,3114,72,212
PI,12076,SÃO MIGUEL DO TAPUIO,1546,7215,88,4,1057,26,7,1,24,237,12,34,1,3256,14439,11183,192,739
PI,12084,ALVORADA DO GURGUÉIA,130,2304,20,0,340,13,3,0,4,29,7,56,0,471,3612,3141,42,193
PI,12092,SÃO PEDRO DO PIAUÍ,516,5674,75,2,1457,46,19,3,32,200,18,19,1,1030,9754,8724,123,539
PI,12106,ASSUNÇÃO DO PIAUÍ,641,3370,47,2,342,26,2,0,21,73,1,13,0,1271,6220,4949,94,317
PI,12114,SÃO RAIMUNDO NONATO,2343,12902,124,6,1896,47,23,2,68,607,29,111,3,3267,22524,19257,254,842
PI,12122,BETÂNIA DO PIAUÍ,509,3167,36,3,188,1,8,0,6,45,5,4,2,569,4871,4302,46,282
PI,12130,SIMÕES,721,6421,45,3,849,19,15,1,30,66,17,78,1,1427,10593,9166,155,745
PI,12149,BOQUEIRÃO DO PIAUÍ,442,2877,25,3,296,12,1,0,10,57,5,40,0,758,4741,3983,63,152
PI,12157,SIMPLÍCIO MENDES,1098,4843,36,1,887,26,29,1,19,89,9,27,1,1070,8657,7587,92,429
PI,12165,CARIDADE DO PIAUÍ,339,2793,36,1,278,5,4,0,12,26,9,28,0,481,4322,3841,32,278
PI,12173,SOCORRO DO PIAUÍ,478,2103,28,1,287,9,3,0,13,44,3,41,1,627,3876,3249,32,206
PI,12181,CURRAL NOVO DO PIAUÍ,172,2815,39,1,168,5,6,1,2,16,2,15,0,511,3965,3454,28,184
PI,12190,TERESINA,61965,194132,4780,376,138953,7297,2247,227,8472,12830,2976,4907,67,81379,556210,474831,9018,26584
PI,12203,JÚLIO BORGES,279,2555,48,1,244,11,13,1,2,39,2,15,0,532,3951,3419,46,163
PI,12211,UNIÃO,1655,18818,292,4,4217,131,44,7,138,965,68,67,6,4318,33045,28727,438,1877
PI,12220,LAGOA DO SÍTIO,282,2223,9,1,281,6,4,0,8,35,3,5,1,661,3855,3194,30,306
PI,12238,URUÇUÍ,1361,7181,121,4,2896,68,31,0,57,373,44,70,3,3000,16118,13118,200,709
PI,12246,MILTON BRANDÃO,578,2410,23,1,353,10,12,0,6,832,17,9,2,1123,5683,4560,63,244
PI,12254,VALENÇA DO PIAUÍ,1525,7407,90,6,2038,54,20,4,33,217,51,53,0,2446,15262,12816,210,1108
PI,12262,PAJEÚ DO PIAUÍ,235,1772,16,1,196,4,3,0,2,65,3,19,0,661,3151,2490,46,128
PI,12270,VÁRZEA GRANDE,185,1956,23,0,334,7,3,0,14,172,4,7,0,474,3442,2968,29,234
PI,12289,PAVUSSU,158,2226,28,1,128,1,2,0,4,31,4,36,0,403,3247,2844,53,172
PI,12297,DIRCEU ARCOVERDE,456,3561,23,3,197,7,3,0,5,42,5,5,3,920,5402,4482,39,133
PI,12300,RIACHO FRIO,218,2352,34,1,242,5,3,0,9,62,8,3,1,580,3691,3111,25,148
PI,12319,ALAGOINHA DO PIAUÍ,718,3091,39,4,560,12,5,0,8,120,16,15,1,661,5670,5009,85,335
PI,12327,ACAUÃ,498,3792,25,1,279,10,6,2,10,32,13,22,1,434,5479,5045,81,273
PI,12335,BELÉM DO PIAUÍ,162,1781,20,1,200,9,3,1,2,32,2,29,0,272,2667,2395,37,116
PI,12343,CAJAZEIRAS DO PIAUÍ,217,1936,19,4,161,4,1,1,4,37,7,7,0,424,3027,2603,29,176
PI,12351,CAMPO ALEGRE DO FIDALGO,193,2836,21,0,157,7,9,0,7,42,4,10,2,351,3863,3512,38,186
PI,12360,COCAL DE TELHA,203,2565,25,2,180,5,5,1,6,32,12,24,0,615,3938,3323,45,218
PI,12378,FRANCISCO MACEDO,252,1508,20,0,174,1,3,0,18,17,3,20,0,272,2439,2167,26,125
PI,12386,JOÃO COSTA,286,1851,13,0,154,11,4,0,7,23,1,10,0,311,2845,2534,34,140
PI,12394,JATOBÁ DO PIAUÍ,558,3267,27,2,428,41,12,2,16,66,8,15,0,755,5482,4727,65,220
PI,12408,JOCA MARQUES,204,2652,37,0,315,17,2,0,2,89,5,24,0,846,4399,3553,70,136
PI,12416,JUAZEIRO DO PIAUÍ,425,2867,26,1,575,19,9,5,14,85,6,24,0,773,5113,4340,65,219
PI,12424,LAGOA DO PIAUÍ,217,2449,31,1,517,16,6,0,30,51,10,24,0,315,3850,3535,30,153
PI,12432,LAGOINHA DO PIAUÍ,111,1590,11,1,257,10,2,0,8,42,3,7,0,350,2528,2178,26,110
PI,12440,MADEIRO,277,3469,26,0,392,29,11,1,7,134,9,29,0,1274,5968,4694,60,250
PI,12459,MORRO DO CHAPÉU DO PIAUÍ,241,2834,39,0,455,16,3,0,7,156,5,4,4,963,4993,4030,44,222
PI,12467,MASSAPÊ DO PIAUÍ,556,3069,35,0,120,7,9,1,14,52,4,15,1,724,5050,4326,77,366
PI,12475,MURICI DOS PORTELAS,188,3151,36,2,461,37,9,1,33,147,22,27,0,728,5191,4463,88,261
PI,12483,OLHO D ÁGUA DO PIAUÍ,152,1332,8,0,216,15,3,0,2,22,5,13,0,280,2167,1887,17,102
PI,12491,PEDRO LAURENTINO,214,1482,15,0,254,7,1,0,0,13,3,23,1,273,2436,2163,20,130
PI,12505,SÃO FRANCISCO DE ASSIS DO PIAUÍ,762,2206,21,2,235,20,21,0,1,68,24,14,1,444,4140,3696,43,278
PI,12513,SUSSUAPARA,338,3532,27,2,652,7,5,0,27,42,8,13,0,954,5940,4986,72,261
PI,12521,TANQUE DO PIAUÍ,249,1228,13,1,210,4,1,0,12,26,4,10,0,217,2212,1995,41,196
PI,12530,TAMBORIL DO PIAUÍ,118,1478,19,0,165,5,3,0,4,14,1,68,0,438,2470,2032,25,132
PI,12548,VILA NOVA DO PIAUÍ,394,1404,13,1,273,4,3,0,9,26,3,28,0,200,2557,2357,42,157
PI,12556,VERA MENDES,101,1942,21,0,188,7,2,0,1,31,0,36,0,390,3031,2641,88,224
PI,12564,WALL FERRAZ,237,2116,25,1,353,9,0,0,3,76,4,4,1,369,3400,3031,26,176
PI,12572,CAJUEIRO DA PRAIA,668,3308,38,4,668,20,9,0,18,99,5,41,0,977,6199,5222,101,243
PI,12580,CURRALINHOS,163,2732,19,0,360,20,6,1,20,38,3,14,0,442,4013,3571,30,165
PI,12599,PORTO ALEGRE DO PIAUÍ,217,935,14,0,171,11,1,0,7,57,2,4,3,317,1869,1552,14,116
PI,12602,RIBEIRA DO PIAUÍ,134,2203,25,0,144,9,1,0,4,32,6,17,0,364,3127,2763,22,166
PI,12610,SÃO GONÇALO DO GURGUÉIA,236,1048,19,2,241,6,5,0,6,29,1,5,0,331,2042,1711,28,85
PI,12629,SÃO LUIS DO PIAUÍ,197,1454,10,1,140,7,3,0,6,24,4,5,0,191,2133,1942,31,60
PI,12637,FLORESTA DO PIAUÍ,156,1371,31,2,97,4,2,0,6,48,1,49,1,529,2458,1929,23,138
PI,12653,SANTO ANTÔNIO DOS MILAGRES,74,1092,10,0,169,7,2,0,8,16,2,7,0,200,1684,1484,18,79
PI,12661,SÃO MIGUEL DA BAIXA GRANDE,177,1102,28,1,370,4,3,0,5,20,3,1,0,438,2304,1866,19,133
PI,12670,CARAÚBAS DO PIAUÍ,344,2277,27,2,314,20,2,0,12,573,9,5,1,693,4554,3861,37,238
PI,12688,CAXINGÓ,360,3025,32,2,447,16,2,2,10,109,2,3,1,589,4910,4321,58,252
PI,12696,COCAL DOS ALVES,493,2846,19,2,265,17,2,2,19,29,1,21,0,887,4898,4011,88,207
PI,12700,SÃO MIGUEL DO FIDALGO,123,1602,22,0,136,3,0,0,1,13,1,3,0,465,2478,2013,19,90
PI,12718,PAU D ARCO DO PIAUÍ,183,2810,48,2,420,19,11,0,9,59,6,31,1,641,4477,3836,36,201
PI,12726,NAZÁRIA,512,6090,91,0,1300,53,16,0,29,140,16,40,1,1506,10265,8759,106,365
PI,12734,AROEIRAS DO ITAIM,243,2086,12,1,336,2,5,0,11,15,12,10,0,339,3323,2984,51,200
PR,74004,GODOY MOREIRA,81,1066,26,0,595,10,170,0,8,100,4,3,0,369,2569,2200,24,113
PR,74012,ABATIÁ,374,1323,63,1,2244,13,202,3,61,172,11,10,1,863,5743,4880,139,263
PR,74020,IBEMA,163,1363,39,0,1537,19,204,0,74,122,9,38,3,1258,5056,3798,89,138
PR,74039,ADRIANÓPOLIS,146,2062,28,0,1103,18,43,0,68,203,8,20,2,1076,5079,4003,85,217
PR,74047,LINDOESTE,179,1868,32,2,1169,10,210,0,48,67,16,20,3,799,4594,3795,52,119
PR,74055,AGUDOS DO SUL,231,1250,66,0,3176,29,241,2,74,218,10,21,1,1071,6869,5798,191,288
PR,74063,OURO VERDE DO OESTE,167,965,40,0,1999,12,165,5,54,103,14,10,4,720,4553,3833,62,233
PR,74071,ALMIRANTE TAMANDARÉ,4246,10235,968,34,28655,570,2761,16,1268,1993,356,552,32,11181,68009,56828,2302,2840
PR,74080,SANTA TEREZA DO OESTE,397,1989,60,7,3548,24,311,4,64,209,15,42,1,1565,8673,7108,128,309
PR,74098,ALTO PARANÁ,464,2112,85,8,3840,45,253,1,112,308,16,52,1,2394,10354,7960,197,466
PR,74101,ANAHY,141,713,32,0,817,10,191,0,33,102,6,5,0,482,2641,2159,29,80
PR,74110,ALTO PIQUIRI,267,2213,65,0,2174,21,361,2,52,167,12,40,0,1282,7092,5810,121,315
PR,74128,ÂNGULO,64,408,24,0,1089,7,221,0,30,114,0,7,0,351,2476,2125,42,119
PR,74136,ALVORADA DO SUL,236,1666,35,1,2881,30,158,0,104,118,6,34,0,1019,6731,5712,128,315
PR,74144,BOA ESPERANÇA DO IGUAÇU,118,1102,9,0,462,9,59,0,37,55,4,6,0,385,2324,1939,28,50
PR,74152,AMAPORÃ,169,1191,23,0,1191,12,155,0,24,132,4,16,0,600,3807,3207,74,216
PR,74160,BOM SUCESSO DO SUL,86,698,13,1,1275,4,172,0,56,51,14,2,0,442,2921,2479,35,72
PR,74179,AMPÉRE,805,4900,94,1,3958,17,387,2,280,180,40,34,0,2535,13777,11242,156,388
PR,74187,BRASILÂNDIA DO SUL,63,966,31,0,889,10,111,0,22,68,3,0,0,388,2747,2359,41,155
PR,74195,ANDIRÁ,799,2911,200,3,6641,59,484,1,323,438,34,129,0,3209,16355,13146,306,818
PR,74209,CAFEZAL DO SUL,184,644,13,0,1423,10,515,0,23,81,5,15,0,555,3651,3096,66,117
PR,74217,ANTONINA,694,1873,159,12,6716,103,611,10,102,502,32,87,4,2903,14600,11697,308,484
PR,74225,CANDÓI,421,4471,64,1,2865,29,361,0,79,232,31,28,1,1910,11041,9131,200,348
PR,74233,ANTONIO OLINTO,319,1532,125,4,1914,26,331,2,85,387,27,15,1,969,6268,5299,251,280
PR,74241,CRUZEIRO DO IGUAÇU,182,1227,16,1,983,11,98,0,83,55,5,8,0,739,3564,2825,47,109
PR,74250,APUCARANA,4658,8448,784,24,45408,567,3721,17,1700,3050,274,388,15,16336,91252,74916,1885,3977
PR,74268,DIAMANTE DO SUL,74,1051,8,0,832,9,177,0,11,55,5,27,0,522,2882,2360,20,91
PR,74276,ARAPONGAS,3219,5147,566,6,43484,329,3810,12,1233,2255,145,313,8,11091,77050,65959,1672,3760
PR,74284,ENTRE RIOS DO OESTE,93,464,9,0,1902,7,102,1,49,41,6,6,1,557,3370,2813,31,101
PR,74292,ARAPOTI,563,2419,229,4,8884,78,716,1,194,949,38,57,2,3070,18381,15311,510,667
PR,74306,FAROL,136,681,31,0,885,15,173,2,47,80,2,8,1,429,2688,2259,59,139
PR,74314,ARARUNA,443,1855,67,1,4254,19,601,2,269,255,27,46,2,2180,10718,8538,221,476
PR,74322,FAZENDA RIO GRANDE,4047,10040,804,18,29736,550,2491,24,1199,1742,280,608,21,12967,70033,57066,2212,3294
PR,74330,MARILÂNDIA DO SUL,230,1176,40,1,3117,28,330,0,118,325,11,19,1,1182,7016,5834,137,301
PR,74349,FLOR DA SERRA DO SUL,269,1704,22,0,1260,9,182,0,35,76,9,19,1,443,4209,3766,73,107
PR,74357,ARAUCÁRIA,6662,15245,1175,42,37774,785,3997,26,2388,2196,515,854,19,14884,94403,79519,2878,4963
PR,74365,HONÓRIO SERPA,161,1822,57,0,1064,8,86,0,48,79,9,4,0,573,4028,3455,50,67
PR,74373,ASSAÍ,611,1312,133,3,5785,52,812,1,157,463,18,27,1,1994,12132,10138,276,487
PR,74381,IGUATU,77,623,15,1,673,7,65,0,19,56,4,14,0,373,2028,1655,22,79
PR,74390,ASTORGA,781,2043,117,3,10020,72,843,3,340,637,32,66,1,4567,20769,16202,373,871
PR,74403,IRACEMA DO OESTE,98,619,37,0,750,10,95,2,18,67,7,5,1,528,2376,1848,31,108
PR,74411,ATALAIA,253,659,26,0,1382,12,219,1,80,98,9,3,1,618,3537,2919,53,123
PR,74420,NOVO ITACOLOMI,236,341,14,0,943,13,451,0,19,55,1,3,0,323,2588,2265,47,142
PR,74438,BALSA NOVA,487,1757,128,4,5221,56,452,2,130,302,32,41,3,1757,11175,9418,296,507
PR,74446,ITAPERUÇU,1221,7599,202,5,4758,69,413,2,247,456,57,146,0,2639,18945,16306,487,644
PR,74454,BANDEIRANTES,1116,3001,348,7,12677,75,997,2,310,673,16,106,2,3907,24469,20562,482,750
PR,74462,IVATÉ,162,1473,35,0,1971,21,278,0,208,117,10,6,1,1008,5636,4628,61,285
PR,74470,BARBOSA FERRAZ,375,1779,99,6,2911,42,459,1,107,368,14,29,1,1759,8620,6861,218,452
PR,74489,LIDIANÓPOLIS,157,648,15,0,1159,13,301,0,25,90,5,9,4,878,3521,2643,48,169
PR,74497,BARRACÃO,449,2058,56,0,2661,28,184,1,71,170,17,34,1,1058,7050,5992,87,175
PR,74500,MARIPÁ,166,490,26,2,3111,14,204,2,42,70,7,21,0,713,5068,4355,56,144
PR,74519,BARRA DO JACARÉ,198,538,24,2,888,11,135,1,30,74,4,11,0,396,2508,2112,49,147
PR,74527,MATO RICO,106,1317,28,0,544,9,130,0,6,107,0,6,1,674,3084,2410,30,126
PR,74535,BELA VISTA DO PARAÍSO,712,2058,88,2,5071,34,340,4,178,460,26,100,2,2126,12114,9988,269,644
PR,74543,MAUÁ DA SERRA,195,1483,46,2,2705,26,706,0,53,278,21,22,3,949,6897,5948,129,279
PR,74551,BITURUNA,464,4352,95,4,3391,34,334,2,155,346,50,25,2,1480,11488,10008,274,480
PR,74560,MERCEDES,147,437,11,0,2786,6,203,0,94,61,4,6,0,637,4545,3908,37,116
PR,74578,BOA ESPERANÇA,112,519,16,0,1803,9,293,0,75,106,5,5,0,472,3651,3179,53,183
PR,74586,NOVA LARANJEIRAS,303,3135,51,1,1938,26,220,3,49,232,39,9,1,1162,7505,6343,91,245
PR,74594,BOCAIÚVA DO SUL,423,1573,127,0,3218,56,516,3,154,402,12,54,3,1870,9119,7249,265,443
PR,74608,NOVA SANTA BÁRBARA,317,814,64,1,1000,26,201,0,22,110,8,11,0,507,3315,2808,74,160
PR,74616,BOM SUCESSO,237,1175,36,1,1757,26,147,1,35,378,4,19,0,663,4903,4240,101,323
PR,74624,PATO BRAGADO,129,454,50,0,2413,9,221,0,83,48,11,4,2,665,4236,3571,36,111
PR,74632,BORRAZÓPOLIS,262,1293,44,2,2428,17,269,1,87,217,11,10,4,1477,6566,5089,109,335
PR,74640,PINHAL DE SÃO BENTO,119,1151,18,1,440,1,71,0,11,23,4,6,0,195,2106,1911,15,51
PR,74659,CAFEARA,60,816,12,0,549,5,77,0,55,42,3,8,0,275,2086,1811,21,163
PR,74667,PITANGUEIRAS,82,365,21,0,1173,9,146,0,44,103,4,11,0,440,2557,2117,51,108
PR,74675,CALIFÓRNIA,383,1036,42,2,3015,31,298,4,72,240,14,20,1,904,6563,5659,163,338
PR,74683,QUATRO PONTES,140,254,10,0,2290,7,129,0,67,47,5,3,0,504,3558,3054,29,73
PR,74691,CAMBARÁ,1114,2321,235,5,7874,85,443,3,217,651,37,72,1,3151,17819,14668,428,1182
PR,74705,RAMILÂNDIA,136,1051,15,0,963,3,190,0,12,93,7,22,0,872,3473,2601,29,80
PR,74713,CAMBÉ,4739,6010,745,25,32949,503,3619,6,1892,1898,259,465,12,10531,69262,58731,1807,3802
PR,74721,RANCHO ALEGRE D OESTE,70,655,15,0,865,6,141,0,25,66,4,3,0,562,2515,1953,26,77
PR,74730,CAMBIRA,312,931,53,1,2549,23,375,2,65,149,7,15,0,885,5741,4856,92,282
PR,74748,RIO BONITO DO IGUAÇU,436,5807,56,4,1708,14,275,2,46,196,19,31,0,1668,10639,8971,146,231
PR,74756,CAMPINA DA LAGOA,446,2271,104,2,4091,31,1076,2,147,473,23,31,2,2341,11805,9464,235,530
PR,74764,SANTA LÚCIA,115,791,39,0,1173,5,160,1,41,44,15,6,2,742,3298,2556,61,103
PR,74772,CAMPINA GRANDE DO SUL,1748,4792,313,10,13464,262,1031,11,588,835,124,187,11,5174,30780,25606,822,1408
PR,74780,CAMPO BONITO,122,1259,38,0,1008,10,203,0,25,49,8,12,1,621,3496,2875,46,94
PR,74799,CAMPO DO TENENTE,255,984,75,2,2450,23,395,0,54,315,20,19,0,747,5674,4927,144,191
PR,74802,SANTA MARIA DO OESTE,402,3156,50,1,1601,27,311,0,22,176,17,40,0,2463,8626,6163,87,273
PR,74810,CAMPO LARGO,4874,10238,962,23,40086,490,3533,32,2266,2486,326,400,14,13902,86298,72396,2749,3917
PR,74829,SANTA MÔNICA,88,884,36,1,774,5,89,1,10,54,1,10,1,406,2507,2101,26,121
PR,74837,CAMPO MOURÃO,4927,9353,616,10,28527,365,2672,10,1801,2101,179,274,9,10150,64263,54113,1041,2228
PR,74845,SÃO MANOEL DO PARANÁ,65,261,9,0,771,3,161,0,49,152,1,3,0,237,1837,1600,22,103
PR,74853,CÂNDIDO DE ABREU,515,3123,113,2,3521,25,698,2,56,500,31,29,0,1738,11210,9472,302,555
PR,74861,SÃO PEDRO DO IGUAÇU,120,1264,30,0,1993,14,218,2,55,108,23,20,1,857,5014,4157,87,222
PR,74870,CAPANEMA,782,4458,80,3,4991,22,359,1,305,208,26,31,0,3437,15362,11925,171,488
PR,74888,TUNAS DO PARANÁ,155,1342,38,0,1553,16,187,3,54,240,6,35,1,1003,4946,3943,100,213
PR,74896,CAPITÃO LEÔNIDAS MARQUES,702,2766,80,1,4140,36,242,2,219,133,22,26,4,3124,12049,8925,167,385
PR,74900,VENTANIA,257,2079,81,2,2112,43,455,1,25,280,11,15,1,915,6801,5886,186,338
PR,74918,CARLÓPOLIS,493,1606,73,2,5066,39,443,2,94,429,20,33,1,2078,11235,9157,252,604
PR,74926,ALTO PARAÍSO,99,676,18,0,1045,4,175,0,39,92,8,2,0,428,2732,2304,28,118
PR,74934,CASCAVEL,14221,31072,1748,58,102016,1189,8865,56,5667,4032,907,1207,159,36386,218749,182363,3908,7258
PR,74942,DOUTOR ULYSSES,116,1714,38,4,1218,19,86,0,18,181,4,8,1,740,4425,3685,110,168
PR,74950,CASTRO,2876,7848,910,5,22309,289,2364,6,600,2592,173,195,7,7670,51380,43710,1709,1827
PR,74969,VIRMOND,143,1133,22,0,971,6,262,0,16,106,7,8,0,449,3313,2864,66,124
PR,74977,CATANDUVAS,246,1529,98,1,2516,25,213,0,105,210,7,15,3,1877,7219,5342,147,227
PR,74985,LARANJAL,164,2063,28,0,781,8,207,0,23,129,6,0,1,696,4293,3597,58,129
PR,74993,CENTENÁRIO DO SUL,341,3024,76,1,2351,24,211,2,125,216,11,53,2,1470,8479,7009,141,431
PR,75000,ITAIPULÂNDIA,313,2201,56,1,3629,16,266,1,70,147,18,11,0,1811,8929,7118,109,280
PR,75019,CERRO AZUL,488,4619,157,2,3195,43,164,1,159,511,21,19,0,2048,12472,10424,474,571
PR,75027,NOVA ESPERANÇA DO SUDOESTE,233,1886,19,1,1190,5,227,1,54,83,12,3,0,562,4440,3878,58,106
PR,75035,CHOPINZINHO,722,4197,149,1,5862,36,680,2,330,332,45,40,0,2548,15875,13327,273,658
PR,75043,PINHAIS,6687,9337,898,35,40809,812,3048,23,2843,1858,394,574,20,13178,85536,72358,2035,2985
PR,75051,CIANORTE,2868,4931,385,9,28486,236,2451,12,1270,1471,144,180,3,9241,54862,45621,994,2181
PR,75060,SAUDADE DO IGUAÇU,231,1692,19,2,1360,11,135,1,45,72,9,14,0,702,4517,3815,62,162
PR,75078,CIDADE GAÚCHA,334,1787,71,1,3430,26,377,0,204,180,7,44,0,2236,9278,7042,126,455
PR,75086,ARIRANHA DO IVAÍ,69,827,19,0,506,10,205,0,19,65,6,3,0,242,2074,1832,16,87
PR,75094,CLEVELÂNDIA,634,3837,158,2,4220,35,231,0,128,249,25,22,2,2470,12677,10207,248,416
PR,75108,ARAPUÃ,158,965,26,1,843,5,352,0,21,74,4,3,0,626,3226,2600,24,124
PR,75116,MANGUEIRINHA,491,4514,71,1,4012,44,344,7,144,287,37,30,9,1945,12635,10690,231,468
PR,75124,BELA VISTA DA CAROBA,141,1295,21,1,702,11,102,0,14,60,6,6,0,331,2796,2465,36,70
PR,75132,COLOMBO,9452,18448,1637,51,64246,1216,6289,77,3320,3738,553,1128,43,21447,142391,120944,4542,6204
PR,75140,BOA VENTURA DE SÃO ROQUE,265,2151,37,0,985,16,186,0,13,111,16,4,0,888,4862,3974,60,130
PR,75159,COLORADO,967,3906,102,3,5783,61,1054,1,299,393,61,152,2,4487,18835,14348,342,1222
PR,75167,BOM JESUS DO SUL,196,1439,16,0,847,2,321,1,12,54,13,5,0,362,3371,3009,28,75
PR,75175,CONGONHINHAS,297,2191,73,1,1774,17,207,1,58,196,12,16,3,1199,6418,5219,101,272
PR,75183,CAMPINA DO SIMÃO,101,1503,18,0,714,10,162,0,13,84,5,3,0,572,3330,2758,42,103
PR,75191,CONSELHEIRO MAIRINCK,213,648,39,1,1036,17,84,1,28,83,5,7,1,416,2805,2389,53,173
PR,75205,CAMPO MAGRO,1145,3192,316,1,7678,112,722,2,359,601,63,124,16,2580,18291,15711,571,809
PR,75213,CONTENDA,470,2163,119,7,5300,44,570,0,193,485,39,73,1,1736,12145,10409,425,520
PR,75221,CARAMBEÍ,825,1648,211,7,7710,95,973,3,219,773,56,71,6,1837,15455,13618,392,629
PR,75230,CORBÉLIA,647,2188,136,1,6152,38,643,1,268,410,49,52,4,2648,13873,11225,209,427
PR,75248,CORONEL DOMINGOS SOARES,188,2122,41,1,1082,20,93,0,10,116,7,12,0,960,4867,3907,95,120
PR,75256,CORNÉLIO PROCÓPIO,2410,4046,359,10,16422,206,1635,4,718,977,92,212,5,4890,34183,29293,606,1591
PR,75264,CRUZMALTINA,110,577,9,0,1093,2,94,2,23,53,3,6,1,770,2905,2135,32,130
PR,75272,CORONEL VIVIDA,829,4979,207,4,6059,39,590,6,315,364,64,40,3,2449,16866,14417,354,564
PR,75280,CORUMBATAÍ DO SUL,166,924,35,1,928,8,222,1,48,120,2,13,0,585,3279,2694,52,174
PR,75299,CRUZEIRO DO OESTE,536,2667,109,5,7170,71,385,0,285,386,34,62,1,3856,16685,12829,317,801
PR,75302,ESPERANÇA NOVA,34,272,5,0,884,4,163,0,26,34,0,3,0,258,1774,1516,19,72
PR,75310,CRUZEIRO DO SUL,212,1379,27,1,1092,11,134,0,47,129,8,24,0,549,3844,3295,39,192
PR,75329,ESPIGÃO ALTO DO IGUAÇU,135,1023,46,1,1631,9,122,1,13,132,3,10,0,1077,4411,3334,59,149
PR,75337,CRUZ MACHADO,628,2906,101,3,4675,42,1217,4,99,701,38,11,5,1639,13091,11452,368,654
PR,75345,FERNANDES PINHEIRO,210,1616,50,1,1735,15,265,0,41,212,18,2,0,726,5168,4442,91,186
PR,75353,CURITIBA,124336,96916,11993,535,648996,11957,42634,322,64219,29554,5994,6766,338,226320,1339433,1113113,24279,44274
PR,75361,FOZ DO JORDÃO,207,1611,36,0,862,5,158,2,10,75,10,26,0,773,3946,3173,44,127
PR,75370,CURIÚVA,364,2197,85,3,3474,61,532,2,70,503,36,39,1,2094,10371,8277,307,603
PR,75388,GOIOXIM,250,2570,43,2,818,11,232,0,30,87,21,5,0,743,4989,4246,56,121
PR,75396,DIAMANTE DO NORTE,138,1019,35,1,1693,15,140,3,33,57,4,33,0,1117,4527,3410,68,171
PR,75400,DIAMANTE D OESTE,211,1308,22,1,874,17,190,1,24,70,3,22,10,911,3827,2916,55,108
PR,75418,DOIS VIZINHOS,1937,8062,130,6,10426,73,627,3,703,703,69,89,2,6014,30274,24260,559,871
PR,75426,GUAMIRANGA,342,1463,59,2,2265,21,370,1,20,382,12,21,8,786,6231,5445,249,230
PR,75434,DOUTOR CAMARGO,251,712,32,0,1993,12,238,0,95,198,10,31,1,986,4972,3986,95,318
PR,75442,IMBAÚ,240,2293,61,0,2805,30,239,0,28,310,12,36,0,1001,7686,6685,207,424
PR,75450,ENÉAS MARQUES,326,1845,32,0,1334,13,184,0,89,110,20,5,0,1072,5278,4206,85,163
PR,75469,MANFRINÓPOLIS,150,1295,16,1,518,0,52,0,27,45,6,3,0,593,2811,2218,35,70
PR,75477,ENGENHEIRO BELTRÃO,511,1713,53,4,4148,38,655,1,157,315,23,50,1,2695,10931,8236,188,379
PR,75485,MARQUINHO,117,1512,18,1,700,10,370,1,13,115,6,5,0,579,3595,3016,40,108
PR,75493,FAXINAL,402,1497,85,2,5776,43,427,1,174,408,16,37,2,2751,12192,9441,206,365
PR,75507,PEROBAL,158,757,39,3,2248,18,515,1,44,111,1,26,2,914,5164,4250,83,244
PR,75515,FÊNIX,163,963,19,0,1214,20,213,0,27,185,11,9,0,910,3975,3065,48,193
PR,75523,PONTAL DO PARANÁ,992,2380,138,6,7510,111,689,2,222,455,48,135,2,2994,16644,13650,324,636
PR,75531,FLORAÍ,189,866,48,0,1840,19,256,1,133,109,18,32,0,658,4410,3752,79,162
PR,75540,PORTO BARREIRO,129,1224,21,1,794,1,128,0,10,83,15,2,0,398,2904,2506,37,61
PR,75558,FLORESTA,319,898,35,0,2550,19,334,1,88,185,11,23,0,1061,5783,4722,55,204
PR,75566,PRADO FERREIRA,110,845,40,0,1028,10,142,0,33,81,4,31,0,512,3027,2515,42,149
PR,75574,FLORESTÓPOLIS,614,2825,67,1,3067,42,206,2,80,344,13,140,2,1110,8964,7854,115,336
PR,75582,QUARTO CENTENÁRIO,143,931,25,0,1425,9,164,0,53,111,4,7,1,813,3834,3021,52,96
PR,75590,FLÓRIDA,107,592,13,0,786,9,90,0,88,39,4,20,0,267,2133,1866,30,88
