STATE,CD_MUN,NM_MUN,VOTES_PDT_12,VOTES_INCUMBENT,VOTES_MDB_15,VOTES_PSTU_16,VOTES_CHALLENGER,VOTES_REDE_18,VOTES_PODE_19,VOTES_DC_27,VOTES_NOVO_30,VOTES_PSDB_45,VOTES_PSOL_50,VOTES_PATRI_51,VOTES_PPL_54,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
BA,38679,SANTANÓPOLIS,347,4594,14,0,601,17,10,0,6,87,22,72,1,2032,8384,6352,125,456
BA,38695,SANTA TEREZINHA,283,4410,16,3,721,12,12,2,11,111,11,70,4,2588,8845,6257,110,481
BA,38717,SANTO AMARO,2335,24530,212,11,3857,296,70,15,70,484,160,1160,9,9748,46515,36767,837,2721
BA,38733,SANTO ANTÔNIO DE JESUS,4406,26261,180,11,15463,310,165,22,419,719,249,1004,10,11778,67538,55760,1004,5537
BA,38750,SANTO ESTEVÃO,1639,20235,84,2,3454,165,49,3,56,549,142,421,2,5933,35725,29792,476,2515
BA,38776,SÃO DESIDÉRIO,857,11246,50,1,3687,48,35,3,39,307,20,109,0,3991,21455,17464,198,864
BA,38792,SÃO FÉLIX,364,5802,20,5,943,38,16,3,17,134,33,128,1,1952,10117,8165,126,535
BA,38806,SÃO DOMINGOS,1070,3217,24,2,939,18,15,3,29,89,10,20,1,1378,7303,5925,100,388
BA,38814,SÃO FELIPE,848,7808,35,1,2325,48,33,1,47,368,42,66,0,4130,17023,12893,264,1007
BA,38822,SÃO FÉLIX DO CORIBE,549,4597,21,4,2181,21,18,0,44,148,25,43,0,2299,10821,8522,145,726
BA,38830,SÃO FRANCISCO DO CONDE,1223,18418,98,6,2628,210,44,9,63,398,97,1581,1,4313,31154,26841,414,1651
BA,38857,SÃO GONÇALO DOS CAMPOS,1187,15164,106,7,3434,194,35,4,58,439,108,463,5,4335,27905,23570,466,1900
BA,38865,SÃO JOSÉ DO JACUÍPE,572,3765,8,3,721,12,14,2,8,86,11,22,12,2067,7909,5842,120,486
BA,38873,SÃO MIGUEL DAS MATAS,465,4531,11,2,1176,18,12,0,22,88,12,39,1,1651,8588,6937,88,472
BA,38890,SÃO SEBASTIÃO DO PASSÉ,1532,19559,82,18,2737,183,51,5,69,289,70,663,5,6108,33753,27645,506,1876
BA,38911,SAPEAÇU,544,7537,41,3,1753,54,18,1,21,364,19,103,4,2167,13895,11728,249,1017
BA,38938,SÁTIRO DIAS,845,6181,34,1,1065,31,19,2,16,181,14,72,1,4134,13559,9425,199,764
BA,38946,SAUBARA,299,5858,28,1,1481,69,13,2,7,140,26,255,1,2638,11512,8874,203,491
BA,38954,SAÚDE,426,3918,24,3,837,48,11,1,9,195,24,38,1,2522,8786,6264,141,588
BA,38970,SEABRA,1696,19149,48,10,2429,72,27,4,44,290,72,118,3,4368,30313,25945,324,1659
BA,38997,SEBASTIÃO LARANJEIRAS,209,3420,8,2,892,10,7,0,25,87,6,20,2,1802,7001,5199,77,434
BA,39012,SENHOR DO BONFIM,3410,19360,130,11,9577,264,107,6,146,1387,246,234,10,8926,48363,39437,1042,3507
BA,39039,SENTO SÉ,1205,13738,39,2,3271,75,33,2,23,840,34,216,0,7596,28370,20774,314,982
BA,39047,SERRA DO RAMALHO,726,11928,44,0,2241,36,21,3,18,280,12,148,2,6759,23307,16548,208,881
BA,39055,SERRA DOURADA,375,6036,38,3,2737,38,12,5,9,297,21,23,1,4480,15048,10568,211,762
BA,39071,SERRA PRETA,544,9514,23,4,1349,43,54,1,15,176,21,99,2,3986,16943,12957,186,926
BA,39098,SERRINHA,3566,27950,147,6,8185,277,98,21,217,911,137,461,2,7950,55761,47811,815,5018
BA,39110,SERROLÂNDIA,496,4550,18,1,1347,31,9,1,5,178,24,80,2,1735,9500,7765,147,876
BA,39136,SIMÕES FILHO,4153,33377,413,11,13765,644,112,48,224,1045,229,2923,7,14093,78294,64201,1858,5392
BA,39144,SÍTIO DO MATO,235,4890,15,3,1083,24,7,0,3,103,7,101,1,2650,9504,6854,96,286
BA,39152,SOUTO SOARES,758,8058,19,1,562,25,22,7,8,150,44,36,0,2893,12995,10102,83,329
BA,39179,TABOCAS DO BREJO VELHO,316,5364,17,2,848,12,5,0,11,85,21,19,2,3014,10261,7247,127,418
BA,39195,TANHAÇU,1688,7828,21,1,2153,22,13,0,45,409,27,69,2,3368,16814,13446,158,1010
BA,39217,TANQUINHO,355,3950,15,2,873,21,13,0,6,119,27,64,1,1297,7153,5856,60,350
BA,39233,TAPEROÁ,562,6107,21,1,1389,63,2,0,13,299,17,139,3,2978,12659,9681,173,892
BA,39250,TAPIRAMUTÁ,376,4986,20,2,1001,13,15,1,14,90,12,45,0,3758,11254,7496,109,812
BA,39276,TEODORO SAMPAIO,250,3749,13,1,335,27,7,0,9,47,5,130,0,1441,6436,4995,86,336
BA,39292,TEOFILÂNDIA,1253,8641,22,2,961,26,18,1,19,146,16,107,5,4878,17146,12268,159,892
BA,39314,TEOLÂNDIA,468,5050,27,0,1296,30,5,1,24,245,9,48,1,2504,10552,8048,142,702
BA,39330,TERRA NOVA,414,5118,32,2,715,56,16,1,8,136,25,293,1,2013,9864,7851,151,883
BA,39357,TREMEDAL,635,6845,38,2,1301,50,57,3,32,248,19,45,2,5807,16078,10271,166,828
BA,39373,TUCANO,2742,19027,73,12,3461,82,38,5,50,261,87,224,6,7202,36129,28927,555,2304
BA,39390,UAUÁ,1303,11023,25,4,1322,54,14,3,31,173,47,116,0,5708,21072,15364,261,988
BA,39411,UBAÍRA,638,6866,40,1,2433,38,21,0,36,244,29,214,1,4480,16297,11817,182,1074
BA,39438,UBAITABA,780,5435,26,4,2638,70,12,4,21,163,30,269,4,3499,13877,10378,133,789
BA,39454,UBATÃ,645,4882,26,3,2361,53,11,2,21,149,22,146,1,2040,11235,9195,152,721
BA,39470,UIBAÍ,1291,5480,11,4,1327,25,12,1,10,75,46,29,0,2643,11532,8889,134,444
BA,39489,UMBURANAS,293,5126,13,5,1387,31,10,1,5,509,23,86,2,1513,9743,8230,129,610
BA,39497,UNA,445,5994,65,4,2730,74,14,5,28,454,25,268,2,3800,15163,11363,207,1048
BA,39519,URANDI,453,6615,15,1,1217,8,12,4,38,146,14,40,1,3408,12714,9306,156,586
BA,39535,URUÇUCA,735,5956,64,5,3301,71,34,5,33,623,43,298,2,4851,17263,12412,189,1053
BA,39551,UTINGA,551,6333,16,5,1359,23,10,0,35,122,23,103,2,3762,13081,9319,130,607
BA,39578,VALENÇA,3599,24829,201,12,11750,461,80,16,176,888,162,1116,5,9977,60682,50705,1427,5983
BA,39594,VALENTE,1785,7651,31,4,3791,44,45,0,75,592,29,120,1,3577,19277,15700,242,1290
BA,39616,VÁRZEA DO POÇO,499,2656,10,0,903,32,19,2,13,88,10,26,2,1750,6549,4799,101,438
BA,39624,VARZEDO,341,3947,13,2,1394,27,19,2,10,134,21,66,2,1409,7902,6493,72,443
BA,39632,VERA CRUZ,1075,16022,105,4,4372,254,55,4,51,305,86,701,4,3978,29257,25279,537,1704
BA,39640,VEREDA,193,2452,15,1,1088,12,12,2,31,80,4,31,4,1852,6228,4376,60,391
BA,39659,VITÓRIA DA CONQUISTA,21696,72590,1200,45,58938,1686,494,67,1630,8147,1126,1909,30,32062,221907,189845,4210,16077
BA,39675,WAGNER,294,3218,1,1,857,12,14,0,13,71,12,46,0,2245,7192,4947,55,353
BA,39691,WENCESLAU GUIMARÃES,685,7499,37,2,1970,61,10,1,23,390,18,143,3,3712,15572,11860,188,830
BA,39713,XIQUE-XIQUE,1695,16601,84,6,3674,110,31,1,65,605,62,82,1,9641,34730,25089,359,1713
BA,39730,LAPÃO,1600,10988,39,5,2293,41,44,1,22,178,23,154,0,4932,21302,16370,180,802
BA,39748,MADRE DE DEUS,1094,8045,33,5,1867,114,16,4,29,116,60,439,1,1767,14489,12722,150,749
BA,39756,MAETINGA,320,2470,12,1,660,18,17,1,6,248,7,6,1,2550,6789,4239,62,410
BA,39772,MANSIDÃO,251,4715,26,1,610,25,4,3,8,133,6,40,1,3475,9695,6220,93,304
BA,39799,NORDESTINA,304,5050,19,0,767,15,20,2,13,76,7,58,1,3370,10373,7003,114,557
BA,39810,PÉ DE SERRA,1118,4452,51,2,1885,41,8,6,22,246,16,65,0,2495,11241,8746,150,684
BA,39837,PINTADAS,437,3155,19,2,1434,16,13,0,32,512,8,41,1,1596,7919,6323,102,551
BA,39845,QUIXABEIRA,405,3272,14,0,1301,33,19,2,19,250,9,26,1,2129,8097,5968,133,484
BA,39853,RAFAEL JAMBEIRO,550,7605,39,3,2066,36,76,3,23,459,20,126,6,5246,17631,12385,206,1167
BA,39870,SANTA LUZIA,245,3233,16,3,1233,39,9,1,12,181,14,74,3,3505,9099,5594,78,453
BA,39896,SÃO GABRIEL,806,9725,16,2,816,34,32,3,16,104,24,48,1,2109,14526,12417,163,627
BA,39900,SÍTIO DO QUINTO,794,4607,12,3,697,7,8,2,35,78,13,20,0,2805,9639,6834,66,492
BA,39918,TANQUE NOVO,1169,6725,22,5,941,15,16,9,17,93,26,8,2,3059,12917,9858,207,603
BA,39926,SÃO JOSÉ DA VITÓRIA,187,1955,12,2,767,21,4,2,1,86,9,53,0,1113,4510,3397,46,252
BA,39934,TEIXEIRA DE FREITAS,4536,27619,339,7,32069,555,195,33,630,1527,200,862,116,29708,105009,75301,1535,5078
BA,39942,NOVO HORIZONTE,548,4779,10,0,932,14,8,0,27,107,10,105,0,1006,8113,7107,103,464
BA,39950,VÁRZEA NOVA,444,4513,16,2,784,34,10,1,37,147,9,62,1,2456,9240,6784,155,569
BA,39969,NOVA IBIÁ,202,1962,9,1,1005,23,2,3,6,114,3,29,1,1551,5290,3739,70,309
BA,39977,VÁRZEA DA ROÇA,471,5216,12,1,1064,23,9,4,70,102,13,38,2,2954,10826,7872,184,663
BA,39985,SOBRADINHO,1418,8696,35,3,2489,77,25,0,30,155,39,225,0,3426,17588,14162,176,794
BA,39993,WANDERLEY,223,5163,27,1,1729,32,8,2,19,130,10,15,0,2393,10194,7801,89,353
CE,13005,JIJOCA DE JERICOACOARA,4758,3731,44,0,1949,28,9,1,63,68,18,120,1,1880,13405,11525,198,537
CE,13013,ABAIARA,1178,3288,41,1,484,6,1,0,3,29,2,15,1,1250,6709,5459,141,269
CE,13021,MADALENA,4097,4855,46,3,989,15,14,11,25,66,19,87,0,2026,12708,10682,137,318
CE,13030,ACARAÚ,12521,11919,210,4,4540,76,33,12,81,299,55,290,5,7541,39791,32250,727,1478
CE,13048,PIRES FERREIRA,4067,1132,31,0,481,7,3,0,2,25,8,16,0,1954,7900,5946,58,116
CE,13056,ACOPIARA,9816,14302,208,4,2153,44,24,9,33,242,45,81,1,8902,38084,29182,766,1454
CE,13064,GRAÇA,4945,2659,75,4,545,11,8,1,4,38,9,16,0,4337,13302,8965,210,440
CE,13072,AIUABA,2886,4228,52,1,395,9,3,0,5,36,12,17,0,3185,11365,8180,95,441
CE,13080,TURURU,3282,5295,66,3,1615,17,9,1,4,86,11,113,0,1476,12834,11358,241,615
CE,13099,ALCÂNTARAS,4340,1669,48,0,475,10,7,1,7,27,16,35,0,1863,8936,7073,175,263
CE,13102,QUITERIANÓPOLIS,5131,4770,106,2,1014,31,15,1,10,90,3,31,0,4542,16636,12094,268,622
CE,13110,ALTANEIRA,1468,2584,34,1,267,4,7,0,6,25,8,9,0,803,5467,4664,56,195
CE,13129,BARREIRA,3634,5828,102,4,3082,45,21,2,19,231,27,169,2,1754,16117,14363,374,823
CE,13137,ALTO SANTO,4150,3450,42,1,893,4,8,3,15,49,7,75,0,3151,12324,9173,149,327
CE,13145,ACARAPE,2327,3672,62,2,2346,47,15,0,24,169,22,79,6,1208,10713,9505,271,463
CE,13153,ANTONINA DO NORTE,1663,2215,36,0,353,6,2,0,6,55,8,18,1,2286,6934,4648,75,210
CE,13161,CHOROZINHO,6063,4391,110,0,2214,38,17,0,10,83,10,141,0,1890,15877,13987,313,597
CE,13170,APUIARÉS,3373,4471,44,1,1136,16,15,1,14,66,19,61,1,1513,11252,9739,143,378
CE,13188,HORIZONTE,15111,13044,167,9,10990,148,61,14,132,561,74,748,2,7490,52577,45087,1110,2916
CE,13196,AQUIRAZ,16088,14668,303,16,10149,167,137,6,135,583,87,684,5,8048,54863,46815,1263,2524
CE,13200,ERERÊ,2518,827,27,0,315,7,6,0,3,21,1,8,0,1499,5410,3911,49,129
CE,13218,ARACATI,16026,14318,180,10,9308,152,43,7,114,349,56,497,3,6412,50636,44224,1245,1916
CE,13226,EUSÉBIO,11756,8895,194,9,10284,158,64,9,231,400,95,833,3,6631,41863,35232,747,1554
CE,13234,ARACOIABA,6965,8759,85,2,2707,33,15,3,24,236,31,168,4,2676,22614,19938,326,580
CE,13242,GUAIÚBA,4425,7501,71,5,2269,29,16,0,24,203,22,271,2,2165,17899,15734,260,636
CE,13250,ARARIPE,5341,5426,60,2,621,12,6,1,9,69,25,29,1,5292,17708,12416,202,612
CE,13269,POTIRETAMA,1381,2290,14,1,392,10,2,0,6,14,2,27,0,1107,5390,4283,36,108
CE,13277,ARATUBA,4002,2955,40,2,1052,10,15,2,11,47,10,82,0,1620,10402,8782,203,351
CE,13285,PINDORETAMA,4523,5682,81,2,2541,102,12,1,18,113,27,109,0,2380,16608,14228,247,770
CE,13293,ARNEIROZ,2109,2004,34,1,511,8,5,0,6,22,7,15,2,1835,6870,5035,76,235
CE,13307,OCARA,7104,7266,81,4,2895,48,28,2,43,144,69,184,0,2886,21859,18973,371,734
CE,13315,ASSARÉ,6792,4709,71,5,953,20,7,2,9,99,19,40,1,5533,19154,13621,276,618
CE,13323,TEJUÇUOCA,4491,5493,91,2,1240,22,3,2,7,95,8,85,0,1749,13846,12097,170,388
CE,13331,AURORA,6068,6698,91,6,1388,33,23,4,21,126,27,120,49,3384,19080,15696,347,695
CE,13340,IPAPORANGA,1411,3781,87,1,954,7,7,1,2,55,13,38,1,2158,8993,6835,127,350
CE,13358,BAIXIO,1449,2258,21,0,307,4,1,2,3,20,2,14,0,1209,5438,4229,48,100
CE,13366,TARRAFAS,2414,2346,53,2,379,8,5,0,1,50,12,26,0,1929,7613,5684,127,261
CE,13374,BARBALHA,11732,13438,249,12,6412,111,43,8,98,1373,115,160,3,7113,43228,36115,774,1587
CE,13382,BANABUIÚ,4089,5558,38,6,1178,17,15,1,13,66,13,47,1,2300,13867,11567,145,380
CE,13390,BARRO,3909,6307,66,4,1069,27,7,1,44,128,33,30,1,3187,15560,12373,231,516
CE,13404,BARROQUINHA,4574,3881,110,3,893,16,5,1,6,58,6,55,1,1922,12149,10227,269,349
CE,13412,BATURITÉ,6614,9496,91,0,2963,57,19,4,30,169,50,137,5,4035,25042,21007,504,868
CE,13420,ARARENDÁ,1539,3527,54,0,734,13,4,4,3,63,5,30,0,2622,8954,6332,125,231
CE,13439,BEBERIBE,13472,10583,149,8,5506,90,40,9,61,491,65,554,1,8775,42450,33675,785,1861
CE,13447,CATUNDA,3351,2290,32,3,503,3,4,1,5,27,2,30,0,1101,7583,6482,86,145
CE,13455,BELA CRUZ,6503,5301,76,3,2083,30,7,5,26,221,35,64,0,3693,19345,15652,395,903
CE,13463,CHORÓ,1615,5471,45,1,764,9,4,3,2,68,9,48,1,1835,10388,8553,146,367
CE,13471,BOA VIAGEM,11220,15427,179,7,2027,33,18,5,33,170,28,121,19,6133,37466,31333,611,1435
CE,13480,ITAITINGA,7143,7870,146,4,5132,95,35,3,47,218,35,435,1,3567,26497,22930,509,1257
CE,13498,BREJO SANTO,11481,9836,153,3,3776,50,18,7,64,231,47,96,1,5687,32897,27210,418,1029
CE,13501,FORTIM,3393,4055,82,3,2258,29,4,1,30,74,14,153,1,1719,12537,10818,172,549
CE,13510,CAMOCIM,15699,10865,210,2,6694,125,26,6,91,369,69,195,4,7371,43879,36508,852,1301
CE,13536,CAMPOS SALES,6006,6187,170,3,1245,35,10,4,24,153,24,37,1,6368,21059,14691,213,579
CE,13552,CANINDÉ,14963,20943,173,11,5181,54,27,5,69,254,84,261,3,8983,53581,44598,806,1764
CE,13579,CAPISTRANO,4304,5675,52,5,1382,22,7,1,17,93,17,46,2,2460,14805,12345,295,427
CE,13595,CARIDADE,5030,5802,65,2,1295,13,10,1,14,55,16,73,2,2099,15182,13083,198,507
CE,13617,CARIRÉ,4742,2535,84,8,1925,29,11,4,7,628,17,44,1,2623,13781,11158,401,722
CE,13633,CARIRIAÇU,8938,5427,82,6,1867,28,20,1,23,313,46,46,4,4128,21865,17737,225,711
CE,13650,CARIÚS,3351,6223,96,2,1183,26,13,1,19,95,14,111,1,2143,14095,11952,274,543
CE,13676,CARNAUBAL,4339,3104,120,0,1322,17,15,1,16,70,9,18,0,2338,12125,9787,166,590
CE,13692,CASCAVEL,16705,12325,182,11,8767,132,61,8,91,477,70,413,13,7985,51800,43815,1221,3339
CE,13714,CATARINA,1788,3274,98,2,558,8,3,1,5,24,2,11,0,2882,8946,6064,81,209
CE,13730,CAUCAIA,54932,55890,977,64,50363,807,330,45,637,2438,566,3735,35,22042,209153,187111,4345,11947
CE,13757,CEDRO,6461,6121,108,1,1631,34,20,1,25,122,29,77,0,3271,18982,15711,285,796
CE,13773,CHAVAL,3234,3447,51,1,837,19,6,3,9,57,6,56,0,1664,9870,8206,164,316
CE,13811,COREAÚ,6640,5302,81,1,1757,14,22,2,19,165,23,66,2,2972,17967,14995,304,597
CE,13838,CRATEÚS,13731,19491,247,18,6614,56,30,5,65,419,141,239,5,10496,54631,44135,947,2127
CE,13854,CRATO,27945,30772,294,11,7987,137,69,20,185,497,292,412,9,10283,83052,72769,1178,2961
CE,13870,FARIAS BRITO,4542,6008,91,6,974,30,11,5,13,114,32,44,2,1993,14798,12805,347,586
CE,13897,FORTALEZA,546488,263009,6766,589,468228,9187,3902,515,15402,15456,7746,24167,333,310066,1776226,1466160,30703,73669
CE,13919,FRECHEIRINHA,4317,3061,80,2,1451,15,5,0,7,56,4,67,0,1764,11363,9599,191,343
CE,13935,GENERAL SAMPAIO,2882,1972,41,2,555,11,4,0,7,43,8,54,0,962,6832,5870,65,226
CE,13951,GRANJA,12464,14639,231,6,2508,42,21,3,53,307,28,98,6,5684,38854,33170,1026,1738
CE,13978,GRANJEIRO,1864,1702,18,0,271,3,4,1,4,29,7,15,1,1058,5151,4093,57,117
CE,13994,GROAÍRAS,2715,1919,43,4,1270,16,5,3,13,53,12,33,1,1284,8171,6887,320,480
CE,14010,GUARACIABA DO NORTE,11164,7295,214,14,3269,35,29,11,46,126,14,128,4,5565,29498,23933,477,1107
CE,14036,GUARAMIRANGA,1983,1746,25,0,496,5,5,0,9,32,4,34,0,643,5165,4522,58,125
CE,14052,HIDROLÂNDIA,6903,2746,57,2,1461,13,4,1,10,40,4,111,0,2070,13948,11878,143,383
CE,14060,IBARETAMA,3201,4579,36,0,922,11,4,3,6,76,8,71,5,1307,10859,9552,231,399
CE,14079,IBIAPINA,6381,3866,72,1,1609,24,16,1,20,124,30,50,1,3775,16980,13205,266,744
CE,14095,ICÓ,12696,17464,224,10,4616,67,44,6,80,405,41,140,4,8136,46329,38193,731,1665
CE,14117,IGUATU,22512,19693,344,34,7041,96,58,19,163,469,124,199,5,9103,63512,54409,1219,2433
CE,14133,INDEPENDÊNCIA,5621,7038,61,4,1823,31,6,4,24,129,46,35,4,6004,21756,15752,340,586
CE,14150,IPAUMIRIM,3131,2820,43,1,589,12,8,1,6,33,9,49,2,2299,9445,7146,130,312
CE,14176,IPU,11718,7423,114,7,2788,34,10,4,43,124,23,61,0,9901,33673,23772,472,951
CE,14192,IPUEIRAS,9338,7066,190,10,2701,46,42,3,25,288,43,88,5,11756,33060,21304,417,1042
CE,14214,IRACEMA,2970,4160,35,2,998,5,9,0,13,33,13,15,0,3064,11770,8706,112,341
CE,14230,IRAUÇUBA,7666,4216,55,1,1327,10,13,4,6,61,13,57,2,2124,16132,14008,158,419
CE,14257,ITAIÇABA,2477,1832,16,2,826,12,11,1,3,24,7,100,0,870,6441,5571,90,170
CE,14273,ITAPAJÉ,12960,9300,138,2,6215,53,19,4,32,190,24,255,1,4673,35564,30891,566,1132
CE,14290,ITAPIPOCA,29982,28920,190,16,9200,60,39,11,116,658,133,469,5,10663,83586,72923,933,2191
CE,14311,ITAPIÚNA,3933,6061,67,5,1331,21,9,2,10,94,32,80,2,2373,14666,12293,218,428
CE,14338,ITATIRA,5492,6128,126,3,1259,16,20,6,22,79,6,58,5,2896,16765,13869,176,473
CE,14354,JAGUARETAMA,3756,5833,65,4,993,15,9,0,15,95,15,26,0,4004,15501,11497,203,468
CE,14370,JAGUARIBARA,2782,2315,26,0,633,11,5,1,10,65,4,38,0,1628,7918,6290,95,305
CE,14397,JAGUARIBE,10679,7016,91,8,2640,30,26,1,51,154,23,81,3,5047,27311,22264,416,1045
CE,14419,JAGUARUANA,8698,7147,58,8,3446,35,17,6,48,155,45,170,2,4025,26226,22201,1040,1326
CE,14435,JARDIM,4636,7891,127,2,1288,45,23,2,21,248,38,53,2,4576,20036,15460,306,778
CE,14451,JATI,1798,2493,43,4,433,9,2,0,8,35,4,23,1,1166,6429,5263,91,319
CE,14478,JUAZEIRO DO NORTE,58275,44067,721,56,24955,544,244,41,487,1460,609,903,32,27219,169150,141931,2880,6657
CE,14494,JUCÁS,5936,5275,146,1,1739,21,27,42,34,168,27,76,0,3893,18405,14512,394,626
CE,14516,LAVRAS DA MANGABEIRA,6311,8058,164,4,1645,41,21,1,39,127,10,57,5,4240,21836,17596,314,799
CE,14532,LIMOEIRO DO NORTE,15260,11607,118,11,5617,63,47,6,103,166,90,262,0,6233,42345,36112,746,2016
CE,14559,MARANGUAPE,19913,23013,286,8,14142,202,87,7,208,616,114,1069,10,8900,73263,64363,1385,3303
CE,14575,MARCO,5452,5818,93,2,4374,11,6,9,44,174,12,67,0,3212,20571,17359,423,874
CE,14591,MARTINÓPOLE,4239,2466,44,1,618,13,4,1,7,48,5,56,1,903,8766,7863,124,236
CE,14613,MASSAPÊ,10646,5182,119,2,3197,60,38,4,32,1403,48,129,5,6506,29643,23137,877,1395
CE,14630,MAURITI,8007,13030,192,9,2908,26,70,1,33,436,36,70,2,5480,31983,26503,468,1215
CE,14656,MERUOCA,5165,2303,27,1,992,32,12,0,11,65,12,38,1,1360,10735,9375,317,399
CE,14672,MILAGRES,6405,7553,251,5,1274,27,15,5,15,126,31,70,0,3928,20902,16974,517,680
CE,14680,MIRAÍMA,4362,3356,46,1,597,10,2,2,6,59,17,31,1,1736,10521,8785,70,225
CE,14699,MISSÃO VELHA,6060,11074,191,10,2105,35,17,4,27,153,29,100,2,5473,26737,21264,427,1030
CE,14710,MOMBAÇA,7081,11700,173,7,2535,35,21,1,44,202,29,78,1,6154,30073,23919,569,1443
CE,14737,MONSENHOR TABOSA,3575,5439,45,0,1157,16,5,2,9,54,26,29,0,4463,15404,10941,174,410
CE,14753,MORADA NOVA,21414,11767,214,12,6170,62,35,5,72,270,66,255,4,7262,50692,43430,921,2163
CE,14770,MORAÚJO,2405,2293,30,1,683,13,17,0,14,60,5,17,2,999,6911,5912,127,245
CE,14796,MORRINHOS,2570,5175,64,3,4214,33,16,7,16,224,23,85,1,3445,16634,13189,260,498
CE,14818,MUCAMBO,4387,2726,118,3,945,20,5,0,20,47,16,32,2,4349,13336,8987,228,438
CE,14834,MULUNGU,2724,2490,24,0,867,7,7,1,2,52,4,45,0,1335,7920,6585,113,249
CE,14850,NOVA OLINDA,3177,4525,53,3,1023,6,10,1,4,81,61,52,3,1838,11475,9637,200,438
CE,14877,NOVA RUSSAS,7273,5496,128,5,2941,28,28,3,19,140,24,139,0,6851,24139,17288,359,705
CE,14893,NOVO ORIENTE,4973,8739,130,7,1342,16,11,1,15,115,17,54,3,6186,22610,16424,345,656
CE,14915,ORÓS,5133,5683,91,2,1492,30,9,0,5,67,22,77,1,5264,18740,13476,218,646
CE,14931,PACAJUS,15864,10590,243,8,9356,125,75,3,98,317,76,572,7,5475,46345,40870,1031,2505
CE,14958,PACATUBA,11353,11907,256,7,9969,145,72,15,84,376,82,767,1,4495,42392,37897,812,2051
CE,14974,PACOTI,3677,2847,46,3,778,15,2,0,12,164,11,53,3,1565,9765,8200,161,428
CE,14990,PACUJÁ,2525,1324,23,1,277,3,2,0,9,21,4,16,0,1454,5985,4531,91,235
CE,15016,PALHANO,2740,2404,27,1,1243,17,5,8,11,87,4,46,1,1074,8056,6982,113,275
CE,15032,PALMÁCIA,2622,2880,44,4,968,12,4,2,16,59,15,39,0,1391,8552,7161,112,384
CE,15059,PARACURU,7905,9030,115,10,4640,157,36,4,61,308,58,272,4,3864,28405,24541,512,1429
CE,15075,PARAMBU,6860,6620,154,8,3449,15,17,4,37,197,19,70,0,8997,28002,19005,516,1039
CE,15091,PARAMOTI,3112,3060,26,2,1011,19,14,1,11,87,16,29,1,1280,9089,7809,118,302
CE,15113,PEDRA BRANCA,10560,10715,129,4,1767,17,6,1,23,99,46,90,1,6298,31475,25177,464,1255
CE,15130,PENAFORTE,2118,2892,37,1,636,6,0,0,27,60,10,121,0,1089,7367,6278,127,243
CE,15156,PENTECOSTE,8271,11685,158,10,4034,54,47,2,46,190,41,212,6,3719,30041,26322,379,1187
CE,15172,PEREIRO,6228,2243,78,3,781,14,30,0,18,145,27,37,2,4302,14606,10304,219,479
CE,15199,PIQUET CARNEIRO,4482,2586,58,1,609,8,1,1,5,42,9,24,1,2571,11016,8445,221,397
CE,15210,PORANGA,2042,3601,61,3,611,14,4,1,15,76,26,39,0,3104,10080,6976,90,393
CE,15237,PORTEIRAS,3566,5224,100,0,749,18,7,0,7,38,9,27,0,2629,12808,10179,111,323
CE,15253,POTENGI,2023,2731,59,2,294,3,3,0,5,47,37,17,0,1847,7449,5602,137,244
CE,15270,QUIXADÁ,14866,16016,187,5,10054,91,46,7,161,1107,89,255,10,7493,54225,46732,1258,2580
CE,15296,QUIXERAMOBIM,20311,14790,123,12,5096,70,26,2,66,191,66,273,6,13254,56459,43205,581,1592
CE,15318,QUIXERÉ,6414,3696,75,7,2040,38,19,4,25,77,36,164,0,2596,16429,13833,300,938
CE,15334,REDENÇÃO,5550,7896,130,6,2892,67,38,4,28,278,35,228,2,2893,21874,18981,588,1239
CE,15350,RERIUTABA,6335,3137,43,4,959,11,14,0,13,72,17,40,0,4989,16377,11388,270,473
CE,15377,RUSSAS,19249,13338,138,11,8810,223,66,5,139,362,43,420,2,7331,53353,46022,834,2382
CE,15393,SABOEIRO,2773,4638,63,1,906,12,3,1,6,84,23,41,2,4094,13423,9329,218,558
CE,15415,SANTANA DO ACARAÚ,6637,9487,111,7,2113,104,16,5,24,171,32,101,1,5143,25154,20011,450,752
CE,15431,SANTANA DO CARIRI,3258,5710,70,3,584,10,14,2,8,81,47,33,3,2075,12411,10336,130,383
CE,15440,SALITRE,2369,6154,56,3,712,10,3,0,6,72,6,13,1,3225,13119,9894,141,348
CE,15458,SANTA QUITÉRIA,14133,7507,127,5,2327,55,21,2,30,155,41,83,1,4839,30558,25719,466,766
CE,15474,SÃO BENEDITO,13888,7019,190,10,3567,43,16,11,34,177,33,75,2,5742,33219,27477,841,1571
CE,15490,SÃO GONÇALO DO AMARANTE,11921,10491,191,11,8097,104,49,7,85,669,100,594,5,5329,40186,34857,635,1898
CE,15512,SÃO JOÃO DO JAGUARIBE,2168,1995,9,3,519,6,1,0,8,22,15,68,0,1752,6934,5182,112,256
CE,15539,SÃO LUÍS DO CURU,3415,3514,42,1,1327,26,10,2,18,69,14,97,2,1489,10666,9177,183,457
CE,15555,SENADOR POMPEU,5681,6545,57,2,1995,24,16,3,17,151,83,59,1,5759,21462,15703,329,740
