CD_MUNICIPIO,NM_MUNICIPIO,"('QT_VOTOS', 13)","('QT_VOTOS', 16)","('QT_VOTOS', 23)","('QT_VOTOS', 29)","('QT_VOTOS', 40)","('QT_VOTOS', 45)","('QT_VOTOS', 95)","('QT_VOTOS', 96)","('QT_VOTOS', 97)",QTD_ABSTENCOES,QTD_APTOS_TOT,QTD_COMPARECIMENTO,QTD_VOTOS_BRANCOS,QTD_VOTOS_NULOS
62090.0,BARRETOS,23833,240,5507,11,5752,19758,1687,2666,0,12006,71460,59454,1687,2666
62103.0,CANAS,762,8,149,1,254,713,70,105,0,384,2446,2062,70,105
62111.0,BARRINHA,6464,60,696,0,1538,2619,676,964,0,3901,16918,13017,676,964
62120.0,PRACINHA,293,0,40,1,81,426,37,87,0,321,1286,965,37,87
62138.0,BARUERI,59296,690,17875,72,24046,24303,4817,7438,0,25884,164421,138537,4817,7438
62146.0,PRATANIA,798,4,113,0,224,920,103,217,0,630,3009,2379,103,217
62154.0,BASTOS,3685,28,619,0,1820,4969,664,698,0,3567,16050,12483,664,698
62162.0,QUADRA,601,6,180,0,192,633,78,114,0,606,2410,1804,78,114
62170.0,BATATAIS,9153,157,3898,11,2985,10743,1409,1794,0,5463,35613,30150,1409,1794
62189.0,SANTA CRUZ DA ESPERANCA,412,7,109,0,101,484,45,89,0,347,1594,1247,45,89
62197.0,BAURU,83630,951,16511,101,26704,35691,5393,7589,0,31364,207934,176570,5393,7589
62200.0,SANTA SALETE,467,3,66,0,72,411,65,62,0,280,1426,1146,65,62
62219.0,BEBEDOURO,13707,195,4060,7,6622,13180,1634,1949,0,9928,51282,41354,1634,1949
62227.0,VITORIA BRASIL,542,3,69,1,46,451,100,87,0,332,1631,1299,100,87
62235.0,BENTO DE ABREU,581,2,49,0,114,784,49,90,0,409,2078,1669,49,90
62243.0,IPIGUA,911,3,320,0,161,777,113,88,0,591,2964,2373,113,88
62251.0,BERNADINO DE CAMPOS,2722,16,255,1,790,1953,184,312,0,1450,7683,6233,184,312
62260.0,TAQUARAL,855,10,150,0,67,284,75,112,0,342,1895,1553,75,112
62278.0,BILAC,1218,6,172,0,321,1805,203,300,0,494,4519,4025,203,300
62286.0,FERNAO,402,2,62,1,94,315,30,85,0,290,1281,991,30,85
62294.0,BIRIGUI,21097,188,4053,22,6666,16617,2967,3300,0,8536,63446,54910,2967,3300
62308.0,GAVIAO PEIXOTO,1032,5,143,0,260,684,72,127,0,500,2823,2323,72,127
62316.0,BIRITIBA MIRIM,4231,71,1221,3,1931,4653,673,988,0,3440,17211,13771,673,988
62324.0,JUMIRIM,396,2,80,1,103,675,40,50,0,222,1569,1347,40,50
62332.0,BOA ESPERANCA DO SUL,3510,28,433,2,650,1636,451,583,0,1756,9049,7293,451,583
62340.0,NANTES,397,3,89,0,123,559,44,139,0,475,1829,1354,44,139
62359.0,BOCAINA,2816,23,377,1,367,1606,299,287,0,1068,6844,5776,299,287
62367.0,NOVA CASTILHO,315,2,103,0,94,346,24,50,0,275,1209,934,24,50
62375.0,BOFETE,1410,9,281,0,592,1406,217,426,0,1758,6099,4341,217,426
62383.0,OUROESTE,1641,10,235,0,242,1301,263,289,0,1327,5308,3981,263,289
62391.0,BOITUVA,6365,88,1421,4,2688,7337,954,1334,0,4115,24306,20191,954,1334
62405.0,PAULISTANIA,336,2,59,0,100,528,44,94,0,354,1517,1163,44,94
62413.0,BOM JESUS DOS PERDOES,2302,39,911,4,866,3020,354,649,0,1736,9881,8145,354,649
62421.0,RIBEIRAO DOS INDIOS,641,4,105,1,64,446,112,159,0,361,1893,1532,112,159
62430.0,BORA,242,1,46,0,167,252,46,76,0,247,1077,830,46,76
62448.0,TRABIJU,527,2,50,0,62,263,34,83,0,297,1318,1021,34,83
62456.0,BORACEIA,1360,9,339,0,233,458,183,120,0,673,3375,2702,183,120
62472.0,BORBOREMA,3233,68,770,2,811,1695,661,739,0,1861,9840,7979,661,739
62499.0,BOTUCATU,25478,312,5436,21,8503,16597,2321,3584,0,11032,73284,62252,2321,3584
62510.0,BRAGANCA PAULISTA,27779,377,5619,16,10832,22383,2849,4188,0,12268,86311,74043,2849,4188
62553.0,BRAUNA,706,5,359,1,268,1095,202,170,0,308,3114,2806,202,170
62570.0,BRODOWSKI,3441,74,1333,1,970,3403,466,637,0,2019,12344,10325,466,637
62596.0,BROTAS,3880,43,755,6,917,4003,599,861,0,2310,13374,11064,599,861
62618.0,BURI,3155,18,488,0,1162,3040,404,556,0,2316,11139,8823,404,556
62634.0,BURITAMA,2857,20,531,3,889,2782,448,754,0,2211,10495,8284,448,754
62650.0,BURITIZAL,692,11,121,1,309,717,88,182,0,384,2505,2121,88,182
62677.0,CABRALIA PAULISTA,1301,12,152,2,430,400,162,231,0,701,3391,2690,162,231
62693.0,CABREUVA,7080,53,1299,3,2116,4741,595,983,0,3554,20424,16870,595,983
62715.0,CACAPAVA,20472,434,4634,24,5945,12028,1484,2161,0,6098,53280,47182,1484,2161
62731.0,CACHOEIRA PAULISTA,8318,139,1227,8,2451,2929,518,895,0,3162,19647,16485,518,895
62758.0,CACONDE,2685,32,487,0,489,4759,392,789,0,2481,12114,9633,392,789
62774.0,CAFELANDIA,3318,48,821,5,854,3348,457,521,0,2378,11750,9372,457,521
62790.0,CAIABU,1026,12,265,1,248,656,188,234,0,418,3048,2630,188,234
62812.0,CAIEIRAS,16097,303,3333,7,6740,8141,1378,2138,0,5277,43414,38137,1378,2138
62839.0,CAIUA,883,6,105,1,179,972,44,162,0,340,2692,2352,44,162
62855.0,CAJAMAR,14258,137,3422,5,4604,4307,848,1513,0,3734,32828,29094,848,1513
62871.0,CAJOBI,2364,13,527,0,826,1239,383,441,0,1544,7337,5793,383,441
62898.0,CAJURU,4754,77,825,3,1111,3634,548,969,0,3080,15001,11921,548,969
62910.0,CAMPINAS,274766,3345,42197,244,66566,130802,13228,21452,0,103996,656596,552600,13228,21452
62936.0,CAMPO LIMPO PAULISTA,18827,244,2361,11,5891,7954,960,1995,0,6592,44835,38243,960,1995
62952.0,CAMPOS DO JORDAO,7233,229,1960,13,3961,9583,1308,1394,0,5921,31602,25681,1308,1394
62979.0,CAMPOS NOVOS PAULISTA,721,4,318,0,295,828,168,206,0,876,3416,2540,168,206
62995.0,CANANEIA,1912,16,447,0,1018,2411,174,401,0,1915,8294,6379,174,401
63010.0,CANDIDO MOTA,6756,77,1371,0,2035,4841,1092,1203,0,4245,21620,17375,1092,1203
63037.0,CANDIDO RODRIGUES,756,3,215,3,135,383,168,135,0,264,2062,1798,168,135
63053.0,CAPAO BONITO,9952,74,1699,6,2778,7690,1288,2164,0,6628,32279,25651,1288,2164
63070.0,CAPELA DO ALTO,2293,17,598,1,605,3393,411,410,0,1653,9381,7728,411,410
63096.0,CAPIVARI,7389,107,1939,6,3175,7196,985,1395,0,4542,26734,22192,985,1395
63118.0,CARAGUATATUBA,15308,219,3614,7,7001,11967,1413,2375,0,10664,52568,41904,1413,2375
63134.0,CARAPICUIBA,93481,1048,13914,72,25389,37565,5499,7058,0,32963,216989,184026,5499,7058
63150.0,CARDOSO,2886,18,969,1,655,1530,440,486,0,2773,9758,6985,440,486
63177.0,CASA BRANCA,5540,74,1484,9,1363,4254,690,1185,0,3237,17836,14599,690,1185
63193.0,CASSIA DOS COQUEIROS,611,8,111,1,128,1088,81,176,0,718,2922,2204,81,176
63215.0,CASTILHO,4136,23,820,1,903,1885,430,718,0,2995,11911,8916,430,718
63231.0,CATANDUVA,22820,367,6976,16,7240,16768,2460,3306,0,8980,68933,59953,2460,3306
63258.0,CATIGUA,1967,15,324,1,653,1002,299,459,0,757,5477,4720,299,459
63274.0,CEDRAL,1715,15,364,1,335,1350,254,272,0,913,5219,4306,254,272
63290.0,CERQUEIRA CESAR,2764,51,1009,2,944,2838,493,676,0,2105,10882,8777,493,676
63312.0,CERQUILHO,6845,99,1417,3,1663,6224,702,1088,0,2723,20764,18041,702,1088
63339.0,CESARIO LANGE,2089,22,574,0,888,2713,655,612,0,1614,9167,7553,655,612
63355.0,CHARQUEADA,3264,29,654,0,1201,2824,356,423,0,1536,10287,8751,356,423
63371.0,CHAVANTES,3257,30,510,3,1105,1576,320,436,0,1574,8811,7237,320,436
63398.0,CLEMENTINA,1229,9,663,0,268,868,145,248,0,904,4334,3430,145,248
63410.0,COLINA,3884,23,654,3,603,3441,456,547,0,2815,12426,9611,456,547
63436.0,COLOMBIA,1388,13,334,1,343,1132,141,304,0,1596,5252,3656,141,304
63452.0,CONCHAL,4076,55,882,1,1785,4489,1003,960,0,3091,16342,13251,1003,960
63479.0,CONCHAS,2982,28,612,5,640,3266,398,543,0,2144,10618,8474,398,543
63495.0,CORDEIROPOLIS,5129,77,1013,3,1192,2140,401,471,0,1494,11920,10426,401,471
63517.0,COROADOS,950,11,106,0,368,895,114,156,0,533,3133,2600,114,156
63533.0,CORONEL MACEDO,1476,7,128,0,182,1233,114,282,0,652,4074,3422,114,282
63550.0,CORUMBATAI,745,23,257,0,262,843,143,156,0,616,3045,2429,143,156
63576.0,COSMOPOLIS,13598,108,1485,6,5164,4456,1000,1202,0,4432,31451,27019,1000,1202
63592.0,COSMORAMA,1335,11,425,0,422,2096,330,222,0,1179,6020,4841,330,222
63614.0,COTIA,35552,514,7737,40,9460,19376,2487,3804,0,14423,93393,78970,2487,3804
63630.0,CRAVINHOS,5260,97,1313,4,1305,6238,742,1189,0,2878,19026,16148,742,1189
63657.0,CRISTAIS PAULISTA,1096,10,367,0,269,1661,95,184,0,995,4677,3682,95,184
63673.0,CRUZALIA,762,6,130,1,271,605,58,111,0,321,2265,1944,58,111
63690.0,CRUZEIRO,22090,356,3520,18,6879,8262,1167,2274,0,7171,51737,44566,1167,2274
63711.0,CUBATAO,36372,530,6872,39,12451,8937,1758,2982,0,11609,81550,69941,1758,2982
63738.0,CUNHA,2957,35,729,3,2848,4025,699,1235,0,4339,16870,12531,699,1235
63754.0,DESCALVADO,7149,94,1453,7,1473,5433,1145,1246,0,3285,21285,18000,1145,1246
63770.0,DIADEMA,124498,1349,13703,77,31904,27540,5299,9484,0,37106,250960,213854,5299,9484
63797.0,DIVINOLANDIA,1868,22,377,5,237,3349,510,642,0,2034,9044,7010,510,642
63819.0,DOBRADA,2063,13,310,2,542,760,188,336,0,1105,5319,4214,188,336
63835.0,DOIS CORREGOS,5519,52,1049,3,1305,3414,899,717,0,2489,15447,12958,899,717
63851.0,DOLCINOPOLIS,464,4,85,0,78,631,76,160,0,267,1765,1498,76,160
63878.0,DOURADO,2371,22,301,0,423,1489,449,351,0,1027,6433,5406,449,351
63894.0,DRACENA,7816,64,2263,2,2212,9417,1173,1564,0,6801,31312,24511,1173,1564
63916.0,DUARTINA,3692,38,676,2,946,1459,297,587,0,1979,9676,7697,297,587
63932.0,DUMONT,1593,16,289,3,334,1121,271,217,0,623,4467,3844,271,217
63959.0,ECHAPORA,1464,23,201,2,537,1127,146,317,0,1202,5019,3817,146,317
63975.0,ELDORADO,1651,11,581,0,1628,2495,206,879,0,2908,10359,7451,206,879
63991.0,ELIAS FAUSTO,2677,21,500,3,1048,2390,358,634,0,2318,9949,7631,358,634
64017.0,EMBU,45526,765,9933,37,18671,26235,4163,5937,0,19470,130737,111267,4163,5937
64033.0,EMBU GUACU,10552,167,3854,6,4621,8677,1298,1820,0,7966,38961,30995,1298,1820
64050.0,ESTRELA D OESTE,1963,14,452,3,452,1715,351,497,0,1215,6662,5447,351,497
64076.0,ESTRELA DO NORTE,477,4,178,1,173,524,57,140,0,311,1865,1554,57,140
64092.0,FARTURA,3331,32,564,7,443,3488,334,486,0,2471,11156,8685,334,486
64114.0,FERNANDOPOLIS,14194,112,2725,7,3029,12070,1669,1635,0,8390,43831,35441,1669,1635
64130.0,FERNANDO PRESTES,1552,13,319,3,183,882,360,250,0,554,4116,3562,360,250
64157.0,FERRAZ DE VASCONCELOS,31021,546,6159,24,13643,11507,2168,3415,0,14325,82808,68483,2168,3415
64173.0,FLORA RICA,621,4,132,1,130,335,43,115,0,318,1699,1381,43,115
64190.0,FLOREAL,912,11,198,1,81,648,176,139,0,351,2517,2166,176,139
64211.0,FLORIDA PAULISTA,1906,11,611,1,771,2339,461,443,0,1837,8380,6543,461,443
64238.0,FLORINEA,906,9,116,0,299,380,79,139,0,313,2241,1928,79,139
64254.0,FRANCA,57387,839,17629,31,19784,53411,4212,6184,0,23013,182490,159477,4212,6184
64270.0,FRANCISCO MORATO,24251,490,4116,36,12100,12893,2211,3090,0,12540,71727,59187,2211,3090
64297.0,FRANCO DA ROCHA,25234,787,5916,39,9860,10890,2240,3614,0,8888,67468,58580,2240,3614
64319.0,GABRIEL MONTEIRO,627,6,105,0,59,766,88,175,0,236,2062,1826,88,175
64335.0,GALIA,1510,3,302,1,398,1360,188,337,0,1224,5323,4099,188,337
64351.0,GARCA,7517,67,1497,4,2715,9201,1433,1482,0,6339,30255,23916,1433,1482
64378.0,GASTAO VIDIGAL,898,5,142,0,87,801,210,182,0,427,2752,2325,210,182
64394.0,GENERAL SALGADO,2667,20,482,0,513,2355,403,371,0,1707,8518,6811,403,371
64416.0,GETULINA,2453,17,431,0,642,1752,267,486,0,1890,7938,6048,267,486
64432.0,GLICERIO,1314,7,203,1,237,1197,118,188,0,862,4127,3265,118,188
64459.0,GUAICARA,2258,7,397,2,495,1045,246,341,0,1254,6045,4791,246,341
64475.0,GUAIMBE,940,11,210,0,339,942,121,290,0,497,3350,2853,121,290
64491.0,GUAIRA,7831,44,1306,4,1103,8277,823,790,0,5132,25310,20178,823,790
64513.0,GUAPIACU,3628,18,769,2,813,2952,526,526,0,2029,11263,9234,526,526
64530.0,GUAPIARA,3725,25,358,6,715,3448,441,1006,0,3427,13151,9724,441,1006
64556.0,GUARA,3900,27,1224,4,1408,2622,469,893,0,3067,13614,10547,469,893
64572.0,GUARACAI,1944,10,630,4,401,1551,362,467,0,1367,6736,5369,362,467
64599.0,GUARACI,1966,16,496,1,293,1946,145,283,0,1996,7142,5146,145,283
64610.0,GUARANI D OESTE,568,1,72,0,71,326,64,137,0,439,1678,1239,64,137
64637.0,GUARANTA,1069,12,248,0,492,1122,294,277,0,1014,4528,3514,294,277
64653.0,GUARARAPES,5236,40,1386,1,1959,6134,799,1139,0,4325,21019,16694,799,1139
64670.0,GUARAREMA,4210,59,1021,1,2018,4250,431,1022,0,3361,16373,13012,431,1022
64696.0,GUARATINGUETA,29598,458,6200,25,8103,15126,1800,2325,0,10072,73707,63635,1800,2325
64718.0,GUAREI,1978,23,485,2,639,1639,508,606,0,1409,7289,5880,508,606
64734.0,GUARIBA,9221,57,890,2,2289,4563,710,975,0,3987,22694,18707,710,975
64750.0,GUARUJA,64020,1037,20907,65,29201,22391,4603,7030,0,26784,176038,149254,4603,7030
64777.0,GUARULHOS,192677,5411,71287,319,92173,102587,15306,27415,0,85565,592740,507175,15306,27415
64793.0,GUZOLANDIA,913,4,172,1,204,1145,96,172,0,1053,3760,2707,96,172
64815.0,HERCULANDIA,1533,9,227,2,648,1694,147,432,0,1201,5893,4692,147,432
64831.0,IACANGA,1897,23,564,0,838,1443,283,297,0,1356,6701,5345,283,297
64858.0,IACRI,1521,10,307,0,387,1448,260,284,0,1212,5429,4217,260,284
64874.0,IBATE,6386,104,956,4,2311,2437,867,838,0,2539,16442,13903,867,838
64890.0,IBIRA,1606,17,466,3,453,2448,311,506,0,1259,7069,5810,311,506
64912.0,IBIRAREMA,1230,15,222,0,546,1345,267,275,0,981,4881,3900,267,275
64939.0,IBITINGA,11668,119,2520,4,3200,6715,1436,1901,0,5418,32981,27563,1436,1901
64955.0,IBIUNA,6905,106,1953,19,4010,16327,1307,2931,0,9161,42719,33558,1307,2931
64971.0,ICEM,2168,16,437,0,276,1090,139,371,0,1373,5870,4497,139,371
64998.0,IEPE,1418,15,401,0,486,1560,131,428,0,1431,5870,4439,131,428
65013.0,IGARACU DO TIETE,6607,77,953,3,1538,2329,1061,1112,0,2579,16259,13680,1061,1112
65030.0,IGARAPAVA,6711,58,1667,4,1235,3906,774,1004,0,4134,19493,15359,774,1004
65056.0,IGARATA,1738,42,610,3,623,2065,271,429,0,1476,7257,5781,271,429
65072.0,IGUAPE,4091,60,1451,6,2606,6314,520,1120,0,4402,20570,16168,520,1120
65099.0,ILHABELA,3150,34,755,2,1818,4069,288,523,0,2655,13294,10639,288,523
65110.0,INDAIATUBA,45138,549,6492,33,9559,16448,2753,3775,0,14956,99703,84747,2753,3775
65137.0,INDIANA,1324,5,243,1,269,1059,200,198,0,689,3988,3299,200,198
65153.0,INDIAPORA,767,8,254,2,194,905,98,130,0,485,2843,2358,98,130
65170.0,INUBIA PAULISTA,531,7,177,0,169,1070,85,172,0,507,2718,2211,85,172
65196.0,IPAUCU,3125,21,445,1,689,2222,301,340,0,1637,8781,7144,301,340
65218.0,IPERO,4361,31,652,2,1342,2348,343,509,0,2241,11829,9588,343,509
65234.0,IPEUNA,813,8,296,2,380,796,115,188,0,563,3161,2598,115,188
65250.0,IPORANGA,809,2,101,0,337,513,152,235,0,827,2976,2149,152,235
65277.0,IPUA,3124,13,420,2,366,1862,401,519,0,1547,8254,6707,401,519
65293.0,IRACEMAPOLIS,4092,61,582,1,1557,2884,251,459,0,1111,10998,9887,251,459
65315.0,IRAPUA,1155,18,195,0,481,1609,254,330,0,1188,5230,4042,254,330
65331.0,IRAPURU,1394,10,726,1,404,1316,247,334,0,1734,6166,4432,247,334
65358.0,ITABERA,4568,53,383,1,890,3204,519,598,0,2349,12565,10216,519,598
65374.0,ITAI,5194,35,855,1,814,3139,620,935,0,3209,14802,11593,620,935
65390.0,ITAJOBI,3092,33,940,1,657,3041,831,742,0,1996,11333,9337,831,742
65412.0,ITAJU,567,3,158,1,316,518,115,121,0,245,2044,1799,115,121
65439.0,ITANHAEM,14208,281,5173,18,5332,9902,1256,2159,0,11084,49413,38329,1256,2159
65455.0,ITAPECERICA DA SERRA,24950,376,5617,15,10055,19336,2440,3404,0,12059,78252,66193,2440,3404
65471.0,ITAPETININGA,28784,377,4980,26,7926,18926,3081,3619,0,11695,79414,67719,3081,3619
65498.0,ITAPEVA,19493,124,2549,11,5504,12385,1748,2112,0,9242,53168,43926,1748,2112
65510.0,ITAPEVI,36246,363,5096,22,13004,16223,2793,3809,0,15436,92992,77556,2793,3809
65536.0,ITAPIRA,18154,170,2546,7,4174,8957,2232,2620,0,6441,45301,38860,2232,2620
65552.0,ITAPOLIS,8781,83,2176,11,1808,5675,1675,1902,0,4876,26987,22111,1675,1902
65579.0,ITAPORANGA,2515,32,454,1,549,3665,545,607,0,3019,11387,8368,545,607
65595.0,ITAPUI,2911,17,423,2,472,1212,295,246,0,938,6516,5578,295,246
65617.0,ITAPURA,963,11,192,0,211,562,116,199,0,823,3077,2254,116,199
65633.0,ITAQUAQUECETUBA,46988,889,8338,32,21982,18884,4281,6365,0,24881,132640,107759,4281,6365
65650.0,ITARARE,8434,107,1445,3,4054,8072,1193,1461,0,6031,30800,24769,1193,1461
65676.0,ITARIRI,1479,19,584,1,886,2178,179,508,0,1712,7546,5834,179,508
65692.0,ITATIBA,17549,233,4420,13,5297,13940,2079,2280,0,7077,52888,45811,2079,2280
65714.0,ITATINGA,3361,13,569,1,843,2328,337,749,0,2319,10520,8201,337,749
65730.0,ITIRAPINA,2578,19,412,0,794,1872,330,309,0,1435,7749,6314,330,309
65757.0,ITIRAPUA,1196,8,438,0,240,1019,119,252,0,838,4110,3272,119,252
65773.0,ITOBI,1308,23,403,1,366,1472,263,397,0,955,5188,4233,263,397
65790.0,ITU,34749,377,6048,27,8451,20863,2394,3862,0,13296,90067,76771,2394,3862
65811.0,ITUPEVA,6678,72,830,3,2444,4474,648,741,0,3768,19658,15890,648,741
65838.0,ITUVERAVA,9234,62,1900,2,1770,6597,888,1153,0,4674,26280,21606,888,1153
65854.0,JABORANDI,1666,2,377,0,299,943,231,296,0,1030,4844,3814,231,296
65870.0,JABOTICABAL,13894,167,3368,9,4403,12009,1507,2062,0,8124,45543,37419,1507,2062
65897.0,JACAREI,49500,1268,11242,63,16653,22973,2671,4114,0,20346,128830,108484,2671,4114
65919.0,JACI,860,7,147,0,110,1177,149,146,0,412,3008,2596,149,146
65935.0,JACUPIRANGA,2671,21,514,3,1816,2992,232,690,0,2458,11397,8939,232,690
65951.0,JAGUARIUNA,8420,72,1203,4,1653,4617,782,927,0,3320,20998,17678,782,927
65978.0,JALES,11229,117,1852,3,2879,8663,1482,1377,0,6179,33781,27602,1482,1377
65994.0,JAMBEIRO,881,16,323,1,283,1196,73,210,0,590,3573,2983,73,210
66010.0,JANDIRA,19707,336,5007,22,10691,10918,1795,2350,0,10492,61318,50826,1795,2350
66036.0,JARDINOPOLIS,6207,87,1737,3,1649,4944,1005,1206,0,3720,20558,16838,1005,1206
66052.0,JARINU,2542,39,1289,2,941,3168,370,575,0,2440,11366,8926,370,575
66079.0,JAU,29507,377,4526,13,7499,18423,3509,2957,0,9709,76520,66811,3509,2957
66095.0,JERIQUARA,728,8,166,1,151,722,52,181,0,521,2530,2009,52,181
66117.0,JOANOPOLIS,1439,30,353,3,645,2876,371,492,0,1503,7712,6209,371,492
66133.0,JOAO RAMALHO,692,4,110,0,219,1079,81,171,0,627,2983,2356,81,171
66150.0,JOSE BONIFACIO,6449,57,1387,9,1099,5434,1115,1017,0,2926,19493,16567,1115,1017
66176.0,JULIO MESQUITA,1132,5,123,0,244,895,106,252,0,418,3175,2757,106,252
66192.0,JUNDIAI,107329,1162,13182,74,21294,48220,4666,8590,0,27276,231793,204517,4666,8590
66214.0,JUNQUEIROPOLIS,3231,30,858,4,960,3748,566,510,0,2937,12844,9907,566,510
66230.0,JUQUIA,2445,34,939,3,2760,3724,314,926,0,4138,15283,11145,314,926
66257.0,JUQUITIBA,3369,89,1127,2,2028,5717,610,1210,0,4165,18317,14152,610,1210
66273.0,LAGOINHA,1196,15,261,0,168,1889,197,334,0,771,4831,4060,197,334
66290.0,LARANJAL PAULISTA,4469,57,1065,7,1118,5368,723,846,0,2330,15983,13653,723,846
66311.0,LAVINIA,1370,1,175,1,193,1129,139,245,0,899,4152,3253,139,245
66338.0,LAVRINHAS,1697,16,312,1,438,1183,137,291,0,734,4809,4075,137,291
66354.0,LEME,23946,155,3310,10,4804,10140,1998,2248,0,7533,54144,46611,1998,2248
66370.0,LENCOIS PAULISTA,11891,132,2346,6,4823,8864,1627,1858,0,5084,36631,31547,1627,1858
66397.0,LIMEIRA,67895,439,8464,41,23387,32197,3922,5717,0,22486,164548,142062,3922,5717
66419.0,LINDOIA,1029,21,249,0,262,1576,133,320,0,874,4464,3590,133,320
66435.0,LINS,11520,153,5358,7,5855,12306,1367,1986,0,8437,46989,38552,1367,1986
66451.0,LORENA,21123,317,4074,7,6518,10624,1209,1729,0,9038,54639,45601,1209,1729
66478.0,LOUVEIRA,5360,68,975,4,2264,4810,608,679,0,2653,17421,14768,608,679
66494.0,LUCELIA,4151,53,712,4,569,4055,388,775,0,3185,13892,10707,388,775
66516.0,LUCIANOPOLIS,556,10,92,0,248,355,43,158,0,252,1714,1462,43,158
66532.0,LUIS ANTONIO,1900,13,373,2,468,1177,136,339,0,1196,5604,4408,136,339
66559.0,LUISIANIA,1068,5,249,0,234,705,94,238,0,393,2986,2593,94,238
66575.0,LUPERCIO,992,4,77,0,285,785,89,187,0,664,3083,2419,89,187
66591.0,LUTECIA,661,9,125,0,200,632,89,189,0,747,2652,1905,89,189
66613.0,MACATUBA,4545,34,658,3,1007,2014,491,586,0,2003,11341,9338,491,586
66630.0,MACAUBAL,1328,11,318,0,300,2147,471,222,0,1214,6011,4797,471,222
66656.0,MACEDONIA,1074,3,186,1,193,691,154,164,0,588,3054,2466,154,164
66672.0,MAGDA,917,6,185,0,129,632,163,126,0,331,2489,2158,163,126
66699.0,MAIRINQUE,11259,165,1710,8,3432,5153,718,1371,0,5357,29173,23816,718,1371
66710.0,MAIRIPORA,9925,184,3270,15,5499,9437,1303,2318,0,5489,37440,31951,1303,2318
66737.0,MANDURI,1872,22,425,1,454,1869,287,458,0,1297,6685,5388,287,458
66753.0,MARABA PAULISTA,715,8,309,0,185,935,79,259,0,648,3138,2490,79,259
66770.0,MARACAI,3558,37,567,3,1379,2014,322,539,0,2017,10436,8419,322,539
66796.0,MARIAPOLIS,614,5,295,0,159,815,206,188,0,356,2638,2282,206,188
66818.0,MARILIA,48405,527,9567,30,14472,27849,4705,5201,0,22658,133414,110756,4705,5201
66834.0,MARINOPOLIS,504,4,188,0,150,553,115,100,0,235,1849,1614,115,100
66850.0,MARTINOPOLIS,3721,50,1156,2,1268,4735,571,766,0,3584,15853,12269,571,766
66877.0,MATAO,23397,214,3094,9,3483,9839,1364,2101,0,6787,50288,43501,1364,2101
66893.0,MAUA,115488,1495,13615,96,33866,25535,5019,9776,0,32090,236980,204890,5019,9776
66915.0,MENDONCA,875,7,165,5,160,753,219,205,0,276,2665,2389,219,205
66931.0,MERIDIANO,1004,5,192,0,163,933,97,192,0,445,3031,2586,97,192
66958.0,MIGUELOPOLIS,4044,36,841,4,1093,4043,391,761,0,3278,14491,11213,391,761
66974.0,MINEIROS DO TIETE,3093,35,530,0,566,1514,339,479,0,1350,7906,6556,339,479
66990.0,MIRACATU,2396,43,851,2,2211,3714,327,1003,0,3662,14209,10547,327,1003
67016.0,MIRA ESTRELA,829,3,95,1,118,585,88,157,0,347,2223,1876,88,157
67032.0,MIRANDOPOLIS,5518,21,807,2,1478,4895,841,1050,0,3879,18491,14612,841,1050
67059.0,MIRANTE DO PARANAPANEMA,3270,18,1219,2,812,2490,562,893,0,3247,12513,9266,562,893
67075.0,MIRASSOL,12233,134,2783,8,2520,7125,1265,1584,0,5669,33321,27652,1265,1584
67091.0,MIRASSOLANDIA,704,18,227,2,288,958,97,136,0,291,2721,2430,97,136
67113.0,MOCOCA,15853,134,2341,8,3173,11170,2451,2471,0,7554,45155,37601,2451,2471
67130.0,MOGI DAS CRUZES,78709,1484,17813,95,28446,45153,5887,8277,0,30349,216213,185864,5887,8277
67156.0,MOJI GUACU,36879,294,5480,18,10207,15524,2618,3410,0,11736,86166,74430,2618,3410
67172.0,MOJI MIRIM,18302,181,3820,20,5555,12979,2073,2194,0,7400,52524,45124,2073,2194
67199.0,MOMBUCA,760,8,184,0,286,522,122,208,0,479,2569,2090,122,208
67210.0,MONCOES,400,1,147,0,69,464,193,100,0,239,1613,1374,193,100
67237.0,MONGAGUA,7204,97,2778,8,2111,4988,523,1017,0,5369,24095,18726,523,1017
67253.0,MONTE ALEGRE DO SUL,1403,19,345,2,266,1629,206,335,0,805,5010,4205,206,335
67270.0,MONTE ALTO,10531,88,2109,6,2164,7936,1811,1577,0,5202,31424,26222,1811,1577
67296.0,MONTE APRAZIVEL,4687,25,836,3,876,3715,799,727,0,2819,14487,11668,799,727
67318.0,MONTE AZUL PAULISTA,3969,54,813,2,1167,4280,702,965,0,2244,14196,11952,702,965
67334.0,MONTE CASTELO,989,5,131,0,143,851,136,210,0,424,2889,2465,136,210
67350.0,MONTEIRO LOBATO,801,17,286,0,247,747,116,190,0,378,2782,2404,116,190
67377.0,MONTE MOR,9045,93,1259,4,3670,4399,806,1358,0,5144,25778,20634,806,1358
67393.0,MORRO AGUDO,5363,37,877,1,1632,3356,796,1130,0,3148,16340,13192,796,1130
67415.0,MORUNGABA,2069,28,427,1,874,2704,301,401,0,1438,8243,6805,301,401
67431.0,MURUTINGA DO SUL,914,14,130,0,147,1001,108,172,0,407,2893,2486,108,172
67458.0,NARANDIBA,954,2,174,0,227,761,99,245,0,727,3189,2462,99,245
67474.0,NATIVIDADE DA SERRA,1399,23,441,3,703,1179,240,532,0,814,5334,4520,240,532
