STATE,CD_MUN,NM_MUN,VOTES_PDT_12,VOTES_INCUMBENT,VOTES_PSL_17,VOTES_DC_27,VOTES_PCO_29,VOTES_PRP_44,VOTES_CHALLENGER,VOTES_PSOL_50,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
SP,63290,CERQUEIRA CÉSAR,154,2032,2,2,2,9,6421,368,2537,12180,9643,320,335
SP,63312,CERQUILHO,213,4964,9,2,5,17,13525,763,3433,24615,21182,702,987
SP,63339,CESÁRIO LANGE,90,1463,1,6,0,3,5839,277,1916,10468,8552,402,471
SP,63355,CHARQUEADA,77,2710,4,2,2,3,5682,398,1999,11478,9479,257,346
SP,63371,CHAVANTES,96,2763,1,3,2,6,3730,350,1751,9201,7450,183,318
SP,63398,CLEMENTINA,42,1170,1,1,0,3,2152,110,987,4772,3785,125,181
SP,63410,COLINA,143,4198,3,1,0,9,5284,267,2867,13530,10663,345,413
SP,63436,COLÔMBIA,25,1547,1,0,0,2,1680,102,728,4309,3581,92,132
SP,63452,CONCHAL,187,3743,7,11,0,11,9168,347,3196,18028,14832,706,652
SP,63479,CONCHAS,115,2482,5,3,1,9,6068,342,2713,12426,9713,290,399
SP,63495,CORDEIRÓPOLIS,294,3709,8,7,10,7,6304,853,1856,14011,12155,452,521
SP,63517,COROADOS,17,867,2,1,0,0,1752,96,586,3501,2915,73,107
SP,63533,CORONEL MACEDO,35,1553,0,1,0,3,1702,88,967,4554,3587,83,122
SP,63550,CORUMBATAÍ,40,429,0,0,0,3,1738,84,745,3227,2482,86,102
SP,63576,COSMÓPOLIS,407,13669,3,70,6,21,13068,1361,5632,36353,30721,960,1162
SP,63592,COSMORAMA,53,1128,2,6,1,1,2948,166,606,5174,4568,150,114
SP,63614,COTIA,1288,38264,28,78,15,94,47221,6203,16030,115678,99648,2797,3675
SP,63630,CRAVINHOS,246,3893,4,1,3,18,11959,570,3316,21510,18194,659,844
SP,63657,CRISTAIS PAULISTA,46,984,0,0,0,5,2840,122,958,5217,4259,100,162
SP,63673,CRUZÁLIA,6,515,2,0,0,1,1219,49,272,2118,1846,24,30
SP,63690,CRUZEIRO,894,17470,36,21,9,38,22364,2698,8401,55014,46613,1210,1882
SP,63711,CUBATÃO,1186,41043,36,162,21,45,24949,5358,12841,89380,76539,1678,2082
SP,63738,CUNHA,227,4644,3,3,2,16,7532,354,4331,18189,13858,518,561
SP,63754,DESCALVADO,276,3414,6,4,2,25,13160,929,3729,23253,19524,840,870
SP,63770,DIADEMA,2457,142428,134,201,54,148,73479,15420,36379,286840,250461,6363,9831
SP,63797,DIVINOLÂNDIA,70,1400,1,1,0,7,5292,213,1979,9700,7721,385,352
SP,63819,DOBRADA,72,2023,1,1,1,3,2132,157,1038,5775,4737,133,215
SP,63835,DOIS CÓRREGOS,205,2987,6,5,2,13,9103,480,3154,17007,13853,551,503
SP,63851,DOLCINÓPOLIS,32,740,0,0,0,1,716,40,270,1912,1642,46,67
SP,63878,DOURADO,70,1546,4,0,2,4,3229,223,1291,6979,5688,370,242
SP,63894,DRACENA,425,7670,11,6,4,26,14983,1207,6788,32996,26208,793,1087
SP,63916,DUARTINA,141,2380,4,3,2,11,4677,308,2364,10487,8123,246,353
SP,63932,DUMONT,41,1414,1,1,1,3,2422,172,751,5197,4446,192,200
SP,63959,ECHAPORÃ,53,1216,0,0,2,6,2438,129,1235,5300,4065,63,160
SP,63975,ELDORADO,98,2798,2,8,2,5,4362,242,3146,11158,8012,142,355
SP,63991,ELIAS FAUSTO,130,3386,6,3,1,5,4756,288,2373,11661,9288,288,426
SP,64017,EMBU,1499,53795,60,99,17,88,58390,10635,20773,154495,133722,4178,4978
SP,64033,EMBU-GUAÇU,454,11987,6,44,6,28,18919,1986,7560,43296,35736,1018,1294
SP,64050,ESTRELA D'OESTE,75,1692,1,3,1,2,3181,292,733,6456,5723,229,248
SP,64076,ESTRELA DO NORTE,13,478,1,0,0,1,1140,65,412,2192,1780,38,44
SP,64092,FARTURA,140,2389,5,3,0,9,5960,268,2543,11851,9308,202,332
SP,64114,FERNANDÓPOLIS,547,12302,13,10,2,20,21260,1724,8831,46945,38114,1164,1074
SP,64130,FERNANDO PRESTES,33,1220,2,1,1,4,1818,134,777,4428,3651,268,171
SP,64157,FERRAZ DE VASCONCELOS,1169,40772,22,76,14,69,30149,6759,14860,99735,84875,2467,3392
SP,64173,FLORA RICA,10,659,0,0,0,2,709,65,361,1876,1515,23,47
SP,64190,FLOREAL,43,680,1,0,0,4,1268,83,506,2713,2207,58,70
SP,64211,FLÓRIDA PAULISTA,70,3211,4,8,1,5,2816,229,1800,8715,6915,314,258
SP,64238,FLORÍNIA,12,834,0,1,0,1,1007,91,420,2481,2061,53,62
SP,64254,FRANCA,2507,41960,40,40,14,129,112191,8416,27182,202945,175763,4682,5798
SP,64270,FRANCISCO MORATO,667,36419,52,55,19,73,25653,3217,13643,85695,72052,2824,3092
SP,64297,FRANCO DA ROCHA,966,31200,34,92,17,81,24403,5588,10826,79030,68204,2520,3320
SP,64319,GABRIEL MONTEIRO,16,293,1,0,0,2,1403,48,342,2257,1915,51,101
SP,64335,GÁLIA,72,1314,0,0,1,6,2327,163,1310,5478,4168,107,179
SP,64351,GARÇA,358,5156,7,8,6,22,17373,884,6935,32589,25654,868,978
SP,64378,GASTÃO VIDIGAL,41,878,1,1,0,2,1241,74,602,3031,2429,92,99
SP,64394,GENERAL SALGADO,74,2371,2,3,0,9,3934,309,1991,9086,7095,209,184
SP,64416,GETULINA,62,1890,1,1,0,8,3736,160,1911,8209,6298,169,271
SP,64432,GLICÉRIO,31,1119,1,0,0,2,1569,64,522,3497,2975,71,118
SP,64459,GUAIÇARA,40,2569,1,3,1,1,2479,213,1452,7081,5629,159,164
SP,64475,GUAIMBÊ,36,1150,1,0,0,3,1665,106,674,3866,3192,83,148
SP,64491,GUAÍRA,205,6488,1,9,1,13,14112,521,4969,27407,22438,540,549
SP,64513,GUAPIAÇU,85,3570,4,2,2,14,5390,399,2172,12426,10254,420,370
SP,64530,GUAPIARA,119,4325,5,4,2,12,5475,129,4012,14820,10808,238,501
SP,64556,GUARÁ,92,5751,1,3,1,9,4537,306,2832,14202,11370,256,415
SP,64572,GUARAÇAÍ,108,2099,0,2,0,7,2589,246,1487,6958,5471,207,213
SP,64599,GUARACI,64,2222,2,0,1,4,2665,220,1728,7300,5572,170,225
SP,64610,GUARANI D'OESTE,13,469,1,0,0,3,602,37,169,1351,1182,23,34
SP,64637,GUARANTÃ,54,1254,0,1,0,3,2275,116,1095,5090,3995,173,119
SP,64653,GUARARAPES,246,4663,5,3,3,10,11611,625,4587,22969,18382,505,714
SP,64670,GUARAREMA,152,3920,5,4,6,17,8784,778,1944,16423,14479,330,489
SP,64696,GUARATINGUETÁ,1758,20773,28,29,10,56,37941,4593,11761,80744,68983,1586,2219
SP,64718,GUAREÍ,70,1616,3,1,1,7,4020,223,1484,8190,6706,374,392
SP,64734,GUARIBA,216,9009,6,4,3,8,9240,756,4102,24712,20610,659,712
SP,64750,GUARUJÁ,2727,80102,70,175,26,170,58901,15132,28835,197466,168631,5410,5944
SP,64777,GUARULHOS,8506,234914,338,555,154,524,271318,52778,87736,699876,612140,16831,26376
SP,64793,GUZOLÂNDIA,18,948,0,0,1,6,1546,52,476,3209,2733,75,88
SP,64815,HERCULÂNDIA,52,1850,3,0,0,2,2754,133,1237,6350,5113,108,211
SP,64831,IACANGA,89,1155,1,0,0,2,3740,294,1539,7214,5675,194,200
SP,64858,IACRI,32,1087,1,1,0,2,2589,108,612,4647,4035,90,125
SP,64874,IBATÉ,172,6123,6,16,0,15,8460,861,2809,19921,17112,765,694
SP,64890,IBIRÁ,86,1210,2,3,0,11,3911,301,1459,7586,6127,287,316
SP,64912,IBIRAREMA,33,925,1,1,0,4,2509,137,520,4372,3852,114,128
SP,64939,IBITINGA,371,8957,7,13,7,25,17699,793,6080,36363,30283,1132,1286
SP,64955,IBIÚNA,314,5784,15,22,9,41,29109,1152,10189,49195,39006,871,1698
SP,64971,ICÉM,61,1822,3,0,2,5,2307,267,941,5715,4774,135,174
SP,64998,IEPÊ,56,1058,2,0,0,8,3086,147,815,5375,4560,62,141
SP,65013,IGARAÇU DO TIETÊ,197,5272,6,0,0,19,7213,483,2925,17642,14717,788,739
SP,65030,IGARAPAVA,204,7182,6,2,2,19,7176,851,4741,21498,16757,578,739
SP,65056,IGARATÁ,85,1342,4,2,0,3,3308,201,828,6096,5268,112,211
SP,65072,IGUAPE,248,5646,10,6,2,20,9369,668,5420,22308,16888,325,596
SP,65099,ILHABELA,174,3255,5,20,0,8,9023,635,3214,17020,13806,261,425
SP,65110,INDAIATUBA,2902,39291,54,60,19,98,42946,6691,16782,116477,99695,3421,4232
SP,65137,INDIANA,53,991,2,1,0,4,1922,167,683,4096,3413,163,110
SP,65153,INDIAPORÃ,22,853,0,2,0,7,1441,81,615,3165,2550,71,73
SP,65170,INÚBIA PAULISTA,20,594,0,0,0,0,1428,57,294,2566,2272,63,110
SP,65196,IPAUÇU,74,1985,4,0,2,7,4788,330,1702,9348,7646,222,236
SP,65218,IPERÓ,132,4771,6,5,6,12,4773,974,2989,14479,11490,332,485
SP,65234,IPEÚNA,43,808,2,1,0,4,1752,91,731,3622,2891,75,115
SP,65250,IPORANGA,29,1227,1,1,0,3,966,70,873,3299,2426,41,88
SP,65277,IPUÃ,49,3621,2,0,1,3,3470,141,1476,9156,7680,182,212
SP,65293,IRACEMÁPOLIS,215,3539,8,10,2,9,6262,641,1447,12867,11420,283,453
SP,65315,IRAPUÃ,28,1121,1,4,0,6,2593,117,1161,5397,4236,161,205
SP,65331,IRAPURU,36,1454,1,5,8,4,2209,197,804,5035,4231,155,170
SP,65358,ITABERÁ,98,4404,5,0,2,6,5450,164,2529,13213,10684,304,253
SP,65374,ITAÍ,123,4071,1,4,1,9,7425,311,3098,15853,12755,343,468
SP,65390,ITAJOBI,173,1892,5,4,2,15,6272,357,2259,12062,9803,576,509
SP,65412,ITAJU,52,394,1,4,0,3,1331,88,489,2516,2027,80,74
SP,65439,ITANHAÉM,596,14112,12,30,6,47,23454,2698,13867,57579,43712,1135,1628
SP,65455,ITAPECERICA DA SERRA,993,32516,27,43,14,61,35427,4484,13404,92471,79067,2633,2883
SP,65471,ITAPETININGA,1133,15422,26,25,13,57,50133,4261,14076,89953,75877,2016,2804
SP,65498,ITAPEVA,675,13306,19,15,9,53,30940,1672,10456,59879,49423,1303,1440
SP,65510,ITAPEVI,878,50993,38,78,16,76,33065,4232,16383,112391,96008,3157,3491
SP,65536,ITAPIRA,796,8418,28,18,9,41,26330,2628,7198,49521,42323,1926,2138
SP,65552,ITÁPOLIS,483,6170,6,2,6,30,13693,738,5570,29092,23522,1226,1174
SP,65579,ITAPORANGA,119,2008,5,8,1,12,5990,166,2959,11836,8877,257,312
SP,65595,ITAPUÍ,70,1965,1,3,0,2,3696,178,1193,7502,6309,198,196
SP,65617,ITAPURA,28,1278,1,1,0,2,756,72,838,3153,2315,57,120
SP,65633,ITAQUAQUECETUBA,1695,70725,53,107,30,106,46326,8444,25593,163658,138065,4723,5886
SP,65650,ITARARÉ,436,7196,6,14,5,27,17631,1177,6992,35198,28206,770,949
SP,65676,ITARIRI,56,1525,2,4,1,7,4032,241,2118,8361,6243,145,231
SP,65692,ITATIBA,915,11717,25,30,8,55,33996,1859,8664,61192,52528,1745,2186
SP,65714,ITATINGA,84,2500,2,1,0,5,5904,327,1962,11507,9545,312,410
SP,65730,ITIRAPINA,79,1844,4,3,1,11,3930,395,1744,8575,6831,224,341
SP,65757,ITIRAPUÃ,48,1364,2,0,0,3,1817,85,799,4374,3575,98,158
SP,65773,ITOBI,50,1106,2,1,2,5,3033,194,1112,5865,4753,191,171
SP,65790,ITU,1349,26930,80,69,22,62,47436,3479,15799,101796,85997,2732,3860
SP,65811,ITUPEVA,230,7187,2,7,1,16,10197,777,4073,23958,19885,666,803
SP,65838,ITUVERAVA,279,9137,4,3,0,23,11417,860,5643,28762,23119,599,797
SP,65854,JABORANDI,31,2173,1,0,1,3,1599,72,995,5214,4219,178,162
SP,65870,JABOTICABAL,686,8562,19,34,7,34,25102,2483,9548,49302,39754,1240,1594
SP,65897,JACAREÍ,1601,36026,46,50,27,111,69080,7618,20671,141046,120375,2213,3630
SP,65919,JACI,20,1065,1,0,0,5,2037,111,529,3945,3416,87,90
SP,65935,JACUPIRANGA,124,2527,9,7,1,15,6079,351,3015,12605,9590,164,314
SP,65951,JAGUARIÚNA,370,7797,17,19,2,18,11137,872,4064,25954,21890,847,813
SP,65978,JALES,632,9005,9,7,1,23,16184,1243,7054,36183,29129,975,1051
SP,65994,JAMBEIRO,33,657,0,1,0,1,2092,132,314,3363,3049,52,81
SP,66010,JANDIRA,671,24929,18,28,6,41,25987,3531,9924,68585,58661,1637,1819
SP,66036,JARDINÓPOLIS,314,5402,9,51,1,16,10570,867,4057,23041,18984,858,897
SP,66052,JARINU,140,3161,4,9,4,18,7112,462,2864,14601,11737,315,516
SP,66079,JAÚ,1556,16492,31,21,23,51,47369,3125,11811,86310,74499,2766,3088
SP,66095,JERIQUARA,10,842,1,0,0,2,1206,39,694,2937,2243,56,87
SP,66117,JOANÓPOLIS,90,1205,4,2,0,12,4675,234,1572,8315,6743,232,289
SP,66133,JOÃO RAMALHO,17,1015,0,3,1,3,1350,70,754,3406,2652,58,136
SP,66150,JOSÉ BONIFÁCIO,250,4706,3,2,13,11,10875,753,3281,21526,18245,967,678
SP,66176,JÚLIO MESQUITA,12,1403,2,1,0,4,1305,80,690,3693,3003,82,114
SP,66192,JUNDIAÍ,4578,77706,111,113,39,192,104984,13455,33253,251398,218145,5692,11314
SP,66214,JUNQUEIRÓPOLIS,110,3751,3,1,1,5,5710,466,3132,13791,10659,305,308
SP,66230,JUQUIÁ,132,3508,14,6,6,13,7184,380,4688,16663,11975,233,505
SP,66257,JUQUITIBA,246,4842,9,10,2,47,9540,743,4507,21135,16628,464,727
SP,66273,LAGOINHA,67,778,0,0,1,2,2804,84,816,4785,3969,102,132
SP,66290,LARANJAL PAULISTA,205,2854,4,4,0,17,10640,366,2668,17684,15016,439,487
SP,66311,LAVÍNIA,40,1352,1,2,0,3,1310,148,427,3552,3125,108,161
SP,66338,LAVRINHAS,51,1484,2,1,1,2,2425,176,804,5189,4385,93,151
SP,66354,LEME,709,17949,13,16,8,35,26167,2254,8937,60532,51595,2277,2175
SP,66370,LENÇÓIS PAULISTA,528,7880,22,14,2,34,22228,1383,5777,40442,34665,1182,1394
SP,66397,LIMEIRA,2818,54085,114,118,34,137,74459,11428,25830,181180,155350,5173,7018
SP,66419,LINDÓIA,59,459,2,2,1,2,2902,110,557,4318,3761,70,155
SP,66435,LINS,575,9142,16,34,4,34,25568,2872,9743,50786,41043,1251,1551
SP,66451,LORENA,1166,13882,31,28,4,44,27175,3439,10110,58674,48564,1264,1535
SP,66478,LOUVEIRA,179,5942,5,8,2,8,11070,706,3228,22413,19185,575,692
SP,66494,LUCÉLIA,145,3581,1,9,4,11,6079,435,3315,14496,11181,388,532
SP,66516,LUCIANÓPOLIS,21,626,0,2,0,1,654,28,214,1653,1439,40,67
SP,66532,LUÍS ANTÔNIO,86,2443,0,5,2,5,2240,431,1389,7000,5611,175,226
SP,66559,LUISIÂNIA,19,1037,1,0,0,2,1567,100,629,3507,2878,57,95
SP,66575,LUPÉRCIO,28,1258,0,0,0,0,1185,83,728,3433,2705,71,80
SP,66591,LUTÉCIA,30,551,1,1,4,0,1101,60,335,2192,1857,46,67
SP,66613,MACATUBA,142,3907,2,1,1,3,5033,357,2316,12449,10133,328,360
SP,66630,MACAUBAL,44,887,0,0,0,3,3192,206,670,5362,4692,231,129
SP,66656,MACEDÔNIA,20,754,4,0,0,0,1260,96,461,2765,2304,85,85
SP,66672,MAGDA,27,684,3,0,0,1,1289,72,478,2740,2262,97,89
SP,66699,MAIRINQUE,266,11044,12,22,4,17,12446,1473,5146,32329,27183,894,1009
SP,66710,MAIRIPORÃ,526,9788,15,24,5,47,22421,2351,7013,45206,38193,1242,1779
SP,66737,MANDURI,114,1363,1,1,2,7,3453,291,1289,6940,5651,194,227
SP,66753,MARABÁ PAULISTA,33,887,0,0,0,2,1404,110,551,3142,2591,55,100
SP,66770,MARACAÍ,88,3685,3,25,1,5,4344,346,2143,11087,8944,205,243
SP,66796,MARIÁPOLIS,48,917,1,1,0,3,1265,106,463,3008,2545,133,71
SP,66818,MARÍLIA,2230,30178,44,44,25,82,68892,10287,25874,146605,120731,3919,5055
SP,66834,MARINÓPOLIS,8,641,0,0,0,2,747,50,242,1817,1575,84,43
SP,66850,MARTINÓPOLIS,173,4019,6,8,1,13,7789,543,3375,16767,13392,341,500
SP,66877,MATÃO,592,17040,20,15,7,39,24693,2260,8378,56968,48590,1744,2187
SP,66893,MAUÁ,2525,108601,74,293,54,173,80697,19383,33809,263093,229284,6425,11113
SP,66915,MENDONÇA,28,768,0,0,0,4,1474,92,382,2963,2581,101,114
SP,66931,MERIDIANO,35,960,1,0,0,4,1362,87,575,3235,2660,104,107
SP,66958,MIGUELÓPOLIS,90,4763,6,1,1,7,5816,380,3239,15044,11805,327,415
SP,66974,MINEIROS DO TIETÊ,93,2131,1,1,0,7,3917,165,1447,8307,6860,288,257
SP,66990,MIRACATU,135,3686,4,12,2,6,6901,328,3970,15702,11732,218,442
SP,67016,MIRA ESTRELA,13,906,1,1,0,1,819,56,424,2359,1935,66,72
SP,67032,MIRANDÓPOLIS,258,4959,7,4,1,20,7471,1006,4177,19486,15309,666,918
SP,67059,MIRANTE DO PARANAPANEMA,80,4144,3,1,2,8,4602,398,3288,13184,9896,267,393
SP,67075,MIRASSOL,494,7538,37,12,8,31,17802,1784,5997,36324,30327,1210,1419
SP,67091,MIRASSOLÂNDIA,25,658,1,0,1,1,1838,86,450,3211,2761,65,87
SP,67113,MOCOCA,579,7056,40,5,8,41,27652,1646,9455,50075,40620,1688,1913
SP,67130,MOGI DAS CRUZES,3639,58779,90,221,47,217,119028,14378,34340,244291,209951,5536,8063
SP,67156,MOJI-GUACU,1644,30754,128,51,17,47,38558,4465,13383,95527,82144,2936,3561
SP,67172,MOJI-MIRIM,1137,10799,19,28,11,36,31130,2601,8918,58874,49956,2012,2194
SP,67199,MOMBUCA,27,569,2,0,0,5,1393,71,565,2824,2259,83,109
SP,67210,MONÇÕES,14,356,0,2,1,1,842,53,306,1757,1451,110,73
SP,67237,MONGAGUÁ,256,8285,9,14,2,13,11443,1555,7638,30418,22780,484,721
SP,67253,MONTE ALEGRE DO SUL,51,1085,1,0,0,5,3031,123,950,5613,4663,158,209
SP,67270,MONTE ALTO,527,8081,10,9,6,20,15594,1241,6050,34243,28193,1439,1272
SP,67296,MONTE APRAZÍVEL,201,3955,2,5,3,4,6961,517,2923,15649,12726,504,577
SP,67318,MONTE AZUL PAULISTA,111,3506,5,4,4,8,7458,297,2833,15264,12431,513,529
SP,67334,MONTE CASTELO,32,1367,0,1,0,5,918,85,639,3243,2604,77,119
SP,67350,MONTEIRO LOBATO,66,777,1,0,1,1,1836,120,604,3568,2964,49,114
SP,67377,MONTE MOR,421,12087,11,6,4,21,9542,982,5600,30524,24924,772,1082
SP,67393,MORRO AGUDO,200,6694,9,2,3,7,6624,477,3076,18246,15170,541,616
SP,67415,MORUNGABA,65,1350,1,3,1,6,5070,177,841,8034,7193,223,298
SP,67431,MURUTINGA DO SUL,32,902,0,0,0,2,1438,99,599,3264,2665,87,105
SP,67458,NARANDIBA,18,1081,0,0,0,1,1217,70,362,2936,2574,55,132
SP,67474,NATIVIDADE DA SERRA,42,1428,14,1,0,11,2682,145,1376,6039,4663,127,213
SP,67490,NAZARÉ PAULISTA,105,2065,67,2,2,6,6059,326,2202,11660,9458,362,466
SP,67512,NEVES PAULISTA,75,1661,2,0,0,7,3367,269,1290,7276,5986,355,250
SP,67539,NHANDEARA,111,1389,2,1,1,4,4495,279,1330,8107,6777,256,240
SP,67555,NIPOÃ,11,759,0,1,0,0,1469,54,390,2876,2486,91,101
SP,67571,NOVA ALIANÇA,54,895,0,2,1,5,2097,224,727,4394,3667,180,210
SP,67598,NOVA EUROPA,73,2026,0,0,0,3,2494,220,1296,6496,5200,175,209
SP,67610,NOVA GRANADA,139,3343,7,0,0,14,5992,609,2634,13704,11070,385,581
SP,67636,NOVA GUATAPORANGA,23,786,1,1,0,0,435,30,301,1721,1420,48,96
SP,67652,NOVA INDEPENDÊNCIA,13,677,0,1,0,0,775,40,232,1838,1606,48,52
SP,67679,NOVA LUZITÂNIA,14,633,1,0,0,1,1246,26,289,2289,2000,32,47
SP,67695,NOVA ODESSA,549,14685,20,19,8,24,10886,1640,4526,34220,29694,848,1023
SP,67717,NOVO HORIZONTE,299,7200,1,1,2,9,10855,897,4505,25430,20925,811,852
SP,67733,NUPORANGA,34,1016,3,1,0,2,2841,122,1012,5355,4343,165,159
SP,67750,OCAUÇU,54,945,0,0,0,5,1304,129,421,3090,2669,98,134
SP,67776,ÓLEO,39,369,1,1,0,6,1365,66,425,2489,2064,102,115
SP,67792,OLÍMPIA,315,7988,14,5,4,32,16800,1237,6296,34913,28617,1146,1080
SP,67814,ONDA VERDE,25,983,1,2,0,4,1167,227,688,3261,2573,83,81
SP,67830,ORIENTE,39,1129,0,1,1,2,2528,168,780,4955,4175,127,181
SP,67857,ORINDIÚVA,16,976,1,1,0,7,1909,67,682,3835,3153,50,126
SP,67873,ORLÂNDIA,248,6184,12,10,3,18,14538,952,4020,27748,23728,725,1041
SP,67890,OSASCO,6429,187291,239,414,101,294,171315,31919,64399,490686,426287,11146,17240
SP,67911,OSCAR BRESSANE,13,335,0,0,0,1,1263,62,419,2205,1786,44,68
SP,67938,OSVALDO CRUZ,266,4434,6,14,3,17,11857,638,5205,23701,18496,575,689
SP,67954,OURINHOS,813,16382,27,43,5,50,32944,3472,12602,69715,57113,1436,1946
SP,67970,OURO VERDE,42,2483,2,0,0,4,1735,133,1333,6025,4692,104,189
SP,67997,PACAEMBU,107,2391,2,0,0,1,3609,326,1579,8474,6895,193,266
SP,68012,PALESTINA,51,1444,3,3,0,3,3913,236,1362,7587,6225,273,299
SP,68039,PALMARES PAULISTA,45,2429,0,0,1,4,2366,183,1062,6589,5527,243,257
SP,68055,PALMEIRA D'OESTE,60,2313,6,0,1,10,3210,194,1203,7498,6295,294,208
SP,68071,PALMITAL,151,4207,3,1,2,10,7692,274,3119,16103,12984,315,331
SP,68098,PANORAMA,46,3240,1,0,1,4,3404,323,2043,9543,7500,207,275
SP,68110,PARAGUAÇU PAULISTA,338,10360,9,9,0,16,10371,960,5653,29397,23744,847,834
SP,68136,PARAIBUNA,153,2993,1,1,0,12,6354,474,2156,12773,10617,237,392
SP,68152,PARAÍSO,44,1393,0,0,0,1,1898,86,701,4466,3765,172,171
SP,68179,PARANAPANEMA,81,3822,1,2,0,6,5633,183,2421,12670,10249,197,324
SP,68195,PARANAPUÃ,16,674,1,0,0,0,1459,87,493,2893,2400,96,67
SP,68217,PARAPUÃ,147,2417,4,3,1,9,3096,299,1861,8479,6618,251,392
SP,68233,PARDINHO,41,947,2,0,0,2,1934,84,542,3766,3224,77,137
SP,68250,PARIQUERA-AÇU,144,3465,3,6,0,9,6185,329,2924,13683,10759,246,372
SP,68276,PATROCÍNIO PAULISTA,82,1993,2,6,0,4,4948,159,1525,9069,7544,130,220
SP,68292,PAULICÉIA,34,1510,1,0,0,4,1415,107,724,4013,3289,106,112
SP,68314,PAULÍNIA,1080,18445,23,45,12,35,17285,3476,7313,50566,43253,1275,1589
SP,68330,PAULO DE FARIA,51,1844,1,0,0,2,2843,151,1632,6881,5249,119,238
SP,68357,PEDERNEIRAS,356,8451,6,5,3,33,11208,981,4784,27728,22944,854,1050
SP,68373,PEDRA BELA,45,824,0,2,1,2,1993,77,864,4152,3288,139,206
SP,68390,PEDRANÓPOLIS,22,737,1,0,0,0,897,52,384,2203,1819,47,63
SP,68411,PEDREGULHO,152,3512,4,2,0,6,5049,330,2777,12740,9963,413,495
SP,68438,PEDREIRA,329,7743,6,8,6,34,13798,989,3734,28723,24989,896,1186
SP,68454,PEDRO DE TOLEDO,54,1808,1,1,2,5,2583,311,1922,7026,5104,152,189
SP,68470,PENÁPOLIS,538,11594,11,7,4,32,17606,1894,7483,41823,34340,1123,1535
SP,68497,PEREIRA BARRETO,206,4912,12,3,5,14,7929,731,4945,19690,14745,361,577
SP,68519,PEREIRAS,33,1183,3,2,0,3,2865,107,1203,5770,4567,161,210
SP,68535,PERUÍBE,421,10279,15,27,15,40,19138,1866,10794,44599,33805,816,1203
SP,68551,PIACATU,35,895,2,1,0,1,2024,51,498,3737,3239,81,149
SP,68578,PIEDADE,364,6530,8,6,3,35,18294,975,6372,34639,28267,1075,980
SP,68594,PILAR DO SUL,156,3177,2,3,0,8,9842,389,3010,17424,14414,398,439
SP,68616,PINDAMONHANGABA,1257,21423,23,25,15,72,48552,3364,13396,92311,78915,1701,2498
SP,68632,PINDORAMA,101,3008,2,2,1,9,4758,432,1655,10694,9039,349,378
SP,68659,ESPÍRITO SANTO DO PINHAL,375,5553,10,14,7,24,17108,979,5592,31719,26127,936,1128
SP,68675,PINHALZINHO,66,1633,0,1,0,8,4828,203,1729,9047,7318,248,331
SP,68691,PIQUEROBI,21,1256,0,0,0,1,799,74,370,2685,2315,74,90
SP,68713,PIQUETE,169,2581,0,1,2,11,5585,922,2620,12467,9847,216,362
SP,68730,PIRACAIA,175,2967,14,7,2,21,10267,615,3556,18501,14945,418,461
SP,68756,PIRACICABA,4602,62157,99,93,114,158,113105,13072,31676,240285,208609,6547,8776
SP,68772,PIRAJU,316,3921,5,51,3,14,10593,942,4462,21688,17226,548,836
SP,68799,PIRAJUÍ,250,3028,4,1,0,8,6825,531,3304,14843,11539,425,467
SP,68810,PIRANGI,78,1529,3,1,0,5,3646,271,1324,7488,6164,379,252
SP,68837,PIRAPORA DO BOM JESUS,38,2533,2,3,0,5,3996,272,1399,8632,7233,103,281
SP,68853,PIRAPOZINHO,203,5294,4,1,1,7,7144,910,3714,18246,14532,413,556
SP,68870,PIRASSUNUNGA,911,9141,13,29,14,33,25028,2579,9262,50266,41004,1496,1774
SP,68896,PIRATININGA,152,1598,5,1,5,6,4535,340,1863,9037,7174,223,314
SP,68918,PITANGUEIRAS,158,7027,6,14,3,7,9272,683,4781,23410,18629,636,826
SP,68934,PLANALTO,34,772,0,0,1,1,1440,83,314,2837,2523,73,120
SP,68950,PLATINA,15,736,0,0,0,0,1054,25,290,2234,1944,55,59
SP,68977,POÁ,1107,27827,32,65,22,66,26015,5283,10950,75691,64741,1815,2531
SP,68993,POLONI,37,768,1,0,0,4,2187,138,637,3987,3350,120,95
SP,69019,POMPÉIA,116,2386,1,1,7,12,8931,404,2678,15346,12668,312,505
SP,69035,PONGAÍ,31,585,0,0,0,2,1816,103,593,3277,2684,66,81
SP,69051,PONTAL,235,7681,20,4,2,13,8824,617,4592,23891,19299,905,1000
SP,69078,PONTES GESTAL,18,626,1,1,1,1,927,35,394,2144,1750,67,74
SP,69094,POPULINA,46,862,1,0,0,4,1600,73,700,3554,2854,111,157
SP,69116,PORANGABA,60,1483,0,1,1,3,2742,195,968,5754,4786,95,207
SP,69132,PORTO FELIZ,373,8668,20,13,8,20,16297,929,5334,33449,28115,885,910
SP,69159,PORTO FERREIRA,409,7654,13,22,9,28,18409,1484,5319,35699,30380,1190,1171
SP,69175,POTIRENDABA,129,2060,4,0,1,8,5664,371,1890,11024,9134,493,405
SP,69191,PRADÓPOLIS,108,4225,2,5,2,1,4439,288,1738,11523,9785,306,411
SP,69213,PRAIA GRANDE,1575,42164,59,66,25,102,54720,9315,27636,143327,115691,3299,4391
