STATE,CD_MUN,NM_MUN,VOTES_PDT_12,VOTES_INCUMBENT,VOTES_PSL_17,VOTES_DC_27,VOTES_PCO_29,VOTES_PRP_44,VOTES_CHALLENGER,VOTES_PSOL_50,QT_ABST,QT_APT,QT_ATTEND,QT_BLANK,QT_NULL
MG,43214,CHAPADA DO NORTE,116,3114,3,1,4,11,1673,38,3863,9485,5622,109,557
MG,43230,CHIADOR,39,1061,1,1,1,0,770,108,320,2452,2132,38,114
MG,43257,CIPOTÂNEA,50,1781,5,2,1,4,1202,56,1126,4859,3733,309,324
MG,43273,CLARAVAL,25,707,0,0,0,3,2313,56,624,3870,3246,41,101
MG,43290,CLARO DOS POÇÕES,168,2981,4,3,0,4,1529,96,1397,6600,5203,143,275
MG,43311,CLÁUDIO,263,5174,3,10,6,26,7440,445,2043,16773,14730,742,627
MG,43338,COIMBRA,82,1943,3,1,0,15,2053,169,807,5578,4771,189,316
MG,43354,COLUNA,85,2231,4,2,1,8,1656,118,1776,6502,4726,136,486
MG,43370,COMENDADOR GOMES,12,473,1,0,0,3,1274,47,412,2280,1868,28,30
MG,43397,COMERCINHO,81,2894,1,2,0,5,1249,72,1930,6767,4837,115,418
MG,43419,CONCEIÇÃO DA APARECIDA,48,2750,0,0,1,8,2584,176,1444,7402,5958,183,209
MG,43435,CONCEIÇÃO DAS PEDRAS,27,836,2,0,0,11,882,89,273,2268,1995,64,84
MG,43451,CONCEIÇÃO DAS ALAGOAS,99,5874,1,0,0,6,4758,260,3229,14848,11619,226,395
MG,43478,CONCEIÇÃO DE IPANEMA,26,1393,0,1,1,9,1252,38,619,3597,2978,67,192
MG,43494,CONCEIÇÃO DO MATO DENTRO,181,6053,3,5,5,9,2158,218,3926,13864,9938,270,1041
MG,43516,CONCEIÇÃO DO PARÁ,62,1533,5,1,1,3,1356,159,545,3958,3413,147,147
MG,43532,CONCEIÇÃO DO RIO VERDE,80,3274,1,4,1,5,3385,210,1771,9391,7620,246,415
MG,43559,CONCEIÇÃO DOS OUROS,78,1770,1,3,2,8,3694,222,1063,7202,6139,144,219
MG,43575,CONGONHAL,86,1432,2,2,2,4,3738,188,673,6561,5888,227,209
MG,43591,CONGONHAS,769,14844,15,10,17,34,9022,1867,3584,32868,29284,1212,1511
MG,43613,CONGONHAS DO NORTE,40,1840,1,0,0,6,358,18,1018,3687,2669,57,349
MG,43630,CONQUISTA,47,1433,0,7,3,6,2197,133,643,4762,4119,107,189
MG,43656,CONSELHEIRO LAFAIETE,2460,36575,42,29,36,104,20740,4536,9463,80086,70623,2432,3705
MG,43672,CONSELHEIRO PENA,216,6626,6,8,0,9,4210,220,2998,15127,12129,330,504
MG,43699,CONSOLAÇÃO,19,400,0,0,0,1,758,45,186,1503,1317,32,62
MG,43710,CONTAGEM,8871,180123,228,490,235,460,88832,25001,53674,389262,335588,13086,18497
MG,43737,COQUEIRAL,65,2297,1,0,1,4,2724,90,1482,7123,5641,186,274
MG,43753,CORAÇÃO DE JESUS,226,9934,4,3,0,14,3152,248,4646,19530,14884,398,905
MG,43770,CORDISBURGO,56,2806,1,0,0,4,1622,179,1450,6571,5121,224,229
MG,43796,CORDISLÂNDIA,21,1093,1,0,1,1,895,31,585,2791,2206,32,132
MG,43818,CORINTO,214,7312,2,3,3,22,4919,540,4914,18859,13945,351,582
MG,43834,COROACI,77,2540,0,10,1,5,2417,117,2395,8270,5875,178,531
MG,43850,COROMANDEL,273,6447,6,3,5,16,8830,515,4137,21473,17336,542,704
MG,43877,CORONEL FABRICIANO,1288,37132,17,57,18,48,14619,2952,13431,73207,59776,1534,2129
MG,43893,CORONEL MURTA,84,3254,2,0,0,7,1375,84,1998,7277,5279,118,355
MG,43915,CORONEL PACHECO,70,1164,1,11,2,2,456,143,173,2210,2037,59,131
MG,43931,CORONEL XAVIER CHAVES,55,901,1,1,0,3,867,142,376,2536,2160,72,118
MG,43958,CÓRREGO DANTA,28,755,0,1,1,6,1224,61,509,2752,2243,52,116
MG,43974,CÓRREGO DO BOM JESUS,36,945,2,0,0,5,1421,136,443,3245,2802,100,157
MG,43990,CÓRREGO NOVO,27,1388,0,1,0,1,647,30,643,2962,2319,63,162
MG,44016,COUTO DE MAGALHÃES DE MINAS,50,1695,1,2,3,5,518,49,748,3305,2557,72,165
MG,44032,CRISTAIS,67,3118,4,1,2,5,2108,109,1141,7288,6147,294,441
MG,44059,CRISTÁLIA,38,1857,3,0,0,3,633,26,1124,4005,2881,32,289
MG,44075,CRISTIANO OTONI,77,1469,3,1,1,4,1386,127,484,3935,3451,169,215
MG,44091,CRISTINA,94,1641,3,2,0,6,3713,181,1525,7666,6141,177,324
MG,44113,CRUCILÂNDIA,63,1365,0,1,2,3,1514,105,643,4047,3404,185,168
MG,44130,CRUZEIRO DA FORTALEZA,16,1032,0,0,0,6,1350,86,616,3247,2631,71,70
MG,44156,CRUZÍLIA,127,3232,3,2,1,4,4731,220,1725,10672,8947,232,396
MG,44172,CURVELO,678,20860,6,13,4,37,14023,1379,9827,49667,39840,1141,1703
MG,44199,DATAS,43,2021,1,2,0,2,601,43,1059,4079,3020,90,217
MG,44210,DELFIM MOREIRA,71,1625,5,1,0,4,2964,186,1138,6319,5181,157,168
MG,44237,DELFINÓPOLIS,59,1547,2,1,2,7,1944,84,770,4678,3908,97,167
MG,44253,DESCOBERTO,75,1257,5,1,4,10,1587,219,485,3941,3456,112,190
MG,44270,DESTERRO DE ENTRE RIOS,65,1535,0,0,3,6,2384,86,1082,5707,4625,310,239
MG,44296,DESTERRO DO MELO,44,746,0,1,1,7,1419,62,312,2811,2499,65,155
MG,44318,DIAMANTINA,536,14133,8,8,8,34,7150,862,7019,31973,24954,667,1556
MG,44334,DIOGO DE VASCONCELOS,64,1373,2,2,2,4,722,46,658,3237,2579,79,287
MG,44350,DIONÍSIO,90,3326,4,1,0,4,1442,159,2013,7513,5500,176,298
MG,44377,DIVINÉSIA,41,1344,1,3,1,4,973,84,386,3047,2661,43,168
MG,44393,DIVINO,146,5689,3,4,1,12,3723,196,2972,13614,10642,263,606
MG,44415,DIVINO DAS LARANJEIRAS,49,1320,1,7,0,5,1230,58,753,3821,3068,84,314
MG,44431,DIVINOLÂNDIA DE MINAS,62,1724,0,0,1,4,1327,79,1411,5082,3671,123,352
MG,44458,DIVINÓPOLIS,3705,56292,66,50,43,122,43379,9943,17171,143843,126672,6137,6978
MG,44474,DIVISA NOVA,40,1718,2,0,0,3,1366,82,754,4233,3479,91,177
MG,44490,DOM CAVATI,37,1594,0,2,0,3,1481,47,557,3944,3387,71,152
MG,44512,DOM JOAQUIM,64,1415,0,2,2,5,734,54,622,3312,2690,92,324
MG,44539,DOM SILVÉRIO,82,1542,1,0,1,5,1532,125,673,4352,3679,154,238
MG,44555,DOM VIÇOSO,33,679,0,2,0,3,1112,56,253,2287,2034,67,82
MG,44571,DONA EUSÉBIA,69,2198,0,1,1,5,1334,131,660,4745,4085,153,194
MG,44598,DORES DE CAMPOS,176,2031,6,2,3,11,2580,325,676,6687,6011,462,418
MG,44610,DORES DE GUANHÃES,43,1951,0,2,0,6,1003,71,887,4310,3423,59,288
MG,44636,DORES DO INDAIÁ,139,2925,5,1,2,14,4725,290,1920,10753,8833,300,434
MG,44652,DORES DO TURVO,57,1567,2,1,0,5,1171,65,825,4009,3184,116,200
MG,44679,DORESÓPOLIS,12,467,0,0,1,1,532,47,236,1396,1160,43,58
MG,44695,DOURADOQUARA,16,736,1,0,0,1,589,36,226,1658,1432,25,28
MG,44717,ELÓI MENDES,373,5229,4,2,3,15,7427,322,2246,16575,14329,458,499
MG,44733,ENGENHEIRO CALDAS,63,2880,0,1,0,5,1792,85,1547,6824,5277,151,300
MG,44750,ENGENHEIRO NAVARRO,79,3087,1,0,0,4,860,68,910,5455,4545,71,375
MG,44776,ENTRE RIOS DE MINAS,247,4169,9,3,3,17,3458,261,2082,11055,8973,402,407
MG,44792,ERVÁLIA,341,5609,11,3,1,19,4327,253,3025,14994,11969,451,955
MG,44814,ESMERALDAS,459,13899,11,26,10,42,7679,1003,5670,30978,25308,945,1244
MG,44830,ESPERA FELIZ,263,7253,4,1,0,14,4080,271,3261,16179,12918,338,694
MG,44857,ESPINOSA,261,7306,6,1,2,19,6613,301,7988,24211,16223,499,1217
MG,44873,ESPÍRITO SANTO DO DOURADO,42,1158,2,2,0,5,1545,71,287,3453,3166,133,208
MG,44890,ESTIVA,107,2451,2,2,1,3,3537,206,1087,7928,6841,246,287
MG,44911,ESTRELA DALVA,24,1073,2,2,2,6,440,62,460,2255,1795,38,148
MG,44938,ESTRELA DO INDAIÁ,42,890,0,0,1,2,1094,66,466,2729,2263,78,91
MG,44954,ESTRELA DO SUL,42,1946,2,2,1,5,1767,101,620,4838,4218,126,227
MG,44970,EUGENÓPOLIS,99,3477,0,1,3,5,2196,241,899,7472,6573,209,345
MG,44997,EWBANK DA CÂMARA,45,1688,2,1,1,3,599,94,537,3156,2619,56,131
MG,45012,EXTREMA,205,5441,9,3,1,15,7368,807,2864,17912,15048,531,669
MG,45039,FAMA,17,694,0,0,0,0,911,82,338,2170,1832,46,82
MG,45055,FARIA LEMOS,79,1365,2,0,0,4,743,100,480,2972,2492,50,149
MG,45071,FELÍCIO DOS SANTOS,41,1606,1,0,0,7,965,52,1329,4339,3010,90,248
MG,45098,SÃO GONÇALO DO RIO PRETO,27,1028,0,1,0,3,589,41,521,2501,1980,72,219
MG,45110,FELISBURGO,50,1897,4,0,0,6,1093,27,1405,4845,3440,42,321
MG,45136,FELIXLÂNDIA,128,3918,3,0,2,8,3099,292,2229,10448,8219,328,443
MG,45152,FERNANDES TOURINHO,24,916,0,0,0,3,760,27,461,2323,1862,23,109
MG,45179,FERROS,157,3508,4,0,1,13,2231,127,2730,9656,6926,234,652
MG,45195,FLORESTAL,111,1876,1,0,2,5,1530,140,725,4760,4035,179,193
MG,45217,FORMIGA,1049,14345,22,25,10,47,20693,2180,7326,49699,42373,1840,2172
MG,45233,FORMOSO,50,1671,0,2,2,2,1564,27,1406,5007,3601,50,235
MG,45250,FORTALEZA DE MINAS,36,714,0,2,0,2,1259,83,416,2904,2488,211,181
MG,45276,FORTUNA DE MINAS,51,853,1,1,2,19,709,60,360,2193,1833,47,92
MG,45292,FRANCISCO BADARÓ,83,1700,0,0,0,13,2380,36,2750,7384,4634,112,310
MG,45314,FRANCISCO DUMONT,100,1228,0,2,0,8,1039,94,995,3789,2794,73,250
MG,45330,FRANCISCO SÁ,211,9549,2,0,2,13,2533,260,4571,18435,13864,301,995
MG,45357,FREI GASPAR,106,2120,2,1,2,6,725,29,1102,4546,3444,69,386
MG,45373,FREI INOCÊNCIO,64,2958,2,0,3,2,1191,60,1642,6415,4773,104,392
MG,45390,FRONTEIRA,70,3251,0,1,0,4,2284,569,1226,7882,6656,221,256
MG,45411,FRUTAL,315,9984,5,4,3,38,15830,1130,6492,35393,28901,785,810
MG,45438,FUNILÂNDIA,47,1233,1,0,1,5,917,140,510,3028,2518,52,123
MG,45454,GALILÉIA,41,2366,1,2,2,1,1135,48,963,4923,3960,131,235
MG,45470,GONÇALVES,16,673,2,1,1,8,1644,80,556,3212,2656,66,166
MG,45497,GONZAGA,42,1148,1,1,0,9,1371,39,1492,4577,3085,94,380
MG,45519,GOUVEIA,76,4343,5,2,3,9,1432,135,2248,9106,6858,281,575
MG,45535,GOVERNADOR VALADARES,2303,77467,31,51,26,81,49200,5957,42204,185247,143043,3171,4782
MG,45551,GRÃO MOGOL,107,3688,0,3,0,8,2457,112,2840,10108,7268,167,726
MG,45578,GRUPIARA,14,426,1,0,0,1,592,31,231,1364,1133,31,37
MG,45594,GUANHÃES,325,6046,16,7,11,27,6053,464,5764,20906,15142,660,1544
MG,45616,GUAPÉ,73,3226,2,2,3,11,3488,172,1848,9579,7731,379,378
MG,45632,GUARACIABA,151,2771,0,1,2,15,2612,98,1401,7810,6409,211,550
MG,45659,GUARANÉSIA,191,6127,5,3,2,7,3599,315,2162,13476,11314,418,649
MG,45675,GUARANI,151,2656,0,1,1,10,2165,278,1384,7206,5822,181,380
MG,45691,GUARARÁ,59,1176,1,5,2,10,1064,169,483,3237,2754,70,200
MG,45713,GUARDA-MOR,40,1286,0,2,0,11,1976,149,1154,4916,3762,117,181
MG,45730,GUAXUPÉ,508,12320,16,9,4,18,12016,1305,6101,35187,29086,1230,1664
MG,45756,GUIDOVAL,77,3010,4,0,2,4,1507,112,1016,6256,5240,224,302
MG,45772,GUIMARÂNIA,84,1312,2,1,3,9,2480,120,1021,5394,4373,153,212
MG,45799,GUIRICEMA,145,3200,3,1,4,6,2096,167,1149,7377,6228,227,383
MG,45810,GURINHATÃ,30,1606,7,1,0,4,2332,167,1546,5880,4334,55,132
MG,45837,HELIODORA,34,1949,6,1,1,3,1400,69,652,4418,3766,122,182
MG,45853,IAPU,100,2861,1,0,0,8,2192,139,1754,7579,5825,182,342
MG,45870,IBERTIOGA,67,1957,1,2,1,7,1197,92,592,4229,3637,125,189
MG,45896,IBIÁ,195,4470,3,4,2,10,6876,585,3261,16469,13208,441,624
MG,45918,IBIAÍ,61,2962,1,1,1,3,774,55,1275,5410,4135,62,216
MG,45934,IBIRACI,79,1968,2,1,1,6,3728,108,918,7199,6281,135,254
MG,45950,IBIRITÉ,1163,43796,34,54,56,88,16482,3982,11600,83362,71762,2833,3330
MG,45977,IBITIÚRA DE MINAS,15,748,0,1,0,0,1310,52,308,2690,2382,115,141
MG,45993,IBITURUNA,14,567,1,0,0,2,1141,30,323,2186,1863,29,79
MG,46019,IGARAPÉ,278,9177,5,11,10,14,4879,644,3645,20300,16655,754,893
MG,46035,IGARATINGA,52,2409,2,0,0,5,1539,169,760,5515,4755,361,218
MG,46051,IGUATAMA,107,2134,5,2,3,4,2693,224,1355,6938,5583,157,257
MG,46078,IJACI,46,979,0,0,3,6,2382,160,641,4573,3932,150,209
MG,46094,ILICÍNEA,57,3024,1,1,0,7,2987,75,1322,7908,6586,233,201
MG,46116,INCONFIDENTES,68,1581,4,0,0,6,2540,96,593,5235,4642,188,159
MG,46132,INDIANÓPOLIS,36,1781,1,0,0,3,1389,152,796,4387,3591,94,135
MG,46159,INGAÍ,23,513,0,0,0,2,993,34,371,2100,1729,64,100
MG,46175,INHAPIM,190,7524,7,2,2,13,5577,292,3080,18030,14950,405,940
MG,46191,INHAÚMA,58,1887,1,0,0,4,1253,115,748,4293,3545,96,131
MG,46213,INIMUTABA,36,2179,1,0,1,0,1278,79,982,4904,3922,119,230
MG,46230,IPANEMA,152,4095,4,0,2,10,4905,316,3499,14030,10531,368,681
MG,46256,IPATINGA,2754,72024,56,49,30,113,42739,8046,28693,162969,134276,3628,4867
MG,46272,IPIAÇU,18,1220,1,0,2,2,1207,164,680,3473,2793,61,120
MG,46299,IPUIÚNA,57,2015,0,0,1,4,3440,121,963,7019,6056,150,269
MG,46310,IRAÍ DE MINAS,40,1653,1,0,0,3,1888,97,691,4645,3954,94,178
MG,46337,ITABIRA,1975,31955,34,27,26,68,25043,4367,10724,79453,68729,2007,3253
MG,46353,ITABIRINHA,125,3115,1,4,3,3,1897,115,1573,7345,5772,136,376
MG,46370,ITABIRITO,1033,10324,8,13,15,31,11302,2338,3636,31238,27602,1217,1336
MG,46396,ITACAMBIRA,48,2197,0,1,0,4,493,34,918,3958,3040,55,208
MG,46418,ITACARAMBI,126,6583,6,5,2,1,1259,102,3250,12133,8883,172,629
MG,46434,ITAGUARA,133,2802,3,4,3,13,3588,248,1383,9234,7851,603,457
MG,46450,ITAIPÉ,121,2698,1,0,0,11,1715,66,2199,7439,5240,102,526
MG,46477,ITAJUBÁ,1552,14437,22,25,9,54,29242,4875,10550,64768,54218,1585,2426
MG,46493,ITAMARANDIBA,174,8521,10,6,1,17,6045,231,4993,21547,16554,570,980
MG,46515,ITAMARATI DE MINAS,38,1604,3,0,0,6,918,61,462,3345,2883,79,174
MG,46531,ITAMBACURI,240,7467,4,4,3,21,3002,169,5384,17808,12424,265,1252
MG,46558,ITAMBÉ DO MATO DENTRO,22,837,0,0,0,1,607,56,317,2034,1717,52,142
MG,46574,ITAMOGI,121,2818,3,2,2,8,3113,187,1745,8656,6911,226,433
MG,46590,ITAMONTE,122,2949,7,3,3,10,4221,336,1369,9658,8289,260,381
MG,46612,ITANHANDU,275,2724,0,4,1,13,4865,424,1533,10494,8961,291,365
MG,46639,ITANHOMI,86,3558,1,4,0,8,2606,96,1879,8878,6999,216,424
MG,46655,ITAOBIM,231,4429,5,5,4,25,5255,202,4626,16108,11482,452,878
MG,46671,ITAPAGIPE,49,2728,1,0,1,10,4077,247,1696,9117,7421,124,185
MG,46698,ITAPECERICA,281,4894,8,4,3,14,6256,546,1816,15398,13582,620,959
MG,46710,ITAPEVA,89,1766,1,1,0,10,3022,202,1261,6756,5495,171,233
MG,46736,ITATIAIUÇU,112,2955,3,5,3,12,1732,244,1109,6740,5631,268,300
MG,46752,ITAÚNA,1577,21577,23,16,19,74,21462,3646,6635,59642,53007,2049,2583
MG,46779,ITAVERAVA,68,2032,3,5,0,9,1582,95,899,5167,4268,264,210
MG,46795,ITINGA,100,4622,1,4,2,7,1707,47,3093,10308,7215,121,606
MG,46817,ITUETA,31,1630,2,0,2,3,1851,69,781,4554,3773,86,101
MG,46833,ITUIUTABA,651,26734,11,7,10,35,24216,1968,14370,70705,56335,1096,1617
MG,46850,ITUMIRIM,124,1255,0,2,1,9,2465,105,902,5217,4315,161,194
MG,46876,ITURAMA,164,11126,1,4,3,12,6841,420,4274,23772,19498,317,613
MG,46892,ITUTINGA,44,992,2,1,0,4,1233,96,635,3250,2615,101,142
MG,46914,JABOTICATUBAS,207,4668,1,4,4,19,3396,370,2348,11957,9609,278,666
MG,46930,JACINTO,189,2641,6,3,1,4,2899,168,3003,9675,6672,186,576
MG,46957,JACUÍ,56,741,1,1,2,8,3397,145,971,5771,4800,215,236
MG,46973,JACUTINGA,172,3618,5,6,2,19,8222,551,3107,16637,13530,356,581
MG,46990,JAGUARAÇU,25,1105,0,1,1,1,563,81,260,2200,1940,57,107
MG,47015,JANAÚBA,654,21964,13,17,8,32,8413,681,9245,43864,34619,945,1900
MG,47031,JANUÁRIA,570,20998,10,8,6,40,7652,734,12329,45120,32791,784,1995
MG,47058,JAPARAÍBA,39,815,0,2,0,4,1475,56,381,2938,2557,96,70
MG,47074,JECEABA,53,1899,1,0,0,3,1402,120,872,4731,3859,190,191
MG,47090,JEQUERI,189,4158,2,8,4,20,2420,154,2563,10701,8138,445,742
MG,47112,JEQUITAÍ,86,2932,1,1,1,2,1064,90,1863,6529,4666,161,329
MG,47139,JEQUITIBÁ,67,1509,5,2,0,3,1556,146,849,4434,3585,140,157
MG,47155,JEQUITINHONHA,222,7031,5,3,2,12,3465,208,4895,16997,12102,228,928
MG,47171,JESUÂNIA,41,1454,3,0,2,4,1370,71,662,3893,3231,69,219
MG,47198,JOAÍMA,153,4687,5,2,0,14,1869,54,2872,10650,7778,173,821
MG,47210,JOANÉSIA,51,1918,0,2,0,6,810,53,874,4273,3399,162,397
MG,47236,JOÃO MONLEVADE,965,22987,25,19,17,49,14999,2321,9327,53785,44458,1420,1673
MG,47252,JOÃO PINHEIRO,250,11142,1,11,4,27,11897,766,6763,32353,25590,584,912
MG,47279,JOAQUIM FELÍCIO,23,1247,0,0,0,5,821,71,872,3307,2435,93,175
MG,47295,JORDÂNIA,54,2791,1,0,0,12,2149,87,1952,7547,5595,108,393
MG,47317,NOVA UNIÃO,65,2086,6,0,0,4,1124,148,1015,4806,3791,179,179
MG,47333,JUIZ DE FORA,13011,152757,211,157,165,543,76091,31526,49511,354929,305418,9953,21169
MG,47350,JURAMENTO,82,1662,0,0,0,6,664,59,483,3249,2766,79,214
MG,47376,JURUAIA,66,1560,3,0,2,7,2980,141,985,6196,5211,198,256
MG,47392,LADAINHA,190,4474,9,2,2,16,1825,62,3202,11031,7829,147,1104
MG,47414,LAGAMAR,54,1724,2,0,0,6,2642,140,852,5773,4921,97,256
MG,47430,LAGOA DA PRATA,450,9150,4,24,5,18,12477,1008,4199,29255,25056,919,1006
MG,47457,LAGOA DOS PATOS,35,1407,2,0,0,0,1009,28,967,3670,2703,42,180
MG,47473,LAGOA DOURADA,123,2308,5,2,4,18,3606,288,1064,8343,7279,496,433
MG,47490,LAGOA FORMOSA,150,3147,9,3,1,4,6377,232,2585,13544,10959,610,427
MG,47511,LAGOA SANTA,806,10661,21,3,12,54,10648,1797,4916,31430,26514,1170,1354
MG,47538,LAJINHA,199,4858,4,2,4,11,4466,268,2061,12920,10859,331,720
MG,47554,LAMBARI,253,5340,2,10,1,10,5309,379,2433,14787,12354,357,694
MG,47570,LAMIM,39,1214,0,1,0,2,889,63,466,3051,2585,176,201
MG,47597,LARANJAL,123,1928,1,2,0,5,2016,238,645,5273,4628,110,205
MG,47619,LASSANCE,46,2222,2,2,0,3,894,81,1141,4715,3574,70,254
MG,47635,LAVRAS,1350,14826,20,16,14,68,27450,3606,9379,62116,52737,2108,3293
MG,47651,LEANDRO FERREIRA,42,876,0,2,1,1,1071,63,354,2594,2240,90,95
MG,47678,LEOPOLDINA,1046,16439,10,11,6,33,9823,1365,6862,37685,30823,934,1162
MG,47694,LIBERDADE,85,1320,2,6,3,6,1736,124,600,4172,3572,120,173
MG,47716,LIMA DUARTE,260,5448,3,3,3,14,3061,436,2564,12784,10220,341,654
MG,47732,LUMINÁRIAS,52,1135,0,1,1,6,1800,89,560,3962,3402,150,169
MG,47759,LUZ,137,2964,3,2,4,18,6390,300,2838,13505,10667,403,450
MG,47775,MACHACALIS,90,2456,2,0,0,6,1107,57,1766,5884,4118,84,316
MG,47791,MACHADO,388,5944,5,14,6,17,13068,704,4132,26298,22166,851,1175
MG,47813,MADRE DE DEUS DE MINAS,48,1168,4,1,0,10,1711,139,785,4082,3297,81,135
MG,47830,MALACACHETA,227,5252,12,8,5,24,3056,141,4798,15331,10533,324,1489
MG,47856,MANGA,144,6640,6,1,1,9,2811,204,4052,14655,10603,194,594
MG,47872,MANHUAÇU,942,19618,15,6,6,53,15349,1421,8518,49325,40807,1524,1879
MG,47899,MANHUMIRIM,393,5231,6,3,1,15,4996,478,3079,15259,12180,368,690
MG,47910,MANTENA,196,7418,2,10,2,15,6130,273,5995,21323,15328,434,850
MG,47937,MARAVILHAS,74,1914,4,1,1,0,2133,105,690,5144,4454,88,135
MG,47953,MAR DE ESPANHA,135,2486,6,1,2,19,3462,342,1431,8558,7127,205,471
MG,47970,MARIA DA FÉ,164,2808,1,1,1,9,5447,422,1624,11141,9517,298,367
MG,47996,MARIANA,891,15479,15,13,12,39,10033,1665,5747,37629,31882,1573,2174
MG,48011,MARILAC,30,1558,0,0,0,3,680,26,677,3266,2589,69,223
MG,48038,MARIPÁ DE MINAS,71,1015,2,1,0,3,891,110,385,2661,2276,42,141
MG,48054,MARLIÉRIA,79,1601,2,1,1,3,754,111,433,3262,2829,112,166
MG,48070,MARMELÓPOLIS,25,1349,1,0,0,1,691,46,608,2856,2248,50,85
MG,48097,MARTINHO CAMPOS,102,2731,4,1,3,12,3302,437,1972,9354,7382,383,410
MG,48119,MATERLÂNDIA,45,1511,2,0,0,4,761,29,1171,3930,2759,116,291
MG,48135,MATEUS LEME,312,6865,2,7,10,17,4870,735,2831,17497,14666,827,1031
MG,48151,MATIAS BARBOSA,170,4404,2,12,1,8,2696,617,1399,9995,8596,255,432
MG,48178,MATIPÓ,160,4483,2,2,1,17,4144,117,2135,12243,10108,454,729
MG,48194,MATO VERDE,110,5158,4,1,2,7,1983,118,1591,9712,8121,219,521
MG,48216,MATOZINHOS,342,11404,7,9,11,20,6846,1083,3732,25253,21521,811,999
MG,48232,MATUTINA,28,734,4,0,0,2,1276,58,559,2927,2368,75,191
MG,48259,MEDEIROS,35,484,0,3,0,3,1338,53,482,2565,2083,78,89
MG,48275,MEDINA,210,5860,6,9,3,27,3675,212,5965,17464,11499,395,1105
MG,48291,MENDES PIMENTEL,48,2301,1,0,0,3,1117,171,945,4949,4004,131,232
MG,48313,MERCÊS,115,3360,2,11,0,12,2029,175,1791,8178,6387,264,419
MG,48330,MESQUITA,61,2031,0,0,0,2,1160,43,1287,5065,3778,188,293
MG,48356,MINAS NOVAS,308,6994,5,4,3,25,3629,128,7782,20642,12860,445,1322
MG,48372,MINDURI,70,827,0,0,0,1,1365,98,491,3051,2560,53,146
MG,48399,MIRABELA,118,5261,3,1,1,2,1170,137,2710,9765,7055,112,251
MG,48410,MIRADOURO,141,3651,1,0,1,5,2255,160,1399,8293,6894,239,442
MG,48437,MIRAÍ,193,3397,6,4,3,11,3138,312,1453,9311,7858,244,553
MG,48453,MOEDA,50,1500,1,1,0,1,1271,149,602,3847,3245,110,162
MG,48470,MOEMA,89,1457,2,2,1,6,2646,101,1067,5666,4599,110,186
MG,48496,MONJOLOS,23,696,2,1,0,2,611,27,421,1922,1501,50,89
MG,48518,MONSENHOR PAULO,72,1563,2,1,1,2,2444,116,855,5526,4671,188,283
MG,48534,MONTALVÂNIA,133,4612,15,4,3,13,2821,125,3537,12298,8761,183,855
MG,48550,MONTE ALEGRE DE MINAS,147,4522,6,2,0,17,5400,401,3151,14428,11277,301,481
MG,48577,MONTE AZUL,136,7986,10,1,3,25,4139,211,5217,19122,13905,334,1063
MG,48593,MONTE BELO,117,3345,2,1,4,12,3782,221,1679,9966,8287,397,410
MG,48615,MONTE CARMELO,410,13281,11,5,5,17,10930,940,5662,33441,27779,906,1279
MG,48631,MONTE SANTO DE MINAS,182,3514,2,4,4,14,7319,327,3081,15802,12721,552,807
MG,48658,MONTES CLAROS,5339,99155,97,63,54,214,50109,10731,32650,214886,182236,5508,11020
MG,48674,MONTE SIÃO,143,1777,6,2,0,9,8822,338,2511,14667,12156,415,644
MG,48690,MORADA NOVA DE MINAS,54,2177,0,2,0,9,2140,98,1205,6095,4890,153,257
MG,48712,MORRO DA GARÇA,23,840,0,0,0,5,860,44,486,2379,1893,39,82
MG,48739,MORRO DO PILAR,30,995,2,0,0,2,989,52,323,2677,2354,43,241
MG,48755,MUNHOZ,46,1422,4,2,1,4,2559,88,882,5375,4493,105,263
MG,48771,MURIAÉ,1640,30642,24,20,16,56,18845,2522,12129,70471,58342,1601,2992
MG,48798,MUTUM,207,7428,1,6,1,20,6881,258,4823,21241,16418,525,1092
MG,48810,MUZAMBINHO,221,4465,4,7,1,19,7157,500,2743,16071,13328,523,432
MG,48836,NACIP RAYDAN,32,745,0,0,0,0,651,11,533,2136,1603,25,139
MG,48852,NANUQUE,299,11943,8,8,0,24,8086,497,8865,31465,22600,605,1130
MG,48879,NATÉRCIA,37,780,2,0,1,3,1995,116,582,3871,3289,187,169
MG,48895,NAZARENO,68,2247,1,1,0,6,1946,163,1111,5946,4835,153,250
MG,48917,NEPOMUCENO,310,5902,5,6,9,20,7489,280,3297,18903,15606,649,945
MG,48933,NOVA ERA,285,6981,7,7,2,6,3030,332,2671,14148,11477,292,537
MG,48950,NOVA LIMA,1406,23073,25,30,35,60,13287,3493,6061,51153,45092,1532,2186
MG,48976,NOVA MÓDICA,24,1463,0,2,0,4,645,28,661,3178,2517,35,316
MG,48992,NOVA PONTE,66,3372,0,1,0,7,2874,220,1284,8202,6918,134,244
MG,49018,NOVA RESENDE,84,3734,2,0,3,10,3939,185,1386,10199,8813,420,439
MG,49034,NOVA SERRANA,456,7363,9,12,5,26,15871,860,4678,32093,27415,1708,1110
MG,49050,NOVO CRUZEIRO,278,7597,8,3,3,27,3229,99,7829,20913,13084,352,1491
MG,49077,OLARIA,42,863,0,0,2,5,616,55,297,2054,1757,68,108
MG,49093,OLÍMPIO NORONHA,18,737,1,0,1,0,895,69,244,2102,1858,33,105
